time	STAT5A	STAT5B	pApB	pApA	pBpB	nucpApA	nucpApB	nucpBpB
0.0	201.41351999999998	89.22648000000001	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	135.7196719563266	65.47090065419921	12.314102045326342	0.0002608129369576989	6.069310157735044e-05	26.649552082363098	0.08012020773804497	5.680617853258787
1.9801980198019802	103.22605423392278	52.480063191165485	18.759273623579748	0.00014689983574652307	3.796914530268224e-05	39.58225539549221	0.26338755183263646	8.861839847557942
2.9702970297029703	84.08331041500038	44.25187085222225	22.694560245955376	9.489903837526377e-05	2.628482707841025e-05	47.065228774850105	0.5050019912583752	10.887497170447103
3.9603960396039604	71.61791601301563	38.57029655700453	25.319964306830492	6.70324872412432e-05	1.9442302501396454e-05	51.845821458419074	0.783862698332362	12.276158776605989
4.9504950495049505	62.96173014313819	34.41738647224553	27.173629331252528	5.044233421842564e-05	1.5072923616797566e-05	55.094885893446765	1.088287854038465	13.273573098300306
5.9405940594059405	56.679807580587656	31.25710595672371	28.533649234608514	3.9801420829991345e-05	1.210428921800535e-05	57.394435361280166	1.4111128593929831	14.01229387034035
6.930693069306931	51.975222457050435	28.779233386073532	29.558512730297	3.258626487432048e-05	9.990800479717682e-06	59.06605030201852	1.7476190360769208	14.570547432967969
7.920792079207921	48.37017406790828	26.791301638412893	30.345288242595437	2.7478766791460185e-05	8.430038972211023e-06	60.301736034210414	2.0945306635329786	14.997671297682547
8.910891089108912	45.56088485195466	25.16733774901553	30.956809523724615	2.3737027656992504e-05	7.242969246658472e-06	61.22314923866816	2.4494796729201895	15.326419284192761
9.900990099009901	43.345036868927096	23.82131010257346	31.435576503280835	2.0918036205015452e-05	6.317911241886629e-06	61.911083318484536	2.8106981547416927	15.579441301782943
10.89108910891089	41.5827115277552	22.692395028812353	31.811382052219336	1.8744243060034575e-05	5.58217010416973e-06	62.42127884272262	3.176831246085184	15.772930254263636
11.881188118811881	40.17408258589085	21.736336318432315	32.105740489643814	1.7034695963508493e-05	4.9867231514107465e-06	62.793422503907074	3.546817847250363	15.918787685605782
12.871287128712872	39.04604121628458	20.920141409930423	32.33458193362519	1.5667389269240242e-05	4.497508362744854e-06	63.056526957236166	3.919811600830463	16.02596803029078
13.861386138613861	38.143842593689655	20.218698730024002	32.50995702345965	1.4557663519414395e-05	4.090245138312891e-06	63.23228222048093	4.295126826552889	16.101344619728767
14.85148514851485	37.42570415192344	19.612548796997448	32.64115207613542	1.3645295328307293e-05	3.7472373500500957e-06	63.33721799144313	4.672200498455276	16.15028556696074
15.841584158415841	36.85920612616742	19.086373638236434	32.73543986870162	1.2886504387322065e-05	3.4553350734905988e-06	63.384141685477196	5.0505648611588425	16.17704736060864
16.831683168316832	36.41882954745883	18.627947645071238	32.798597917575705	1.2248850618905427e-05	3.2045979094138503e-06	63.383120370534606	5.4298272961861205	16.185050365977727
17.821782178217823	36.08423289833461	18.227392974479546	32.83527425349911	1.1707887165358226e-05	2.987396357553275e-06	63.342167093267	5.809655245849025	16.177075775681974
18.81188118811881	35.839020911423574	17.876640889838864	32.84925065948338	1.1244911847544489e-05	2.7977942563126793e-06	63.26773059934314	6.189764740574193	16.155409057249692
19.801980198019802	35.66984872840741	17.56903535664506	32.84363545581617	1.0845423840735187e-05	2.631115950865706e-06	63.16505129173357	6.5699115414527105	16.12194619191925
20.792079207920793	35.56575926610537	17.299036803299792	32.8210069227879	1.0498043745305211e-05	2.483637525666089e-06	63.03842430116589	6.949884212678588	16.0782735469715
21.78217821782178	35.51768574910864	17.06199763844282	32.78352152457346	1.0193744589464696e-05	2.352362995625602e-06	62.891396849577845	7.3294986396641395	16.025728746288955
22.77227722772277	35.51807316473981	16.853989976941016	32.73299663403879	9.925295429865474e-06	2.2348597025137815e-06	62.726918352925104	7.708593644771463	15.965447637256815
23.762376237623762	35.56058665968474	16.6716718999167	32.670974513742095	9.686852888948345e-06	2.1291356476547106e-06	62.547456002985214	8.087027446888072	15.898400940583075
24.752475247524753	35.639884415519944	16.512182542250326	32.59877232840151	9.473657250088207e-06	2.0335469572487576e-06	62.35508476570355	8.464674777348039	15.825423142445267
25.742574257425744	35.751438875950555	16.373058967880983	32.5175216380526	9.281803525175589e-06	1.9467272924717226e-06	62.15155820573747	8.84142451090593	15.747235494845116
26.73267326732673	35.89139474170643	16.252169731008575	32.42819986257855	9.108067036381691e-06	1.8675334444812853e-06	61.938364737002296	9.217177705567412	15.664464482881453
27.722772277227723	36.05645518802768	16.14766132783184	32.33165556387568	8.949769117290511e-06	1.7950030001805367e-06	61.716772689569794	9.59184596940992	15.57765677443045
28.712871287128714	36.24378997358279	16.05791470511732	32.22862891951401	8.804672689200057e-06	1.7283211072172706e-06	61.487866703197064	9.965350091154763	15.487291413778015
29.7029702970297	36.45096068820018	15.981509683510973	32.1197684231485	8.6709003261059e-06	1.66679416595585e-06	61.252577330877656	10.337618885086455	15.39378983732504
30.693069306930692	36.6758595350346	15.917195660743237	32.00564459941633	8.546869420659223e-06	1.6098288434065546e-06	61.01170528020304	10.708588211395266	15.297524154385913
31.683168316831683	36.9166588876479	15.863867335969681	31.886761338110624	8.431240478885665e-06	1.5569152114348156e-06	60.76594138535645	11.078200141038732	15.198824035517442
32.67326732673267	37.17176949176963	15.820544478662601	31.763565315587183	8.322875586570802e-06	1.5076131074095233e-06	60.51588315322967	11.446402240423776	15.097982475042285
33.663366336633665	37.439805621005036	15.786354962993078	31.63645387560935	8.220804786788081e-06	1.4615410222296343e-06	60.26204855309876	11.81314695556961	14.995260641365128
34.65346534653465	37.719555955455924	15.760520499201307	31.5057816408712	8.124198784705788e-06	1.4183670196715857e-06	60.00488753730058	12.178391080665264	14.890891971256268
35.64356435643565	38.00995905137966	15.742344536280264	31.371866105046273	8.032346515831777e-06	1.3778012323228163e-06	59.74479174123126	12.542095296409611	14.78508565332287
36.633663366336634	38.31008264962334	15.731201985917238	31.23499237151394	7.944636739499647e-06	1.3395896655614367e-06	59.482102660627824	12.90422376832472	14.678029597524565
37.62376237623762	38.619106130315735	15.726530444580026	31.09541719177079	7.860542786042684e-06	1.3035090337186924e-06	59.217118580575914	13.264743795667194	14.569892980474139
38.613861386138616	38.93630558944744	15.727822668372859	30.95337241945039	7.779609884143494e-06	1.269362443869233e-06	58.95010046411545	13.6236255036426	14.460828434896808
39.603960396039604	39.26104110062172	15.734620095931534	30.80906797649704	7.701444578368876e-06	1.2369757696051837e-06	58.681276973645396	13.980841572692405	14.350973940455912
40.59405940594059	39.59274580891449	15.746507253485907	30.662694409553414	7.6257058598820195e-06	1.2061945925440311e-06	58.41084876520841	14.336366999694668	14.240454462430584
41.584158415841586	39.930916566776986	15.763106905557255	30.514425100691504	7.552097700336616e-06	1.1768816106950192e-06	58.1389921708079	14.690178886711402	14.129383376630482
42.57425742574257	40.27510587073582	15.784075837527727	30.364418185824213	7.480362747892804e-06	1.148914434930472e-06	57.86586236455886	15.042256253587846	14.017863712607847
43.56435643564356	40.62491490129937	15.809101176725095	30.212818224484245	7.410276986500578e-06	1.122183708354827e-06	57.591596091181785	15.392579871289934	13.905989241558826
44.554455445544555	40.979987500661146	15.83789717372742	30.05975765754601	7.3416451960311685e-06	1.0965914951832852e-06	57.316314022587385	15.741132113318754	13.793845431104577
45.54455445544554	41.34000495017373	15.870202378413001	29.905358083421543	7.274297083022859e-06	1.072049896165452e-06	57.04012279743619	16.08789682292927	13.681510285560364
46.53465346534654	41.70468143435415	15.905777156999681	29.74973137776638	7.2080839745878326e-06	1.0484798549035042e-06	56.7631167887223	16.432859194258008	13.569055087000281
47.524752475247524	42.07376008108073	15.944401497155782	29.592980681237847	7.142875983758325e-06	1.025810125202839e-06	56.48537964325295	16.776005665414644	13.456545052277907
48.51485148514851	42.447009514095136	15.985873070939027	29.43520126936486	7.078559569132843e-06	1.0039763735872393e-06	56.206985618468174	17.11732382247558	13.34403991462606
49.504950495049506	42.824220850497476	16.03000552362859	29.276481319380036	7.015035457072401e-06	9.829204045510411e-07	55.92800074343324	17.45680231317616	13.231594438979373
50.495049504950494	43.205205051142386	16.076626943355844	29.116902594759573	6.952216819072947e-06	9.625894770812529e-07	55.648483840562335	17.79443076853079	13.11925888407959
51.48514851485149	43.5897906097493	16.12557850516652	28.956541050442116	6.890027715961769e-06	9.429357119731876e-07	55.368487413779356	18.13019973218548	13.0070794131594
52.475247524752476	43.97782152153515	16.17671326081184	28.795467371976596	6.828401745323858e-06	9.23915570883988e-07	55.08805842666047	18.464100596354864	12.895098461504947
53.46534653465346	44.36915549420142	16.22989505600827	28.633747456969076	6.767280866854341e-06	9.054893982460692e-07	54.80723898532716	18.796125543604482	12.783355066211858
54.45544554455446	44.76366237465443	16.28499756221455	28.47144284478046	6.706614383922817e-06	8.876210184128852e-07	54.526066936684714	19.126267493957947	12.671885161894672
