time	stat_sol	Pstat_sol	PstatDimer_sol	PstatDimer_nuc	stat_nuc	Pstat_nuc	statPhosphatase_nuc	species_test	statKinase_sol
0.0	14.625	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0
0.9900990099009901	14.624292988093181	0.0	0.0	0.0	0.000707011906819574	0.0	0.05	0.0	0.0
1.9801980198019802	14.623652502498027	0.0	0.0	0.0	0.0013474975019769429	0.0	0.05	0.0	0.0
2.9702970297029703	14.623072159243808	0.0	0.0	0.0	0.0019278407561937494	0.0	0.05	0.0	0.0
3.9603960396039604	14.622546211482108	0.0	0.0	0.0	0.0024537885178955673	0.0	0.05	0.0	0.0
4.9504950495049505	14.622069478863933	0.0	0.0	0.0	0.002930521136069874	0.0	0.05	0.0	0.0
5.9405940594059405	14.621637288793297	0.0	0.0	0.0	0.0033627112067061756	0.0	0.05	0.0	0.0
6.930693069306931	14.621245424340135	0.0	0.0	0.0	0.003754575659869943	0.0	0.05	0.0	0.0
7.920792079207921	14.620890077833655	0.0	0.0	0.0	0.004109922166350702	0.0	0.05	0.0	0.0
8.910891089108912	14.620567809125758	0.0	0.0	0.0	0.004432190874248108	0.0	0.05	0.0	0.0
9.900990099009901	14.620275508467431	0.0	0.0	0.0	0.004724491532573435	0.0	0.05	0.0	0.0
10.89108910891089	14.620010364046959	0.0	0.0	0.0	0.004989635953047083	0.0	0.05	0.0	0.0
11.881188118811881	14.61976983235803	0.0	0.0	0.0	0.005230167641975975	0.0	0.05	0.0	0.0
12.871287128712872	14.61955161174353	0.0	0.0	0.0	0.005448388256475964	0.0	0.05	0.0	0.0
13.861386138613861	14.61935361877275	0.0	0.0	0.0	0.005646381227253919	0.0	0.05	0.0	0.0
14.85148514851485	14.61917396704675	0.0	0.0	0.0	0.005826032953253502	0.0	0.05	0.0	0.0
15.841584158415841	14.619010948089926	0.0	0.0	0.0	0.00598905191007634	0.0	0.05	0.0	0.0
16.831683168316832	14.618863014244853	0.0	0.0	0.0	0.0061369857551509775	0.0	0.05	0.0	0.0
17.821782178217823	14.618728763239737	0.0	0.0	0.0	0.006271236760267574	0.0	0.05	0.0	0.0
18.81188118811881	14.618606924253758	0.0	0.0	0.0	0.006393075746248294	0.0	0.05	0.0	0.0
19.801980198019802	14.618496345431286	0.0	0.0	0.0	0.006503654568719569	0.0	0.05	0.0	0.0
20.792079207920793	14.618395982585287	0.0	0.0	0.0	0.006604017414717508	0.0	0.05	0.0	0.0
21.78217821782178	14.618304888965737	0.0	0.0	0.0	0.006695111034267183	0.0	0.05	0.0	0.0
22.77227722772277	14.6182222060761	0.0	0.0	0.0	0.006777793923905237	0.0	0.05	0.0	0.0
23.762376237623762	14.618147155369575	0.0	0.0	0.0	0.006852844630430551	0.0	0.05	0.0	0.0
24.752475247524753	14.6180790307151	0.0	0.0	0.0	0.0069209692849069885	0.0	0.05	0.0	0.0
25.742574257425744	14.618017191596909	0.0	0.0	0.0	0.006982808403098471	0.0	0.05	0.0	0.0
26.73267326732673	14.617961056974467	0.0	0.0	0.0	0.007038943025539463	0.0	0.05	0.0	0.0
27.722772277227723	14.617910099705343	0.0	0.0	0.0	0.007089900294664444	0.0	0.05	0.0	0.0
28.712871287128714	14.61786384152396	0.0	0.0	0.0	0.007136158476047354	0.0	0.05	0.0	0.0
29.7029702970297	14.617821848483613	0.0	0.0	0.0	0.00717815151639327	0.0	0.05	0.0	0.0
30.693069306930692	14.617783726811505	0.0	0.0	0.0	0.007216273188500739	0.0	0.05	0.0	0.0
31.683168316831683	14.61774911918115	0.0	0.0	0.0	0.007250880818856098	0.0	0.05	0.0	0.0
