time	T	I	F_1	F_2	N	E	R	V	A
0.0	0.9	0.0	0.0	0.0	0.1	0.2	0.0	0.4	0.1
0.9900990099009901	0.11215084076121412	0.15120663971551437	0.04692471960934538	0.1578500892831248	0.25187289496639353	0.3850886364509099	0.17718605517450606	0.624603267505314	0.6434419121808704
1.9801980198019802	0.1509497600949138	0.007120503584734979	0.004304223688023461	0.3260141286640468	0.5410929240385146	0.5308308608756174	0.14588225780600433	0.04308456999640356	0.694404179540121
2.9702970297029703	0.12057875516830668	2.352034427856296e-05	7.90118596915097e-05	0.551713667391861	0.9188067563417581	0.6506162766923773	0.1795731774267998	0.00032507766633136693	0.7746162753757957
3.9603960396039604	0.09783613336673819	1.9156910306351053e-08	6.934610980097262e-07	0.7615387429851844	1.2438370045068734	0.7533963216370572	0.2049642945423059	5.156857061961598e-07	0.8377058584189766
4.9504950495049505	0.08737743761559935	1.0893190464692417e-11	5.4786671376664025e-09	0.8992050296704454	1.441620915174938	0.8336692439688442	0.2181203818735616	4.068390213637988e-10	0.8831725172896442
5.9405940594059405	0.08309639691151653	6.001954879978699e-15	4.2904495132765234e-11	0.97211146592389	1.5402534592792618	0.891572781927036	0.22511953165856816	2.1711913649783845e-13	0.9159017742625316
6.930693069306931	0.08156829571555303	-1.333433171881345e-14	3.3600760102955166e-13	1.0073930895147143	1.5855545608202668	0.9309874506643785	0.22937381022292705	-1.5077933524464574e-14	0.9394619193880503
7.920792079207921	0.08124008584100649	1.0278625435803158e-12	1.1321203355054152e-14	1.024215617053988	1.6060398548918713	0.9567691156363168	0.2324307117621691	3.1016055445595873e-13	0.9564216822247852
8.910891089108912	0.08144342260018174	3.9379415307065327e-13	-4.4120352246219075e-15	1.0324235458502924	1.6154864662592463	0.9731965761461587	0.2349561482590419	-3.8672512207784244e-13	0.9686301620223001
9.900990099009901	0.08189058284043756	-1.0585360520982912e-14	4.733730885059743e-16	1.036586746911794	1.6200099212555503	0.9834894276472276	0.23723674995727603	-7.346196100839924e-15	0.9774184322639772
10.89108910891089	0.08245465219644786	-1.3312632146046431e-15	1.066695122686955e-16	1.0387886574590601	1.622276253030214	0.9898708338735549	0.2393989203431598	1.7206451344118935e-15	0.983744665755657
11.881188118811881	0.08307746928221238	-4.983027657836906e-17	-3.503125800721231e-20	1.0399981620267342	1.6234643370658761	0.9938013446360199	0.24150057071309133	1.0338580873026982e-17	0.9882986028400591
12.871287128712872	0.08373111429461044	2.8579496512149074e-19	-1.2285977353808154e-19	1.0406832664437518	1.6241127040837429	0.9962124999584108	0.24356949268610703	-1.2257819816247744e-18	0.9915767529996433
13.861386138613861	0.0844015071974905	1.7270502883089296e-19	2.1081356648406218e-20	1.0410804185952587	1.6244782312422834	0.9976879451350301	0.24561969792041533	-9.036392645057771e-20	0.9939365283428501
14.85148514851485	0.0850812053553667	2.3834153301378726e-20	5.385749717332026e-21	1.0413144868164426	1.6246894240467933	0.9985894344477454	0.247658591483838	-1.8854126270649996e-20	0.9956352117376583
15.841584158415841	0.08576611078544254	-2.9048164234995073e-21	-2.7623171820424106e-21	1.0414540222240531	1.624813612906236	0.9991397286669118	0.24969025038877127	8.45239905020159e-21	0.9968580084642831
