time	NADH	O2	H2O2	per3	coI	ArH	coII	Ar	NADrad	super	coIII	per2	NAD2	NAD	O2g	NADHres
0.0	0.0	0.0	0.0	1.4	0.0	500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
0.9900990099009901	0.07920791511652141	0.0710757997630155	6.187076998519288e-10	1.3999999969275387	2.0215257441099954e-10	499.9999999933456	2.844561366650896e-09	6.654211308081835e-09	4.245243470484159e-11	2.0079395923842905e-12	7.090523472028472e-12	1.8656566795998917e-11	0.0	0.0	12.0	0.0
1.9801980198019802	0.15841579430136998	0.1417305821331899	2.5682114761714547e-09	1.399999980752571	8.511805632413885e-10	499.9999999371799	1.669519721130907e-08	6.281991786707856e-08	9.35188227259128e-10	1.0098690200404772e-10	7.963732323562829e-10	9.046775317975703e-10	0.0	0.0	12.0	0.0
2.9702970297029703	0.23762359091368906	0.21196680339499563	5.838826541779018e-09	1.3999999386218687	1.9441554550735626e-09	499.99999978043223	4.328431149319156e-08	2.1956754686580827e-07	4.605309556667224e-09	7.474500222255165e-10	9.192661970744792e-09	6.957001894963246e-09	0.0	0.0	12.0	0.0
3.9603960396039604	0.3168312379983553	0.28178688654015505	1.0418795185451451e-08	1.3999998391066013	3.477126097137322e-09	499.99999949159593	8.257799001236136e-08	5.084039048623097e-07	1.2728897247058882e-08	2.9548608408798603e-09	4.734959088142648e-08	2.748869121968825e-08	0.0	0.0	12.0	0.0
4.9504950495049505	0.3960386447143941	0.3511932157816207	1.6296448900128817e-08	1.399999624747559	5.446172357867384e-09	499.9999990638708	1.344958836875579e-07	9.361291035018164e-07	2.553261230678234e-08	7.284094808749417e-09	1.628601395341074e-07	7.24502448497346e-08	0.0	0.0	12.0	0.0
5.9405940594059405	0.4752456993722167	0.42018814237031255	2.3460204782228417e-08	1.3999992178665888	7.847404869391631e-09	499.99999851213573	1.9892412147069494e-07	1.4878641013681598e-06	4.3490300849819604e-08	1.4932674557182565e-08	4.220149719882145e-07	1.5334691255957622e-07	0.0	0.0	12.0	0.0
6.930693069306931	0.5544522768485348	0.48877398598367955	3.189856505377468e-08	1.3999985247493307	1.0676966634478467e-08	499.9999978655699	2.7575118970777394e-07	2.1344299425501634e-06	6.555822741794718e-08	2.630279448833832e-08	9.098735221009981e-07	2.7894899064218685e-07	0.0	0.0	12.0	0.0
7.920792079207921	0.6336582475802329	0.5569530433936404	4.1600117292807176e-08	1.3999974462126963	1.3931034375708204e-08	499.9999971586491	3.6486642071641337e-07	2.8413507403999648e-06	9.018467109732303e-08	4.156071752324572e-08	1.7212124473480074e-06	4.537774009413739e-07	0.0	0.0	12.0	0.0
8.910891089108912	0.7128634852640577	0.6247275991027977	5.2553535396719636e-08	1.3999958868956281	1.7605817763458913e-08	499.99999642343965	4.66160096366051e-07	3.5765601861126575e-06	1.169363608487752e-07	6.05986944444789e-08	2.950030593419338e-06	6.793078638100816e-07	0.0	0.0	12.0	0.0
9.900990099009901	0.7920678716120272	0.6920999265331232	6.474758015171709e-08	1.3999937580111603	2.1697558525762706e-08	499.99999568483565	5.795234832522724e-07	4.315164063622311e-06	1.4451833119956182e-07	8.300873754864988e-08	4.688453162338193e-06	9.523146350395143e-07	0.0	0.0	12.0	0.0
