time	species_0	species_1	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9	species_10	species_11	species_12	species_13	species_14	species_15	species_16
0.0	0.0	1e-08	0.0	0.000468	1e-05	0.0	0.0	0.0044	0.000149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0	-2.3726942604681074e-14	0.0	0.0004679899537617545	9.990059337452655e-06	9.486803856009888e-12	3.2475825053383376e-16	0.004400000128570658	0.00014900004671857464	3.3922900352537363e-13	9.859150702871916e-09	0.0	0.0	8.185204422756417e-11	0.0	0.0	0.0
2.0	0.0	4.921145992268761e-14	0.0	0.00046798986430168386	9.990076711932509e-06	9.588595231109236e-12	3.697867011226815e-16	0.004400000256866495	0.00014900014771698702	4.2746826285551995e-13	9.814579774816037e-09	0.0	0.0	1.0917509309979558e-10	0.0	0.0	0.0
3.0	0.0	4.160028537020184e-14	0.0	0.00046798979062410257	9.990007325331926e-06	9.70131045664285e-12	3.2806943520731864e-16	0.004400000385699209	0.00014900026600856345	4.623972634164456e-13	9.872277452319109e-09	0.0	0.0	1.1981682693664292e-10	0.0	0.0	0.0
4.0	0.0	-9.005138405362028e-16	0.0	0.0004679896962164767	9.989904884865325e-06	9.792688632878359e-12	3.2707098380617935e-16	0.004400000515324703	0.00014900039465037658	4.665855494752696e-13	9.972211917306577e-09	0.0	0.0	1.2087775637877885e-10	0.0	0.0	0.0
5.0	0.0	1.3652534891906358e-15	0.0	0.0004679895716988243	9.98979769044054e-06	9.871242123967945e-12	4.2272360531549194e-16	0.004400000646027235	0.00014900052755112292	4.603303213597559e-13	1.0080130300256322e-08	0.0	0.0	1.1869825413445842e-10	0.0	0.0	0.0
6.0	0.0	1.7989926575798564e-16	0.0	0.00046798945764464704	9.989698632670274e-06	9.957547256119963e-12	4.136915096165388e-16	0.004400000777968622	0.00014900066022738176	4.588211977832291e-13	1.0178513009943388e-08	0.0	0.0	1.1800532428700725e-10	0.0	0.0	0.0
7.0	0.0	-1.5264730886703426e-15	0.0	0.000467989341688785	9.989606848290852e-06	1.0035813691202644e-11	3.799583622998655e-16	0.00440000091100373	0.00014900079413194143	4.568179537096841e-13	1.0269858176782066e-08	0.0	0.0	1.171763308004185e-10	0.0	0.0	0.0
8.0	0.0	-1.6772282993832673e-16	0.0	0.00046798921641588243	9.989536310207875e-06	1.0085206506159825e-11	4.0249487300611286e-16	0.004400001044988422	0.000149000928104475	4.574422362988056e-13	1.033939655914867e-08	0.0	0.0	1.1720802010084732e-10	0.0	0.0	0.0
9.0	0.0	3.480602242568687e-16	0.0	0.0004679890879316993	9.989483440616317e-06	1.0120031360220306e-11	4.1629351939262746e-16	0.004400001179438064	0.000149001062422461	4.583014858867465e-13	1.0391396636337676e-08	0.0	0.0	1.173527704093037e-10	0.0	0.0	0.0
