time	Enz	Ts	Tt	To
0.0	0.0	0.0	13.461538461538463	13.461538461538463
0.9900990099009901	0.015021401768835914	0.0029740352079106504	13.464498314290397	13.461524279082486
1.9801980198019802	0.029888816843425592	0.006031120663642578	13.467540821274715	13.461509700611073
2.9702970297029703	0.04460364722647901	0.00914882707268896	13.470643660158794	13.461494833086105
3.9603960396039604	0.05916727847001653	0.012328762145115541	13.473808430987892	13.461479668842777
4.9504950495049505	0.07358107943072696	0.015572588100916163	13.477036788057367	13.46146419995645
5.9405940594059405	0.08784640241599243	0.018882023784836704	13.480330442017404	13.461448418232568
6.930693069306931	0.10196458319225973	0.02225884699075254	13.48369116218634	13.461432315195587
7.920792079207921	0.11593694105049994	0.025704897110775966	13.48712077918712	13.461415882076343
8.910891089108912	0.12976477886430698	0.029222077318594834	13.490621187120254	13.46139910980166
9.900990099009901	0.143449383139324	0.03281235756191967	13.494194346541999	13.46138198898008
10.89108910891089	0.156992024051549	0.03647777758259116	13.497842287470052	13.46136450988746
11.881188118811881	0.17039395548869424	0.040220448596743875	13.501567111055735	13.461346662458991
12.871287128712872	0.18365641508136904	0.04404255839077379	13.50537099465567	13.461328436264896
13.861386138613861	0.1967806242319708	0.04794637248377038	13.509256192988659	13.461309820504889
14.85148514851485	0.2097677881361709	0.05193423895975882	13.513225042944919	13.46129080398516
15.841584158415841	0.22261909579943792	0.05600859187464269	13.517279966976771	13.461271375102129
16.831683168316832	0.23533572004773107	0.06017195402635489	13.52142347585561	13.461251521829254
17.821782178217823	0.24791881753058956	0.06442694146369912	13.52565817315924	13.46123123169554
18.81188118811881	0.2603695287195954	0.0687762679444015	13.529986759708702	13.4612104917643
19.801980198019802	0.2726889778993712	0.0732227487972334	13.534412037411983	13.461189288614749
20.792079207920793	0.28487827315258324	0.07776930526867842	13.538936913589982	13.461167608321304
21.78217821782178	0.2969385063370469	0.08241896991881009	13.543564406346666	13.461145436427856
22.77227722772277	0.30887075305533335	0.08717489070799854	13.548297648636309	13.46112275792831
23.762376237623762	0.3206760726179172	0.0920403374578919	13.553139894693691	13.4610995572358
24.752475247524753	0.3323555079977637	0.09701870512183854	13.558094523288947	13.461075818167108
25.742574257425744	0.3439100857770773	0.10211352312525215	13.563165047023405	13.461051523898153
26.73267326732673	0.3553408160844601	0.10732845697587996	13.568355113932217	13.461026656956337
27.722772277227723	0.36664869252530397	0.11266731907266736	13.573668518241695	13.461001199169027
28.712871287128714	0.37783469210220905	0.11813407190561039	13.579109203553948	13.460975131648338
29.7029702970297	0.3888997751249427	0.12373283651385927	13.584681271264671	13.460948434750811
30.693069306930692	0.39984488511302857	0.1294679014557966	13.590388989490489	13.460921088034691
31.683168316831683	0.41067094868640375	0.13534372565017636	13.596236795896587	13.46089307024641
32.67326732673267	0.4213788754446647	0.14136495325975965	13.602229312509413	13.460864359249653
33.663366336633665	0.43196955783862184	0.14753641621286828	13.608371348226243	13.460834932013375
34.65346534653465	0.442443871027677	0.15386314726602154	13.614667911815584	13.460804764549563
35.64356435643565	0.4528026726854385	0.1603503870933645	13.62112421897284	13.460773831879475
36.633663366336634	0.46304680294622114	0.16700359525576464	13.627745703237148	13.460742107981384
37.62376237623762	0.473177084166236	0.17382846052157366	13.634538026263002	13.460709565741428
38.613861386138616	0.48319432069847557	0.18083091133591242	13.641507088239663	13.460676176903752
39.603960396039604	0.4930992986659622	0.18801712777379306	13.648659039787356	13.460641912013562
40.59405940594059	0.5028927858283218	0.19539355325627386	13.656000293617616	13.460606740361342
41.584158415841586	0.5125755313107518	0.2029669077826511	13.66353753770248	13.460570629919829
