time	P1	P2	Target
0.0	10.0	10.0	10.0
0.9900990099009901	10.523402198029252	10.523402198029252	10.523402198029252
1.9801980198019802	11.048579411376293	11.048579411376293	11.048579411376293
2.9702970297029703	11.577495279451801	11.577495279451801	11.577495279451801
3.9603960396039604	12.112074735431971	12.112074735431971	12.112074735431971
4.9504950495049505	12.65422560190399	12.65422560190399	12.65422560190399
5.9405940594059405	13.20585736017609	13.20585736017609	13.20585736017609
6.930693069306931	13.768897473721273	13.768897473721273	13.768897473721273
7.920792079207921	14.345305452396994	14.345305452396994	14.345305452396994
8.910891089108912	14.937084648085754	14.937084648085754	14.937084648085754
9.900990099009901	15.54629167391933	15.54629167391933	15.54629167391933
10.89108910891089	16.175043174768508	16.175043174768508	16.175043174768508
11.881188118811881	16.82551953189546	16.82551953189546	16.82551953189546
12.871287128712872	17.499964935003174	17.499964935003174	17.499964935003174
13.861386138613861	18.20068310948292	18.20068310948292	18.20068310948292
14.85148514851485	18.930027850355984	18.930027850355984	18.930027850355984
15.841584158415841	19.690387404285005	19.690387404285005	19.690387404285005
16.831683168316832	20.484161676746687	20.484161676746687	20.484161676746687
17.821782178217823	21.313731250097316	21.313731250097316	21.313731250097316
18.81188118811881	22.181417313982266	22.181417313982266	22.181417313982266
19.801980198019802	23.089431868239384	23.089431868239384	23.089431868239384
20.792079207920793	24.03981800054686	24.03981800054686	24.03981800054686
21.78217821782178	25.034380685525367	25.034380685525367	25.034380685525367
22.77227722772277	26.074609413178568	26.074609413178568	26.074609413178568
23.762376237623762	27.161595003592875	27.161595003592875	27.161595003592875
24.752475247524753	28.295944089744197	28.295944089744197	28.295944089744197
25.742574257425744	29.47769595958507	29.47769595958507	29.47769595958507
26.73267326732673	30.70624731916645	30.70624731916645	30.70624731916645
27.722772277227723	31.980291163147264	31.980291163147264	31.980291163147264
28.712871287128714	33.29777582159408	33.29777582159408	33.29777582159408
29.7029702970297	34.65588962884243	34.65588962884243	34.65588962884243
30.693069306930692	36.05107505199168	36.05107505199168	36.05107505199168
31.683168316831683	37.479074001772325	37.479074001772325	37.479074001772325
32.67326732673267	38.93500349156363	38.93500349156363	38.93500349156363
33.663366336633665	40.41345820302401	40.41345820302401	40.41345820302401
34.65346534653465	41.908634208359935	41.908634208359935	41.908634208359935
35.64356435643565	43.41446647142086	43.41446647142086	43.41446647142086
36.633663366336634	44.92477195301186	44.92477195301186	44.92477195301186
37.62376237623762	46.433390252054565	46.433390252054565	46.433390252054565
38.613861386138616	47.93431461270375	47.93431461270375	47.93431461270375
39.603960396039604	49.421807590439784	49.421807590439784	49.421807590439784
40.59405940594059	50.89049755060447	50.89049755060447	50.89049755060447
41.584158415841586	52.33545392745302	52.33545392745302	52.33545392745302
42.57425742574257	53.752240856095	53.752240856095	53.752240856095
43.56435643564356	55.13695017442372	55.13695017442372	55.13695017442372
44.554455445544555	56.486215793742716	56.486215793742716	56.486215793742716
45.54455445544554	57.79721202921981	57.79721202921981	57.79721202921981
46.53465346534654	59.06763879038313	59.06763879038313	59.06763879038313
47.524752475247524	60.295696544620036	60.295696544620036	60.295696544620036
48.51485148514851	61.480053804234885	61.480053804234885	61.480053804234885
49.504950495049506	62.61980959728943	62.61980959728943	62.61980959728943
50.495049504950494	63.71445303065074	63.71445303065073	63.71445303065074
51.48514851485149	64.76382167961563	64.76382167961562	64.76382167961563
52.475247524752476	65.7680601517802	65.76806015178019	65.7680601517802
53.46534653465346	66.72757991373749	66.72757991373747	66.72757991373749
54.45544554455446	67.64302108693335	67.64302108693333	67.64302108693335
55.445544554455445	68.51521674635111	68.5152167463511	68.51521674635111
56.43564356435643	69.3451600235221	69.34516002352208	69.3451600235221
57.42574257425743	70.13397416844813	70.13397416844812	70.13397416844813
58.415841584158414	70.8828856027109	70.88288560271089	70.8828856027109
59.4059405940594	71.59319991253062	71.59319991253061	71.59319991253062
60.396039603960396	72.26628065655144	72.26628065655143	72.26628065655144
61.386138613861384	72.90353082835357	72.90353082835355	72.90353082835357
62.37623762376238	73.50637678435805	73.50637678435804	73.50637678435805
63.366336633663366	74.07625443739303	74.07625443739302	74.07625443739303
64.35643564356435	74.61459750612728	74.61459750612727	74.61459750612728
65.34653465346534	75.12282761625197	75.12282761625195	75.12282761625197
66.33663366336634	75.60234605695966	75.60234605695965	75.60234605695966
67.32673267326733	76.05452700734166	76.05452700734165	76.05452700734166
68.31683168316832	76.4807120565565	76.4807120565565	76.4807120565565
69.3069306930693	76.88220585744152	76.8822058574415	76.88220585744152
70.29702970297029	77.2602727674314	77.2602727674314	77.2602727674314
71.2871287128713	77.61613434440669	77.61613434440669	77.61613434440667
72.27722772277228	77.95096757693013	77.95096757693013	77.95096757693013
73.26732673267327	78.26590374218013	78.26590374218013	78.26590374218013
74.25742574257426	78.56202779712167	78.56202779712167	78.56202779712167
75.24752475247524	78.84037821905049	78.84037821905049	78.84037821905049
76.23762376237623	79.10194722114709	79.10194722114709	79.10194722114709
77.22772277227723	79.34768127850326	79.34768127850326	79.34768127850326
78.21782178217822	79.57848190930964	79.57848190930964	79.57848190930964
79.20792079207921	79.79520666004973	79.79520666004973	79.79520666004973
80.1980198019802	79.99867024440057	79.99867024440057	79.99867024440057
81.18811881188118	80.18964582954554	80.18964582954554	80.18964582954554
82.17821782178218	80.36886640079582	80.36886640079582	80.36886640079582
83.16831683168317	80.5370261952884	80.5370261952884	80.5370261952884
84.15841584158416	80.69478218316482	80.69478218316482	80.69478218316482
85.14851485148515	80.84275557754557	80.84275557754557	80.84275557754557
86.13861386138613	80.98153334999108	80.98153334999108	80.98153334999108
87.12871287128712	81.11166974295564	81.11166974295564	81.11166974295564
88.11881188118812	81.23368777318109	81.2336877731811	81.23368777318109
89.10891089108911	81.34808070767522	81.34808070767524	81.34808070767522
90.0990099009901	81.45531350816319	81.4553135081632	81.45531350816319
91.08910891089108	81.5558242392078	81.55582423920781	81.5558242392078
92.07920792079207	81.65002545107153	81.65002545107153	81.65002545107153
93.06930693069307	81.73830547106107	81.73830547106107	81.73830547106107
94.05940594059406	81.82102969827446	81.82102969827446	81.82102969827446
95.04950495049505	81.89854184133904	81.89854184133904	81.89854184133904
96.03960396039604	81.97116509399575	81.97116509399577	81.97116509399575
97.02970297029702	82.03920325911677	82.0392032591168	82.03920325911677
98.01980198019803	82.10294182977901	82.10294182977904	82.10294182977901
99.00990099009901	82.16264902280258	82.16264902280261	82.16264902280258
100.0	82.21857676053125	82.21857676053128	82.21857676053125
