time	FeIII	FeII	FeII_O2	FeIII_star	FeII_star	FeII_star_O2	FeIII_NO	FeII_NO	FeIII_t	NADPH	O2	citrulline	NO3	NO	NADPplus
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	40.0	140.0	0.0	0.0	0.0	0.0
0.9900990099009901	0.2765375168809237	0.0057209150796069756	0.028081795556877977	0.3278051703864316	0.006784338153392628	0.03335956860883144	0.11895590840192673	0.20275478700180227	0.6043426872673553	40.0	140.0	0.0	0.0	0.0	0.0
1.9801980198019802	0.21260434020774233	0.004395248511749025	0.021488823429826828	0.23952107878666606	0.004953037939599026	0.024256636343569202	0.08621050697073235	0.40657032787990893	0.4521254189944084	40.0	140.0	0.0	0.0	0.0	0.0
2.9702970297029703	0.17706818289058313	0.0036585083072971803	0.017833310007298382	0.19184659538684581	0.003964521143147714	0.019351710633488183	0.06797147527950079	0.5183056964216322	0.3689147782774289	40.0	140.0	0.0	0.0	0.0	0.0
3.9603960396039604	0.15757394732550967	0.003254349725342511	0.015827920203798283	0.16569236163954448	0.0034222205210292563	0.01666087619514392	0.057967759500598265	0.5796005649588267	0.32326630896505415	40.0	140.0	0.0	0.0	0.0	0.0
4.9504950495049505	0.1468799170525077	0.003032638852815599	0.014727815815845868	0.15134482583861877	0.0031247284310012774	0.015184753935330078	0.052479973114105	0.6132253470295687	0.29822474289112644	40.0	140.0	0.0	0.0	0.0	0.0
5.9405940594059405	0.14101344870511287	0.0029110140039059758	0.014124327008108567	0.14347413890388094	0.0029615319672691553	0.014374991454991935	0.049469515501983426	0.6316710325245399	0.28448758760899384	40.0	140.0	0.0	0.0	0.0	0.0
6.930693069306931	0.1377952557779491	0.0028442937549674843	0.013793268644257811	0.13915648345498544	0.0028720066047796477	0.013930776685106321	0.047818056255706474	0.6417898588920405	0.27695173923293454	40.0	140.0	0.0	0.0	0.0	0.0
7.920792079207921	0.13602983826504686	0.0028076927498049313	0.013611658577191387	0.13678792920212574	0.002822895303386302	0.013687091936554931	0.046912108370913086	0.6473407856647696	0.27281776746717257	40.0	140.0	0.0	0.0	0.0	0.0
8.910891089108912	0.1350613758174898	0.002787614383761931	0.013512031985313408	0.1354886015178063	0.0027959541119669854	0.013553412777778235	0.04641512876158327	0.650385880714093	0.2705499773352961	40.0	140.0	0.0	0.0	0.0	0.0
