time	C	P	I	B
0.0	1.0	1.0	1.0	1.0
0.9900990099009901	1.2361186379948423	0.9658339546644685	9.601666209886695	15.04510938323715
1.9801980198019802	1.232003267363751	0.8833061655343312	13.157861993923763	20.954254150683315
2.9702970297029703	1.197219424585236	0.8040285940076161	14.492833784724148	23.191081350044204
3.9603960396039604	1.157340106167577	0.7313554855736477	14.992343547863287	24.0443059881983
4.9504950495049505	1.1183746215804817	0.6652658163385415	15.179102218365184	24.377937474497497
5.9405940594059405	1.0820160076151537	0.6053080130428912	15.248917847177673	24.515640929876735
6.930693069306931	1.048651855366756	0.5509613936634078	15.27502191414952	24.57859117201338
7.920792079207921	1.018236199471283	0.5017181703325584	15.284788568322352	24.61225153829792
8.910891089108912	0.9905828484023502	0.4571055801511211	15.288448559888183	24.633779143566592
9.900990099009901	0.9654692618560695	0.41669067113577934	15.289825328852407	24.649735499655687
10.89108910891089	0.9426733719127526	0.38007948502443367	15.290347819470611	24.662703720984563
11.881188118811881	0.9219859924503766	0.34691447101712664	15.290550153756469	24.67376271142213
12.871287128712872	0.9032142983547039	0.31687146534586286	15.290632038027567	24.683413827581173
13.861386138613861	0.8861820823223402	0.28965670359285656	15.290668202990528	24.691929318032006
14.85148514851485	0.8707289012766092	0.26500402002114226	15.29068666359682	24.699484422876818
15.841584158415841	0.8567088920135252	0.2426722749380532	15.290697962513955	24.706208377475736
16.831683168316832	0.8439895398873284	0.22244301045157816	15.290706104989892	24.712204883305947
17.821782178217823	0.8324504996933627	0.204118320934812	15.290712647301145	24.717560950638127
18.81188118811881	0.8219825005637593	0.187518922344466	15.290718218050673	24.722351200164912
19.801980198019802	0.8124863404012874	0.17248240140098267	15.290723095843752	24.72664034273676
20.792079207920793	0.8038719675255125	0.15886162923302824	15.29072742248552	24.730484829133022
21.78217821782178	0.7960576437271624	0.1465233238674633	15.290731283806675	24.733934087864192
22.77227722772277	0.7889691823726984	0.13534674773704997	15.290734740714681	24.737031517008244
23.762376237623762	0.7825392552513759	0.12522252757481717	15.290737841267855	24.739815306251245
24.752475247524753	0.7767067622154868	0.11605158522554408	15.290740625683373	24.74231913031986
25.742574257425744	0.7714162580887874	0.10774416896004621	15.290743128619217	24.744572739016455
26.73267326732673	0.7666174317701406	0.10021897586778351	15.290745380366666	24.746602461802457
27.722772277227723	0.7622646328780004	0.09340235677781109	15.290747407591892	24.748431640767723
