time	C	P	Q	Qp
0.0	1.0	7.13	41.2	0.0
0.9900990099009901	0.788499298399465	6.494589824688361	35.31582368086123	5.850612487534751
1.9801980198019802	0.6217311435749509	6.130975622196004	31.27582052370756	9.800652053850275
2.9702970297029703	0.4902345705098367	5.952102650179152	28.419697602703803	12.528301615506102
3.9603960396039604	0.38654961490509276	5.906200305690894	26.353551856949586	14.439183697283353
4.9504950495049505	0.30479410015467967	5.961151090450648	24.831614502479418	15.78701708288832
5.9405940594059405	0.24032993415955112	6.096320618119601	23.694519560412907	16.7367164964552
6.930693069306931	0.18949998450298217	6.2980695802353255	22.83545589869706	17.39905627961883
7.920792079207921	0.14942060485380018	6.557179211158514	22.180785658495065	17.85055802141116
8.910891089108912	0.11781804211445	6.867316688107216	21.67850890277963	18.14535107953152
9.900990099009901	0.09289944356238933	7.224088087881987	21.29115527813492	18.32249644375678
10.89108910891089	0.0732511461807959	7.624434706422363	20.99126361634555	18.41065394542689
11.881188118811881	0.05775847745352702	8.066236018507505	20.758423807746514	18.431142812301758
12.871287128712872	0.04554251901332547	8.548040241901722	20.57729008323086	18.400001348581
13.861386138613861	0.03591024434120363	9.068875488715907	20.43621491725574	18.32940594275905
14.85148514851485	0.028315202508175416	9.628112857816019	20.3262896884892	18.22866936335608
15.841584158415841	0.022326517344076292	10.225363628495508	20.24065826257138	18.10495622730427
16.831683168316832	0.017604443286482786	10.86039925020286	20.174017741147697	17.963804147126645
17.821782178217823	0.01388109135660798	11.533086864066659	20.12225016839665	17.809508673198426
18.81188118811881	0.010945230922212685	12.243335644307152	20.082147524673033	17.645411051007784
19.801980198019802	0.008630307003127629	12.991050904956646	20.051204310349156	17.47411545860592
20.792079207920793	0.006804991095920488	13.776093996436508	20.02745973976689	17.297654414695586
21.78217821782178	0.00536573076695009	14.598246761518315	20.009376853821653	17.11761557175356
22.77227722772277	0.004230874994135857	15.457179822045811	19.995749376912247	16.93523946104655
23.762376237623762	0.0033360420031010663	16.352424324054486	19.985629615638686	16.751495188554433
24.752475247524753	0.002630466809313468	17.28334702019889	19.97827243505603	16.567139271799004
25.742574257425744	0.0020741212576096076	18.249128745085237	19.973091595307796	16.382761507925018
26.73267326732673	0.001635443175354127	19.24874645921217	19.969625638878508	16.198820816330542
27.722772277227723	0.0012895459066361687	20.280959111863623	19.967511189181028	16.015673298493656
28.712871287128714	0.0010168061451710857	21.344297599468298	19.966462011041234	15.83359424522706
29.7029702970297	0.0008017510114572131	22.437059113934044	19.966252582698605	15.652795403638198
30.693069306930692	0.0006321801706207626	23.557306116902964	19.966705182860014	15.473438550057997
