time	C	P	Q	Qp
31.683168316831683	0.0004984736694951831	24.70287012624733	19.967679737610773	15.2956461621277
32.67326732673267	0.00039304617567685244	25.871360409408364	19.969065832036744	15.119509815311975
33.663366336633665	0.0003099166632222614	27.060177564470315	19.970776422150344	14.945096791856026
34.65346534653465	0.0002443690954505163	28.26653184174595	19.972742882895258	14.772455284997173
35.64356435643565	0.00019268487900139255	29.487465922947262	19.97491110741715	14.601618497818897
36.633663366336634	0.00015193190608953945	30.71988173437865	19.977238433660606	14.432607872173516
37.62376237623762	0.00011979821284459695	31.96057073662025	19.979691222317093	14.26543563269129
38.613861386138616	9.446081602679e-05	33.2062470130174	19.98224294777404	14.100106791345242
39.603960396039604	7.448233231600641e-05	34.45358238209753	19.984872693870553	13.936620726340024
40.59405940594059	5.8729340694450265e-05	35.69924267834635	19.987563966261103	13.774972428071266
41.584158415841586	4.630807719386892e-05	36.93992432318461	19.99030375704497	13.615153479817668
42.57425742574257	3.651392097670759e-05	38.17239029317814	19.993081810050764	13.457152827441165
43.56435643564356	2.879122589968512e-05	39.393504603560494	19.995890036603186	13.300957390858283
44.554455445544555	2.2701881262914763e-05	40.60026452521989	19.99872205825197	13.146552542019217
45.54455445544554	1.7900433351799166e-05	41.78982982331513	20.001572844906015	12.993922482581313
46.53465346534654	1.4114491222369985e-05	42.95954842396652	20.00443842981245	12.843050540796796
47.524752475247524	1.1129276054639315e-05	44.10697806803003	20.00731568479	12.693919405062834
48.51485148514851	8.775433618905429e-06	45.22990363375267	20.010202142915425	12.546511307596782
49.504950495049506	6.91942924405275e-06	46.32634997466668	20.013095858767326	12.400808168643701
50.495049504950494	5.455969892899879e-06	47.394590258973565	20.015995298152486	12.256791709708372
51.48514851485149	4.302032218938047e-06	48.43314993922222	20.018899251191836	12.114443542251063
52.475247524752476	3.392152367048774e-06	49.44080657209284	20.0218067637608	11.973745237110778
53.46534653465346	2.6747120966115136e-06	50.41658583598686	20.024717083424676	11.834678378714719
54.45544554455446	2.1090104331295864e-06	51.35975415209947	20.027629616803583	11.697224607297635
55.445544554455445	1.6629546541647482e-06	52.26980837149225	20.030543895949993	11.561365651672705
56.43564356435643	1.3112396739055376e-06	53.14646302186923	20.03345955183431	11.427083354556691
57.42574257425743	1.0339124703980774e-06	53.989635616252286	20.03637629343513	11.294359692030207
58.415841584158414	8.152399746526021e-07	54.7994305188914	20.03929389124716	11.163176788381081
59.4059405940594	6.428167134773661e-07	55.57612183632576	20.042212164279945	11.033516927305424
60.396039603960396	5.068620202802681e-07	56.320135772019235	20.045130969817063	10.905362560234341
61.386138613861384	3.99692096354114e-07	57.032032868989205	20.048050195721668	10.778696312017491
62.37623762376238	3.1517572099219574e-07	57.712490292025514	20.050969752504184	10.653500986853118
63.366336633663366	2.485113432127378e-07	58.36228482857182	20.053889570071785	10.529759569372548
64.35643564356435	1.9595007043583063e-07	58.98227649344269	20.05680959368895	10.407455226557028
65.34653465346534	1.545112493751645e-07	59.57339296021809	20.059729779831383	10.286571309778259
66.33663366336634	1.2183312624350232e-07	60.13661513562225	20.06265009400737	10.167091354813861
67.32673267326733	9.60645285543443e-08	60.67296382866762	20.065570509177263	10.04899908126213
68.31683168316832	7.574786033080845e-08	61.18348763685005	20.06849100404741	9.93227839210917
69.3069306930693	5.97281995443946e-08	61.6692519939637	20.07141156174372	9.8169133729216
70.29702970297029	4.709569869169967e-08	62.1313294359639	20.074332168970578	9.702888290557455
71.2871287128713	3.713511827871933e-08	62.570791078527165	20.077252815274576	9.590187591792123
72.27722772277228	2.9281427795247136e-08	62.988699142912694	20.080173492396625	9.478795901873871
73.26732673267327	2.308857153665671e-08	63.386100617151754	20.083094193815725	9.368698022904503
74.25742574257426	1.8205410076960062e-08	63.76402187496033	20.086014914397655	9.259878932133509
75.24752475247524	1.435507693490374e-08	64.12346420354633	20.088935650093628	9.152323780223258
76.23762376237623	1.1319093474888142e-08	64.46540020942301	20.09185639770826	9.046017889466228
77.22772277227723	8.925158350575369e-09	64.79077092213578	20.09477715472114	8.940946751967907
78.21782178217822	7.037530860165554e-09	65.10048363709394	20.097697919146384	8.837096027814447
79.20792079207921	5.549144751898012e-09	65.39541031896738	20.100618689417395	8.734451543236183
80.1980198019802	4.3755306163822325e-09	65.67638652761318	20.103539464298024	8.632999288765644
81.18811881188118	3.4501296017559835e-09	65.94421084161765	20.10646024281409	8.532725417397916
82.17821782178218	2.720448814299806e-09	66.19964463762898	20.109381024197177	8.433616242758768
83.16831683168317	2.1450895789147265e-09	66.44341222550719	20.11230180784118	8.335658237282486
84.15841584158416	1.691415961601657e-09	66.67620126180483	20.11522259326822	8.238838030401286
85.14851485148515	1.3336905220542522e-09	66.89866339070713	20.118143380101383	8.143142406748328
86.13861386138613	1.051623266464856e-09	67.11141508846345	20.121064168043468	8.048558304376767
87.12871287128712	8.29211380662318e-10	67.31503864850008	20.123984956860053	7.955072812994119
88.11881188118812	6.538374712412416e-10	67.51008329282553	20.126905746366283	7.862673172214038
89.10891089108911	5.155549855866641e-10	67.69706637251029	20.1298265364164	7.771346769825802
90.0990099009901	4.065180606059574e-10	67.87647462889433	20.132747326895412	7.681081140080946
91.08910891089108	3.205418272366828e-10	68.04876550157152	20.135668117712676	7.591863961999048
92.07920792079207	2.527517824757955e-10	68.2143684576779	20.13858890879673	7.5036830576917515
93.06930693069307	1.9931858364612888e-10	68.37368632931334	20.141509700091426	7.416526390708682
94.05940594059406	1.5723921268835908e-10	68.52709664498039	20.144430491552725	7.330382064399091
95.04950495049505	1.2413795479004955e-10	68.67495294097856	20.147351283145788	7.245238320284104
96.03960396039604	9.802940448627516e-11	68.8175860803927	20.150272074841492	7.161083536416002
97.02970297029702	7.733709181581309e-11	68.95530549583799	20.153192866616717	7.077906225826822
98.01980198019803	6.094130345302745e-11	69.08840039792446	20.156113658455027	6.995695035007636
99.00990099009901	4.8026619970988464e-11	69.21714096150403	20.159034450344457	6.914438742340262
100.0	3.7885218059784256e-11	69.34177947383327	20.161955242274615	6.834126256526547
