time	cCOP1c	cCOP1d	cCOP1n	cE3	cE3_m	cE3n	cE4	cE4_m	cEC	cEG	cG	cG_m	cL	cLUX	cLUX_m	cL_m	cLm	cNI	cNI_m	cP	cP7	cP7_m	cP9	cP9_m	cT	cT_m	cZG	cZTL
0.0	0.3269	0.2566	0.65	0.1503	0.2991	0.0286	0.207	0.1012	0.0709	0.0041	0.0196	0.1017	0.506	0.576	0.1012	1.0151	0.0788	0.0697	0.0731	0.956	0.1167	0.4016	0.0238	0.0658	0.0435	0.0977	0.0755	0.2505
0.9900990099009901	0.26664883165277575	0.7802340153163408	0.0189410413395696	0.10835162427599386	0.19820463974512978	0.054914796661721124	0.20392919890522668	0.07563024903995058	0.042315506886932364	0.005140663367542988	0.0348567221935418	0.23934052156549204	0.6449045198613805	0.46824779383261755	0.07563024903995058	0.9472634456277206	0.09669523613836056	0.11794650160119716	0.15088403339189424	0.3615292379440012	0.3083853653192804	0.4232773913088662	0.2961061363450758	1.0832826778737328	0.061816622553151256	0.07791934186702615	0.08361630763307157	0.2087541600097666
1.9801980198019802	0.24361650336943502	0.6833625151616161	0.037928970381538765	0.07438182516770096	0.132672460347711	0.04115544157449955	0.19577935748571243	0.06836043592915653	0.024559897180790838	0.004428346901744889	0.03668324740324071	0.22585734354003825	0.7076306247299643	0.38164959587273023	0.06836043592915653	0.6914682896506318	0.11679570715085731	0.22186931392845236	0.28050170899829446	0.134322538116735	0.4311013540462156	0.4769865720179537	0.5580352764647631	0.8386218619616166	0.06761696626764319	0.06433869546496439	0.0935213146261553	0.1841759823838274
2.9702970297029703	0.23505907436983622	0.5847099243671502	0.06920224227119796	0.0509848949477175	0.092067748452043	0.02903460666003109	0.19728702881726584	0.07687880946953735	0.014403703318926351	0.0036092804768187957	0.044216924064872425	0.28092290659158514	0.6976924715590567	0.32449671279222225	0.07687880946953735	0.4653047567361503	0.13437547600187066	0.3844114601320282	0.43281367113822883	0.04990618306628575	0.5247449361434728	0.5244592467434492	0.636480013160371	0.5176370025612379	0.0676288785550967	0.057274598443032204	0.10256585887465916	0.17057991651204715
3.9603960396039604	0.23187964801126282	0.48809267368139214	0.1098856359374233	0.035414535425333925	0.06846872023949127	0.018882124467264328	0.2152020888247995	0.10375974652274927	0.007532089127066321	0.00363353383664831	0.06712480445284702	0.4380452676964508	0.6426851749643719	0.30133058324623585	0.10375974652274929	0.30171482162419155	0.14711243327598963	0.5886297192554529	0.5825242078704829	0.018542138520352393	0.5926614187817959	0.5475145761915708	0.603849604577966	0.3196731219919359	0.06675817049216866	0.05856226002903629	0.11539183637781604	0.1593848979063177
4.9504950495049505	0.23069836424371012	0.3993697932412094	0.15240925412177336	0.025469785874948643	0.05671659587316372	0.011110880017120963	0.2602576680872961	0.15868214329821043	0.002862179559440433	0.004394343760091634	0.11942760273135256	0.7826368001255372	0.5664975589215488	0.32131026081582725	0.1586821432982104	0.1922588782737108	0.15405041863643687	0.8085698092046827	0.7093687507301769	0.0068891443860469095	0.631741163985834	0.5446324636041512	0.5310573075070607	0.22237022018643315	0.06992577143344045	0.0744218899213316	0.1382947211261109	0.14427180127931635
5.9405940594059405	0.23025947018483467	0.3239239029932484	0.1897062220196379	0.019511983986133196	0.05377684406702511	0.006093286046385723	0.34782314820973925	0.24528271295901213	0.0009489596285665298	0.00578783031332598	0.21290141410046742	1.3003490483644902	0.4852245555219169	0.39851120631654924	0.24528271295901216	0.1217393702292144	0.15506961408980155	1.0169785324456686	0.8000400301958044	0.002559592051425159	0.641916832059509	0.5202925748844053	0.4550942128027238	0.1777103550052392	0.08394300876658593	0.11343633759102013	0.17795865247760806	0.12124871560208032
6.930693069306931	0.23009640352784702	0.2638109725469853	0.21851176697663585	0.01715311692878568	0.05803989085660249	0.003910207200502962	0.4861121404784477	0.34833160799113516	0.0006540893486985778	0.007331541237059138	0.31151715301206473	1.717433893922949	0.40817102259469323	0.5362659455015769	0.3483316079911352	0.07721115242981424	0.15071322996692493	1.1908040834868574	0.8483808506505852	0.0009509905878549956	0.6264295367353789	0.48013693255354367	0.388447925720943	0.1527462637863659	0.11456982504570942	0.17253766792659214	0.23030439629390695	0.0965764973321573
7.920792079207921	0.23003581775812193	0.21801013805108527	0.23891724460096758	0.017831991942016102	0.06869366732166077	0.0033018706154894764	0.67288885841286	0.4588743017119752	0.000856000513469728	0.009197724574101408	0.38259852634602975	1.9736264236507253	0.33977974585061904	0.7250669253967432	0.4588743017119752	0.049421520263050564	0.14204642651795937	1.3139863148493909	0.8539570449681445	0.0003533309580334939	0.5902595601454905	0.4294524802036829	0.33259920952804456	0.13421718800928287	0.1628002124894521	0.24535221971791765	0.2832637344745909	0.07964633880647476
8.910891089108912	0.23001330772695783	0.1840273657259895	0.2525804249747677	0.02072492690328166	0.08515725989305388	0.003352217823687673	0.9020110449384408	0.5702802143108824	0.0014067938330067655	0.011685032985279082	0.42088229920575254	2.0813464347678616	0.2814146110694258	0.9525361005921498	0.5702802143108824	0.032221117089779816	0.13041789976474627	1.3780719779854345	0.8205273381753888	0.0001312765555913112	0.538955185990862	0.37301383565786433	0.28590797538050855	0.11769303295498479	0.22672415847993801	0.32670978351087815	0.3315915895777109	0.070844625330678
