time	tumor_at_Exp_Lin_growth	tumor_at_Gen__logistic_growth	tumor_at_Gomp__growth	tumor_at_Power_growth	tumor_at_Von_Bert__growth	tumor_at_Exp_growth	tumor_at_Logistic_growth
0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
0.9900990099009901	2.6915009473830045	2.0389002653707515	18.068420660001156	12.48929976926673	10.847150661010108	2.6915009473830045	2.6467314591557467
1.9801980198019802	7.244177352388376	3.903727021295409	52.95612481726444	48.23903950476757	37.58665240579608	7.244177352388376	6.818422914401521
2.9702970297029703	19.497710214414894	6.976300775168333	78.96303832079175	122.0531679778481	85.95771684039538	19.497710214414894	16.45408175757465
3.9603960396039604	52.4781055338867	11.595078412005323	91.5986066658345	247.7356339590351	158.24280221821638	52.4781055338867	34.64402010155666
4.9504950495049505	141.24487081510657	17.91351172059656	96.7921626586525	439.09038621885514	254.94863146575761	141.24487081510657	58.79204411815644
5.9405940594059405	380.16070375832885	25.79041114766153	98.79593298744574	709.9213735278353	375.3326000641827	380.16070375832885	79.33887315126096
6.930693069306931	1023.2028947170985	34.78502966070003	99.5509373066944	1074.032544656502	517.8065073347907	1023.2028947170985	91.17806579773098
7.920792079207921	2753.951561548132	44.26887369544271	99.83291928172626	1545.2278483753828	680.2432829407319	2753.951561548132	96.5299095028901
8.910891089108912	7412.263239776599	53.59391816244264	99.9378902248246	2137.311233454982	860.2073091882681	7412.263239776599	98.68197934212996
9.900990099009901	19950.113539707552	62.235204918981644	99.97691923485702	2864.0866486658374	1055.1248369627385	19950.113539707552	99.5062125753902
10.89108910891089	30937.357206697787	69.86051844454082	99.99142395275058	3739.3580428406935	1262.4076777412815	53695.749578948926	99.81596716739423
11.881188118811881	40838.3473057076	76.3288565973914	99.99681357034943	4776.929364636686	1479.5406783412404	144522.16132047342	99.93154528603506
12.871287128712872	50739.33740471742	81.64687692598969	99.99881610237662	5990.604562876414	1704.141328659396	388981.5353470096	99.97455539555031
13.861386138613861	60640.32750372725	85.91378033870326	99.99956013315328	7394.187586330407	1933.9981171692466	1046944.1742354309	99.99054480211024
14.85148514851485	70541.31760273692	89.27351468363354	99.99983657168777	9001.482383769182	2167.0928550698136	2817851.245787368	99.99648680791395
15.841584158415841	80442.30770174651	91.88118350981632	99.99993927982925	10826.292903963285	2401.6110721579644	7584249.321774683	99.99869468012635
16.831683168316832	90343.29780075658	93.88316651845591	99.99997744002923	12882.423095683325	2635.9436932379617	20413014.299718726	99.99951501759975
17.821782178217823	100244.28789976676	95.4075355260912	99.99999161807003	15183.67690769978	2868.682490060927	54941647.50131769	99.99981980913591
18.81188118811881	110145.27799877692	96.56106625001611	99.99999688577854	17743.858288783165	3098.61123554703	147875496.76988325	99.9999330518277
19.801980198019802	120046.26809778706	97.42992875902995	99.9999988429425	20576.771187703987	3324.69403605997	398007040.91257864	99.99997512607193
20.792079207920793	129947.25819679722	98.08210372828357	99.999999570107	23696.219553232786	3546.0619608146794	1071236331.092946	99.99999075834167
21.78217821782178	139848.2482958074	98.57036302328856	99.99999984027765	27116.007334140104	3761.9988065033076	2883233609.1917105	99.99999656635502
22.77227722772277	149749.2383948175	98.9351981648309	99.99999994065678	30849.938479196455	3971.926614868757	7760226015.382798	99.99999872426388
23.762376237623762	159650.2284938277	99.207416115926	99.99999997795165	34911.81693717238	4175.391389071567	20886655738.805943	99.99999952601313
24.752475247524753	169551.21859283783	99.41031083188716	99.99999999180815	39315.44665683838	4372.0493214615935	56216453887.4712	99.99999982389497
25.742574257425744	179452.208691848	99.561415487582	99.99999999695645	44074.63158696499	4561.653742861817	151306639377.1623	99.99999993456994
26.73267326732673	189353.19879085818	99.67388295929518	99.99999999886924	49203.17567632277	4744.042925321622	407241964519.1969	99.99999997569014
27.722772277227723	199254.1888898683	99.75755572820458	99.9999999995799	54714.88287368221	4919.128811379035	1096092136805.4069	99.99999999096792
28.712871287128714	209155.17898887847	99.8197855691227	99.99999999984394	60623.55712781387	5086.886699075207	2950133034027.5483	99.99999999664423
29.7029702970297	219056.16908788864	99.86605638874964	99.999999999942	66943.00238748823	5247.345880001068	7940285881282.799	99.99999999875321
30.693069306930692	228957.15918689876	99.9004546801272	99.99999999997848	73687.02260147587	5400.581204898187	21371287040017.01	99.99999999953677
31.683168316831683	238858.14928590893	99.92602334004997	99.99999999999204	80869.42171854727	5546.705535691413	57520839498027.64	99.99999999982788
