time	tumor_at_Exp_Lin_growth	tumor_at_Gen__logistic_growth	tumor_at_Gomp__growth	tumor_at_Power_growth	tumor_at_Von_Bert__growth	tumor_at_Exp_growth	tumor_at_Logistic_growth
32.67326732673267	248759.13938491902	99.94502692454995	99.99999999999706	88504.00368747294	5685.86303263806	154817394495168.2	99.99999999993604
33.663366336633665	258660.12948392917	99.9591500472638	99.99999999999892	96604.57245702353	5818.223219222371	416691165276446.75	99.99999999997625
34.65346534653465	268561.11958293937	99.96964551740368	99.99999999999962	105184.93197596956	5943.975764468081	1121524669669264.9	99.99999999999118
35.64356435643565	278462.1096819495	99.97744480970789	99.99999999999984	114258.8861930814	6063.325921672251	3018584720542460.5	99.9999999999967
36.633663366336634	288363.0997809597	99.98324036725319	99.99999999999984	123840.23905712973	6176.490563545377	8124523660975126.0	99.99999999999878
37.62376237623762	298264.08987996983	99.98754687649601	99.99999999999984	133942.7945168849	6283.694755882718	2.1867163200191356e+16	99.9999999999995
38.613861386138616	308165.07997897995	99.99074686350828	99.99999999999984	144580.35652111765	6385.168814810656	5.885549065722425e+16	99.99999999999977
39.603960396039604	318066.0700779901	99.99312461028542	99.99999999999984	155766.72901859842	6481.145796059748	1.584096093662462e+17	99.99999999999977
40.59405940594059	327967.0601770003	99.99489137591175	99.99999999999984	167515.7159580976	6571.859368394007	4.263596150368756e+17	99.99999999999977
41.584158415841586	337868.0502760104	99.99620414781747	99.99999999999984	179841.12128838597	6657.542027111153	1.147547311435715e+18	99.99999999999977
42.57425742574257	347769.0403750206	99.99717958065672	99.99999999999984	192756.7489582341	6738.423607301664	3.0886246857326423e+18	99.99999999999977
43.56435643564356	357670.03047403076	99.99790435666927	99.99999999999984	206276.40291641222	6814.730060230695	8.313036294239421e+18	99.99999999999977
44.554455445544555	367571.0205730409	99.99844288557188	99.99999999999984	220413.88711169106	6886.682459727132	2.237454513283866e+19	99.99999999999977
45.54455445544554	377472.01067205105	99.99884302680441	99.99999999999984	235183.005492841	6954.496208790113	6.022110961402295e+19	99.99999999999977
46.53465346534654	387373.0007710612	99.99914034186799	99.99999999999984	250597.56200863252	7018.380419732039	1.6208517409414355e+20	99.99999999999977
47.524752475247524	397273.9908700714	99.99936125422805	99.99999999999984	266671.3606078365	7078.5374440568185	4.3625240101652935e+20	99.99999999999977
48.51485148514851	407174.9809690815	99.99952539736968	99.99999999999984	283418.2052392233	7135.162530920028	1.1741737543539113e+21	99.99999999999977
49.504950495049506	417075.9710680917	99.99964735955234	99.99999999999984	300851.8998515631	7188.443595437001	3.1602897822934767e+21	99.99999999999977
50.495049504950494	426976.96116710186	99.99973798025539	99.99999999999984	318986.24839362694	7238.56108030297	8.505922970140806e+21	99.99999999999977
51.48514851485149	436877.951266112	99.99980531349527	99.99999999999984	337835.0548141849	7285.68789617732	2.289369980542263e+22	99.99999999999977
52.475247524752476	446778.9413651222	99.99985534360815	99.99999999999984	357412.12306200806	7329.989428073601	6.161841491160682e+22	99.99999999999977
53.46534653465346	456679.9314641323	99.99989251710079	99.99999999999984	377731.2570858663	7371.623596602284	1.658460226385297e+23	99.99999999999977
54.45544554455446	466580.92156314244	99.99992013783319	99.99999999999984	398806.2608345307	7410.740964347752	4.463747284697e+23	99.99999999999977
55.445544554455445	476481.9116621527	99.99994066064978	99.99999999999984	420650.93825677177	7447.484878939224	1.2014180083735628e+24	99.99999999999977
56.43564356435643	486382.9017611628	99.99995590955639	99.99999999999984	443279.0933013594	7481.9916455103685	3.2336177180104133e+24	99.99999999999977
57.42574257425743	496283.8918601729	99.99996723983054	99.99999999999984	466704.5299170645	7514.390722247638	8.703285179219657e+24	99.99999999999977
58.415841584158414	506184.88195918314	99.99997565847393	99.99999999999984	490941.052052658	7544.80493361536	2.3424900379829995e+25	99.99999999999977
59.4059405940594	516085.87205819326	99.99998191371127	99.99999999999984	516002.46365690994	7573.350696627815	6.304814176545529e+25	99.99999999999977
60.396039603960396	525986.8621572034	99.99998656149018	99.99999999999984	541902.5686785907	7600.138256225792	1.6969413383256983e+26	99.99999999999977
61.386138613861384	535887.8522562135	99.99999001489213	99.99999999999984	568655.1710664714	7625.27192641759	4.567319234277579e+26	99.99999999999977
62.37623762376238	545788.8423552237	99.99999258084567	99.99999999999984	596274.0747693224	7648.850334371045	1.2292944085068691e+27	99.99999999999977
63.366336633663366	555689.8324542339	99.99999448740544	99.99999999999984	624773.0837359141	7670.96666510253	3.308647075599351e+27	99.99999999999977
64.35643564356435	565590.822553244	99.99999590402125	99.99999999999984	654166.0019150163	7691.708904808205	8.905226766892879e+27	99.99999999999977
65.34653465346534	575491.8126522541	99.99999695659788	99.99999999999984	684466.6332554006	7711.1600812294255	2.39684263560993e+28	99.99999999999977
66.33663366336634	585392.8027512642	99.99999773868544	99.99999999999984	715688.7817058373	7729.398499743886	6.451104245019069e+28	99.99999999999977
67.32673267326733	595293.7928502745	99.99999831979366	99.99999999999984	747846.2512150973	7746.497974132573	1.7363153242413258e+29	99.99999999999977
68.31683168316832	605194.7829492847	99.9999987515698	99.99999999999984	780952.8457319499	7762.528051194746	4.6732943550151746e+29	99.99999999999977
69.3069306930693	615095.7730482947	99.99999907238897	99.99999999999984	815022.3692051667	7777.554228573595	1.2578176223865779e+30	99.99999999999977
70.29702970297029	624996.7631473049	99.99999931076466	99.99999999999984	850068.6255835178	7791.638165317582	3.385417333013004e+30	99.99999999999977
71.2871287128713	634897.753246315	99.99999948788303	99.99999999999984	886105.4188157736	7804.837884840526	9.111853988093765e+30	99.99999999999977
72.27722772277228	644798.7433453253	99.99999961948586	99.99999999999984	923146.5528507056	7817.207970060232	2.4524563719486026e+31	99.99999999999977
73.26732673267327	654699.7334443354	99.99999971726963	99.99999999999984	961205.8316370827	7828.79975059364	6.600788669540152e+31	99.99999999999977
74.25742574257426	664600.7235433456	99.99999978992518	99.99999999999984	1000297.0591236765	7839.661481968608	1.7766029014113462e+32	99.99999999999977
75.24752475247524	674501.7136423556	99.9999998439098	99.99999999999984	1040434.0392592571	7849.838516880435	4.781728407486583e+32	99.99999999999977
76.23762376237623	684402.7037413658	99.99999988402156	99.99999999999984	1081630.5759925954	7859.373468577448	1.2870026579772636e+33	99.99999999999977
77.22772277227723	694303.693840376	99.99999991382548	99.99999999999984	1123900.4732724621	7868.306366505443	3.4639688842134586e+33	99.99999999999977
78.21782178217822	704204.6839393863	99.99999993597045	99.99999999999984	1167257.5350476278	7876.674804377479	9.323275563179879e+33	99.99999999999977
79.20792079207921	714105.6740383963	99.99999995242464	99.99999999999984	1211715.5652668613	7884.514080864513	2.5093605090935465e+34	99.99999999999977
80.1980198019802	724006.6641374065	99.9999999646505	99.99999999999984	1257288.367878935	7891.857333124722	6.753946209064203e+34	99.99999999999977
81.18811881188118	733907.6542364166	99.99999997373453	99.99999999999984	1303989.74683262	7898.735663406134	1.817825267816229e+35	99.99999999999977
82.17821782178218	743808.6443354267	99.99999998048418	99.99999999999984	1351833.506076685	7905.178258969287	4.892678446076493e+35	99.99999999999977
83.16831683168317	753709.634434437	99.99999998549927	99.99999999999984	1400833.4495599018	7911.212505584559	1.3168648714720439e+36	99.99999999999977
84.15841584158416	763610.6245334471	99.99999998922564	99.99999999999984	1451003.381231039	7916.864094863555	3.5443430603894017e+36	99.99999999999977
85.14851485148515	773511.6146324573	99.99999999199441	99.99999999999984	1502357.1050388694	7922.157125685676	9.539602735137625e+36	99.99999999999977
86.13861386138613	783412.6047314674	99.99999999405168	99.99999999999984	1554908.4249321627	7927.114199980571	2.5675849881053005e+37	99.99999999999977
87.12871287128712	793313.5948304775	99.99999999558025	99.99999999999984	1608671.1448596888	7931.756513124645	6.910657449984332e+37	99.99999999999977
88.11881188118812	803214.5849294877	99.99999999671604	99.99999999999984	1663659.0687702193	7936.103939205839	1.8600041132913685e+38	99.99999999999977
89.10891089108911	813115.575028498	99.99999999755991	99.99999999999984	1719886.0006125246	7940.175111405685	5.006202848997707e+38	99.99999999999977
90.0990099009901	823016.565127508	99.999999998187	99.99999999999984	1777365.7443353736	7943.987497741248	1.3474199753724238e+39	99.99999999999977
91.08910891089108	832917.5552265182	99.99999999865288	99.99999999999984	1836112.1038875384	7947.557472402674	3.6265821517536634e+39	99.99999999999977
92.07920792079207	842818.5453255284	99.99999999899904	99.99999999999984	1896138.8832177892	7950.9003829143585	9.760949328126749e+39	99.99999999999977
93.06930693069307	852719.5354245384	99.99999999925629	99.99999999999984	1957459.8862748963	7954.030613339734	2.627160444764253e+40	99.99999999999977
94.05940594059406	862620.5255235487	99.99999999944743	99.99999999999984	2020088.9170076316	7956.961643741393	7.0710048485328815e+40	99.99999999999977
95.04950495049505	872521.5156225589	99.9999999995894	99.99999999999984	2084039.7793647642	7959.706106099706	1.9031616309395902e+41	99.99999999999977
96.03960396039604	882422.505721569	99.99999999969492	99.99999999999984	2149326.277295064	7962.275836884595	5.122361349007514e+41	99.99999999999977
97.02970297029702	892323.4958205791	99.99999999977332	99.99999999999984	2215962.214747303	7964.681926466565	1.3786840467558038e+42	99.99999999999977
98.01980198019803	902224.4859195893	99.99999999983156	99.99999999999984	2283961.3956702515	7966.934765544536	3.710729429775469e+42	99.99999999999977
99.00990099009901	912125.4760185995	99.99999999987485	99.99999999999984	2353337.6240126803	7969.044088759769	9.987431807388382e+42	99.99999999999977
100.0	922026.4661176096	99.99999999990702	99.99999999999984	2424104.7037233585	7971.019015656923	2.6881182256902493e+43	99.99999999999977
