time	mwd805cc43_4a96_472f_a894_c119a6aa895f	mw40a96ef6_32da_46d1_9712_4f53f60bad43	mw168e0d8a_b9f7_4d4c_b437_a81206c5d381	mw447078ee_8bc8_4358_abcd_ade10dba93b0	mwe1a0a651_d2d5_4f75_8d45_9336c60eb9a6
0.0	0.0016499999999999998	7.5e-06	0.0	7.874259773248363e-06	7.5e-08
0.9900990099009901	0.0016499937813682511	7.505166067028442e-06	0.0	7.87425975909095e-06	7.505166067028442e-08
1.9801980198019802	0.0016499875922236548	7.508919359032543e-06	0.0	7.874259745000652e-06	7.508919359032543e-08
2.9702970297029703	0.0016499814257277359	7.511587916547951e-06	0.0	7.874259730961952e-06	7.511587916547951e-08
3.9603960396039604	0.0016499752757935843	7.5134634205534336e-06	0.0	7.874259716960596e-06	7.513463420553433e-08
4.9504950495049505	0.0016499691376109095	7.5147764114757756e-06	0.0	7.874259702986122e-06	7.514776411475775e-08
5.9405940594059405	0.0016499630085820163	7.515651235941895e-06	0.0	7.874259689032395e-06	7.515651235941894e-08
6.930693069306931	0.0016499568854498165	7.516243820687907e-06	0.0	7.874259675091657e-06	7.516243820687907e-08
7.920792079207921	0.0016499507667023768	7.516626660282494e-06	0.0	7.874259661161202e-06	7.516626660282494e-08
8.910891089108912	0.0016499446502088034	7.516901808094043e-06	0.0	7.87425964723544e-06	7.516901808094043e-08
9.900990099009901	0.0016499385356774075	7.5170831580530875e-06	0.0	7.874259633314186e-06	7.517083158053088e-08
10.89108910891089	0.0015976637247594875	5.2280956438707856e-05	0.02	7.874136704708767e-06	5.228095643870786e-07
11.881188118811881	0.0015433597349301836	8.502242963934821e-05	0.02	7.874000145117562e-06	8.502242963934821e-07
12.871287128712872	0.0014899741243378237	0.00010742416251479976	0.02	7.873856145548703e-06	1.0742416251479975e-06
13.861386138613861	0.0014369428136268112	0.00012297199070785162	0.02	7.873702455628407e-06	1.2297199070785163e-06
14.85148514851485	0.0013840949307250933	0.0001338140286017599	0.02	7.873537520854845e-06	1.338140286017599e-06
15.841584158415841	0.001350739306014187	0.00012456500698697088	0.0	7.873426741454088e-06	1.2456500698697089e-06
16.831683168316832	0.0013230063561041941	0.000113661379197212	0.0	7.873330360077174e-06	1.13661379197212e-06
17.821782178217823	0.0012976312586872878	0.00010395848775220963	0.0	7.87323854399942e-06	1.0395848775220963e-06
18.81188118811881	0.001274616102758569	9.51023096880239e-05	0.0	7.87315208778134e-06	9.51023096880239e-07
19.801980198019802	0.0012539855299984724	8.682312002795969e-05	0.0	7.873071876519941e-06	8.682312002795969e-07
20.792079207920793	0.0012357865849788763	7.891249635501871e-05	0.0	7.872998883310257e-06	7.891249635501871e-07
21.78217821782178	0.00122008347709392	7.12076073515218e-05	0.0	7.872934140224199e-06	7.12076073515218e-07
22.77227722772277	0.0012069450964378768	6.359011166164566e-05	0.0	7.872878669298574e-06	6.359011166164567e-07
23.762376237623762	0.001196419042483107	5.599514834150782e-05	0.0	7.872833343490794e-06	5.599514834150782e-07
24.752475247524753	0.0011884867713816904	4.843408468327604e-05	0.0	7.872798652996511e-06	4.843408468327604e-07
25.742574257425744	0.0011830002187219555	4.102616638555522e-05	0.0	7.872774384642616e-06	4.102616638555522e-07
26.73267326732673	0.0011796229554178886	3.4015894230647936e-05	0.0	7.872759333260273e-06	3.4015894230647936e-07
27.722772277227723	0.0011778335110895833	2.773130281392371e-05	0.0	7.87275132308432e-06	2.773130281392371e-07
28.712871287128714	0.001177042467459698	2.24573814377443e-05	0.0	7.872747774287585e-06	2.24573814377443e-07
29.7029702970297	0.001176762055263298	1.8306457610503632e-05	0.0	7.872746515144038e-06	1.8306457610503632e-07
30.693069306930692	0.0011766917579453123	1.5198111421720169e-05	0.0	7.87274619939117e-06	1.5198111421720167e-07
31.683168316831683	0.0011766917093165431	1.2942668698031207e-05	0.0	7.872746199172782e-06	1.2942668698031206e-07
32.67326732673267	0.0011767078955649993	1.1334908886182912e-05	0.0	7.872746271879505e-06	1.1334908886182912e-07
33.663366336633665	0.0011767230421227016	1.0199064551819964e-05	0.0	7.872746339914297e-06	1.0199064551819964e-07
34.65346534653465	0.0011767335722397577	9.399832664792867e-06	0.0	7.872746387211992e-06	9.399832664792867e-08
35.64356435643565	0.0011767395720744232	8.838478363941138e-06	0.0	7.872746414160921e-06	8.838478363941138e-08
36.633663366336634	0.0011767420768831762	8.444499039884853e-06	0.0	7.872746425411455e-06	8.444499039884852e-08
37.62376237623762	0.0011767420576991312	8.168051702704015e-06	0.0	7.872746425325218e-06	8.168051702704015e-08
38.613861386138616	0.0011767402069923058	7.974073272593722e-06	0.0	7.872746417012771e-06	7.974073272593722e-08
39.603960396039604	0.0011767370891757585	7.837923522886806e-06	0.0	7.872746403008799e-06	7.837923522886806e-08
40.59405940594059	0.0011767331176562152	7.742353293207721e-06	0.0	7.872746385170277e-06	7.742353293207721e-08
41.584158415841586	0.0011767285446905842	7.67527898927475e-06	0.0	7.872746364630097e-06	7.67527898927475e-08
42.57425742574257	0.0011767235414513692	7.628196498081907e-06	0.0	7.87274634215708e-06	7.628196498081907e-08
43.56435643564356	0.0011767182436014712	7.595142002866578e-06	0.0	7.872746318360656e-06	7.595142002866578e-08
44.554455445544555	0.0011767127430766804	7.571938231058129e-06	0.0	7.872746293653608e-06	7.57193823105813e-08
45.54455445544554	0.0011767070968652783	7.555660349094151e-06	0.0	7.872746268291937e-06	7.555660349094151e-08
46.53465346534654	0.0011767013439078788	7.54425801022146e-06	0.0	7.872746242450461e-06	7.54425801022146e-08
47.524752475247524	0.0011766955209438269	7.536263649894916e-06	0.0	7.87274621629435e-06	7.536263649894915e-08
48.51485148514851	0.0011766896260687356	7.530662894269791e-06	0.0	7.872746189814851e-06	7.530662894269791e-08
49.504950495049506	0.0011766836943639305	7.526714949548989e-06	0.0	7.872746163169734e-06	7.526714949548989e-08
50.495049504950494	0.0011766777445738248	7.52392341012491e-06	0.0	7.872746136443072e-06	7.523923410124911e-08
51.48514851485149	0.0011766717919340542	7.521948860312191e-06	0.0	7.872746109703329e-06	7.521948860312191e-08
52.475247524752476	0.0011766658419426312	7.520574289091798e-06	0.0	7.872746082975315e-06	7.520574289091798e-08
53.46534653465346	0.0011766598798723998	7.5196217819901105e-06	0.0	7.872746056192634e-06	7.51962178199011e-08
54.45544554455446	0.0011766539222037185	7.5190070245327265e-06	0.0	7.872746029429527e-06	7.519007024532727e-08
55.445544554455445	0.0011766479609424331	7.518558733625422e-06	0.0	7.872746002650004e-06	7.518558733625422e-08
56.43564356435643	0.001176642002294772	7.518277783995182e-06	0.0	7.872745975881847e-06	7.518277783995182e-08
57.42574257425743	0.0011766360395749282	7.5180349795324904e-06	0.0	7.87274594909529e-06	7.51803497953249e-08
58.415841584158414	0.0011766300531524962	7.517869438375371e-06	0.0	7.872745922201836e-06	7.51786943837537e-08
59.4059405940594	0.001176624014062911	7.517760940724457e-06	0.0	7.872745895071594e-06	7.517760940724457e-08
60.396039603960396	0.0011766179740780064	7.517666652647116e-06	0.0	7.87274586793702e-06	7.517666652647116e-08
61.386138613861384	0.0011766119723103773	7.5175601197754355e-06	0.0	7.87274584097384e-06	7.517560119775435e-08
62.37623762376238	0.001176605966818543	7.517478648057054e-06	0.0	7.872745813993698e-06	7.517478648057054e-08
63.366336633663366	0.0011765999564693696	7.517433092695481e-06	0.0	7.872745786991367e-06	7.517433092695481e-08
64.35643564356435	0.0011765939684246379	7.517394719638103e-06	0.0	7.872745760089076e-06	7.517394719638103e-08
65.34653465346534	0.0011765880003420815	7.517351492302433e-06	0.0	7.872745733276177e-06	7.517351492302433e-08
66.33663366336634	0.001176582029155787	7.5173280474915855e-06	0.0	7.872745706449024e-06	7.517328047491585e-08
67.32673267326733	0.0011765760362636318	7.517324419231318e-06	0.0	7.872745679524e-06	7.517324419231317e-08
68.31683168316832	0.0011765700444922337	7.517320543845551e-06	0.0	7.872745652603937e-06	7.517320543845551e-08
69.3069306930693	0.001176564061096422	7.517305808899567e-06	0.0	7.872745625720948e-06	7.517305808899567e-08
70.29702970297029	0.001176558068556488	7.517296533916591e-06	0.0	7.872745598796825e-06	7.517296533916591e-08
71.2871287128713	0.0011765520701282183	7.517296327123465e-06	0.0	7.872745571845912e-06	7.517296327123465e-08
72.27722772277228	0.0011765460780178987	7.517291125287086e-06	0.0	7.87274554492314e-06	7.517291125287086e-08
73.26732673267327	0.0011765400979007203	7.517279783980532e-06	0.0	7.872745518053954e-06	7.517279783980532e-08
74.25742574257426	0.0011765341175197042	7.5172730619368045e-06	0.0	7.872745491183234e-06	7.517273061936805e-08
75.24752475247524	0.0011765281309747445	7.517274597234979e-06	0.0	7.872745464284638e-06	7.517274597234979e-08
76.23762376237623	0.0011765221482907587	7.51727489551163e-06	0.0	7.872745437403003e-06	7.51727489551163e-08
77.22772277227723	0.0011765161682366033	7.517271378053279e-06	0.0	7.872745410533093e-06	7.51727137805328e-08
78.21782178217822	0.0011765101837350302	7.5172715445675385e-06	0.0	7.872745383642799e-06	7.517271544567539e-08
79.20792079207921	0.0011765041945289369	7.517274775030776e-06	0.0	7.872745356731034e-06	7.517274775030776e-08
80.1980198019802	0.0011764982087980845	7.5172733117990785e-06	0.0	7.872745329834694e-06	7.517273311799078e-08
81.18811881188118	0.0011764922234668393	7.517271176495461e-06	0.0	7.872745302939888e-06	7.517271176495461e-08
82.17821782178218	0.0011764862376462952	7.5172706419050646e-06	0.0	7.872745276042557e-06	7.517270641905065e-08
83.16831683168317	0.0011764802568414428	7.5172645768527685e-06	0.0	7.872745249167506e-06	7.517264576852769e-08
84.15841584158416	0.001176474278531745	7.517257952307996e-06	0.0	7.87274522230337e-06	7.517257952307996e-08
85.14851485148515	0.0011764683020907066	7.517253046668366e-06	0.0	7.872745195447443e-06	7.517253046668366e-08
86.13861386138613	0.001176462326691267	7.5172473074436144e-06	0.0	7.872745168595936e-06	7.517247307443615e-08
87.12871287128712	0.0011764563508000038	7.517243835001893e-06	0.0	7.872745141741812e-06	7.517243835001893e-08
88.11881188118812	0.001176450372498841	7.517244714470904e-06	0.0	7.872745114876595e-06	7.517244714470904e-08
89.10891089108911	0.0011764443947002929	7.517245923177419e-06	0.0	7.87274508801345e-06	7.517245923177418e-08
90.0990099009901	0.0011764384168742711	7.51724744358226e-06	0.0	7.872745061149946e-06	7.51724744358226e-08
91.08910891089108	0.0011764324383225784	7.51724929778694e-06	0.0	7.872745034282833e-06	7.51724929778694e-08
92.07920792079207	0.0011764264581648647	7.517252241705756e-06	0.0	7.872745007408143e-06	7.517252241705756e-08
93.06930693069307	0.0011764204757443216	7.517256472234033e-06	0.0	7.87274498052317e-06	7.517256472234033e-08
94.05940594059406	0.0011764144907342475	7.517261411721944e-06	0.0	7.8727449536262e-06	7.517261411721944e-08
95.04950495049505	0.0011764085068539612	7.517266269834191e-06	0.0	7.87274492673401e-06	7.517266269834191e-08
