time	X	Y	S	P
70.29702970297029	-1.6387862340781547e-14	-1.092897184609583e-19	1.0	1.0
71.2871287128713	-1.1694776839613903e-15	-1.007254221706909e-19	1.0	1.0
72.27722772277228	1.1802596818348069e-14	-9.243640712927728e-20	1.0	1.0
73.26732673267327	2.2528361166146427e-14	-8.442267333671772e-20	1.0	1.0
74.25742574257426	3.1007815359433914e-14	-7.668422079301208e-20	1.0	1.0
75.24752475247524	3.7240959398210515e-14	-6.922104949816037e-20	1.0	1.0
76.23762376237623	4.122779328247623e-14	-6.203315945216257e-20	1.0	1.0
77.22772277227723	4.2968317012231054e-14	-5.512055065501869e-20	1.0	1.0
78.21782178217822	4.246253058747497e-14	-4.848322310672865e-20	1.0	1.0
79.20792079207921	3.9710434008208e-14	-4.212117680729263e-20	1.0	1.0
80.1980198019802	3.4712027274430136e-14	-3.6034411756710534e-20	1.0	1.0
81.18811881188118	2.746731038614139e-14	-3.0222927954982357e-20	1.0	1.0
82.17821782178218	1.797628334334176e-14	-2.4686725402108105e-20	1.0	1.0
83.16831683168317	8.391310375852865e-15	-2.0266541356087323e-20	1.0	1.0
84.15841584158416	8.33358526385904e-15	-2.004579465643978e-20	1.0	1.0
85.14851485148515	8.275860151865212e-15	-1.9825047956792235e-20	1.0	1.0
86.13861386138613	8.218135039871386e-15	-1.960430125714469e-20	1.0	1.0
87.12871287128712	8.16040992787756e-15	-1.9383554557497147e-20	1.0	1.0
88.11881188118812	8.102684815883736e-15	-1.9162807857849608e-20	1.0	1.0
89.10891089108911	8.044959703889908e-15	-1.8942061158202058e-20	1.0	1.0
90.0990099009901	7.987234591896081e-15	-1.8721314458554514e-20	1.0	1.0
91.08910891089108	7.929509479902256e-15	-1.850056775890697e-20	1.0	1.0
92.07920792079207	7.87178436790843e-15	-1.8279821059259425e-20	1.0	1.0
93.06930693069307	7.814059255914601e-15	-1.8059074359611875e-20	1.0	1.0
94.05940594059406	7.756334143920778e-15	-1.7838327659964337e-20	1.0	1.0
95.04950495049505	7.69860903192695e-15	-1.7617580960316793e-20	1.0	1.0
96.03960396039604	7.640883919933123e-15	-1.7396834260669243e-20	1.0	1.0
97.02970297029702	7.583158807939297e-15	-1.7176087561021704e-20	1.0	1.0
98.01980198019803	7.525433695945473e-15	-1.6955340861374166e-20	1.0	1.0
99.00990099009901	7.467708583951644e-15	-1.673459416172661e-20	1.0	1.0
100.0	7.409983471957819e-15	-1.6513847462079072e-20	1.0	1.0
