time	X	Y	S	P
0.0	1.0	1.0	1.0	1.0
0.9900990099009901	1.8658356534377047	0.43916677458098496	1.0	1.0
1.9801980198019802	1.7709668960813525	0.3984736549881382	1.0	1.0
2.9702970297029703	1.6127689137850456	0.33487124468612295	1.0	1.0
3.9603960396039604	1.3592263728871614	0.24397355357026407	1.0	1.0
4.9504950495049505	0.9897840885536021	0.13589149281979174	1.0	1.0
5.9405940594059405	0.5565371355792178	0.04691996606355611	1.0	1.0
6.930693069306931	0.21805289853722035	0.008115868219321712	1.0	1.0
7.920792079207921	0.062091820886908934	0.0007249628395349742	1.0	1.0
8.910891089108912	0.01505685223547251	4.455250077547097e-05	1.0	1.0
9.900990099009901	0.0034681531337205458	2.3953745043991666e-06	1.0	1.0
10.89108910891089	0.0007885186736391885	1.2423145062713267e-07	1.0	1.0
11.881188118811881	0.0001787346656313102	6.387996252023217e-09	1.0	1.0
12.871287128712872	4.048620831904914e-05	3.2784125954854013e-10	1.0	1.0
13.861386138613861	9.169340883146153e-06	1.6819213256231555e-11	1.0	1.0
14.85148514851485	2.076700981959946e-06	8.680191916889726e-13	1.0	1.0
15.841584158415841	4.7036808868977667e-07	4.64516798333881e-14	1.0	1.0
16.831683168316832	1.0658709001291153e-07	3.630364146101375e-15	1.0	1.0
17.821782178217823	2.4179882314224554e-08	-2.748290416153691e-15	1.0	1.0
18.81188118811881	5.555992545830989e-09	1.5867476505818342e-16	1.0	1.0
19.801980198019802	1.5886111954523942e-09	-9.822478098657767e-15	1.0	1.0
20.792079207920793	4.338028043561186e-10	2.8998072936940828e-15	1.0	1.0
21.78217821782178	8.825568689808777e-11	-1.0064087778099493e-15	1.0	1.0
22.77227722772277	2.8782873160174304e-11	1.0345075288020369e-16	1.0	1.0
23.762376237623762	2.093109449225492e-12	1.8386909345197674e-16	1.0	1.0
24.752475247524753	1.4418770920950894e-10	2.275819351206678e-15	1.0	1.0
25.742574257425744	4.727308538045305e-11	-1.2219012188872992e-15	1.0	1.0
26.73267326732673	-1.6811260674533053e-11	6.603086254506521e-16	1.0	1.0
27.722772277227723	3.1003275263486325e-11	-4.861171220172697e-16	1.0	1.0
28.712871287128714	7.321848029158322e-11	-1.199548460693571e-15	1.0	1.0
29.7029702970297	6.599028528171383e-11	-5.186324253307351e-16	1.0	1.0
30.693069306930692	2.603716398850892e-11	4.53172019358154e-17	1.0	1.0
31.683168316831683	-3.3637601386636475e-12	2.889709408688186e-17	1.0	1.0
32.67326732673267	-2.248652010470344e-11	-7.516241190363118e-17	1.0	1.0
33.663366336633665	-1.9431022550510372e-11	-4.902990737662529e-17	1.0	1.0
34.65346534653465	-1.0952622205087335e-11	-7.942410146008928e-18	1.0	1.0
35.64356435643565	-3.0401435683315777e-12	3.1409836459368855e-17	1.0	1.0
36.633663366336634	4.432965448815363e-12	6.111733780412982e-17	1.0	1.0
37.62376237623762	1.3598495217304584e-11	1.4728408435188828e-16	1.0	1.0
38.613861386138616	1.571425339315862e-11	1.4197560891096437e-16	1.0	1.0
39.603960396039604	1.0265654597549225e-11	3.736914810123299e-17	1.0	1.0
40.59405940594059	1.149075936907946e-11	5.622553178290264e-17	1.0	1.0
41.584158415841586	9.94608049879895e-12	5.1163419815927304e-17	1.0	1.0
42.57425742574257	4.848604202847447e-12	9.23813143413474e-18	1.0	1.0
43.56435643564356	2.669366794706504e-12	2.8511498547325127e-18	1.0	1.0
44.554455445544555	9.227330402516306e-13	-9.740785795861017e-19	1.0	1.0
45.54455445544554	5.1196832127620713e-14	-7.637542387499487e-19	1.0	1.0
46.53465346534654	-7.251141336049411e-13	-1.0420216927479328e-18	1.0	1.0
47.524752475247524	-1.1650953056335189e-12	-1.3232647504596393e-18	1.0	1.0
48.51485148514851	-9.493684753019318e-13	-7.37791621820851e-19	1.0	1.0
49.504950495049506	-1.2568506449861407e-12	-9.4496469061082e-19	1.0	1.0
50.495049504950494	-2.145599201521104e-12	-1.9453158440160856e-18	1.0	1.0
51.48514851485149	-2.7861975824598458e-12	-2.66710056151919e-18	1.0	1.0
52.475247524752476	-3.178645787802374e-12	-3.1103188431201457e-18	1.0	1.0
53.46534653465346	-3.3229438175486845e-12	-3.2749706888189445e-18	1.0	1.0
54.45544554455446	-3.2190916716987803e-12	-3.161056098615592e-18	1.0	1.0
55.445544554455445	-2.8670893502526577e-12	-2.768575072510083e-18	1.0	1.0
56.43564356435643	-2.2669368532103225e-12	-2.097527610502424e-18	1.0	1.0
57.42574257425743	-1.4186341805717729e-12	-1.1479137125926135e-18	1.0	1.0
58.415841584158414	-7.478010914442601e-13	-4.0736191318234194e-19	1.0	1.0
59.4059405940594	-7.095932640222481e-13	-3.9733976995292696e-19	1.0	1.0
60.396039603960396	-6.618220233047862e-13	-3.820977889031674e-19	1.0	1.0
61.386138613861384	-6.044873692918738e-13	-3.6163597003306313e-19	1.0	1.0
62.37623762376238	-5.375893019835116e-13	-3.3595431334261433e-19	1.0	1.0
63.366336633663366	-4.611278213796989e-13	-3.050528188318207e-19	1.0	1.0
64.35643564356435	-3.7510292748043653e-13	-2.689314865006827e-19	1.0	1.0
65.34653465346534	-2.7951462028572425e-13	-2.2759031634920014e-19	1.0	1.0
66.33663366336634	-1.7436289979556177e-13	-1.8102930837737295e-19	1.0	1.0
67.32673267326733	-7.55208772383074e-14	-1.366342948248841e-19	1.0	1.0
68.31683168316832	-5.356356211795456e-14	-1.272441547880549e-19	1.0	1.0
69.3069306930693	-3.385255715211261e-14	-1.1812929600007963e-19	1.0	1.0
