time	A	B
0.0	1.0	-4.440892098500626e-16
0.9900990099009901	1.0	2.9867827693319526e-05
1.9801980198019802	1.0	6.352670655607184e-05
2.9702970297029703	1.0	0.0001014577393871896
3.9603960396039604	1.0	0.00014420306000451077
4.9504950495049505	1.0	0.00019237356914558745
5.9405940594059405	1.0	0.0002466576492317074
6.930693069306931	1.0	0.0003078309813773217
7.920792079207921	1.0	0.00037676760351024186
8.910891089108912	1.0	0.00045445236573105063
9.900990099009901	1.0	0.0005419949585574457
10.89108910891089	1.0	0.0006406457114551678
11.881188118811881	1.0	0.0007518133835731078
12.871287128712872	1.0	0.0008770851959547521
13.861386138613861	1.0	0.001018249385211778
14.85148514851485	1.0	0.0011773205929204167
15.841584158415841	1.0	0.0013565684433616276
16.831683168316832	1.0	0.001558549704984813
17.821782178217823	1.0	0.001786144478659324
18.81188118811881	1.0	0.002042596908831129
19.801980198019802	1.0	0.0023315609726335396
20.792079207920793	1.0	0.0026571519673335153
21.78217821782178	1.0	0.0030240043887701518
22.77227722772277	1.0	0.0034373369730937853
23.762376237623762	1.0	0.003903025761797796
24.752475247524753	1.0	0.004427686145949128
25.742574257425744	1.0	0.005018764950210031
26.73267326732673	1.0	0.00568464373074784
27.722772277227723	1.0	0.006434754583475755
28.712871287128714	1.0	0.007279709889924213
29.7029702970297	1.0	0.008231447566628969
30.693069306930692	1.0	0.009303393529001003
31.683168316831683	1.0	0.010510643230116301
32.67326732673267	1.0	0.011870164285766815
33.663366336633665	1.0	0.013401022345213232
34.65346534653465	1.0	0.015124632506471336
35.64356435643565	1.0	0.017065038697790413
36.633663366336634	1.0	0.019249223542784577
37.62376237623762	1.0	0.021707451281670398
38.613861386138616	1.0	0.0244736463176487
39.603960396039604	1.0	0.02758580987298842
40.59405940594059	1.0	0.031086477045224825
41.584158415841586	1.0	0.03502321621441373
42.57425742574257	1.0	0.03944917222333011
43.56435643564356	1.0	0.04442365397981485
44.554455445544555	1.0	0.05001276604890359
45.54455445544554	1.0	0.056290082334085945
46.53465346534654	1.0	0.06333735800107032
47.524752475247524	1.0	0.07124527326914087
48.51485148514851	1.0	0.08011419946762288
49.504950495049506	1.0	0.09005497370129412
50.495049504950494	1.0	0.1011896634578422
51.48514851485149	1.0	0.11365229639630625
52.475247524752476	1.0	0.12758952327070894
53.46534653465346	1.0	0.14316117340025336
54.45544554455446	1.0	0.16054065229797665
55.445544554455445	1.0	0.17991512012258326
56.43564356435643	1.0	0.20148537778993703
57.42574257425743	1.0	0.22546537535590883
58.415841584158414	1.0	0.25208124543264665
59.4059405940594	1.0	0.28156975405799844
60.396039603960396	1.0	0.3141760541608343
61.386138613861384	1.0	0.3501506245816879
62.37623762376238	1.0	0.3897452830139665
63.366336633663366	1.0	0.43320817710889026
64.35643564356435	1.0	0.4807776874138123
65.34653465346534	1.0	0.532675221713856
66.33663366336634	1.0	0.5890969449716623
67.32673267326733	1.0	0.650204573281628
68.31683168316832	1.0	0.7161154627238107
69.3069306930693	1.0	0.7868923402711299
70.29702970297029	1.0	0.8625331457021055
71.2871287128713	1.0	0.9429615683953734
72.27722772277228	1.0	1.028018954788784
73.26732673267327	1.0	1.1174583126700295
74.25742574257426	1.0	1.2109411289422178
75.24752475247524	1.0	1.3080376332653936
76.23762376237623	1.0	1.408230973716357
77.22772277227723	1.0	1.5109255261317291
78.21782178217822	1.0	1.6154592531565426
79.20792079207921	1.0	1.7211196922599203
80.1980198019802	1.0	1.827162823888343
81.18811881188118	1.0	1.9328337949777592
82.17821782178218	1.0	2.0373882886088057
83.16831683168317	1.0	2.140113265192382
84.15841584158416	1.0	2.240345864188973
85.14851485148515	1.0	2.337489438291345
86.13861386138613	1.0	2.431025966922009
87.12871287128712	1.0	2.52052442355824
88.11881188118812	1.0	2.6056450083280502
89.10891089108911	1.0	2.68613946363341
90.0990099009901	1.0	2.761847936039352
91.08910891089108	1.0	2.832693015075689
92.07920792079207	1.0	2.898671664959315
93.06930693069307	1.0	2.95984577572435
94.05940594059406	1.0	3.016332010578288
95.04950495049505	1.0	3.068291534845721
96.03960396039604	1.0	3.1159200971402923
97.02970297029702	1.0	3.1594388116078553
98.01980198019803	1.0	3.199085873671565
99.00990099009901	1.0	3.2351093390089187
100.0	1.0	3.2677610109984676
