time	MrnaP21	MrnaCy	MrnaP53	P21	Cy	CyP21	aPcna	Rc	pRc	aRc	iRc	Dna	Dam	P53	iPcna	Skp2	Cdt2	tP21	tCy	tPcna
0.0	1.0	1.0	1.0	0.72	0.4	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.72	0.4	0.5
0.9900990099009901	1.00065108573963	1.0	1.0	0.15117766603611357	0.3364335516866715	0.06769189235686018	0.0006752707201223626	0.9999931659506182	6.814372207380566e-06	1.9748266188083585e-11	1.9657424502387733e-08	6.020255275352613e-14	0.000989561825241679	0.010686906911910482	0.49932470964483433	1.0	1.0	0.7181942876952325	0.4041254440435317	0.5000000000421294
1.9801980198019802	1.0015199566482267	1.0	1.0	0.11336477419044654	0.3041045910707851	0.10414138217595297	0.0008884084001404596	0.9999901566580213	9.781832918792395e-06	7.964886017290362e-11	6.142940908098113e-08	3.800291378613269e-13	0.001978026177773436	0.011742441980726763	0.4991115303660889	1.0	1.0	0.7166177481618975	0.40824597324673806	0.5000000002752873
2.9702970297029703	1.0024492739954556	1.0	1.0	0.08938000989415608	0.28544946790467446	0.12691063728199098	0.001117608612661811	0.9999883757720144	1.150979699777416e-05	1.8501574996655185e-10	1.1424596985896208e-07	1.2693640942329094e-12	0.0029653793270356527	0.012711895422017484	0.49888227774703886	1.0	1.0	0.7151730391691559	0.41236010518666544	0.5000000007906863
3.9603960396039604	1.0034362931502865	1.0	1.0	0.07339623812572094	0.274701008574344	0.14176602823013543	0.001354738327833416	0.9999871036219384	1.2721970341774358e-05	3.405119846074907e-10	1.7406720557039958e-07	3.0606206991396267e-12	0.003951604480187195	0.013679163065538888	0.498645088903099	1.0	1.0	0.7138075293261609	0.4164670368044794	0.50000000163865
4.9504950495049505	1.004479777835283	1.0	1.0	0.0623723576070218	0.2688578348515772	0.1517084534333573	0.0015909712938358225	0.9999860691128786	1.3691236965248904e-05	5.482860713773438e-10	2.391018676688399e-07	6.110329121844202e-12	0.004936684818097823	0.01464533449698122	0.4984087919090433	1.0	1.0	0.71248984205129	0.4205662882849345	0.5000000028530329
5.9405940594059405	1.0055785355534224	1.0	1.0	0.05456623812291814	0.2662053344448828	0.15845222186819294	0.001818304136157642	0.9999851466653262	1.4544035528007723e-05	8.07705776973014e-10	3.0849143768630035e-07	1.0780104429844686e-11	0.005920603702931284	0.015610414645848534	0.4981813910246992	1.0	1.0	0.711200159507248	0.4246575563130758	0.5000000044600004
6.930693069306931	1.0067313963916567	1.0	1.0	0.0489127243492317	0.26569715161917495	0.16304349052704248	0.0020307443374173277	0.9999842680461584	1.534899481884276e-05	1.1160466066143153e-09	3.818429738913747e-07	1.7419341387546047e-11	0.006903344682944002	0.016574388672365322	0.4979688791855497	1.0	1.0	0.7099254759047978	0.42874064214621743	0.5000000064819875
7.920792079207921	1.0079372121895327	1.0	1.0	0.04473018310497827	0.26666372577129804	0.16615168694615512	0.002224841637189902	0.9999833909661596	1.614853244085463e-05	1.4696520523045196e-09	4.590317452061518e-07	2.635460867147093e-11	0.007884891491961499	0.017537241412392525	0.4977747068012216	1.0	1.0	0.7086570358841001	0.43281541271745316	0.5000000089398088
8.910891089108912	1.0091948561151083	1.0	1.0	0.04156829582151189	0.26866167565536553	0.16822010232335394	0.0023995610448354797	0.9999824861121575	1.697191596101348e-05	1.865090025043474e-09	5.401067891913509e-07	3.788731282502747e-11	0.008865228048693231	0.018498957851163306	0.49759990883722777	1.0	1.0	0.7073888470888828	0.43688177797871947	0.5000000118539425
