time	CCc	CCn	Clkc	Clkm	Perc	Perm	PTc	PTn	Timc	Timm	EmptySet	species_0000012	species_0000013
0.0	0.3	0.4	0.2	0.1	0.6	0.5	0.9	1.0	0.8	0.7	0.0	1.0	1.0
1.0	0.0635015097187177	0.23985020595708761	0.12465903434572828	0.7369419026162702	0.530809863046228	0.35650620379260495	0.3670080336425606	0.8900670590306589	0.7826271341062484	0.48399354633380537	0.0	1.0	1.0
2.0	0.06576204228894128	0.1100474739114314	0.18804074214456598	1.2420499432923298	0.3183452818551354	0.2095985709664567	0.16875533580418084	0.6467340027565123	0.569530008289142	0.270157024710988	0.0	1.0	1.0
3.0	0.10057595540632797	0.06573399454974034	0.2878729422977788	1.629891719781204	0.1563797772954657	0.10534283329400689	0.06605562290899299	0.37791101775684033	0.35058161173152946	0.12152755708336875	0.0	1.0	1.0
4.0	0.1455891513722937	0.0691083913581406	0.38747145360017504	1.889398099366846	0.06563312436574394	0.07730122910768097	0.02236296427945607	0.16337809463267836	0.16751098582208548	0.07979108463646882	0.0	1.0	1.0
5.0	0.1908281133172143	0.09028015185384018	0.47167930552340304	2.041676582989551	0.03361377162415748	0.09064541170114096	0.006426369326626331	0.04780894720967477	0.0649622690528125	0.09100349935128954	0.0	1.0	1.0
6.0	0.23086013732674276	0.11706025826131129	0.5384218574912552	2.1386378345210284	0.02889534207361451	0.11861974373933333	0.0016200547147277814	0.010281951971810602	0.03545271839080563	0.11868249937055236	0.0	1.0	1.0
7.0	0.2657702269239329	0.1450859856762694	0.5937900062967894	2.217996820176608	0.034135112524477144	0.1522255371034359	0.0006162864477608329	0.0020619881931002513	0.03541593911923887	0.15223949148887098	0.0	1.0	1.0
8.0	0.29780593813178885	0.17333857815404333	0.6435618018777888	2.292092354001361	0.04316677764239775	0.18881157860550055	0.0006068027153386636	0.0005655719832890334	0.0434385924064574	0.1888154243237696	0.0	1.0	1.0
9.0	0.3288158076090851	0.20209958027306257	0.6909994544952794	2.3635544080985493	0.05424089502572789	0.2280408002204624	0.0008933088433538826	0.0004007321162362569	0.054306054630137185	0.22804207326868653	0.0	1.0	1.0
10.0	0.35989244303010554	0.2319802858083155	0.737722014153431	2.432794757940376	0.06713596231648175	0.27047106525438736	0.001365431180902629	0.0005358667738645475	0.06715375806235524	0.27047155800133793	0.0	1.0	1.0
11.0	0.3916218567553359	0.2635750003504649	0.7845022823313265	2.499709648282583	0.08215400301949487	0.31697405642935317	0.002054393960528657	0.0007996928208546429	0.08215955324198367	0.3169742747093535	0.0	1.0	1.0
12.0	0.42428912030818083	0.2973725231294621	0.8316625525383087	2.563965888202592	0.09980956220513182	0.36850225599777076	0.003046933728090113	0.001192124157248851	0.09981154137166164	0.3685023647581577	0.0	1.0	1.0
13.0	0.4579798046362007	0.3337437822995268	0.8792386070393389	2.6249986119855593	0.12072558687922007	0.42599611393872616	0.004479468748391017	0.0017608927872983598	0.12072639358675233	0.42599617399459666	0.0	1.0	1.0
14.0	0.49261195281958686	0.3729389288167722	0.9270271587378682	2.6819404961634836	0.14557313995024104	0.49033712088424336	0.0065509859023470726	0.00258514629724203	0.14557351272769842	0.4903371571363776	0.0	1.0	1.0
15.0	0.5279253496998164	0.41507297758486544	0.9745710183734738	2.733528797322299	0.17499858552970363	0.5623069908032714	0.009541100944445234	0.003780391311434931	0.17499878154225426	0.5623070144660491	0.0	1.0	1.0
16.0	0.5634428049877024	0.46009392317598374	1.021108367591379	2.778016136104089	0.20952014773144145	0.6425378807590956	0.013826839837156749	0.005508246296915847	0.20952026117014172	0.6425378972444511	0.0	1.0	1.0
17.0	0.5984151183932813	0.5077328188480394	1.0655070722425064	2.8131269025451533	0.24940366769588507	0.7314507824867201	0.01989071846007732	0.007986258038275781	0.24940374517586364	0.7314507946845965	0.0	1.0	1.0
18.0	0.6317655900889327	0.5574383735537712	1.106210818972134	2.8361269582841784	0.29455682745628786	0.8291845813140968	0.028313073663083676	0.011495115739379407	0.2945568881131984	0.8291845907794019	0.0	1.0	1.0
19.0	0.6620607924886148	0.6083041394906763	1.1412382661227012	2.844091971061902	0.34449595900201013	0.9355225235254022	0.03974632197978303	0.016382111478992847	0.3444960044461024	0.9355225311255665	0.0	1.0	1.0
20.0	0.6875464924768118	0.6590040497430273	1.1682877286636213	2.83443730860686	0.398417164852415	1.0498240680896094	0.05487704014565006	0.023062550808579895	0.3984172122305213	1.0498240745008331	0.0	1.0	1.0
21.0	0.7062917070026346	0.7077614439785321	1.1849942710679358	2.8056824589728024	0.4553461623341938	1.170971142572729	0.07438617577372698	0.032022822563205884	0.45534618800972426	1.1709711479610658	0.0	1.0	1.0
22.0	0.7164637186724412	0.752381758974875	1.189346122588727	2.7582862423244	0.5142942285901526	1.2973364062162214	0.0989118789327409	0.04382696030820905	0.5142942436003433	1.2973364108691603	0.0	1.0	1.0
23.0	0.7167194857405198	0.7903798084692444	1.180212379629413	2.6952989666821794	0.5743530194411198	1.426776240192198	0.12900797755907206	0.059123141759657015	0.5743530370612849	1.4267762443636876	0.0	1.0	1.0
24.0	0.7066442334804162	0.8192279620750516	1.157876123208559	2.622612818349477	0.6347052825695313	1.556653332677098	0.16508413261080906	0.07863853381360644	0.6347052975068695	1.5566533364391086	0.0	1.0	1.0
25.0	0.687120779587617	0.8367243266287343	1.1244353839332013	2.5487608572830087	0.694580737999177	1.6838921667222582	0.20732264418629745	0.10314845344562004	0.6945807537234163	1.6838921701692908	0.0	1.0	1.0
26.0	0.660530542581048	0.8414659223503587	1.0839741490040573	2.4843267141615004	0.7531963571569973	1.8050772384342852	0.25557443410319	0.13340791057115836	0.7531963725791672	1.8050772416191312	0.0	1.0	1.0
27.0	0.6307044572458382	0.8333764019096386	1.04241852604506	2.4409834198913614	0.8097122284989194	1.916623717459834	0.3092553396349939	0.17003960714581529	0.8097122436022993	1.916623720420165	0.0	1.0	1.0
28.0	0.6025852171267942	0.8141827252838932	1.007013183731108	2.430059293377381	0.8632246026401595	2.01506592752092	0.36726602813037845	0.21339013317852928	0.8632246179845143	2.015065930291412	0.0	1.0	1.0
29.0	0.5816244556847948	0.7876717850464002	0.98540778282105	2.4605838850224466	0.912813217969223	2.097517101976661	0.4279872717707338	0.263387730374358	0.9128132330331953	2.0975171045776113	0.0	1.0	1.0
30.0	0.5730375341903349	0.7595338499195506	0.98449188990361	2.537190045839117	0.9576546305857927	2.1623122012875062	0.4893896453303918	0.3194459298848679	0.9576546458116051	2.1623122037380904	0.0	1.0	1.0
31.0	0.5811400130280254	0.7366959279021806	1.0093221110086863	2.6587363458360214	0.9971980741044167	2.209733669420321	0.5493197729039874	0.3804741446516225	0.9971980892627036	2.2097336717337894	0.0	1.0	1.0
32.0	0.6089711863131548	0.7262805682774707	1.0625155705387694	2.818282654195683	1.0313938392018391	2.2425384640804187	0.6059437971844118	0.4450260120914341	1.0313938543673502	2.2425384662675607	0.0	1.0	1.0
33.0	0.6581995559851437	0.7345461558322705	1.1441636530922388	3.003953859419625	1.06082177592327	2.265876227067152	0.658274193381767	0.5115862431463036	1.0608217910595872	2.265876229136821	0.0	1.0	1.0
34.0	0.7290059262326163	0.7661371335225162	1.2518236321627991	3.1994153731896917	1.0867664562456387	2.286349176628425	0.7065401999586784	0.5789411109195621	1.0867664713547707	2.286349178588351	0.0	1.0	1.0
35.0	0.8196483375671548	0.8236896493926824	1.3801518369742378	3.3834704275689518	1.110954215618393	2.3103316443802333	0.7522738807577046	0.6465290487560988	1.110954230673654	2.31033164623752	0.0	1.0	1.0
36.0	0.9255740583675967	0.9076161997566449	1.5200477247871256	3.529775407153068	1.1352169705126738	2.3421270779316132	0.7979066110940346	0.7146242853390982	1.135216985501555	2.3421270796931783	0.0	1.0	1.0
37.0	1.038390130984192	1.0158673613734264	1.657934526582476	3.609500200146431	1.1609595203237668	2.382564660631346	0.8460307271675305	0.7843085513979008	1.1609595352329816	2.382564662303969	0.0	1.0	1.0
38.0	1.1455646773138575	1.1437042736476941	1.7764649957004337	3.599203998963981	1.1887351408733549	2.428372622736361	0.8985759443385095	0.8571124233879936	1.1887351556948178	2.4283726243265558	0.0	1.0	1.0
39.0	1.2318701208006062	1.2837206791283986	1.8574592281976705	3.490341073241942	1.217918559192747	2.4722933462336387	0.9558906713233395	0.9345264165756045	1.2179185739212106	2.4722933477473874	0.0	1.0	1.0
40.0	1.2825166622017208	1.4262698457716503	1.88591335193461	3.2920120573794174	1.2466403218071658	2.5038523487991076	1.0160642209159803	1.0173382321202054	1.246640336439211	2.5038523502415675	0.0	1.0	1.0
