time	s125	s127	s128	s130	s132	s133	s135	s139	s152	s159	s160	s161	s164	s167	s121	s122	s124	s126	s129	s131	s134	s150	s153	s154
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	1.6064832917965812e-15	1.6064832917965812e-15	3.306660505416824e-16	1.9603447779993695e-12	2.9946428160557047e-09	2.4720218147000803e-06	0.059998811814421925	3.0427521183718076e-26	7.531041756926633e-11	7.679724629562046e-27	3.305591338283441e-16	1.1866341404128781e-06	7.373330973628228e-09	6.621007445274802e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.9801980198019802	1.1451856096040838e-14	1.1451856096040838e-14	3.972247470279277e-15	1.3761836359288052e-11	1.1714934960034491e-08	4.937638375319856e-06	0.05999762325844401	5.3655303928805994e-24	5.145643835517711e-10	4.126759775812411e-24	3.9700784172157126e-15	2.370346123743556e-06	2.938924597397753e-08	1.2907746131236363e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.9702970297029703	3.621704136004507e-14	3.621704136004507e-14	1.6824673364348134e-14	4.2991870987361196e-11	2.589019765387413e-08	7.3968586035621785e-06	0.059996434021769796	4.5801907569906945e-23	1.5717305031716393e-09	3.888059402486065e-23	1.6812765396948264e-14	3.551178510307879e-06	6.602942048401787e-08	7.04051886773663e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.9603960396039604	8.231796082965638e-14	8.231796082965638e-14	4.714900842057553e-14	9.665766712867558e-11	4.5285349708772785e-08	9.849695926580377e-06	0.05999524382371463	2.6603213003035916e-22	3.461508086458809e-09	2.736996583779501e-22	4.7108429865084426e-14	4.729202022793784e-06	1.1726569616195203e-07	2.358378972002753e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.9504950495049505	1.55593852583871e-13	1.55593852583871e-13	1.0484828833024822e-13	1.809091439733741e-10	6.970997345822427e-08	1.229616301144362e-05	0.059994052421694546	1.059738851708408e-21	6.355580789583832e-09	1.3157045138999383e-21	1.047423417350407e-13	5.90450162972788e-06	1.830721605314357e-07	6.035324951350738e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.9405940594059405	2.6432224732465214e-13	2.6432224732465214e-13	2.0586933735075752e-13	3.042954707303725e-10	9.891154334622815e-08	1.4736278165638482e-05	0.05999285947962881	3.3087700196136314e-21	1.0479760940989824e-08	4.715770197745878e-21	2.056289173340503e-13	7.077210128107636e-06	2.634119429625239e-07	1.3418732036376239e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6.930693069306931	4.165359666285694e-13	4.165359666285694e-13	3.714351757368857e-13	4.74644789421103e-10	1.3269344603105327e-07	1.7170059849417167e-05	0.059991664690368936	9.198918725057865e-21	1.6004576847434908e-08	1.50910613634744e-20	3.709342779235117e-13	8.247486255980496e-06	3.5824992612603386e-07	2.7333240841610086e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7.920792079207921	6.195329454352686e-13	6.195329454352686e-13	6.248880817001222e-13	6.988185067641395e-10	1.7090303199083454e-07	1.95975248589022e-05	0.0599904677797813	2.274543851887117e-20	2.305923641955225e-08	4.312621974830785e-20	6.239221975459212e-13	9.415481723784205e-06	4.6755613008969484e-07	5.153065649164864e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8.910891089108912	8.806191747476182e-13	8.806191747476182e-13	9.927779762294652e-13	9.834917956220002e-10	2.1340745268044756e-07	2.2018690121213223e-05	0.059989268479441284	4.9887935026355054e-20	3.175322638378437e-08	1.0663694792555151e-19	9.910415861264445e-13	1.0581357637503555e-05	5.913018095793719e-07	9.073501132433207e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
