time	C	E	B	P
0.0	100000.0	0.0	0.0	0.0
0.9900990099009901	100327.26702627634	0.0	612730.6880564817	913.4920634920232
1.9801980198019802	100655.60508961759	0.0	1167701.5464469406	913.4920634920646
2.9702970297029703	100985.01769517487	0.0	1670357.3773310974	913.4920634920636
3.9603960396039604	101315.50835957051	0.0	2125629.7227510423	913.4920634920635
4.9504950495049505	101647.08061093566	0.0	2537985.246188593	913.4920634920635
5.9405940594059405	101979.7379889478	0.0	2911469.5570730017	913.4920634920636
6.930693069306931	102313.48404486867	0.0	3249746.8990078294	913.4920634920635
7.920792079207921	102648.32234158205	0.0	3556136.101244657	913.4920634920635
8.910891089108912	102984.25645363191	0.0	3833643.1394374166	913.4920634920635
9.900990099009901	103321.28996726054	0.0	4084990.6271405714	913.4920634920635
10.89108910891089	103659.42648044677	0.0	4312644.527349286	913.4920634920635
11.881188118811881	103998.66960294446	0.0	4518838.345935427	913.4920634920635
12.871287128712872	104339.02295632099	0.0	4705595.044515826	913.4920634920635
13.861386138613861	104680.49017399596	0.0	4874746.887685685	913.4920634920635
14.85148514851485	105023.07490127992	0.0	5027953.419302221	913.4920634920636
15.841584158415841	105366.78079541333	0.0	5166717.744257901	913.4920634920636
16.831683168316832	105711.61152560562	0.0	5292401.275354068	913.4920634920636
17.821782178217823	106057.57077307429	0.0	5406237.090095486	913.4920634920636
18.81188118811881	106404.66223108428	0.0	5509342.028384712	913.4920634920635
19.801980198019802	106752.88960498736	0.0	5602727.649798636	913.4920634920635
20.792079207920793	107102.25661226168	0.0	5687310.157995279	913.4920634920636
21.78217821782178	107452.76698255152	0.0	5763919.389528559	913.4920634920634
22.77227722772277	107804.42445770696	0.0	5833306.955350408	913.4920634920636
23.762376237623762	108157.23279182405	0.0	5896153.613902125	913.4920634920635
24.752475247524753	108511.19575128464	0.0	5953075.953146202	913.4920634920635
25.742574257425744	108866.3171147968	0.0	6004632.436529193	913.4920634920635
26.73267326732673	109222.60067343498	0.0	6051328.883173023	913.4920634920636
27.722772277227723	109580.05023068063	0.0	6093623.4304854935	913.4920634920635
28.712871287128714	109938.66960246272	0.0	6131931.029114874	913.4920634920634
29.7029702970297	110298.4626171985	0.0	6166627.513735779	913.4920634920636
30.693069306930692	110659.43311583436	0.0	6198053.290599403	913.4920634920636
31.683168316831683	111021.58495188683	0.0	6226516.677055725	913.4920634920635
32.67326732673267	111384.92199148376	0.0	6252296.926582461	913.4920634920635
33.663366336633665	111749.44811340552	0.0	6275646.968451192	913.4920634920635
34.65346534653465	112115.1672091265	0.0	6296795.889240601	913.4920634920634
35.64356435643565	112482.0831828566	0.0	6315951.1804119535	913.4920634920635
36.633663366336634	112850.19995158284	0.0	6333300.77394764	913.4920634920634
37.62376237623762	113219.52144511131	0.0	6349014.886236525	913.4920634920635
38.613861386138616	113590.05160610906	0.0	6363247.687940046	913.4920634920636
39.603960396039604	113961.79439014615	0.0	6376138.8167030355	913.4920634920636
40.59405940594059	114334.75376573797	0.0	6387814.746975192	913.4920634920636
41.584158415841586	114708.9337143875	0.0	6398390.03100695	913.4920634920636
42.57425742574257	115084.33823062791	0.0	6407968.422568927	913.4920634920635
43.56435643564356	115460.97132206512	0.0	6416643.895012534	913.4920634920635
44.554455445544555	115838.83700942065	0.0	6424501.563119308	913.4920634920634
45.54455445544554	116217.93932657452	0.0	6431618.51826606	913.4920634920635
46.53465346534654	116598.28232060825	0.0	6438064.584672735	913.4920634920636
47.524752475247524	116979.87005184822	0.0	6443903.004126905	913.4920634920634
48.51485148514851	117362.70659390888	0.0	6449191.057146259	913.4920634920635
49.504950495049506	117746.79603373622	0.0	6453980.625421234	913.4920634920636
50.495049504950494	118132.1424716515	0.0	6458318.699233563	913.4920634920636
51.48514851485149	118518.75002139503	0.0	6462247.839032671	913.4920634920637
52.475247524752476	118906.62281016995	0.0	6465806.593558116	913.4920634920635
53.46534653465346	119295.76497868643	0.0	6469029.877678708	913.4920634920636
54.45544554455446	119686.18068120582	0.0	6471949.314903123	913.4920634920635
55.445544554455445	120077.87408558495	0.0	6474593.54771378	913.4920634920635
56.43564356435643	120470.8493733207	0.0	6476988.518627808	913.4920634920636
57.42574257425743	120865.11073959462	0.0	6479157.724636126	913.4920634920637
58.415841584158414	121260.66239331772	0.0	6481122.447716932	913.4920634920635
59.4059405940594	121657.50855717534	0.0	6482901.963725315	913.4920634920635
60.396039603960396	122055.6534676723	0.0	6484513.731452385	913.4920634920634
61.386138613861384	122455.10137517813	0.0	6485973.56387312	913.4920634920635
62.37623762376238	122855.85654397236	0.0	6487295.783365172	913.4920634920635
63.366336633663366	123257.92325229016	0.0	6488493.3622004315	913.4920634920635
64.35643564356435	123661.30579236793	0.0	6489578.049766787	913.4920634920635
65.34653465346534	124066.00847048912	0.0	6490560.487899913	913.4920634920636
66.33663366336634	124472.03560703027	0.0	6491450.31528778	913.4920634920637
67.32673267326733	124879.39153650704	0.0	6492256.261984218	913.4920634920635
68.31683168316832	125288.08060762058	0.0	6492986.2351022335	913.4920634920636
69.3069306930693	125698.10718330386	0.0	6493647.396402695	913.4920634920634
70.29702970297029	126109.47564076832	0.0	6494246.2325079255	913.4920634920635
71.2871287128713	126522.19037155056	0.0	6494788.61857274	913.4920634920635
72.27722772277228	126936.25578155924	0.0	6495279.875923417	913.4920634920635
73.26732673267327	127351.67629112212	0.0	6495724.824021518	913.4920634920637
74.25742574257426	127768.45633503317	0.0	6496127.8282260755	913.4920634920636
75.24752475247524	128186.60036260006	0.0	6496492.842765493	913.4920634920634
76.23762376237623	128606.11283769153	0.0	6496823.448976645	913.4920634920636
77.22772277227723	129026.99823878506	0.0	6497122.890290241	913.4920634920635
78.21782178217822	129449.26105901483	0.0	6497394.104376271	913.4920634920635
