time	S1	DNA0000	DNA0001	DNA0010	DNA0100	DNA1000	DNA1100	DNA1010	DNA1001	DNA0110	DNA0101	DNA0011	DNA1110	DNA1011	DNA1101	DNA0111	DNA1111	DNA001_1	DNA01_10	DNA01_11	DNA011_1	DNA01_1_1	DNA101_1	DNA1_100	DNA1_101	DNA1_110	DNA11_10	DNA1_1_10	DNA1_111	DNA11_11	DNA111_1	DNA1_1_11	DNA1_11_1	DNA11_1_1	DNA1_1_1_1
0.0	1.09648e-11	1e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	1.0366971190049938e-11	9.949272899126216e-11	4.103479812100103e-15	2.042868287991702e-13	2.042868287991703e-13	4.1034798121001026e-15	1.277512201589342e-17	1.535508894566159e-17	4.564342219558224e-18	1.266822958208141e-16	1.535508894566161e-17	1.2775122015893454e-17	3.2334180198262804e-22	4.9672953851447e-22	4.967295385144706e-22	3.2334180198262696e-22	1.5610303109147783e-27	7.533696778497894e-15	7.5154777176095e-14	6.082208708199776e-20	6.082208708199777e-20	3.6360513728152103e-17	2.9424965350248425e-19	7.53369677849788e-15	2.9424965350248483e-19	6.082208708199842e-20	6.082208708199842e-20	3.636051372815248e-17	1.8233245444856215e-27	1.8233245444856215e-27	1.8233245444856215e-27	6.26604341211713e-25	6.266043412117129e-25	6.266043412117129e-25	3.750324871239862e-22
1.9801980198019802	1.0246924245050001e-11	9.943391830538563e-11	4.060345964560319e-15	2.0315947369040064e-13	2.0315947369040072e-13	4.060345964560318e-15	1.3450288069978932e-17	1.3567356676544314e-17	2.624380115654574e-18	2.261943829690751e-16	1.3567356676544301e-17	1.3450288069979006e-17	6.178321739954696e-22	6.568845104388044e-22	6.56884510438807e-22	6.178321739954662e-22	2.6561661137593467e-27	8.064246566256651e-15	1.350494901046687e-13	1.392807091229923e-19	1.392807091229921e-19	8.333777754962852e-17	3.930078757140762e-19	8.064246566256613e-15	3.930078757140773e-19	1.39280709122995e-19	1.39280709122995e-19	8.33377775496299e-17	3.872281439486556e-27	3.872281439486556e-27	3.872281439486556e-27	1.5284647998598904e-24	1.5284647998598904e-24	1.5284647998598904e-24	9.15496993274566e-22
2.9702970297029703	1.0226656892753196e-11	9.942423626482974e-11	4.051538935011069e-15	2.0276278799512122e-13	2.027627879951213e-13	4.051538935011069e-15	1.3578083586595078e-17	1.3688848119730051e-17	2.7587051867862502e-18	2.4313731564634133e-16	1.368884811973004e-17	1.3578083586595149e-17	7.837486432803462e-22	6.54430767345614e-22	6.544307673456166e-22	7.837486432803262e-22	2.8847562486332768e-27	8.141242261002484e-15	1.45250133830349e-13	2.3512418539685585e-19	2.3512418539685565e-19	1.4084016911242627e-16	3.916059400371228e-19	8.141242261002449e-15	3.916059400371239e-19	2.3512418539686875e-19	2.3512418539686875e-19	1.4084016911243396e-16	7.067910301469444e-27	7.067910301469444e-27	7.067910301469444e-27	3.378863293487406e-24	3.378863293487406e-24	3.378863293487406e-24	2.0256027976563285e-21
3.9603960396039604	1.0206389540456392e-11	9.941455422427384e-11	4.04273190546182e-15	2.0236610229984182e-13	2.023661022998419e-13	4.0427319054618195e-15	1.3705879103211225e-17	1.381033956291579e-17	2.8930302579179273e-18	2.600802483236077e-16	1.381033956291578e-17	1.3705879103211291e-17	9.496651125652235e-22	6.519770242524237e-22	6.519770242524261e-22	9.49665112565187e-22	3.1133463835072076e-27	8.218237955748318e-15	1.5545077755602932e-13	3.309676616707198e-19	3.309676616707196e-19	1.9834256067522433e-16	3.902040043601694e-19	8.218237955748283e-15	3.902040043601705e-19	3.309676616707429e-19	3.309676616707429e-19	1.9834256067523833e-16	1.0263539163452356e-26	1.0263539163452356e-26	1.0263539163452356e-26	5.229261787114936e-24	5.229261787114936e-24	5.229261787114936e-24	3.135708602038097e-21
4.9504950495049505	1.0186122188159586e-11	9.940487218371795e-11	4.0339248759125714e-15	2.019694166045624e-13	2.0196941660456248e-13	4.033924875912571e-15	1.3833674619827372e-17	1.3931831006101528e-17	3.027355329049604e-18	2.7702318100087396e-16	1.393183100610152e-17	1.3833674619827434e-17	1.1155815818501007e-21	6.495232811592332e-22	6.495232811592357e-22	1.1155815818500473e-21	3.341936518381138e-27	8.29523365049415e-15	1.6565142128170962e-13	4.2681113794458352e-19	4.2681113794458333e-19	2.558449522380224e-16	3.8880206868321605e-19	8.295233650494119e-15	3.888020686832171e-19	4.2681113794461704e-19	4.2681113794461704e-19	2.558449522380425e-16	1.3459168025435262e-26	1.3459168025435262e-26	1.3459168025435262e-26	7.07966028074246e-24	7.07966028074246e-24	7.07966028074246e-24	4.2458144064198624e-21
5.9405940594059405	1.0165854835862781e-11	9.939519014316206e-11	4.025117846363322e-15	2.01572730909283e-13	2.0157273090928305e-13	4.025117846363322e-15	1.3961470136443518e-17	1.4053322449287267e-17	3.1616804001812806e-18	2.9396611367814023e-16	1.4053322449287258e-17	1.3961470136443576e-17	1.2814980511349773e-21	6.470695380660429e-22	6.470695380660452e-22	1.2814980511349077e-21	3.5705266532550685e-27	8.372229345239983e-15	1.7585206500738993e-13	5.226546142184471e-19	5.226546142184469e-19	3.1334734380082033e-16	3.8740013300626266e-19	8.372229345239954e-15	3.874001330062637e-19	5.22654614218491e-19	5.22654614218491e-19	3.1334734380084666e-16	1.6654796887418162e-26	1.6654796887418162e-26	1.6654796887418162e-26	8.930058774369981e-24	8.930058774369981e-24	8.930058774369981e-24	5.355920210801625e-21
6.930693069306931	1.0145587483565977e-11	9.938550810260617e-11	4.016310816814073e-15	2.0117604521400358e-13	2.0117604521400363e-13	4.016310816814073e-15	1.4089265653059666e-17	1.4174813892473007e-17	3.2960054713129573e-18	3.1090904635540654e-16	1.4174813892473e-17	1.408926565305972e-17	1.4474145204198542e-21	6.446157949728525e-22	6.446157949728548e-22	1.4474145204197677e-21	3.799116788128998e-27	8.449225039985815e-15	1.8605270873307023e-13	6.184980904923106e-19	6.184980904923104e-19	3.708497353636182e-16	3.8599819732930927e-19	8.449225039985788e-15	3.8599819732931033e-19	6.184980904923649e-19	6.184980904923649e-19	3.7084973536365073e-16	1.9850425749401056e-26	1.9850425749401056e-26	1.9850425749401056e-26	1.0780457267997505e-23	1.0780457267997503e-23	1.0780457267997503e-23	6.466026015183389e-21
7.920792079207921	1.0125320131269172e-11	9.937582606205027e-11	4.007503787264824e-15	2.0077935951872418e-13	2.0077935951872423e-13	4.0075037872648235e-15	1.4217061169675812e-17	1.4296305335658746e-17	3.430330542444634e-18	3.2785197903267285e-16	1.429630533565874e-17	1.4217061169675858e-17	1.6133309897047311e-21	6.421620518796622e-22	6.421620518796644e-22	1.6133309897046282e-21	4.027706923002929e-27	8.526220734731647e-15	1.9625335245875053e-13	7.143415667661746e-19	7.143415667661744e-19	4.2835212692641624e-16	3.845962616523559e-19	8.526220734731624e-15	3.8459626165235693e-19	7.143415667662389e-19	7.143415667662389e-19	4.28352126926455e-16	2.3046054611383962e-26	2.3046054611383962e-26	2.3046054611383962e-26	1.263085576162503e-23	1.2630855761625027e-23	1.2630855761625027e-23	7.576131819565154e-21
8.910891089108912	1.0105052778972366e-11	9.936614402149438e-11	3.998696757715575e-15	2.0038267382344476e-13	2.003826738234448e-13	3.998696757715575e-15	1.434485668629196e-17	1.4417796778844482e-17	3.5646556135763106e-18	3.447949117099391e-16	1.441779677884448e-17	1.4344856686292e-17	1.779247458989608e-21	6.397083087864718e-22	6.39708308786474e-22	1.7792474589894888e-21	4.2562970578768595e-27	8.60321642947748e-15	2.0645399618443084e-13	8.101850430400383e-19	8.101850430400381e-19	4.858545184892143e-16	3.8319432597540253e-19	8.603216429477458e-15	3.831943259754035e-19	8.10185043040113e-19	8.10185043040113e-19	4.858545184892592e-16	2.624168347336687e-26	2.624168347336687e-26	2.624168347336687e-26	1.4481254255252557e-23	1.4481254255252554e-23	1.4481254255252554e-23	8.68623762394692e-21
