time	APCC	APCCYCdk1Y00YCdk1Y01YInt	APCCYCdk1Y10YCdk1Y11YInt	APCCYCdk2Y000YCdk2Y002YInt	APCCYCdk2Y010YCdk2Y012YInt	APCCYCdk2Y100YCdk2Y102YInt	APCCYCdk2Y110YCdk2Y112YInt	APCCYCyclinAYInt	APCCYEmi1	Cdk1Y00	Cdk1Y01	Cdk1Y10	Cdk1Y11	Cdk1Y11YpRbY10YpRbY20YInt	Cdk1Y11YpRbY11YpRbY21YInt	Cdk2Y000	Cdk2Y001	Cdk2Y002	Cdk2Y010	Cdk2Y011	Cdk2Y011YpRbY10YpRbY20YInt	Cdk2Y011YpRbY11YpRbY21YInt	Cdk2Y012	Cdk2Y012YpRbY10YpRbY20YInt	Cdk2Y012YpRbY11YpRbY21YInt	Cdk2Y100	Cdk2Y101	Cdk2Y102	Cdk2Y110	Cdk2Y111	Cdk2Y112	Cdk4Y00	Cdk4Y01	Cdk4Y01YpRbY00YpRbY10YInt	Cdk4Y01YpRbY01YpRbY11YInt	Cdk4Y10	Cdk4Y11	CyclinA	CyclinD	CyclinE	E2F	Emi1	p27	pRbY00	pRbY01	pRbY10	pRbY11	pRbY20	pRbY21	totalYCyclinYD	totalYCyclinYE	totalYCyclinYA	totalYp27	hypophosphorylatedYpRb	hyperphosphorylatedYpRb	totalYEmi1	activeYCdk2
0.0	24582.9	104.388	0.0	52.8191	0.0	90.5091	0.0	8.79462	5160.61	98550.6	1345.01	0.0	0.0	0.0	0.0	33942.0	2176.46	680.557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58162.0	3729.51	1166.18	0.0	0.0	0.0	46551.9	6547.64	0.0	0.0	41117.2	5783.23	113.316	14753.7	191.985	546.211	248.046	14150.9	30000.0	0.0	28583.4	1416.59	0.0	0.0	27084.57	6097.955	3305.063	124109.01999999999	29999.99	0.0	5408.656	0.0
0.9900990099009901	24487.10114547325	102.21759882539645	0.0	51.70631868196287	88.0634968222489	88.6441429496266	-0.9922954379010165	7.966529692185066	5154.795343642483	98585.74719388476	1312.0332072898377	0.0	0.0	0.0	0.0	33946.06507303791	2173.910956080709	663.5939086325253	312.4003625459324	0.9641681770547744	0.22851970613733077	0.010537973813202688	-187.83802120226068	-206.4346262034862	-9.757756994053421	58210.391392958685	3727.79982155032	1137.9235861082016	20.27548872218881	0.10229101310957635	-17.022165122588255	46358.66466516037	4846.8831801048755	1993.8692356199567	5.599757586089806	41118.16098310439	5676.792178424247	100.85373731530665	14630.687244173294	189.62514119678931	436.2612024373068	243.70333093459425	14237.45035963951	25494.599866671102	112.04627694567267	31207.352505268726	1418.732997713967	-15.532471774482516	-0.7248425134500847	25154.362602702415	6092.402378017982	3009.544253021022	124111.87393639806	32626.085502982693	-16.2573142879326	5398.4986745770775	-186.8738530252059
1.9801980198019802	24502.628682978146	97.30906861222778	0.0	49.180887904581354	84.44438039539695	84.44810547540453	-2.488862625082902	7.300764552866112	5136.900754688977	98658.64938375822	1244.039547629466	0.0	0.0	0.0	0.0	33951.94717224835	2166.451914876915	628.6416393498436	624.2716319777945	3.697108518737361	1.2364769150433097	0.051266087024626754	-216.85634945663722	-520.9871540728615	-22.98293746368837	58318.306543271654	3721.259374433739	1079.7995624395144	84.15311829397497	0.8225274861452043	-35.361206055651905	46139.00946509153	5137.868388007558	2032.005142786377	11.99157031343981	41109.50786067236	5569.587573128742	93.06935024393294	14498.178590348243	187.19242274898895	379.6149648980932	238.34163468594062	14269.4553033798	21949.659799677527	167.4748230529679	35040.42226928546	1428.137706349704	-83.41977126465956	-3.5991916663568766	25205.63455148454	6079.423348064525	2793.332544150467	124117.53065705029	36468.559975635166	-87.01896293101643	5375.242389374917	-213.15924093789985
2.9702970297029703	24528.530163308773	91.95937210224785	0.0	46.448991766989415	79.86916115410865	79.8691850546282	-3.463586721391265	6.894960191953984	5110.881264933659	98733.64002748503	1174.3986004126643	0.0	0.0	0.0	0.0	33969.78502114668	2157.2995063436315	593.1572526384833	867.891908129282	7.364844494352739	2.9444279436357297	0.11135357492495675	-226.59065658072993	-828.2355083968632	-34.18521418237837	58423.081188427714	3710.2504029200572	1020.1436517018166	178.4251413736558	2.469102745236591	-46.600973533637976	45996.57434164198	5499.728781827086	1898.2301232450166	16.450692147004734	41080.86583216525	5508.120228973694	88.2211377502928	14414.980250575818	185.28247875207066	348.9144422542145	234.39270664103353	14246.204215955051	18722.30273757522	190.19429998320516	38800.02083767498	1445.433206668165	-205.09895083615777	-8.178005396749748	25422.8292613766	6062.666335255349	2602.7290123888893	124122.95879072884	40245.45404434315	-213.2769562329075	5345.273971574692	-219.22581208637718
3.9603960396039604	24557.16863194622	87.25089394349519	0.0	44.072997260033034	75.82448600486181	75.82448615835244	-4.018215027178141	6.63731744026512	5080.499653558733	98798.25047405301	1114.4966320034523	0.0	0.0	0.0	0.0	34003.46394577947	2148.117436034727	563.0099648271465	1059.4362222364553	11.48844495810466	5.201285913544881	0.18282584026409857	-233.21544522318996	-1116.5834337225167	-43.35927710552049	58501.18520572933	3695.732169716276	968.6289944946761	292.83729354783355	5.0669051790390105	-52.8610926015026	45926.95482770575	5816.658334805783	1721.1400772427644	18.874927851597718	41034.14046823125	5482.201364162864	85.08210452697168	14374.762755297017	183.71792305709053	331.7082189996039	231.39518477275087	14200.347120027573	15816.914426316614	193.30728145399718	42322.05167925939	1469.6032498594725	-373.54962020841225	-13.793422701220612	25673.622454265664	6044.122878945237	2445.1411580275544	124127.27842848733	43791.654929118864	-387.34304290963286	5311.894838331485	-221.7270002650853
4.9504950495049505	24585.577682146803	83.45689886589027	0.0	42.18668191915458	72.54944674155534	72.5494467425423	-4.319022529917031	6.4672142279964575	5047.90533643474	98849.86899297219	1066.6721081618475	0.0	0.0	0.0	0.0	34051.41621784976	2139.47326349039	539.3013544582759	1213.104622322949	15.825298305303898	7.882902065481278	0.2618451467360867	-239.31608781151212	-1387.090838978847	-51.00448758657934	58549.13091892493	3678.684771999611	927.2925446153569	419.78779334927754	8.511021069551548	-56.192492093803175	45915.5501891974	6082.152422591579	1526.2097008552273	19.664572556755036	40975.24489866425	5481.148216134796	82.96270724022756	14367.929797740644	182.38113901862542	321.5535502653487	228.93756556901283	14146.752249342577	13250.009575888573	184.87232428072053	45552.25896611281	1498.7422037217214	-581.8674176950891	-19.94934636752727	25931.23043646702	6024.875493883481	2320.7201345703925	124130.35992200654	47051.001169834526	-601.8167640626164	5276.842902003753	-223.49078950620822
5.9405940594059405	24612.750346853583	80.52384254901403	0.0	40.755135031365654	70.00167839720926	70.00167839721574	-4.477307835092016	6.349333052948714	5014.246277928232	98889.71626627562	1029.7578911752812	0.0	0.0	0.0	0.0	34110.68486397006	2131.4835245623926	521.3395625959057	1340.002529867605	20.26077978363952	10.893500360866106	0.34656766802360395	-245.57993399621068	-1642.412714274758	-57.574403581044756	58570.670854013595	3659.919174417079	895.1804070124167	553.7943785688777	12.649397818690908	-57.904472777611	45947.69929311013	6298.256671875846	1328.2700774028017	19.272356688811918	40909.95537564526	5496.516225277172	81.45609454620622	14385.660465366003	181.1979990364715	315.08027851415363	226.7824403544913	14091.52430524472	11019.430672014712	170.0340685505173	48471.4373485973	1530.7984684560918	-824.1937997557509	-26.312142127570205	26180.433362519023	6005.5108756182735	2224.2495485559884	124132.30564522021	50002.23581705339	-850.505941883321	5241.028718282723	-225.31915421257116
6.930693069306931	24638.527040148583	78.2924818269217	0.0	39.691282910688955	68.04764828474943	68.04764828474949	-4.559926936453087	6.26290067282346	4980.127653370794	98920.14621273486	1001.5593054381213	0.0	0.0	0.0	0.0	34178.34934884315	2124.0969388655703	507.9346870041967	1448.289980872423	24.745484773837198	14.161405071731968	0.43601428842477474	-252.20368094688968	-1885.1089797569339	-63.415485268131306	58571.41190110429	3640.0555363249073	870.4478566624908	691.0538063102465	17.32530661485628	-58.771573307665896	46010.63152483092	6468.9475517821775	1137.780772644222	18.09419842371694	40842.71125978248	5521.804692536503	80.32151177529067	14420.309695613241	180.12188208174263	310.53292630670336	224.79958507612463	14037.236470180762	9107.628581970974	152.13273206605484	51082.68200221455	1563.9538004131718	-1095.6864340997658	-32.66860796800693	26411.061939931926	5986.345148660914	2149.288106625544	124133.27525620887	52646.635802627716	-1128.3550420677727	5204.927238446919	-227.45819617305247
7.920792079207921	24663.065303063868	76.59300868759756	0.0	38.904506567973655	66.54403836765522	66.54403836765522	-4.605356288600981	6.19567293166443	4945.867801544548	98943.51349929057	979.8914920216953	0.0	0.0	0.0	0.0	34251.875102986145	2117.210538106832	497.9246600319376	1543.7179675949044	29.260395982469177	17.633434729112587	0.5295315314146744	-259.2002219906033	-2117.2843025028983	-68.77376584979643	58556.771170921274	3619.5557625460265	851.2494204721895	829.0158189403696	22.397034994300217	-59.23457550813149	46093.87791145008	6599.436799100611	961.5692873485608	16.449987554004814	40776.51816390265	5552.117850644105	79.41624467107499	14465.499187624468	179.12343667836976	307.00282636721903	222.91834956850593	13985.029272799746	7487.0248593074275	133.31766621363477	53403.97661621317	1596.7800200108973	-1392.3440079739557	-38.88932658158167	26617.05383736918	5967.547168307997	2090.047019698163	124133.41991971251	55000.75663622407	-1431.2333345555373	5168.786151113053	-229.93982600813416
8.910891089108912	24686.602687452552	75.2801643880712	0.0	38.317971399760786	65.36811143145567	65.36811143145567	-4.634964773271325	6.140394422688489	4911.634942267625	98961.77945992266	962.9383756891515	0.0	0.0	0.0	0.0	34329.150530958286	2110.716315492302	490.3504644114174	1630.2229637729154	33.798618525892266	21.26977313227259	0.6265613555391146	-266.51116793886837	-2340.5591596397257	-73.81477097829953	58531.31992939173	3598.7615949479305	836.0502819671523	966.0243298153049	27.745069509816346	-59.5353642128359	46189.217113886734	6695.687271840945	803.3971133433574	14.583446005502045	40713.18964534037	5583.89540958311	78.65519819751954	14516.11994093128	178.184072759836	304.0215347389268	221.10049288993585	13935.411016794944	6124.818056623576	114.92279251436851	55462.20313370034	1628.2692438590723	-1710.825312864755	-44.90087705125329	26795.702622355337	5949.205671235777	2041.9477881135365	124132.86191313755	57090.47237755942	-1755.7261899160083	5132.7354351575605	-232.7125494129761
