time	mw4d2e70a7_f499_461d_ae18_bc53b365b091	mw8cc67de0_64e6_428f_ab09_4c2825cc172c	mw6ee00a71_ab68_454b_b1cd_60c1ebd19cfa	mw2dc73059_a841_48d5_b4bd_3ac24d94c42e	mw136c8391_14f4_4a28_83a3_35cc74a2e040	mw7204ab72_2ee5_4b92_b420_2583dacc4343	mw6939cefe_e7ff_4a3f_b45b_a9234d1b5573	mwf8cfed1b_6fcf_4cba_bc30_b44490814a7a	mw702be69a_eb4f_425e_87c7_ef7d85254536	mwbee11634_55df_4a3f_998a_634dfaf46fd7	mw805b55df_cc91_4227_bb52_930e961b682c	mwb71eb539_dca6_47ab_8df5_430d84af0bfb	mwa5d6f7e4_dc4d_4931_91ce_1e78e7b2f195	mw4079e13c_446e_4aa2_9ec4_233583833d02	mwe5fade7d_1715_4bb1_843f_923da8ecddf1	mw262497ec_3d54_4367_bfe3_76a9c57497cb	mw8bffd47e_34de_4738_81bf_7a39a40b3ae8	mw308b75ec_28b7_4d97_92e2_51a8ce04116a	mw75377e12_e23d_44b3_9823_5fac9b23edc8	mw67d0cf04_d6a7_4725_a869_098a96a3350d	mw46ee629a_dd6b_4163_9da1_2614bb1d74bc	mw0be0d193_fd6b_4824_8928_dbade8b5c99c	mw280197c8_98de_43f0_bf01_0f332a1ab689	mw9a5baf6d_0285_4ad3_9499_059c553d9cf6	mw05469f51_73f7_4ba1_9f1a_bce5fea143c2	mwf20834c8_a115_460b_859c_4e3ca1ffd953	mwb4633da9_f9d6_4ad8_a7e5_da075c830e17	mw9bb804c9_3e4e_4684_9f6b_4e6f6706a58e	mw64453fc5_a275_4bba_84f0_2af249b31514	mw323a57b4_8e59_4116_9ad1_fe547b89c858	mw173d8585_5817_4b4c_932a_cf7d673680ac	mw32c21c39_237b_4d4c_bb5d_117cb30ce68a	mw3832f277_aef2_4f1d_87af_abc2a3c1a7d5	mw13651143_feb5_49a5_adab_9105c2647446	mw8a358487_b18b_42df_a646_cd75eb5bfcc2	mwd9e7a9b9_6f1b_4bbc_afa5_6cb192b62ce8	mwfed5a135_c91b_4d20_91b2_3a61723544dd	mw97345a67_a8e8_42aa_8e62_69e9d2b6cf45	mw5c67812a_17f5_43cf_8acb_9bde272c1911	mw1f12e5bc_ebbc_4347_b6b7_5cd1740ac69a	mwda4716f1_ae00_4149_aec3_12531380425a	mw17ae9adc_54ab_407b_a34d_8413a3a10cc6	mwc844b7c0_98f5_4d0d_8f0c_00dfe8b54e6d
0.0	1.5	1.3	1.3	0.8	1.5	1.4	1.2	1.4	1.2	1.2	1.5	0.9	1.5	1.5	0.85	1.0	1.1	1.3	1.1	0.8	1.5	1.6	1.3	1.6	1.45	0.9	1.5	1.6	1.2	0.3	1.2	1.2	1.6	1.1	0.2	0.6	0.91	0.8	0.5	0.0	0.0	0.0	0.0
0.9900990099009901	0.7712170528829715	1.056444599478536	1.2636452065353179	1.139066638255266	1.1665278011153697	1.08376287234555	1.3896748136078863	1.0200208640780604	1.321894933123284	1.3072603278824975	1.252688589626596	1.2571678459360691	0.8281224096131659	0.4732312325279178	1.551032810771347	1.3643097921274507	1.1947364985053326	0.834533513806289	0.879834328398158	1.1327697543374837	1.3150147027430215	0.8833305702540435	1.464534769856426	1.2516953191907119	1.0790867226845118	1.243376351596493	0.20842875205134143	1.3356644377481002	1.3386308306356447	0.6540721780447698	1.3798158178413122	1.360300187666323	1.1346549070100795	1.3383352079640163	0.7822017176640028	0.7683798262259808	1.5015570728067282	0.7299117142679431	1.6670308263330866	0.40760762154081503	0.25239128876839473	0.23137810329920608	0.7946591888524913
1.9801980198019802	0.9330080015654052	0.92047302850098	0.9638724369135009	1.3651055956695157	0.8128398843213582	0.4637532314366477	1.3719992205497442	0.6599446387717718	1.4051293291742617	1.3711621094148034	0.9998945547042657	1.3868882403852962	0.4571911502029968	0.2122724068870634	1.1913175368629076	1.5467769876564506	1.3898910800444138	0.48699308151562487	0.6872758063446677	1.3264855302971355	1.1302922588764142	0.4876705602165295	1.3138236253768603	0.9420801079693615	0.7224470376180157	1.440784376580583	0.08191645517485986	1.1069888479188275	1.4194821517075387	0.9737003945328878	1.2906450483649607	1.2269782950157835	0.7590088244922988	1.4538740925429614	1.1112718410377882	0.9270677009442106	2.153367394946757	0.8649594264981204	2.85177888207945	0.9229590905407391	0.5263419754909618	0.4958235438904622	1.2544642169648104
2.9702970297029703	1.1724376061472954	1.0436429179531395	0.7569076716829738	1.4740061209717377	0.4461754057188217	0.1707783291650526	1.1668681082507693	0.33968892587055344	1.4164826799622896	1.40825147617844	0.7335483647762427	1.4310387565688625	0.252406824642147	0.11042903909217351	0.7949841355998095	1.4294748129610777	1.5149327605126235	0.283135682239396	0.5147561074208532	1.4196208426101249	0.9445000192206793	0.2692339462849568	1.0578262689337679	0.6777079603724169	0.40995461204997957	1.5036651919825728	0.08714891618010225	0.9077194248701259	1.4519934108792054	1.2122295213139416	1.2117783613085347	1.0925409356559428	0.47757552800079245	1.463353362851593	1.1851761323006171	1.0709387728955544	2.8499111870710374	1.0375386298605815	4.078357983261505	1.4969483105012111	0.8113748135822785	0.7717130346608188	1.4612471076373903
3.9603960396039604	1.3124768728036966	1.211270015269384	0.770043856536408	1.3923767860755958	0.1890612685449589	0.14320772087235786	0.998326789295145	0.1263790216802049	1.3058649853915563	1.42615371533212	0.46976662184652795	1.4415396934185543	0.13934916522750365	0.06003231194284994	0.5024738473986321	1.1735977911914333	1.5040470091766787	0.17683482231512146	0.3746121802293901	1.435752867402232	0.7541081620499062	0.14863910957600374	0.7951917731974675	0.4636316190631117	0.1909198626122233	1.4253025974854154	0.08355491836178937	0.7342225376412969	1.4441300340508831	1.3627046524803625	1.1520024250823249	0.9757947367039421	0.2840162602132035	1.390748665398471	0.9952304037504663	1.1977796379245003	3.579898420047735	1.201358197409963	5.338353724366576	2.0929802177551573	1.098726113201492	1.0412321303740815	1.5063064593032611
4.9504950495049505	1.341972593115701	1.3141854884566802	0.9143895354881753	1.1235893034867077	0.11549482100389225	0.12190502238601435	0.9180864044792811	0.055564500876068	1.0610592381935895	1.425498106645122	0.24217603367776386	1.4355607657809395	0.07693211099961925	0.033013869039016645	0.30806084723606764	0.8948818278351018	1.3781013002421814	0.10774099523372986	0.2747707989089731	1.3939399701615267	0.5489953412947198	0.08206091839959379	0.5677291852249147	0.3012244052682628	0.08632512765244632	1.2300241144513293	0.07080647152902658	0.5837473536400326	1.4028314137143751	1.4351798479655213	1.0970131406957981	0.8683389570821276	0.16157886668619098	1.2654571532948968	0.7620480370220079	1.304903399147659	4.334913922169431	1.3432753076996158	6.621892028512317	2.682991455761879	1.3811020851744211	1.2916640513436046	1.4489738830236671
5.9405940594059405	1.2917311328169323	1.3315783959827923	1.0787415111604257	0.8363056726385905	0.0961553579143923	0.09398773479028046	0.8318131195950068	0.0479672908099729	0.773666392657763	1.403209032202932	0.09987441946919778	1.4100496643076965	0.04247280343010846	0.018208560919592536	0.18503159923353338	0.6489441859837856	1.1854918869744295	0.05388480256448753	0.20904318117776985	1.3148332595807435	0.30046599818288566	0.04530432365878233	0.38853376818662116	0.18659273607332238	0.04630910325819324	0.9986495880948519	0.0552751552961449	0.4542965197811629	1.3343457029386747	1.445692990097165	1.0384168021437736	0.765153862495037	0.08926637955702585	1.1156686888626681	0.5692149459541306	1.387173168115343	5.1080559392323	1.45485265670532	7.921574707191627	3.2471452104745593	1.6525091333981465	1.5158247769328366	1.3366878391589883
6.930693069306931	1.1920634267840031	1.2798097795868513	1.1853128505953983	0.5970640830548425	0.08308046109055874	0.0692248542520519	0.7249641208159346	0.05048783912159155	0.4992302830801808	1.352146306129246	0.06967489185456877	1.2983196747200954	0.023448453547824974	0.010050155944545482	0.10947512891013152	0.45381378966595354	0.9708144514148762	0.024911535032069273	0.16102531100001513	1.21482264793288	0.08122499918054968	0.025011683784346612	0.2565914476023067	0.11115401386544803	0.027093789608044767	0.7851436892070528	0.04169616302771333	0.34468981471835497	1.2445814118308316	1.410834544498566	0.9746484457979425	0.6665227509810407	0.04853224582673715	0.962488405257361	0.4145937046660049	1.43621840707634	5.892859444125315	1.5001929869878514	9.230631959373518	3.773676880672284	1.9081512623004686	1.7112265069882715	1.192495398090014
7.920792079207921	1.061134555555877	1.1800473840042378	1.1885665003769772	0.430997950426976	0.07576483819878062	0.050808596381781805	0.6102226916519227	0.05196797671012069	0.27292727186661464	1.2535749046998519	0.06828713696854943	1.117139789933622	0.012945459903055009	0.005548167260425685	0.06402763868560048	0.3087535417415121	0.7646895944198255	0.013375248112598912	0.12276575447737828	1.1010143521913147	0.05800947469116521	0.013808490563258651	0.16455366935078003	0.06435389205940611	0.015803642433049322	0.6036365444830264	0.030940062602036033	0.2542778341995167	1.1394416275866688	1.3452036118403206	0.9072174794962808	0.5747336874043127	0.02621282237408994	0.8185161187741891	0.29514761295964953	1.4368987572745913	6.68211150660216	1.3827129315831754	10.536287148464154	4.255576648344129	2.144397384363261	1.8785406248608487	1.0270590741228969
8.910891089108912	0.9128317085739293	1.0491444277669517	1.0685810544303487	0.3331870720966307	0.0692776858689817	0.038943316784763995	0.5071153713538016	0.050164843404764084	0.14220838911137695	1.0907426378504128	0.06684324464631827	1.0300448599167134	0.007146950299866602	0.0030629943009249858	0.03710746931286532	0.20559123356813683	0.5838062308642475	0.007916968256002558	0.09346945946668155	0.9792468174500573	0.05506522731207122	0.007623413653191027	0.1031187822368083	0.03656219388742005	0.009043827893333776	0.4556389248580556	0.022696433950706408	0.1822813076096514	1.024961234575337	1.2604474211978438	0.8381491934692537	0.49174133997185454	0.014146389662832541	0.689657939526054	0.21215766452182533	1.36416260021382	7.465671971881845	1.1568099576135549	11.819554615154145	4.688261788406271	2.3587988366769888	2.0201393607535993	0.8568768396497514
