time	p_0	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	0.9990103909603494	0.0009891192766302425	4.895558433314844e-07	2.0707885066614948e-10	8.309878913655679e-14	3.269408472195519e-17	1.2761278804401692e-20	4.9644639602621965e-24	1.929284382563657e-27
1.9801980198019802	0.9980217611638539	0.001976281093699478	1.9563022500360037e-06	1.4393467176540904e-09	9.034997038668957e-13	5.148611107441782e-16	2.751077687841044e-19	1.4043165326887626e-22	6.931473918333525e-26
2.9702970297029703	0.9970341097206918	0.00296148814161892	4.3975299827839954e-06	4.604339592279429e-09	3.907299932209342e-12	2.8850745951662948e-15	1.9309119876548335e-18	1.2016693330861542e-21	7.076533428139535e-25
3.9603960396039604	0.9960474356801302	0.003944743272641122	7.81038815414873e-06	1.0648601216843546e-08	1.1445726026590034e-11	1.0432917282502748e-14	8.428459097329422e-18	6.2107897120459335e-21	4.2603163760739494e-24
4.9504950495049505	0.9950617381328108	0.004926049211960587	1.2192157086575572e-05	2.0472669060155265e-08	2.659280573402578e-11	2.87561743482376e-14	2.7106330670666316e-17	2.2971617621210667e-20	1.789905968251061e-23
5.9405940594059405	0.9940770160620841	0.005905409005356963	1.753979993701255e-05	3.507999454489717e-08	5.376503878122909e-11	6.799976985598483e-14	7.442599402393172e-17	7.282179781672308e-20	6.524539809478213e-23
6.930693069306931	0.9930932684839104	0.006882825599655215	2.3850380475336004e-05	5.543875321765186e-08	9.82227784270967e-11	1.4278779979389216e-13	1.7863282821208757e-16	1.987449085568443e-19	2.0154127492487239e-22
7.920792079207921	0.9921104944285482	0.007858301897986914	3.112100793336094e-05	8.250026953413853e-08	1.6606527152863111e-10	2.729465313476179e-13	3.8405097014652714e-16	4.780622496279828e-19	5.397164999334436e-22
8.910891089108912	0.9911286929326664	0.008831840783276937	3.934881366058315e-05	1.1720658869975328e-07	2.643337102683663e-10	4.848401131997528e-13	7.578656991800669e-16	1.0431457784956385e-18	1.29640335525422e-21
9.900990099009901	0.9901478630352251	0.00980344513038032	4.853093931725321e-05	1.6049404398320125e-07	4.0119149201926296e-10	8.140340552122614e-13	1.4053770647019444e-15	2.1349796703334973e-18	2.930494790419007e-21
10.89108910891089	0.9891680037760644	0.010773117809937184	5.866453380274939e-05	2.1329351742298255e-07	5.862976493532556e-10	1.3102830619885614e-12	2.4994262690155556e-15	4.2139703482706574e-18	6.454622630622568e-21
11.881188118811881	0.9881891141947736	0.011740861693801057	6.9746744006648e-05	2.765373959199283e-07	8.288966558166146e-10	2.0214344882531297e-12	4.215898506824011e-15	7.801355478164267e-18	1.3205671978739282e-20
12.871287128712872	0.9872111933346921	0.0127066796369745	8.17747447443515e-05	3.5113775559551717e-07	1.1436361544679613e-09	3.0540571906672095e-12	7.057564736259818e-15	1.4687512756583766e-17	2.8436167656873294e-20
13.861386138613861	0.9862342402341534	0.013670574516994806	9.474567341050588e-05	4.380339271323096e-07	1.5379056209333381e-09	4.435390107368605e-12	1.1083274229577897e-14	2.4931096902459473e-17	5.203321994860283e-20
14.85148514851485	0.9852582539328922	0.014632549205093947	0.00010865667786846833	5.381576176288568e-07	2.0211245173434367e-09	6.214866563611354e-12	1.6476123916487127e-14	3.9075692401825444e-17	8.538733211843056e-20
15.841584158415841	0.984283233482933	0.015592606520940317	0.00012350498640539397	6.523850388555627e-07	2.616763607224945e-09	8.616180921602244e-12	2.453968971261132e-14	6.274144351186154e-17	1.483079340529384e-19
16.831683168316832	0.9833091779215996	0.016550749345880043	0.0001392877311095646	7.816587832833202e-07	3.3314861991244257e-09	1.1654585318103525e-11	3.5237287326978174e-14	9.547617083780714e-17	2.3857266859932053e-19
17.821782178217823	0.9823360862909606	0.017506980541352978	0.0001560020751171261	9.269000192343723e-07	4.1773801513636754e-09	1.5412605919676795e-11	4.896479695925607e-14	1.3878751709599614e-16	3.6106986404607114e-19
18.81188118811881	0.9813639576441873	0.01846130292390868	0.00017364524988597492	1.0889841353166453e-06	5.1777570555702735e-09	2.0138525587702958e-11	6.738685705556476e-14	2.0101115170745337e-16	5.499948116231251e-19
19.801980198019802	0.980392791026344	0.019413719342873996	0.00019221443698789572	1.2688199468568655e-06	6.347733332591658e-09	2.5959597541732745e-11	9.124170392602294e-14	2.85497161897707e-16	8.181439008038457e-19
20.792079207920793	0.9794225854803499	0.020364232656250772	0.00021170680479158663	1.4673251160501649e-06	7.700256431863833e-09	3.2971042742306225e-11	1.210223880509004e-13	3.942761278873034e-16	1.1726499897708638e-18
21.78217821782178	0.9784533400587185	0.021312845683473088	0.00023211957940196448	1.6853790844687075e-06	9.257492435008197e-09	4.142738074298531e-11	1.5863509882933177e-13	5.381261388894612e-16	1.663546970042698e-18
22.77227722772277	0.9774850538148797	0.0222595612403017	0.0002534499923964382	1.9238576840149143e-06	1.1042473756259876e-08	5.159876823202803e-11	2.0612951337323037e-13	7.287377556409356e-16	2.34544271681452e-18
23.762376237623762	0.9765177257930316	0.023204382179538966	0.0002756952201681774	2.183673146257218e-06	1.3069496770262798e-08	6.359767808706939e-11	2.6410838838560534e-13	9.686002376354777e-16	3.226821362672646e-18
24.752475247524753	0.9755513550445981	0.0241473113251528	0.0002988524820827966	2.465709453730583e-06	1.535959521419715e-08	7.766962634942953e-11	3.345047181042859e-13	1.269404315574298e-15	4.3662923314019705e-18
25.742574257425744	0.9745859406292412	0.025088351468457747	0.0003229190461912589	2.7708187202348805e-06	1.7941342963583256e-08	9.422541128688727e-11	4.2104740332366756e-13	1.656155477892474e-15	5.899418913014416e-18
26.73267326732673	0.973621481595362	0.026027505445402277	0.0003478921139964684	3.099896620980571e-06	2.083300727018767e-08	1.1344990670211865e-10	5.250105181041398e-13	2.1356592553923177e-15	7.856576069427357e-18
27.722772277227723	0.9726579769960774	0.02696477607324235	0.0003737689148713879	3.4538205878350463e-06	2.4057171758237517e-08	1.3562260265261222e-10	6.486962080417698e-13	2.7223432477307747e-15	1.0312191210130748e-17
28.712871287128714	0.9716954258881318	0.027900166154742827	0.0004005466994967043	3.8334541942018415e-06	2.763963764607598e-08	1.6111722890965707e-10	7.956997289877067e-13	3.442348461866202e-15	1.3421549010167038e-17
29.7029702970297	0.9707338273303442	0.028833678484388316	0.00042822273075136797	4.239653072805308e-06	3.160805460350704e-08	1.9035975456846041e-10	9.703169993016533e-13	4.3280617547877665e-15	1.7382537606763755e-17
30.693069306930692	0.9697731803779959	0.02976531587083786	0.0004567942507782392	4.673286310856511e-06	3.5986970751778216e-08	2.236765397875904e-10	1.1754026635499918e-12	5.398348420323037e-15	2.2297345752208108e-17
31.683168316831683	0.9688134840891446	0.030695081111663573	0.00048625851803502237	5.135212380630882e-06	4.080340138137531e-08	2.614651640935631e-10	1.4147797569012733e-12	6.680790400292514e-15	2.8328052616504e-17
32.67326732673267	0.96785473752376	0.03162297699696463	0.0005166128021018105	5.62628263872625e-06	4.6085916133646e-08	3.0421047574487984e-10	1.693969392284251e-12	8.222668635139463e-15	3.5802283841662364e-17
33.663366336633665	0.966896939742328	0.032549006314734626	0.0005478543756592596	6.147346363072537e-06	5.1863616271933393e-08	3.5239234914744106e-10	2.0181941641510362e-12	1.006666685536617e-14	4.500340310073688e-17
34.65346534653465	0.9659400898058653	0.033473171850809225	0.0005799805145667732	6.699250703839177e-06	5.816614464947294e-08	4.0648658388518485e-10	2.392397608048799e-12	1.2251108381445678e-14	5.617255696915319e-17
35.64356435643565	0.9649841867766469	0.034395476386063384	0.0006129885020514516	7.282838053137918e-06	6.502421977246354e-08	4.670130732617435e-10	2.8222868115726112e-12	1.482264346275074e-14	6.961823567340314e-17
36.633663366336634	0.9640292297172836	0.03531592270004123	0.0006468756231064747	7.898949870161672e-06	7.24686008623822e-08	5.345672441203141e-10	3.3157324155387266e-12	1.7859413229399815e-14	8.596338084522699e-17
