time	SPB_B	SPB_T	Bfa1	Bfa1P4	Bfa1P5	Tem1GTP	Tem1GDP	B_Bfa1	B_Bfa1P4	B_Bfa1P5	T_Tem1GTP	T_Tem1GDP	B_Bfa1_Tem1GTP	B_Bfa1P4_Tem1GTP	B_Bfa1P5_Tem1GTP	B_Bfa1_Tem1GDP	B_Bfa1P4_Tem1GDP	B_Bfa1P5_Tem1GDP	Bfa1_Tem1GTP	Bfa1P4_Tem1GTP	Bfa1P5_Tem1GTP	Bfa1_Tem1GDP	Bfa1P4_Tem1GDP	Bfa1P5_Tem1GDP	Active_Bfa1_at_the_SPB	Active_Bfa1_at_the_Cytosol	Active_Tem1_at_the_SPB	Active_Tem1_in_the_Cytosol	Inactive_Bfa1_at_the_SPB	Inactive_Bfa1_in_the_cytosol	Inactive_Tem1_at_the_SPB	Inactive_Tem1_in_the_cytosol	Total_Bfa1_at_the_SPB	Total_Bfa1_in_the_Cytosol	Total_Tem1_at_the_SPB	Total_Tem1_in_the_Cytosol
0.0	2.499e-22	4.979999999999999e-22	2.0300000000000002e-21	0.0	0.0	4.910000000000001e-21	7.990000000000001e-22	2.499e-22	0.0	0.0	0.0	0.0	0.0	0.0	1.5e-23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7099636749999997e-17	2.9568714765000005e-10	4.78579585005e-16	1.2224947245000003e-10	0.0	4.811691058500001e-11	4.78579585005e-16	1.2224947245000003e-10	2.7099636749999997e-17	3.4380405823500004e-10
0.9900990099009901	2.4652037277697787e-22	4.980568392788701e-22	-9.90587668387058e-22	5.822349510251135e-23	-3.336581754914058e-26	2.0219879795689313e-21	3.900021176499243e-22	-4.09321873902293e-23	-7.915507312757145e-23	-2.875259380586843e-23	-1.0206483259877466e-24	9.618975197905673e-25	3.569834231147404e-23	6.099090728471907e-23	3.9590381840226744e-23	5.813224161198836e-24	2.0754849680717783e-22	4.391289916125206e-24	2.4156679500863852e-21	1.902918389690266e-23	4.469410082472041e-26	4.608135589073937e-22	6.593128766431003e-23	6.1446424982699184e-27	3.4214977168499983e-16	8.622741077802292e-12	2.443646206311397e-16	2.6839057528954415e-10	2.856022954468713e-17	1.135722478654355e-10	3.9513963797105647e-16	5.5208169421446724e-11	3.7071000122968694e-16	1.2219498894323778e-10	6.395042586021961e-16	3.2359874471099084e-10
1.9801980198019802	2.398195426237665e-22	5.1953483006261145e-22	-4.2668329049821345e-21	1.0027113373762966e-22	-7.943440740264261e-26	-1.1059130494138196e-21	-2.8673549081631817e-23	-3.022930421375551e-23	-4.9791259685363025e-22	-5.712922228843827e-23	-2.096568043931716e-23	-5.739357953054764e-25	2.631421003900497e-23	1.0960036700932923e-22	6.368647297534443e-23	4.287405706273064e-24	4.837008117035216e-22	8.655399397394591e-24	5.038348938257291e-21	2.244574831966444e-23	9.94411778887236e-26	9.891020302996486e-22	1.4287716237981516e-22	1.4649743579333889e-26	1.723330612321678e-16	1.59944491715756e-11	3.2273024176254633e-16	2.381745568359224e-10	2.815645323676692e-17	1.0602899812735072e-10	8.962205438740282e-16	6.644350926323487e-11	2.0048951446893474e-16	1.220234472989263e-10	1.2189507856365745e-15	3.046180660991573e-10
2.9702970297029703	2.3311871247055512e-22	5.410128208463528e-22	-7.543078141577211e-21	1.42318772372748e-22	-1.2550299725614465e-25	-4.233814078396571e-21	-4.47349215813188e-22	-1.9526421037281723e-23	-9.166701205796892e-22	-8.550585077100811e-23	-4.091071255264658e-23	-2.109769110401521e-24	1.6930077766535896e-23	1.5820982673393942e-22	8.778256411046212e-23	2.7615872513472913e-24	7.598531265998655e-22	1.2919508878663975e-23	7.661029926428199e-21	2.5862312742426222e-23	1.541882549527268e-25	1.5173905016919038e-21	2.198230370953203e-22	2.3154844660397862e-26	2.5163507793357046e-18	2.336615726534891e-11	4.0109586289395285e-16	2.079585383823007e-10	2.7752676928846684e-17	9.848574838926605e-11	1.397301449777e-15	7.767884910502302e-11	3.026902770818239e-17	1.2185190565461497e-10	1.798397312670953e-15	2.856373874873237e-10
3.9603960396039604	-6.804524431875136e-22	9.708902819522552e-22	-2.287438339361685e-20	-2.0000160138854702e-22	-5.42609296233829e-25	-1.8481905450388516e-20	-1.511950043706817e-21	-1.0065647303172984e-23	-3.0423300869031086e-21	-2.141054664580076e-22	-4.5530925754015325e-22	-1.7646261757828964e-23	8.545176826113176e-24	2.4460313163918212e-22	2.02949398620791e-22	1.5021063245346029e-24	1.3648816839981607e-21	2.5699887120118735e-23	2.1025003048188823e-20	-1.7275198512887492e-23	5.47103912210893e-25	3.38874839148153e-21	-2.044820400875132e-22	4.562075070107723e-26	-2.5886390913504983e-15	-2.5398914132893016e-11	1.4244464193658017e-18	1.5214154629552873e-10	2.6242303844109233e-17	9.270593995742158e-11	2.4831169800447897e-15	1.0071200172265914e-10	-2.562396787506389e-15	6.730702582452857e-11	2.484541426464155e-15	2.5285354801818786e-10
4.9504950495049505	-4.727011938739552e-21	2.811675942999331e-21	-7.985261588862464e-20	-1.870208076611757e-21	-2.241549153609021e-24	-7.114720565833343e-20	-4.808045211475782e-21	-4.896021145908107e-24	-1.1064870014556032e-20	-6.8894802501118385e-22	-2.232436543019885e-21	-8.155119386720573e-23	3.612346180762748e-24	4.615292625263331e-22	6.327406828187483e-22	1.1627485361539838e-24	3.106087491934642e-21	6.790163904056085e-23	7.149719557408139e-20	-2.2124427760316834e-22	2.108299299073147e-24	9.90004289532285e-21	-2.360471729162325e-21	1.1631741027276175e-25	-1.3544855998088623e-14	-2.6810116777355604e-10	-2.0497338725771107e-15	7.880209271191185e-12	2.090894228878163e-17	9.301833775974647e-11	5.5890303220338285e-15	1.645033628993769e-10	-1.3523947055799841e-14	-1.7508283001380957e-10	3.5392964494567186e-15	1.7238357217056808e-10
5.9405940594059405	-8.773571434291542e-21	4.652461604046407e-21	-1.3683084838363244e-19	-3.540414551834955e-21	-3.9404890109842016e-24	-1.2381250586627816e-19	-8.104140379244688e-21	2.7360501135672314e-25	-1.908740994220886e-20	-1.163790583564354e-21	-4.009563828499605e-21	-1.4545612597658175e-22	-1.3204844645876568e-24	6.78455393413481e-22	1.0625319670166996e-21	8.233907477733661e-25	4.847293299871099e-21	1.101033909610026e-22	1.2196938809997358e-19	-4.252133566934469e-22	3.669494685935389e-24	1.6411337399164146e-20	-4.516461418237113e-21	1.8701406984444555e-25	-2.4501072904826622e-14	-5.108034214142167e-10	-4.10089219157358e-15	-1.36381127753158e-10	1.557558073345344e-17	9.333073556204696e-11	8.694943664022825e-15	2.282947240760983e-10	-2.4485497324093167e-14	-4.174726858521697e-10	4.594051472449245e-15	9.191359632294027e-11
6.930693069306931	-1.2820130929843556e-20	6.493247265093483e-21	-1.9380908087864023e-19	-5.2106210270581586e-21	-5.639428868359382e-24	-1.7647780607422308e-19	-1.1400235547013629e-20	5.4432311686215766e-24	-2.710994986986169e-20	-1.6386331421175273e-21	-5.786691113979337e-21	-2.0936105808595852e-22	-6.253315109938061e-24	8.953815243006312e-22	1.4923232512146523e-21	4.840329593927486e-25	6.588499107807574e-21	1.5230514288144452e-22	1.7244158062586596e-19	-6.291824357837263e-22	5.2306900727976375e-24	2.2922631903005442e-20	-6.6724511073119124e-21	2.5771072941613003e-25	-3.545728981156459e-14	-7.535056750548785e-10	-6.152050510570066e-15	-2.8064246477750785e-10	1.0242219178122921e-17	9.364313336435766e-11	1.1800857006011852e-14	2.9208608525281664e-10	-3.544704759238647e-14	-6.598625416905208e-10	5.648806495441786e-15	1.1443620475308763e-11
7.920792079207921	-1.6866690425395546e-20	8.334032926140558e-21	-2.5078731337364783e-19	-6.880827502281362e-21	-7.338368725734568e-24	-2.291431062821678e-19	-1.4696330714782558e-20	1.061285732588643e-23	-3.5132489797514563e-20	-2.1134757006707005e-21	-7.563818399459063e-21	-2.732659901953349e-22	-1.1186145755288489e-23	1.1123076551877807e-21	1.9221145354126068e-21	1.4467517101212959e-25	8.329704915744043e-21	1.9450689480188645e-22	2.2291377315175833e-19	-8.331515148740049e-22	6.79188545965988e-24	2.943392640684676e-20	-8.828440796386712e-21	3.284073889878142e-25	-4.6413506718302656e-14	-9.962079286955402e-10	-8.20320882956654e-15	-4.249038018018438e-10	4.9088576227956686e-18	9.395553116668492e-11	1.4906770348000868e-14	3.5587744642953737e-10	-4.640859786067986e-14	-9.022523975288554e-10	6.703561518434326e-15	-6.90263553723064e-11
8.910891089108912	-2.091324992094756e-20	1.0174818587187634e-20	-3.0776554586865563e-19	-8.551033977504566e-21	-9.037308583109749e-24	-2.818084064901127e-19	-1.7992425882551488e-20	1.5782483483151284e-23	-4.315502972516744e-20	-2.5883182592238737e-21	-9.340945684938788e-21	-3.371709223047113e-22	-1.6118976400638917e-23	1.3292337860749301e-21	2.3519058196105596e-21	-1.9468261736848944e-25	1.0070910723680512e-20	2.3670864672232857e-22	2.733859656776507e-19	-1.0371205939642842e-21	8.353080846522128e-24	3.594522091068808e-20	-1.0984430485461512e-20	3.9910404855949837e-25	-5.73697236250407e-14	-1.2389101823362023e-09	-1.0254367148563019e-14	-5.691651388261948e-10	-4.2450393253536643e-19	9.426792896899438e-11	1.8012683689989885e-14	4.1966880760625783e-10	-5.737014812897324e-14	-1.1446422533672078e-09	7.758316541426868e-15	-1.4949633121993702e-10
9.900990099009901	-2.4959809416499572e-20	1.201560424823471e-20	-3.647437783636634e-19	-1.022124045272777e-20	-1.0736248440484935e-23	-3.3447370669805764e-19	-2.1288521050320417e-20	2.0952109640416137e-23	-5.117756965282031e-20	-3.063160817777049e-21	-1.1118072970418514e-20	-4.010758544140877e-22	-2.1051807045989322e-23	1.5461599169620798e-21	2.781697103808514e-21	-5.3404040574910705e-25	1.1812116531616981e-20	2.789103986427705e-22	3.238581582035431e-19	-1.2410896730545635e-21	9.914276233384376e-24	4.245651541452938e-20	-1.3140420174536313e-20	4.698007081311825e-25	-6.832594053177876e-14	-1.481612435976864e-09	-1.230552546755949e-14	-7.134264758505435e-10	-5.757865487866181e-18	9.458032677130634e-11	2.1118597031978903e-14	4.834601687829771e-10	-6.833169839726662e-14	-1.3870321092055575e-09	8.813071564419413e-15	-2.2996630706756642e-10
