time	glycerol_i	cin	glucose_i	G6P	trehalose	F16DP	F26DP	trioseP	Gpd1	pyruvate	acetate_i	ethanol_i	Hog1	Hog1PP	Pfk2627a	Pfk2627i	AOG	gpd1mRNA	stl1mRNA	Stl1	AOGi	Fps1r	biomass	cellvol	glycerol_e	glucose_e	acetate_e	ethanol_e	trehalose_e
0.0	2.410154999999993e-05	0.000140493	0.0006625375	0.00061273	1.2919125000000024e-06	3.7557750000000005e-05	3.4462000000000005e-10	2.532575e-05	1.1758075e-05	3.5190500000000002e-06	0.0001345119999999995	0.0017950175	0.00011157025	2.1913150000000003e-06	0.0	0.0	1.77319e-07	1.586655e-06	2.3481675000000002e-07	2.5738250000000002e-08	1.5088275e-06	0.00042237750000000005	0.003731125	6.000000000000026e-08	0.00118149	0.060662	0.00119073	0.00609045	8.3663e-05
0.9900990099009901	2.4075789831745145e-05	0.00014032730338047508	0.0006616989116103888	0.0006118480531673707	1.2901099580622021e-06	3.793588250738021e-05	3.4462000000000005e-10	2.4583643797178635e-05	1.1752803253638685e-05	3.294271135013649e-06	0.0001343318022010328	0.0017915490292043357	0.0001105059777305299	3.121417547474228e-06	0.0	0.0	1.7730281980867635e-07	1.5824363929732048e-06	2.3657114001034731e-07	2.598612113320705e-08	1.5088436801913228e-06	0.00021994572468479116	0.0037315689853884425	6.007084720459763e-08	0.001181512946278883	0.06066122616683925	0.0011907971920440963	0.006093216619981888	8.36630311802235e-05
1.9801980198019802	2.4055333624323035e-05	0.0001401819948551179	0.000660956621889977	0.0006110548212461687	1.2884952173119715e-06	3.831429908448149e-05	3.4462000000000005e-10	2.3868398929576225e-05	1.1749203937201447e-05	3.1051709405660145e-06	0.00013416938798920398	0.0017882993793069907	0.00010989796072176922	3.611773710125284e-06	0.0	0.0	1.7728656377425029e-07	1.5784698622358118e-06	2.3882235223201267e-07	2.6239843219052307e-08	1.508859936225749e-06	0.00020753196634178025	0.0037320137700366024	6.013311487480342e-08	0.0011815321608003168	0.060660452279851514	0.001190864328281972	0.006095979302054645	8.36630623266268e-05
2.9702970297029703	2.403753936330893e-05	0.00014005453675301527	0.0006602986379153802	0.0006103392574111181	1.2870448621908984e-06	3.8692594016843894e-05	3.4462000000000005e-10	2.3178786813260982e-05	1.1747068086761634e-05	2.944536984351821e-06	0.0001340225975636436	0.0017852427683550016	0.00010954191499296264	3.864612637403506e-06	0.0	0.0	1.772702418201458e-07	1.5747206245494582e-06	2.4135870257136114e-07	2.6499477675992813e-08	1.5088762581798532e-06	0.0002019353722707546	0.0037324592525566497	6.018783964712718e-08	0.001181550597071396	0.06065967833903555	0.0011909314140287905	0.006098738236005232	8.366309344270873e-05
3.9603960396039604	2.4021759686919524e-05	0.00013994271708462854	0.0006597145066825247	0.0006096917353758165	1.2857384862371265e-06	3.907041778060196e-05	3.4462000000000005e-10	2.251369395688403e-05	1.1746213413139695e-05	2.806654055704248e-06	0.00013388952804314045	0.0017823562225041522	0.0001093261786661254	3.989805090357667e-06	0.0	0.0	1.7725386260472592e-07	1.571159183591499e-06	2.4405244967023987e-07	2.6764931347640453e-08	1.5088926373952732e-06	0.00019946923257676294	0.003732905343716671	6.023593206863881e-08	0.0011815686798691226	0.060658904344390085	0.001190998453962154	0.006101493589926311	8.36631245315343e-05
4.9504950495049505	2.4007562357746022e-05	0.00013984460397114341	0.0006591950995796556	0.0006091038502732836	1.2845582707003283e-06	3.9447469643520935e-05	3.4462000000000005e-10	2.1872104580064596e-05	1.1746480586169338e-05	2.6869956588474696e-06	0.00013376850132807154	0.001779619277382212	0.00010918954756907125	4.046990938630116e-06	0.0	0.0	1.7723743368979938e-07	1.5677608155790632e-06	2.468313781135828e-07	2.7036034800923533e-08	1.5089090663101997e-06	0.00019853557981439307	0.0037333519649915643	6.027819279524846e-08	0.0011815866115516894	0.060658130295913854	0.0011910654521940156	0.00610424551227969	8.366315559578951e-05
5.9405940594059405	2.3994631924783945e-05	0.00013975850854836287	0.0006587324369214301	0.0006085682565925353	1.2834886414608751e-06	3.982349174683221e-05	3.4462000000000005e-10	2.1253086393316408e-05	1.1747730212064702e-05	2.5819781911137097e-06	0.00013365803770075922	0.0017770137294119432	0.00010909834475507124	4.068479602922671e-06	0.0	0.0	1.7722096168479613e-07	1.5645046481140137e-06	2.496556401068544e-07	2.7312589226357325e-08	1.5089255383152032e-06	0.0001983600146079376	0.0037337990472877613	6.031532596091384e-08	0.0011816044920876974	0.06065735619360559	0.0011911324123347427	0.006106994133820641	8.366318663782916e-05
6.930693069306931	2.3982725064496787e-05	0.00013968295342880023	0.0006583195387768271	0.0006080785304337684	1.2825159773790752e-06	4.0198264010166475e-05	3.4462000000000005e-10	2.0655778748306856e-05	1.1749840261082991e-05	2.488765982187062e-06	0.00013355683282984256	0.0017745234108791468	0.0001090339544012348	4.0716906193885885e-06	0.0	0.0	1.772044523702652e-07	1.561372882441049e-06	2.525035313055318e-07	2.759439163973496e-08	1.5089420476297339e-06	0.00019855001531195461	0.0037342465298226424	6.034795078130389e-08	0.0011816223705100957	0.060656582037464025	0.0011911993375500996	0.006109739569379257	8.366321765971809e-05
7.920792079207921	2.3971646957600663e-05	0.00013961664530537203	0.0006579502953914589	0.0006076290498841662	1.2816283569738364e-06	4.057159963544067e-05	3.4462000000000005e-10	2.0079382584440557e-05	1.175270383057298e-05	2.4051147975196927e-06	0.0001334637372950199	0.0017721339821802147	0.00010898595654420639	4.065996720291035e-06	0.0	0.0	1.7718791080547598e-07	1.5583502073266643e-06	2.553632805568039e-07	2.788124761648445e-08	1.508958589194523e-06	0.00019890147224029743	0.0037346943591260555	6.037661182700866e-08	0.0011816402699059887	0.0606558078274879	0.001191266230612608	0.006112481919522319	8.366324866326752e-05
8.910891089108912	2.396123801821407e-05	0.0001395584514909578	0.0006576193562312759	0.0006072148926085559	1.2808153415261237e-06	4.094334118523017e-05	3.4462000000000005e-10	1.9523152051250964e-05	1.1756227227410523e-05	2.3292489310483463e-06	0.0001333777386252121	0.0017698327432714826	0.00010894845749897654	4.056374418542122e-06	0.0	0.0	1.7717134142064592e-07	1.5554233705236718e-06	2.5822856435189924e-07	2.817297685900025e-08	1.5089751585793531e-06	0.0001993093623282319	0.0037351424881667456	6.040178797903276e-08	0.001181658199775961	0.06065503356367596	0.0011913330939469773	0.006115221272068633	8.366327965006656e-05
