time	U	A6	b	Btot	A4	c	C	g	G	Ep	x
0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
0.9900990099009901	2.3378155523424056	1.002064780659812	1.0000006966191664	1.0000000000422913	1.0006832365476983	1.0000000023519806	1.0000001556188258	1.0000005490224932	1.0000023356983436	1.0048756275520243	1.0087486391096723
1.9801980198019802	3.4689153547593827	1.0100791628144619	1.0000061556488393	1.0000000007380903	1.0026027923663132	1.0000000690019155	1.000001341542089	1.000004215745246	1.0000201451615038	1.0211373276179725	1.038763229630877
2.9702970297029703	4.378133506494214	1.0255514897991838	1.0000223400775101	1.0000000039942571	1.0056032463896387	1.0000004856907814	1.000004704280762	1.0000137305492318	1.0000706674442579	1.0488437557954475	1.091525558907136
3.9603960396039604	5.054269677002672	1.0483120139797064	1.0000559034431955	1.0000000132979825	1.0095210071999228	1.0000018982230958	1.0000112730621042	1.0000314324708368	1.000169382198825	1.0859097587375284	1.164005475110031
4.9504950495049505	5.53633923770659	1.077155586595059	1.0001138737543331	1.000000033840778	1.0142025597317943	1.0000053637501205	1.0000218345913265	1.0000592617502986	1.0003280937222523	1.1297717706890313	1.2514586881718635
5.9405940594059405	5.876310874615665	1.1106561178536443	1.0002036155147231	1.0000000726036227	1.019527334638038	1.0000123476042706	1.000036944264578	1.000098817247702	1.0005550588858163	1.1783272578162918	1.3495569587697278
6.930693069306931	6.116444655942519	1.1475641345354806	1.000332818525593	1.0000001384400552	1.025407328028337	1.0000247027619282	1.0000569861065647	1.0001514389491168	1.0008558482087244	1.2300716025172327	1.4549900325344303
7.920792079207921	6.286555723036476	1.1868933348716009	1.0005094160922878	1.0000002421478995	1.0317784759286854	1.000044648750045	1.0000822289022588	1.00021827656436	1.0012341531657545	1.2839644546523235	1.565362966676627
8.910891089108912	6.406982314168471	1.2278941797640446	1.000741456904575	1.0000003965139401	1.0385929185204243	1.0000747535387136	1.0001128671943043	1.000300337627226	1.0016923693365374	1.3392843995318915	1.678961235561532
9.900990099009901	6.491644173309635	1.2700044112877753	1.0010369702834385	1.0000006163252062	1.0458137123677296	1.0001179181623314	1.0001490495626106	1.0003985199580043	1.0022319910180062	1.3955240658664434	1.794551469075371
10.89108910891089	6.550210301200041	1.3128036863837935	1.0014038476607492	1.0000009183484393	1.053411440601329	1.0001773633340658	1.000190898185414	1.0005136338359029	1.0028538768157782	1.4523209209745094	1.9112383769778831
11.881188118811881	6.589511867418985	1.3559777181244226	1.0018497484981093	1.000001321283049	1.0613620386830465	1.0002566174862544	1.0002385226782606	1.0006464175869823	1.0035584308399608	1.5094121656166333	2.0283661215285944
12.871287128712872	6.614451968727784	1.3992912556496873	1.0023820309201934	1.0000018456937734	1.069645365123458	1.0003595058517476	1.0002920301653262	1.000797548900605	1.0043457286045328	1.5666049641533837	2.1454505044178496
13.861386138613861	6.628598288154881	1.4425680356402857	1.0030077039674352	1.000002513928874	1.078244230506163	1.0004901403163369	1.000351532822784	1.0009676532924245	1.0052156060770558	1.623756400143136	2.262131858767276
14.85148514851485	6.634576785424524	1.4856759526794965	1.003733397401514	1.0000033500287309	1.0871437151256274	1.0006529098382817	1.0004171536864173	1.0011573105962457	1.0061677236577276	1.6807596960579336	2.3781418647015893
15.841584158415841	6.6343387691614435	1.5285160709734535	1.0045653451253902	1.0000043796287192	1.0963306742762045	1.0008524712704683	1.0004890312393186	1.0013670600495446	1.0072016127529484	1.737534555680174	2.493279843186376
16.831683168316832	6.629345729170759	1.5710144531599717	1.005509378828925	1.000005629859319	1.105793369867877	1.001093740448109	1.0005673231232308	1.0015974043470428	1.0083167100468584	1.79402028067213	2.6073956024305938
17.821782178217823	6.620699516137884	1.6131160608034307	1.0065709291289828	1.0000071292456505	1.1155211901569182	1.0013818834271886	1.000652209206542	1.001848812918585	1.0095123829344093	1.8501707950089799	2.7203768899162277
18.81188118811881	6.6092354717007185	1.654780182331414	1.0077550320731101	1.0000089076080245	1.1255044328289012	1.0017223077786594	1.0007438941711264	1.0021217246140468	1.010787948529581	1.9059510044138204	2.832140124286865
19.801980198019802	6.595589909629228	1.6959769939233904	1.009066339396476	1.000010995964633	1.1357341349877732	1.0021206538618492	1.0008426097316592	1.0024165499281028	1.0121426879450293	1.9613341066811443	2.9426234965456333
20.792079207920793	6.5802495488833825	1.7366849638725277	1.0105091313303503	1.0000134264371532	1.1462019386462299	1.0025827860174652	1.0009486165687107	1.0027336728646488	1.0135758570624356	2.016299588164226	3.051781800310699
21.78217821782178	6.563588055678192	1.7768888875880147	1.0120873310785543	1.0000162321597885	1.1568999835744946	1.0031147836359426	1.0010622060342316	1.003073452517079	1.015086694678376	2.07083172126273	3.159582535839873
22.77227722772277	6.545893261626139	1.8165783958889838	1.0138045203171706	1.0000194471920723	1.167820821525551	1.0037229320703127	1.001183701672039	1.0034362244234873	1.0166744286749576	2.1249184312967713	3.266002959812822
23.762376237623762	6.527387565631563	1.8557468197459148	1.0156639552498405	1.000023106435631	1.1789573473365058	1.0044137133742748	1.0013134605844618	1.0038223017430823	1.0183382806957797	2.1785504379829352	3.371027842058471
24.752475247524753	6.508243318045858	1.8943903237675537	1.0176685828799739	1.0000272455549868	1.1903027434262237	1.0051937968563425	1.0014518746683434	1.0042319762906862	1.0200774696880202	2.231720602048398	3.4746477526525408
25.742574257425744	6.488594452475573	1.932507244565702	1.0198210572573936	1.0000319009024474	1.2018504350672683	1.0060700294472391	1.001599371736543	1.0046655194575806	1.02189121457385	2.2844234272502137	3.576857752137439
26.73267326732673	6.4685453436729885	1.9700975829889948	1.0221237555225735	1.0000371094470215	1.2135940542109944	1.0070494258867642	1.001756416538405	1.0051231830428913	1.0237787362627153	2.336654678633904	3.67765638405934
27.722772277227723	6.448177558508775	2.0071626146850607	1.0245787936219535	1.0000429087073142	1.225527410260956	1.0081391587386481	1.00192351168773	1.0056052000132083	1.0257392591525565	2.3884110899961355	3.777044899963912
28.712871287128714	6.4275550242912685	2.043704590492758	1.0271880416034953	1.000049336688296	1.2376444664196637	1.009346548247291	1.0021011985053563	1.0061117852054953	1.0277720122397336	2.4396901390034635	3.8750266609931963
29.7029702970297	6.406727995757433	2.0797265056062164	1.029953138427423	1.0000564318218366	1.24993932053973	1.0106790520525157	1.0022900577813585	1.006643135984982	1.0298762299269015	2.4904898741172166	3.9716066748923393
30.693069306930692	6.385736108134547	2.1152319214348347	1.0328755062465032	1.000064232910874	1.2624061896139758	1.0121442547806228	1.0024907104606489	1.0071994328674483	1.0320511525976335	2.540808781249481	4.066791236990367
31.683168316831683	6.364610732860003	2.1502248279166136	1.0359563641245817	1.000072779077082	1.2750393972086154	1.0137498575313795	1.0027038182547867	1.0077808401133577	1.0342960270107386	2.59064568096276	4.1605876512042315
32.67326732673267	6.343376798506639	2.1847095370170724	1.0391967411712846	1.0000821097119028	1.2878333632841379	1.0155036672812847	1.0029300841819169	1.008387506299743	1.0366101065547877	2.6399996492565214	4.253004012914033
33.663366336633665	6.322054205765775	2.218690600007156	1.0425974890886642	1.0000922644307573	1.3007825959307946	1.01741358622473	1.003170253037347	1.0090195648747298	1.0389926513956456	2.6888699563735474	4.344049039167869
34.65346534653465	6.3006589237499	2.2521727434756036	1.0461592941162934	1.0001032830303318	1.3138816846804586	1.0194876010733969	1.0034251117949817	1.0096771346981028	1.041442928539638	2.73725601982315	4.433731936290109
35.64356435643565	6.27920384064814	2.2851608198450184	1.0498826883698025	1.000115205448814	1.3271252951137724	1.0217337723342625	1.0036954899401451	1.0103603205708258	1.0439602118314544	2.7851573684419666	4.522062296575965
36.633663366336634	6.257699434456961	2.317659768539649	1.0537680606004483	1.000128071728816	1.3405081644604997	1.0241602235893144	1.0039822597371957	1.0110692137562671	1.0465437819045578	2.832573614565742	4.609050016420205
37.62376237623762	6.236154291844974	2.3496745861553996	1.0578156663619875	1.0001419219829586	1.3540250980629907	1.0267751307952022	1.004286336430068	1.0118038924942225	1.0491929260919568	2.879504433053462	4.694705232602083
38.613861386138616	6.214575517003256	2.381210303188354	1.0620256376067334	1.0001567963619065	1.3676709665262508	1.0295867116233253	1.004608678377893	1.0125644225094537	1.0519069383086668	2.925949545325849	4.779038271898152
39.603960396039604	6.192969051811476	2.41227196604207	1.0663979917236652	1.000172735024733	1.3814407034230447	1.0326032148598276	1.004950287126063	1.0133508575155952	1.0546851189122588	2.9719087074187462	4.862059611424373
40.59405940594059	6.171339927758853	2.4428646231154065	1.070932640033458	1.0001897781114746	1.3953293034631953	1.035832909883879	1.0053122074134926	1.0141632397151596	1.0575267745472312	3.0173817011484414	4.9437798473318235
41.584158415841586	6.149692464601926	2.47299331407415	1.075629395759694	1.0002079657177394	1.4093318210365544	1.039284076242331	1.005695527116968	1.015001600296168	1.0604312179777609	3.0623683276929237	5.0242096700373216
42.57425742574257	6.128030426865212	2.5026630616460395	1.0804879814904398	1.000227337871257	1.4234433690683732	1.0429649933392375	1.0061013771328262	1.0158659599256814	1.0633977679122262	3.1068684030821654	5.103359844659007
43.56435643564356	6.106357147964748	2.5318788653560946	1.0855080361555836	1.0002479345102289	1.4376591181296448	1.0468839302555344	1.0065309311975483	1.0167563292404795	1.0664257488224784	3.150881755149409	5.181241195476787
44.554455445544555	6.08467563037275	2.560645696695195	1.0906891215749552	1.0002697954632347	1.4519742957425779	1.0510491357041243	1.0069854056526224	1.0176727093351332	1.069514490760239	3.1944082215519045	5.257864593374986
45.54455445544554	6.062988621795643	2.5889684957243526	1.0960307285035704	1.0002929604309307	1.4663841858922266	1.0554688281625748	1.0074660591426468	1.0186150922469266	1.072663329171648	3.2374476488563175	5.333240946288288
46.53465346534654	6.04129867674479	2.6168521685500323	1.1015322822628137	1.0003174689691763	1.4808841286741279	1.0601511861817061	1.007974192256152	1.0195834614379502	1.0758716047123815	3.2799998922551112	5.407381191484227
47.524752475247524	6.019608208023323	2.6443015853986256	1.1071931480224573	1.0003433604733343	1.4954695200425274	1.0651043388652934	1.008511147116321	1.0205777922745032	1.0791386630643462	3.322064815708767	5.480296289118955
48.51485148514851	5.997919526175487	2.6713215794051757	1.1130126356651822	1.0003706741639746	1.5101358116782622	1.070336356565848	1.0090783069109073	1.0215980525030217	1.0824638547545233	3.363642292594872	5.5519972173107925
49.504950495049506	5.976234870805965	2.6979169458808654	1.1189900042905012	1.00039944907376	1.524878510944642	1.0758552417950902	1.0096770953675132	1.0226442027225853	1.0858465349768915	3.4047322066850145	5.6224949682417895
50.495049504950494	5.954556436491217	2.7240924418947094	1.1251244663993416	1.000429724035348	1.5396931809086754	1.0816689203511438	1.0103089761785342	1.0237161968539437	1.0892860634181498	3.445334453324104	5.691800544944338
51.48514851485149	5.932886393425228	2.7498527861583444	1.1314151917456734	1.00046153767035	1.5545754404267207	1.0877852326930841	1.0109754523721202	1.0248139826044618	1.092781804087959	3.4854489407998135	5.759924958751053
52.475247524752476	5.911226904043824	2.775202659139075	1.137861310898922	1.0004949283791862	1.5695209642818315	1.0942119255555174	1.0116780656345488	1.0259375019289836	1.096333125153792	3.525075591848323	5.82687922724931
53.46534653465346	5.889580136498282	2.8001467033478846	1.1444619185280196	1.000529934331794	1.5845254833658076	1.1009566438172396	1.012418395584361	1.0270866914862733	1.099939398780903	3.564214345255038	5.892674372630585
54.45544554455446	5.8679482753779135	2.824689523774774	1.1512160763901704	1.0005665934592245	1.5995847849034586	1.1080269226720396	1.0131980589933847	1.0282614830900374	1.1036000009785818	3.602865157523736	5.957321420380161
55.445544554455445	5.846333530969453	2.8488356883990456	1.1581228161445918	1.0006049434457567	1.614694712699298	1.1154301800013835	1.0140187089749861	1.029461804156174	1.10731431145066	3.6410280045744083	6.020831398142554
