time	Z	Y
0.0	0.15	1.6
1.0	0.29757281097932603	2.086106402783147
2.0	0.2222186007360132	1.4843922797982487
3.0	0.2903175726582576	2.0731002001188914
4.0	0.21769386589859452	1.410668109438275
5.0	0.2836287829454886	2.0540707524299613
6.0	0.21350168567760597	1.3331648611787066
7.0	0.2773614844942576	2.029546495997023
8.0	0.21185468750772882	1.2504405220962578
9.0	0.2714178545267052	1.9999004436175354
10.0	0.23400394408685463	1.1486984580840784
11.0	0.26573592322736334	1.9654327334670174
12.0	0.47095992949950954	0.9075047431710044
13.0	0.2602676550883003	1.9263911653622507
14.0	1.0489514556554382	0.67098433299826
15.0	0.254975177350471	1.8829599811365811
16.0	0.5057923040457235	1.8008257194572783
17.0	0.24983141264513428	1.835289336888644
18.0	0.36461299294393035	2.0097476996572117
19.0	0.2448123144286593	1.7835126396194585
20.0	0.338012569733574	2.059715758447061
21.0	0.23990031001435402	1.727728572614709
22.0	0.32327671024099164	2.0826316977449926
23.0	0.2350810723528852	1.6680528088252
24.0	0.31246010092015886	2.09182225075913
25.0	0.23034121517060632	1.6045249143989262
26.0	0.30352145860468005	2.0914591315840334
27.0	0.22567079375277063	1.5372219147875519
28.0	0.295690811997342	2.0834491038281375
29.0	0.22107286347493552	1.4662436735794804
30.0	0.28859333712351354	2.068867979301951
31.0	0.2165873335084089	1.3915859309757712
32.0	0.2820233567310099	2.048412913468088
33.0	0.2126334512752732	1.3129680683618252
34.0	0.2758376041874992	2.022558214282791
35.0	0.21310305910431562	1.228033762421697
36.0	0.26996893684299644	1.9916879104280527
37.0	0.2558388521194585	1.1119104691049713
38.0	0.2643443834273255	1.9560537435027008
39.0	0.6097928828502118	0.8118619540695403
40.0	0.25892202090770633	1.9158810303634024
41.0	1.20802746261007	0.6713079584614889
42.0	0.25366916247432447	1.871367535624898
43.0	0.427031884656112	1.9071104297465353
44.0	0.24855728832360255	1.8226428468826916
45.0	0.355616431474702	2.026676336974959
46.0	0.2435659687226378	1.7698380003613112
47.0	0.33370362749176624	2.067204090794622
48.0	0.23867745276827623	1.7130554585392437
49.0	0.32029778165432504	2.0860101745157618
50.0	0.23387751636667975	1.6523782138139043
51.0	0.31006711926039904	2.0925379991012663
52.0	0.22915654754396836	1.587907095499228
53.0	0.30146252898872	2.090109319794851
54.0	0.22450553768980175	1.519686027119616
55.0	0.2938436220269481	2.080359870683462
56.0	0.21992747658822065	1.4477730100394237
57.0	0.28689337584921026	2.06424273682919
58.0	0.2155007444002498	1.3721692682546627
59.0	0.2804296045264656	2.04239111378322
60.0	0.21195790487985652	1.2924334330402723
61.0	0.2743340509405434	2.015243810826938
62.0	0.21616405368237251	1.2041391482579182
63.0	0.26852876068749004	1.9831388793437308
64.0	0.2955773616562333	1.0630974258691952
65.0	0.262961902882541	1.9463619239023924
66.0	0.7562627150830723	0.7371400332890616
67.0	0.25758425240263105	1.9050751928636567
68.0	1.3297715826929644	0.739096009441492
69.0	0.25236975829346525	1.8594877606224236
70.0	0.3947695205016377	1.9570244147800755
71.0	0.24729034483113782	1.8097303912497518
72.0	0.34858216088409294	2.040071353790677
73.0	0.2423276586114506	1.755927686285154
74.0	0.3298706164808086	2.073406484628347
75.0	0.23746360110111642	1.698174148426022
76.0	0.31751653673243146	2.088627554201347
77.0	0.23268512196208904	1.6365483604354152
78.0	0.30778814729447623	2.0926883436472528
79.0	0.2279816795824266	1.5711155929201486
80.0	0.29946952004505345	2.088302671550233
81.0	0.2233461414078779	1.5019457142111445
82.0	0.292040863219847	2.0768753660454595
83.0	0.2187908602809505	1.429096381669161
84.0	0.28522639963552876	2.059265238256593
85.0	0.21445545213322745	1.3525417674625437
86.0	0.27886453902630265	2.036041719700834
87.0	0.21162138562636593	1.2714549591750273
88.0	0.2728491506662342	2.007625329069472
89.0	0.22241379371566672	1.1780302068662272
90.0	0.26710965522855895	1.9743285405414357
91.0	0.3649087213007785	0.9952432600017389
92.0	0.2615935091780826	1.9363956541221243
93.0	0.9018861909240868	0.6918997315665819
94.0	0.25626049370059106	1.8940229116936604
95.0	0.9077594636935281	1.3364912075860853
96.0	0.2510807148961472	1.847374122500417
97.0	0.37652875425654986	1.9881060296983797
98.0	0.2460336899938958	1.7965938946020816
99.0	0.342808276430742	2.0509505954055816
100.0	0.24109518879450534	1.741766536066536
