time	M	Mp	Mpp	MAPKK	MKP3
0.0	500.0	0.0	0.0	50.0	100.0
0.9900990099009901	499.5594276461358	0.412389785374424	0.028182568514238802	50.0	100.0
1.9801980198019802	499.1356974989935	0.7594629724950814	0.10483952829772042	50.0	100.0
2.9702970297029703	498.7261294650134	1.0539519007276286	0.21991863384639762	50.0	100.0
3.9603960396039604	498.32857221356517	1.3060632770904783	0.3653645088130007	50.0	100.0
4.9504950495049505	497.9412958865058	1.5239823548295726	0.5347217581347297	50.0	100.0
5.9405940594059405	497.5629069803061	1.7142755790092352	0.722817440154516	50.0	100.0
6.930693069306931	497.19228069175057	1.8822124554091184	0.925506852310208	50.0	100.0
7.920792079207921	496.8285070628087	2.032023043546194	1.1394698931151697	50.0	100.0
8.910891089108912	496.4708480569882	2.167104076723905	1.3620478657579984	50.0	100.0
9.900990099009901	496.11870331367936	2.290184040480811	1.5911126453100544	50.0	100.0
10.89108910891089	495.77158280321925	2.4034554346059727	1.8249617616450828	50.0	100.0
11.881188118811881	495.4290849769704	2.508680777006774	2.0622342454931744	50.0	100.0
12.871287128712872	495.0908792980458	2.6072775847267224	2.301843116697804	50.0	100.0
13.861386138613861	494.7566922670005	2.7003865182944704	2.5429212141754656	50.0	100.0
14.85148514851485	494.4262962389683	2.7889260320914286	2.7847777284107984	50.0	100.0
15.841584158415841	494.0995004708253	2.873636210854041	3.0268633177911495	50.0	100.0
16.831683168316832	493.77614395085897	2.9551139375282625	3.268742111083367	50.0	100.0
17.821782178217823	493.45608965425146	3.0338411087264223	3.5100692364926704	50.0	100.0
18.81188118811881	493.13921993916995	3.1102072747851883	3.7505727855154474	50.0	100.0
19.801980198019802	492.82543285569056	3.1845278075323544	3.9900393362476763	50.0	100.0
20.792079207920793	492.5146391853701	3.2570584806799867	4.228302333420558	50.0	100.0
21.78217821782178	492.2067600658679	3.3280071719257953	4.465232761676937	50.0	100.0
22.77227722772277	491.9017250841659	3.3975432553508553	4.700731659953908	50.0	100.0
23.762376237623762	491.5994707448319	3.465805142005769	4.9347241126330506	50.0	100.0
24.752475247524753	491.29993923903754	3.5329063330990076	5.167154427334099	50.0	100.0
