time	As	Bs	Asyn	Bsyn
53.46534653465346	0.005996818495781134	9.620946815620507e-08	2.226746886762972e-06	1.796247841970116e-11
54.45544554455446	0.005996759606057622	9.799059788379935e-08	2.267960690780259e-06	1.863135166556091e-11
55.445544554455445	0.005996700717313944	9.977170849829434e-08	2.3091736879909813e-06	1.93124175452804e-11
56.43564356435643	0.005996641829550103	1.0155279999969001e-07	2.3503858783951385e-06	2.0005676058859615e-11
57.42574257425743	0.005996582942766097	1.0333387238798641e-07	2.39159726199273e-06	2.071112720629856e-11
58.415841584158414	0.005996524056961927	1.0511492566318348e-07	2.432807838783757e-06	2.142877098759725e-11
59.4059405940594	0.005996465172137592	1.0689595982528126e-07	2.474017608768218e-06	2.215860740275566e-11
60.396039603960396	0.005996406288293093	1.0867697487427975e-07	2.5152265719461146e-06	2.2900636451773802e-11
61.386138613861384	0.0059963474054284295	1.1045797081017893e-07	2.556434728317446e-06	2.3654858134651682e-11
62.37623762376238	0.0059962885235436015	1.122389476329788e-07	2.597642077882212e-06	2.4421272451389286e-11
63.366336633663366	0.005996229642638609	1.1401990534267937e-07	2.6388486206404126e-06	2.5199879401986632e-11
64.35643564356435	0.005996170762713452	1.1580084393928064e-07	2.680054356592048e-06	2.59906789864437e-11
65.34653465346534	0.005996111883768131	1.1758176342278261e-07	2.7212592857371182e-06	2.67936712047605e-11
66.33663366336634	0.005996053005802645	1.1936266379318527e-07	2.7624634080756236e-06	2.7608856056937033e-11
67.32673267326733	0.0059959941288169945	1.2114354505048865e-07	2.803666723607564e-06	2.843623354297331e-11
68.31683168316832	0.00599593525281118	1.229244071946927e-07	2.844869232332939e-06	2.92758036628693e-11
69.3069306930693	0.005995876377785201	1.2470525022579747e-07	2.8860709342517484e-06	3.012756641662503e-11
70.29702970297029	0.005995817503739058	1.2648607414380292e-07	2.9272718293639926e-06	3.09915218042405e-11
71.2871287128713	0.00599575863067275	1.2826687894870906e-07	2.9684719176696716e-06	3.186766982571568e-11
72.27722772277228	0.005995699758586277	1.3004766464051596e-07	3.009671199168786e-06	3.275601048105062e-11
73.26732673267327	0.005995640887479641	1.3182843121922352e-07	3.050869673861335e-06	3.365654377024528e-11
74.25742574257426	0.00599558201735284	1.3360917868483175e-07	3.0920673417473186e-06	3.456926969329966e-11
75.24752475247524	0.005995523148205874	1.353899070373407e-07	3.133264202826737e-06	3.549418825021378e-11
76.23762376237623	0.005995464280038744	1.3717061627675035e-07	3.17446025709959e-06	3.643129944098763e-11
77.22772277227723	0.005995405412851449	1.389513064030607e-07	3.215655504565878e-06	3.738060326562121e-11
78.21782178217822	0.00599534654664399	1.4073197741627176e-07	3.2568499452256014e-06	3.834209972411454e-11
79.20792079207921	0.005995287681416367	1.4251262931638349e-07	3.298043579078759e-06	3.931578881646758e-11
80.1980198019802	0.005995228817168579	1.4429326210339594e-07	3.3392364061253514e-06	4.030167054268036e-11
81.18811881188118	0.005995169953900627	1.4607387577730907e-07	3.3804284263653785e-06	4.129974490275287e-11
82.17821782178218	0.00599511109161251	1.478544703381229e-07	3.4216196397988408e-06	4.231001189668511e-11
83.16831683168317	0.0059950522303042295	1.4963504578583747e-07	3.462810046425738e-06	4.33324715244771e-11
84.15841584158416	0.005994993369977946	1.5141560207759997e-07	3.503999644545424e-06	4.436714754357004e-11
85.14851485148515	0.005994934510710031	1.5319613770033355e-07	3.5451883741101434e-06	4.541487880079602e-11
86.13861386138613	0.005994875652423749	1.5497665417436765e-07	3.586376295455475e-06	4.6474822428533505e-11
87.12871287128712	0.005994816795119098	1.5675715149970235e-07	3.627563408581419e-06	4.7546978426782525e-11
88.11881188118812	0.005994757938796081	1.5853762967633756e-07	3.6687497134879756e-06	4.8631346795543054e-11
89.10891089108911	0.005994699083454695	1.6031808870427335e-07	3.709935210175145e-06	4.9727927534815116e-11
90.0990099009901	0.005994640229094942	1.6209852858350968e-07	3.7511198986429263e-06	5.0836720644598686e-11
91.08910891089108	0.005994581375716821	1.6387894931404653e-07	3.7923037788913197e-06	5.1957726124893765e-11
92.07920792079207	0.005994522523320333	1.6565935089588392e-07	3.833486850920325e-06	5.309094397570035e-11
93.06930693069307	0.005994463671905477	1.674397333290219e-07	3.874669114729943e-06	5.423637419701847e-11
94.05940594059406	0.005994404821472253	1.6922009661346044e-07	3.915850570320174e-06	5.53940167888481e-11
95.04950495049505	0.005994345972020662	1.7100044074919947e-07	3.9570312176910176e-06	5.656387175118924e-11
96.03960396039604	0.005994287123550704	1.727807657362391e-07	3.998211056842472e-06	5.774593908404191e-11
97.02970297029702	0.005994228276062377	1.7456107157457923e-07	4.03939008777454e-06	5.894021878740606e-11
98.01980198019803	0.005994169429555683	1.7634135826421992e-07	4.08056831048722e-06	6.014671086128172e-11
99.00990099009901	0.005994110584030622	1.7812162580516117e-07	4.121745724980513e-06	6.136541530566897e-11
100.0	0.005994051739487192	1.7990187419740297e-07	4.162922331254417e-06	6.259633212056767e-11
