time	Susceptible	Unquarantined_Infected	Quarantined_Infected	Confirmed_Infected	Cumulative_Infected
27.722772277227723	8802648.015746128	163064.16212739653	36684.88010758804	7860.9420188876675	207609.98425387224
28.712871287128714	8750350.42005161	203960.85232926926	46046.58297119499	9900.14464793012	259907.57994839438
29.7029702970297	8685435.333913524	254629.25510998344	57735.05807660005	12458.352899894704	324822.66608647816
30.693069306930692	8605163.786391824	317135.91906872083	72294.49175987019	15663.80277958646	405094.2136081775
31.683168316831683	8506366.973576602	393839.1287011072	90377.59432422163	19674.303398073193	503891.026423402
32.67326732673267	8385467.442269216	487350.49920370174	112757.15099224387	24682.907534841328	624790.557730787
33.663366336633665	8238556.376971425	600444.3904284806	140333.17490943184	30924.05769066563	771701.623028578
34.65346534653465	8061550.9725741735	735895.0341823391	174132.0873587599	38679.905884730535	948707.0274258296
35.64356435643565	7850455.617549775	896222.7628175226	215293.3173067291	48286.302325976096	1159802.3824502279
36.633663366336634	7601742.674300102	1083339.5977697552	265038.0273204274	60137.700609718195	1408515.3256999007
37.62376237623762	7312848.871978496	1298104.281665227	324614.8811901065	74689.9651661742	1697409.1280215075
38.613861386138616	6982749.450494557	1539829.1394181238	395219.55876937136	92459.85131795237	2027508.5495054475
39.603960396039604	6612527.498894337	1805821.9533751972	477888.6939849282	114019.85374554242	2397730.501105668
40.59405940594059	6205812.905446934	2091082.6622379615	573375.1339258327	139987.2983892749	2804445.094553069
41.584158415841586	5768945.696762039	2388286.3073441866	682018.9174880453	171007.07840573302	3241312.303237965
42.57425742574257	5310745.5347738415	2688149.2560561905	803634.8900788719	207728.3190911004	3699512.4652261627
43.56435643564356	4841852.103113773	2980189.1720648557	937440.3484513193	250776.37637005726	4168405.8968862323
44.554455445544555	4373720.96917818	3253772.2909639385	1082042.07861323	300722.661244658	4636537.030821826
45.54455445544554	3917469.530656093	3499241.5211264626	1235491.4481759712	358055.5000414808	5092788.469343915
46.53465346534654	3482816.4673545863	3708884.4668959836	1395401.7486793394	423155.317070097	5527441.53264542
47.524752475247524	3077321.7285590824	3877550.734139751	1559108.742011044	496276.79529012926	5932936.271440924
48.51485148514851	2706032.131921419	4002838.466052502	1723847.8894651968	577539.5125608887	6304225.868078588
49.504950495049506	2371519.353154534	4084889.5272623277	1886921.9083367977	666927.2112463465	6638738.646845472
50.495049504950494	2074209.899250576	4125914.6526738466	2045838.7539004234	764294.6941751614	6936048.100749431
51.48514851485149	1812872.3438438105	4129595.535444632	2198409.5376447095	869380.5830668554	7197385.656156197
52.475247524752476	1585139.2789001851	4100489.950816584	2342804.8841239363	981823.8861593026	7425118.721099823
53.46534653465346	1387978.8448264985	4043522.0537634143	2477574.681339094	1101182.4200710007	7622279.155173508
54.45544554455446	1218072.2857345287	3963594.727609922	2601639.515470084	1226951.471185472	7792185.714265478
55.445544554455445	1072086.9395677485	3865326.735325412	2714262.8059459203	1358581.5191609256	7938171.060432258
56.43564356435643	946854.3826434009	3752897.632639321	2815011.711718672	1495494.2729986133	8063403.617356606
57.42574257425743	839472.6297388858	3629975.5791297383	2903713.1623452874	1637096.628786095	8170785.370261122
58.415841584158414	747352.952052648	3499703.104866301	2980409.5165070025	1782792.4265740532	8262905.0479473565
59.4059405940594	668229.5085536599	3364719.705910211	3045316.720468523	1931992.0650676107	8342028.491446344
60.396039603960396	600146.0946525306	3227205.1952602593	3098786.5681308876	2084120.1419563266	8410111.905347474
61.386138613861384	541430.3496447055	3088932.5478975344	3141273.759039108	2238621.3434186555	8468827.650355298
62.37623762376238	490662.3968375173	2951322.919151749	3173307.8595803194	2394964.824430419	8519595.603162488
63.366336633663366	446642.31779047387	2815498.449543279	3195469.914911852	2552647.3177544004	8563615.68220953
64.35643564356435	408359.02675199177	2682330.5098216673	3208373.272019648	2711195.191406698	8601898.973248012
65.34653465346534	374961.88105907955	2552482.3717490383	3212648.0968174296	2870165.6503744586	8635296.118940927
66.33663366336634	345735.5801597277	2426446.1090373127	3208929.0584194087	3029147.252383555	8664522.419840276
67.32673267326733	320078.4356567964	2304573.9992204164	3197845.6831035186	3187759.882019271	8690179.564343207
68.31683168316832	297483.8332950257	2187104.933523819	3180014.929150591	3345654.304030566	8712774.166704975
69.3069306930693	277524.57933070423	2074186.435176974	3156035.5896881656	3502511.3958041584	8732733.420669299
70.29702970297029	259839.7763913905	1965892.8958620229	3126484.1868065153	3658041.140940074	8750418.223608611
71.2871287128713	244123.8731294085	1862240.603758468	3091912.072599472	3811981.4505126546	8766134.126870595
72.27722772277228	230117.55610039597	1763200.0784727528	3052843.4997198153	3964096.86570704	8780140.443899607
73.26732673267327	217600.18769535076	1668706.1626391336	3009774.464860418	4114177.1848051012	8792657.812304653
74.25742574257426	206383.53280079443	1578666.2551155572	2963172.16343428	4262036.0486493725	8803874.46719921
75.24752475247524	196306.55474290028	1492967.010709532	2913474.923092157	4407509.511455416	8813951.445257105
76.23762376237623	187231.09578904122	1411479.7780821642	2861092.508213111	4550454.617915689	8823026.904210964
77.22772277227723	179038.28809872534	1334065.001390177	2806406.7077947315	4690748.002716372	8831219.711901281
78.21782178217822	171625.56736946836	1260575.772058637	2749772.1358911865	4828284.524680714	8838632.432630539
79.20792079207921	164904.18372064838	1190860.6842098495	2691517.1874738284	4962975.94459568	8845353.816279357
80.1980198019802	158797.12301505115	1124766.1199182163	2631945.1038277494	5094749.6532389885	8851460.876984954
81.18811881188118	153237.36727694081	1062138.0678625773	2571335.110774653	5223547.454085834	8857020.632723065
82.17821782178218	148166.43563752764	1002823.5603126589	2509943.6005001497	5349324.403549669	8862091.564362478
83.16831683168317	143533.15770881748	946671.798111297	2448005.333859309	5472047.71032058	8866724.842291186
84.15841584158416	139292.6398825979	893535.0207769135	2385734.6449935446	5591695.694346947	8870965.360117406
85.14851485148515	135405.39207584006	843269.1685935564	2323326.6341206734	5708256.805209933	8874852.607924161
86.13861386138613	131836.58819548046	795734.3751503406	2260958.337626179	5821728.699028002	8878421.411804523
87.12871287128712	128555.43828333389	750795.3219297482	2198789.8672329104	5932117.37255401	8881702.561716668
88.11881188118812	125534.65405403463	708321.4810098415	2136965.512223343	6039436.352712784	8884723.345945967
89.10891089108911	122749.99306550923	668187.2668959246	2075614.8002148587	6143705.939823711	8887508.006934494
90.0990099009901	120179.86865372665	630272.1155049095	2014853.5137124567	6244952.50212891	8890078.131346276
91.08910891089108	117805.01555569953	594460.5044201931	1954784.6604573673	6343207.819566743	8892452.984444303
92.07920792079207	115608.20248788125	560641.9264423109	1895499.3966663575	6438508.474403455	8894649.797512123
93.06930693069307	113573.98450920939	528710.8262027021	1837077.9028914315	6530895.286396662	8896684.015490795
94.05940594059406	111688.48916252551	498566.5078924789	1779590.212787053	6620412.790157947	8898569.510837479
95.04950495049505	109939.23134495452	470113.02074111917	1723096.995533085	6707108.752380846	8900318.76865505
96.03960396039604	108314.95269279402	443259.0276761569	1667650.2929433784	6791033.726687675	8901943.047307212
97.02970297029702	106805.48191043646	417917.6616361975	1613294.212587759	6872240.6438656105	8903452.518089568
98.01980198019803	105401.61304649382	394006.37318742624	1560065.578409067	6950784.435357017	8904856.38695351
99.00990099009901	104094.9991818835	371446.7724273084	1507994.540445485	7026721.687945329	8906163.000818122
100.0	102878.0593732105	350164.4676051785	1457105.1453822006	7100110.327639415	8907379.940626794
