time	Susceptible	Unquarantined_Infected	Quarantined_Infected	Confirmed_Infected	Cumulative_Infected
0.0	9010000.0	258.0	0.0	0.0	258.0
0.9900990099009901	9009914.730745476	325.1622176631556	17.682997580618597	0.4240392880409865	343.2692545318152
1.9801980198019802	9009807.265629224	409.80673292919687	39.11509360762584	1.8125442562589542	450.73437079308167
2.9702970297029703	9009671.827852704	516.4834265146897	65.31339331719799	4.375327480752755	586.1721473126404
3.9603960396039604	9009501.137624526	650.92587111223	97.55769941029126	8.378804967181884	756.8623754897031
4.9504950495049505	9009286.021411598	820.3590184743409	137.45894033791527	14.160629606788696	971.9785884190449
5.9405940594059405	9009014.919777788	1033.8867123952784	187.04537456171954	22.148135267160765	1243.0802222241587
6.930693069306931	9008673.2675924	1302.9796473523813	248.87117902813603	32.881581229489996	1584.7324076100074
7.920792079207921	9008242.713673515	1642.089665281456	326.15321811912446	47.04344309761938	2015.2863264982
8.910891089108912	9007700.13852851	2069.4228728434364	422.9432799069747	65.49531875446851	2557.86147150488
9.900990099009901	9007016.418364033	2607.9122784711694	544.344934333192	89.32442317451397	3241.5816359788755
10.89108910891089	9006154.870475806	3286.440864528955	696.7865048762852	119.90215479874126	4103.129524203981
11.881188118811881	9005069.298918562	4141.378663391683	888.3645634187216	158.95785463752375	5188.701081447929
12.871287128712872	9003701.53932525	5218.513002579038	1129.275992856368	208.67167931992606	6556.460674755332
13.861386138613861	9001978.377129307	6575.470185346113	1432.361175023738	271.79151032596326	8279.622870695814
14.85148514851485	8999807.68341727	8284.750069507994	1813.7864415887393	351.78007163397336	10450.316582730708
15.841584158415841	8997073.576367326	10437.522859528171	2293.9007880819972	452.999985069959	13184.423632680127
16.831683168316832	8993630.372988915	13148.370353552027	2898.3102315265924	580.9464260109099	16627.627011089528
17.821782178217823	8989295.045268867	16561.191967916762	3659.2233303837756	742.5394328357589	20962.9547311363
18.81188118811881	8983837.837128516	20856.538509932187	4617.133497303432	946.4908642561802	26420.162871491797
19.801980198019802	8976970.635365948	26260.682087333334	5822.917955813085	1203.764590912908	33287.364634059326
20.792079207920793	8968332.622800613	33056.77486109911	7340.449482569946	1528.1528557222653	41925.377199391325
21.78217821782178	8957472.682689859	41598.485303661364	9249.835069754425	1936.9969367339702	52785.31731014976
22.77227722772277	8943827.983702308	52326.515546378476	11651.414390851527	2452.0863604675974	66430.0162976976
23.762376237623762	8926698.177200302	65788.37631305127	14670.668548664817	3100.7779379872286	83559.82279970331
24.752475247524753	8905214.72020162	82661.69352288134	18464.202579520574	3917.3836959816613	105043.27979838358
25.742574257425744	8878305.055252668	103781.09199532685	23226.967761389515	4944.884990617289	131952.94474733365
26.73267326732673	8844651.817185137	130168.27222594415	29200.87259543717	6237.0379934818175	165606.18281486313
