time	E4P	G6L	NADPH	P6G	R5P	Ru5P	S7P	X5P	F6P	GAP	GND1	GND2	NQM1	RKI1	RPE1	SOL3	TAL1	TKL1	ZWF1	NADP	G6P
0.0	0.029	0.1	0.16	0.25	0.118	0.033	0.082	0.041	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.17	0.9
0.9900990099009901	0.01720695952576046	0.352296976230266	0.24797970959697527	0.2273961718264055	0.0857235525121713	0.0313540167661562	0.07714287955530467	0.045769486350980625	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.08202029040302475	1.7833153527629264
1.9801980198019802	0.014927782473833345	0.5273598931638792	0.24811388370243853	0.22574369999608532	0.07929131933664746	0.0295679443060486	0.06658862210251348	0.04322070532303408	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.08188611629756148	2.587644928085358
2.9702970297029703	0.014790024037314952	0.6923594315121424	0.24759749203605133	0.2323629601486201	0.07443787895612902	0.028116980117449657	0.0585758732598592	0.04106382015866566	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.08240250796394868	3.284217625899281
3.9603960396039604	0.015076383698785379	0.8492644250018152	0.24687415803733545	0.24468428850632187	0.0706529690386002	0.02700461558940741	0.0526661617487782	0.03939167068329849	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.08312584196266457	3.859298926331455
4.9504950495049505	0.015393913429890863	0.9991326920120108	0.24593135202354888	0.26093956103916544	0.06781988620014583	0.026204617688146508	0.04842897954630712	0.03817354968580344	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.08406864797645114	4.312329463968326
5.9405940594059405	0.015653628738137606	1.1426948531535723	0.2447843064630856	0.27987693630999755	0.06581313797883677	0.025674525752014146	0.04551129810828471	0.03734931656220606	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.08521569353691441	4.652148128180072
6.930693069306931	0.01584010765498565	1.2804745523578862	0.2434595212750578	0.30059762073647284	0.06449962657029	0.025368719561606655	0.043622570533132246	0.03685284194679333	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.08654047872494222	4.8929282011351765
7.920792079207921	0.01595764223679363	1.4128607495428462	0.24198687601565372	0.3224454942338992	0.06375053530865085	0.025243985171833072	0.04252919380258032	0.036621137095801684	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.0880131239843463	5.05083965481893
8.910891089108912	0.016016196109286406	1.5401538008606876	0.2403960145365329	0.3449339608908186	0.06344989063361722	0.02526211357531258	0.04204745391638355	0.03659845135367751	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.08960398546346712	5.141784544277117
9.900990099009901	0.016026880418868093	1.6625955353999404	0.23871459142350135	0.36769743160551077	0.06349860511797385	0.025390832692080957	0.04203501699792179	0.03673771900330527	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.09128540857649867	5.180121616531239
10.89108910891089	0.01600016113724759	1.7803891241778154	0.23696747207845137	0.3904586836641019	0.06381509239561775	0.025603738632235928	0.04238250342759497	0.03700047153922532	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.09303252792154865	5.178121419989383
11.881188118811881	0.01594513437262169	1.8937122274311435	0.2351764546769599	0.41300643052009145	0.06433387033885567	0.025879696823608463	0.04300608936920179	0.03735595379551493	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.0948235453230401	5.145881949210708
12.871287128712872	0.01586932771599174	2.0027256398153326	0.2333602812045653	0.43517952411705396	0.06500327080473711	0.026202034948472508	0.04384145412927189	0.03777993276505975	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.0966397187954347	5.0914932737243825
13.861386138613861	0.015778769835095886	2.1075789000832494	0.2315348053342206	0.4568555466144665	0.06578296284166446	0.02655772037535281	0.04483903447234789	0.03825348634063936	0.325	0.067	0.013	0.003	0.02	0.05	0.03	0.0296	0.144	0.455	0.02	0.09846519466577941	5.021310097234193
