time	Y	Z	X
0.0	0.0	0.0	0.0
0.9900990099009901	0.0	0.0	0.0
1.9801980198019802	0.0	0.0	0.0
2.9702970297029703	0.0	0.0	0.0
3.9603960396039604	0.24829240603641445	0.0	0.0
4.9504950495049505	0.09225053853586045	0.0	0.0
5.9405940594059405	0.03427475693046996	0.0	0.0
6.930693069306931	0.012734440158270256	0.0	0.0
7.920792079207921	0.004731352770127939	0.0	0.0
8.910891089108912	0.0017578866795185033	0.0	0.0
9.900990099009901	0.0006531251658109727	0.0	0.0
10.89108910891089	0.5900339144530689	0.18006782846938393	1.0
11.881188118811881	0.8476812400728934	0.695362479983099	1.0
12.871287128712872	0.9434075022519578	0.8868150044434707	1.0
13.861386138613861	0.9789736286485159	0.9579472572745749	1.0
14.85148514851485	0.9921878637547659	0.9843757275011885	1.0
15.841584158415841	0.42812464670320316	0.4252221263193351	0.0
16.831683168316832	0.15906538996351957	0.1579869878199096	0.0
17.821782178217823	0.059099139993548655	0.058698470562761965	0.0
18.81188118811881	0.0219576889877324	0.021808824304607274	0.0
19.801980198019802	0.00815815772897625	0.008102848558421584	0.0
20.792079207920793	0.0030310814010847437	0.003010531835392698	0.0
21.78217821782178	0.0011261677888930754	0.0011185328045769693	0.0
22.77227722772277	0.0004184164383112839	0.0004155797358450845	0.0
23.762376237623762	0.00015545851445977779	0.00015440456554433973	0.0
24.752475247524753	5.7759082598404327e-05	5.736749824117047e-05	0.0
25.742574257425744	2.1459927372248952e-05	2.131443732136377e-05	0.0
26.73267326732673	7.973267819858994e-06	7.919212131752255e-06	0.0
27.722772277227723	2.9624355392983666e-06	2.9423513661379503e-06	0.0
28.712871287128714	1.100730320856958e-06	1.0932677927869527e-06	0.0
29.7029702970297	4.0898781745026205e-07	4.062150374057198e-07	0.0
30.693069306930692	1.5199275128454973e-07	1.5096229890989644e-07	0.0
31.683168316831683	5.651469702225661e-08	5.6131549120163927e-08	0.0
32.67326732673267	2.101205376047329e-08	2.0869600120194864e-08	0.0
33.663366336633665	7.822145412831529e-09	7.769114276401785e-09	0.0
34.65346534653465	2.9461600651568304e-09	2.926186233309031e-09	0.0
35.64356435643565	1.0997011168809208e-09	1.0922455662351848e-09	0.0
36.633663366336634	4.60772064522785e-10	4.576482072190293e-10	0.0
37.62376237623762	3.452120946579511e-10	3.4287168963457033e-10	0.0
38.613861386138616	1.439723965766309e-10	1.4299631917949318e-10	0.0
39.603960396039604	1.3461874643099699e-11	1.3370608571177776e-11	0.0
40.59405940594059	5.199261921184551e-11	5.164012972165524e-11	0.0
41.584158415841586	1.2213848030811201e-10	1.2131042887465435e-10	0.0
42.57425742574257	1.1751915831423882e-10	1.1672242400408823e-10	0.0
43.56435643564356	5.317418529899391e-11	5.2813684389006444e-11	0.0
44.554455445544555	9.244443598157169e-12	9.181769308186582e-12	0.0
45.54455445544554	8.772392394036002e-12	8.71291892349102e-12	0.0
46.53465346534654	1.4352693958937884e-11	1.425538835110017e-11	0.0
47.524752475247524	4.650668672340128e-12	4.619138778671653e-12	0.0
48.51485148514851	-1.807330216361866e-11	-1.7950772657599514e-11	0.0
49.504950495049506	-3.424694122242159e-11	-3.401476088666309e-11	0.0
50.495049504950494	-6.155788667216947e-11	-6.114054911345352e-11	0.0
51.48514851485149	-5.4168709253239855e-11	-5.3801467287392845e-11	0.0
52.475247524752476	-3.759715152587429e-11	-3.734225763334687e-11	0.0
53.46534653465346	-1.6365102519512897e-11	-1.6254153022940027e-11	0.0
54.45544554455446	-2.0994928067580163e-12	-2.0852584482965668e-12	0.0
55.445544554455445	2.876849894360115e-12	2.8573463531404143e-12	0.0
