time	IKK_neutral	IKK_active	IKK_inact	IKKactive_IkB	IkB	IKKactive_IkB_NFKB	IkB_NFKB	NFKB	NFKB_nuc	IkB_nuc	IkB_NFKB_nuc	IkB_mRNA	A20_mRNA	A20	cgen_mRNA	TNF
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	2.4750938959795433e-05	0.0	0.0	0.0	3.3562660937099457e-16	0.0	0.05999881189298735	1.1866337142403036e-06	7.366432682029493e-09	6.792717002033208e-19	1.1210202282503612e-28	1.6167504723929033e-15	1.6167504723929033e-15	3.3573527095029224e-16	1.6167504723929033e-15	0.0
1.9801980198019802	4.9498816979284536e-05	0.0	0.0	0.0	5.001248919782172e-15	0.0	0.059997623809485846	2.3703143288366965e-06	2.9380816181667826e-08	1.9322659407556783e-17	3.9387275361626407e-26	1.253380590920258e-14	1.253380590920258e-14	5.004339853466254e-15	1.253380590920258e-14	0.0
2.9702970297029703	7.424363287563295e-05	0.0	0.0	0.0	3.723301593860226e-14	0.0	0.05999643574950982	3.551055510138132e-06	6.597475673928418e-08	3.025894024994862e-16	3.7867456260411035e-23	4.820200114840021e-14	4.820200114840021e-14	3.7281513250532725e-14	4.820200114840021e-14	0.0
3.9603960396039604	9.898538733986499e-05	0.0	0.0	0.0	9.285162093568778e-14	0.0	0.05999524771305301	4.728855202715505e-06	1.1715855910960152e-07	8.06480248597755e-16	1.0679103526818794e-22	1.0577987352473789e-13	1.0577987352473789e-13	9.298089378862552e-14	1.0577987352473789e-13	0.0
4.9504950495049505	0.00012372408079195518	0.0	0.0	0.0	1.7943053562224536e-13	0.0	0.05999405970011307	5.903716362643315e-06	1.8291754955361055e-07	1.6582199054052958e-15	2.422347597253465e-22	1.8790541229970252e-13	1.8790541229970252e-13	1.7969632563665678e-13	1.8790541229970252e-13	0.0
5.9405940594059405	0.00014845971311511382	0.0	0.0	0.0	3.49218829537782e-13	0.0	0.05999287171069879	7.075661192451377e-06	2.6314114302861513e-07	3.639706487686283e-15	6.413755577964931e-22	3.1775152950971873e-13	3.1775152950971873e-13	3.4980211854015845e-13	3.1775152950971873e-13	0.0
6.930693069306931	0.0001731922843686957	0.0	0.0	0.0	5.756625042659138e-13	0.0	0.059991683744805714	8.24467840838006e-06	3.578855410148427e-07	6.353564090296178e-15	1.2040042605074041e-21	4.835412983129993e-13	4.835412983129993e-13	5.76680624562061e-13	4.835412983129993e-13	0.0
7.920792079207921	0.0001979217951417077	0.0	0.0	0.0	9.129857449074602e-13	0.0	0.05999049580243497	9.410784334295808e-06	4.6706859608887403e-07	1.0885788884195269e-14	3.788081745571549e-21	7.018019369548323e-13	7.018019369548323e-13	9.14731347942953e-13	7.018019369548323e-13	0.0
8.910891089108912	0.00022264824578074915	0.0	0.0	0.0	1.3930966129282956e-12	0.0	0.059989307883587216	1.057398857592958e-05	5.906419688421803e-07	1.787543210658104e-14	9.486919600374571e-21	9.8225883816634e-13	9.8225883816634e-13	1.3959655161783593e-12	9.8225883816634e-13	0.0
9.900990099009901	0.00024737163598760397	0.0	0.0	0.0	1.988541230882134e-12	0.0	0.059988119988261895	1.173428286845586e-05	7.286472507766141e-07	2.6772650440689138e-14	1.735982632089665e-20	1.3165442187638658e-12	1.3165442187638658e-12	1.992840487183701e-12	1.3165442187638658e-12	0.0
10.89108910891089	0.0002720919672433933	0.0	0.0	0.0	2.8376191522562107e-12	0.0	0.059986932116458315	1.2891698615440241e-05	8.809283646604953e-07	4.1102703291553135e-14	3.434110674456995e-20	1.7356763136869582e-12	1.7356763136869582e-12	2.8442228298859016e-12	1.7356763136869582e-12	0.0
11.881188118811881	0.00029680923900658295	0.0	0.0	0.0	3.889764650904887e-12	0.0	0.05998574426817672	1.4046224334964981e-05	1.0475423761773769e-06	5.957666891523028e-14	5.789540807683642e-20	2.228314091573438e-12	2.228314091573438e-12	3.899339503316386e-12	2.228314091573438e-12	0.0
12.871287128712872	0.00032152345165513147	0.0	0.0	0.0	5.187704160052534e-12	0.0	0.05998455644341671	1.519786726563748e-05	1.2284529531205265e-06	8.35625348588403e-14	9.520074054709114e-20	2.801638370207813e-12	2.801638370207813e-12	5.20113842131724e-12	2.801638370207813e-12	0.0
