time	Arr	Ca2_buff	Ca2_free	G_GTP	Ga_GDP	Ga_GTP	Ga_GTP_PDE_a_Ga_GTP	Ga_GTP_a_PDE_a_Ga_GTP	Gbg	Gt	Ops	Ops_G	Ops_G_GTP	Ops_Gt	PDE	PDE_Ga_GTP	PDE_a_Ga_GTP	R	R0	R0_G	R0_G_GTP	R0_Gt	R0_RKpre	R1	R1_Arr	R1_G	R1_G_GTP	R1_Gt	R1_RKpost	R1_RKpre	R2	R2_Arr	R2_G	R2_G_GTP	R2_Gt	R2_RKpost	R2_RKpre	R3	R3_Arr	R3_G	R3_G_GTP	R3_Gt	R3_RKpost	R3_RKpre	R4	R4_Arr	R4_G	R4_G_GTP	R4_Gt	R4_RKpost	R4_RKpre	R5	R5_Arr	R5_G	R5_G_GTP	R5_Gt	R5_RKpost	R5_RKpre	R6	R6_Arr	R6_G	R6_G_GTP	R6_Gt	R6_RKpost	R6_RKpre	RGS	RGS_Ga_GTP_a_PDE_a_Ga_GTP	RGS_PDE_a_Ga_GTP	RK	Rec_wCa2_RK	cGMP
0.0	31300000.0	42.857	0.6	0.0	0.0	0.0	0.0	0.0	0.0	360000000.0	0.0	0.0	0.0	0.0	13350000.0	0.0	0.0	3600000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3000000.0	0.0	0.0	10838.0	4204560.0	4.0
0.9900990099009901	31300000.0	42.82925007910064	0.5999865595249495	0.0	0.0	0.0	0.0	0.0	0.0	360000000.0	0.0	0.0	0.0	0.0	13350000.0	0.0	0.0	3600000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3000000.0	0.0	0.0	14184.14183396645	4201213.858166028	3.9991412255048195
1.9801980198019802	31300000.0	42.82200307093509	0.5999902218438259	0.0	0.0	0.0	0.0	0.0	0.0	360000000.0	0.0	0.0	0.0	0.0	13350000.0	0.0	0.0	3600000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3000000.0	0.0	0.0	14184.090719432808	4201213.90928056	3.9999133325033003
2.9702970297029703	31300000.0	42.82182082767802	0.5999992065113195	0.0	0.0	0.0	0.0	0.0	0.0	360000000.0	0.0	0.0	0.0	0.0	13350000.0	0.0	0.0	3600000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3000000.0	0.0	0.0	14183.948028170462	4201214.051971822	4.000009667375803
3.9603960396039604	31300000.0	42.82194798651203	0.6000000418729036	0.0	0.0	0.0	0.0	0.0	0.0	360000000.0	0.0	0.0	0.0	0.0	13350000.0	0.0	0.0	3600000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3000000.0	0.0	0.0	14183.934620000846	4201214.06537999	4.000003904678267
4.9504950495049505	31300000.0	42.821964513530496	0.599999945869726	0.0	0.0	0.0	0.0	0.0	0.0	360000000.0	0.0	0.0	0.0	0.0	13350000.0	0.0	0.0	3600000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3000000.0	0.0	0.0	14183.936130324259	4201214.063869667	4.000001386098293
5.9405940594059405	31300000.0	42.821963618203704	0.5999999193909814	0.0	0.0	0.0	0.0	0.0	0.0	360000000.0	0.0	0.0	0.0	0.0	13350000.0	0.0	0.0	3600000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3000000.0	0.0	0.0	14183.93655224677	4201214.063447743	4.000001248509579
6.930693069306931	31300000.0	42.82196320553339	0.5999999187467413	0.0	0.0	0.0	0.0	0.0	0.0	360000000.0	0.0	0.0	0.0	0.0	13350000.0	0.0	0.0	3600000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3000000.0	0.0	0.0	14183.936562896162	4201214.063437094	4.000001285089073
7.920792079207921	31300000.0	42.8219631754144	0.5999999192087274	1.0553677833303623e-22	2.263707616967909e-21	2.8761972600385345e-26	5.166355936706559e-56	4.147323898570047e-55	1.5466245623578428e-20	360000000.0	1.7255495938512944e-23	1.6697024246754228e-30	6.2537031997361544e-31	1.12909739108056e-30	13350000.0	2.2586775719869975e-23	1.3155833194321326e-20	3600000000.0	-1.0772900455317222e-24	-5.284062074592953e-24	-2.0009925994012608e-24	-3.514687033768131e-24	-1.8510456813564886e-25	-4.399741277625811e-24	-8.43924867504006e-26	-1.1736217671858122e-23	-4.403835571938721e-24	-7.914520622892194e-24	-6.245122608517488e-24	-4.0349285859363968e-25	-6.1546647889672704e-24	-1.8860280135207712e-25	-8.978700660935385e-24	-3.364381373818344e-24	-6.0676201642464826e-24	-8.138320422169652e-24	-3.0842788687332837e-25	-5.962815500078514e-24	-3.4463477739448675e-25	-4.766412460696654e-24	-1.7848571332452624e-24	-3.224124342087675e-24	-5.610221436291872e-24	-1.6366808345905354e-25	-4.21349149074073e-24	-4.911920176688213e-25	-1.8466901362211513e-24	-6.912564899184303e-25	-1.2498596569908174e-24	-2.8359710645364787e-24	-6.33967086689085e-26	-2.0074445785483866e-24	-4.894965667277025e-25	-4.8255611257997245e-25	-1.805856558186451e-25	-3.2672148592620565e-25	-1.0670198585229107e-24	-1.6563607254836172e-26	4.51969047887869e-22	7.212219208160606e-22	6.026052652776504e-23	2.2647613287628078e-23	4.05421733305237e-23	-2.7348032411954394e-25	-5.755627659289465e-24	3000000.0	7.56354508014617e-58	2.4089274596721851e-23	14183.93655557965	4201214.063444411	4.000001292161775
8.910891089108912	31300000.0	42.821963194157945	0.5999999192615211	-1.6320322677474558e-22	8.894754753110303e-21	-4.4477349016103714e-26	1.541030141633352e-55	-2.014917659241736e-55	1.003051833453925e-20	360000000.0	6.984488184262742e-23	6.773584131064884e-30	2.539285623861224e-30	4.574323415130483e-30	13350000.0	-3.4639846064961014e-23	1.1680619528585836e-21	3600000000.0	-5.854655118375086e-25	-2.901729241022855e-24	-1.1223834838494594e-24	-1.866690247842189e-24	-1.0712213105811272e-25	1.1999163238049548e-25	-1.6479990415553332e-25	3.626138244112574e-25	1.4258236372726237e-25	2.2728188667100257e-25	-4.023981426381909e-24	1.2839281957618762e-26	6.780412677612466e-25	-7.0199458002281085e-25	9.831653129790988e-25	3.6745973099312895e-25	6.668539054743753e-25	1.5566196819617305e-24	3.371642513899235e-26	-7.02299205364569e-24	-2.4966072079378293e-24	-5.663691226262396e-24	-2.12845528109572e-24	-3.810809471860255e-24	7.225734503115438e-26	-1.9490282788835865e-25	-1.8730001732471394e-23	-6.5170546099590854e-24	-8.253801780098709e-24	-3.0964006069622583e-24	-5.56803637225091e-24	-4.7208130403418435e-24	-2.837304525546991e-25	-2.0553288951616945e-23	-1.1005819518926423e-23	-4.9609684257142724e-24	-1.859618139117716e-24	-3.350635439957201e-24	-5.802687649819952e-24	-1.7045449993287536e-25	-1.7952688316978592e-22	1.1380014937571598e-21	-2.347929856129342e-23	-8.755859410895063e-24	-1.598001872321165e-23	-3.2449192937819455e-24	-1.183804299764685e-23	3000000.0	-3.9418967454625415e-58	2.385951984331733e-24	14183.936554721748	4201214.063445269	4.00000129070388
