time	S_d	E_d	I_d	R_d	S_h	E_h	I_h	R_h
0.0	35000000.0	200000.0	100000.0	200000.0	1290000000.0	250.0	89.0	200000.0
0.9900990099009901	33033180.45375987	218215.11616824497	287427.7054530472	1924439.5240612023	1301524057.9872665	117.52955939892877	162.06890610314622	74123.60577390439
1.9801980198019802	31761263.983215448	428210.7394147872	582197.6364592455	2445498.661631419	1312934631.8399267	241.618080112481	287.81022336669935	27520.239071249398
2.9702970297029703	30143196.809750393	786050.8637714329	1111800.9916617093	2563001.216762695	1324281588.007293	469.6130411692785	561.9974444330098	10317.77595396852
3.9603960396039604	27635468.097872246	1290369.8018514314	1948932.3854164851	2512200.361933526	1335583153.2733827	842.1094031968228	1047.2046177750763	4050.4538479734697
4.9504950495049505	24201123.510070246	1790919.4670475791	2997902.231123571	2354905.363175715	1346845956.495813	1334.2831817872661	1770.112451756624	1881.0742140819245
5.9405940594059405	20457256.7126709	2030140.5842031348	3891460.3833389576	2119058.8896095096	1358072692.8639038	1792.7763855975165	2603.869899007153	1243.51818554495
6.930693069306931	17263506.74406977	1913833.0621707612	4235263.343281825	1849039.770964202	1369265007.8492453	2018.4200822346263	3257.2752700507012	1121.1187871261336
7.920792079207921	15065430.042509537	1594858.1990133848	3984565.3291468713	1599092.5718309404	1380424141.077512	1953.3307179381366	3489.6192310496263	1093.7154491107472
8.910891089108912	13821693.772252401	1254633.7727305703	3398860.1129786884	1405813.019573401	1391550815.1906326	1701.2790173483195	3300.893277412008	1020.6562631063586
9.900990099009901	13298555.111959238	975873.9055545464	2749754.373249373	1278890.1312399285	1402645279.3352497	1396.1202834067917	2865.4000721230336	894.5807546847991
10.89108910891089	13265716.153654775	770087.8992971086	2183551.715763754	1210487.580274853	1413707532.3017795	1119.0535108678723	2366.31562319273	748.6028988100844
11.881188118811881	13549082.174529625	624340.7932516908	1742291.997210861	1186765.0725053614	1424737504.3871338	898.320643011011	1914.1566816351326	611.4599244386234
12.871287128712872	14026926.448154928	522991.9970484746	1417892.086112376	1194343.6376273392	1435735140.0326564	733.9649049872779	1550.2428653946308	497.1543304665436
13.861386138613861	14615499.817027938	453626.46979181276	1187291.8860091756	1222492.148978307	1446700418.631711	616.296458926825	1276.4294076722463	408.61310443498803
14.85148514851485	15256742.625880154	407504.2296829835	1027677.2519326677	1263257.0458318724	1457633351.3590624	534.5995121323973	1079.1282589167981	343.29620544013073
15.841584158415841	15909648.609765122	378753.8742017506	921030.332626781	1310928.2059338547	1468533972.585652	480.0678414944061	942.0569906128628	296.97285484409855
16.831683168316832	16544487.618525684	363526.0330655254	854420.8697033254	1361431.661045018	1479402332.148824	446.26800482608667	851.2446540375984	265.5624997875387
17.821782178217823	17138989.487901	359342.9591111892	819033.8823060984	1411831.2355961846	1490238489.7138374	428.7885575692452	796.2074997435674	245.78519824595884
18.81188118811881	17675859.65441249	364627.8997615906	809047.4684509061	1459964.072659279	1501042510.9681013	424.7315570224426	769.6360608100439	235.2428486931842
19.801980198019802	18141240.997565042	378353.44111147674	820670.0344670266	1504189.5977324685	1511814465.1698046	432.2489536156763	766.6713461808572	232.28351249067163
20.792079207920793	18523905.605546974	399754.67979919305	851357.635581046	1543226.3602388874	1522554423.696478	450.15397502133567	784.1650129817251	235.80906798684327
21.78217821782178	18815061.91036387	428071.3823475188	899154.512670705	1576057.2956384702	1533262459.3999586	477.5851949712678	820.0181360648929	245.08344731962
