time	L	T	I2
0.0	240000.0	200000.0	36000000.0
0.9900990099009901	331149.6826275811	298856.83451854135	39336596.32109587
1.9801980198019802	433942.44130116154	398728.8702184772	39995565.05731725
2.9702970297029703	540796.3357727651	484215.66346649907	38425564.34389119
3.9603960396039604	640717.2642005645	545492.583994953	35705264.0714751
4.9504950495049505	724955.9898628934	580955.6673914697	32858526.728482153
5.9405940594059405	790289.9647446587	595158.6791016494	30484319.916933864
6.930693069306931	838383.555394749	594833.6589924602	28774867.77568889
7.920792079207921	873331.5038697599	585980.2835013634	27688556.710350078
8.910891089108912	899581.6884435907	572788.7052884714	27097728.162886128
9.900990099009901	920895.4021314612	557727.2550755283	26868125.556702636
10.89108910891089	940081.7142040326	542026.896244624	26889164.664583277
11.881188118811881	959104.2376723287	526157.2178707604	27079784.5977734
12.871287128712872	979301.3369889884	510171.53721583635	27384943.090178605
13.861386138613861	1001601.9675514477	493923.45501398086	27769718.73704038
14.85148514851485	1026699.4735950782	477190.4264893175	28213682.28165481
15.841584158415841	1055180.5391695646	459738.49714198447	28706319.217450723
16.831683168316832	1087618.1231053923	441352.9033387581	29243561.072107267
17.821782178217823	1124639.0563351833	421850.5759698379	29825237.097757027
18.81188118811881	1166975.372737658	401084.481938414	30453193.111827854
19.801980198019802	1215505.8323366588	378945.8526890386	31129819.767071143
20.792079207920793	1271291.1090970277	355368.00217558414	31856742.14377122
21.78217821782178	1335602.525174568	330334.0404385995	32633428.719393272
22.77227722772277	1409939.222963391	303889.8828181547	33455478.06916734
23.762376237623762	1496021.009567896	276163.11394594517	34312346.01859955
24.752475247524753	1595732.0552871071	247387.03033014078	35184315.95731575
25.742574257425744	1710972.5707105957	217927.01499569535	36038657.98483843
26.73267326732673	1843351.9077310495	188302.80677466723	36825287.493274376
27.722772277227723	1993634.6394857792	159195.25059990713	37472987.345539875
28.712871287128714	2160855.4181023496	131421.32041901554	37888521.57951817
29.7029702970297	2341101.6288032033	105861.01730498862	37962521.40120215
30.693069306930692	2526199.6052818852	83331.19628969918	37586729.780439205
31.683168316831683	2702950.8630024455	64428.81958697942	36684565.250329666
32.67326732673267	2853935.653238277	49399.84086442981	35248514.23028895
33.663366336633665	2960671.129056227	38100.65639638826	33366131.03366251
34.65346534653465	3008618.6252060803	30080.69701699856	31213533.285407413
35.64356435643565	2991840.0080594853	24745.60645501792	29012804.478747133
36.633663366336634	2914776.542605754	21520.166371832	26976257.822845977
37.62376237623762	2790389.766261084	19951.302234269213	25267655.559570767
38.613861386138616	2636112.2649170496	19741.71663795107	23992204.1150628
39.603960396039604	2469768.609627254	20736.022059525218	23206341.07678661
40.59405940594059	2306820.8602979016	22882.490194880986	22932026.825375896
41.584158415841586	2159163.9801416616	26181.63040830465	23165383.899401728
42.57425742574257	2035050.0448648497	30623.94557271614	23877179.089520097
43.56435643564356	1939599.7282224726	36119.24644818015	25008380.523749206
44.554455445544555	1875495.388204014	42427.77759393222	26466794.347787797
45.54455445544554	1843622.4964911893	49114.13093830117	28130200.08603163
46.53465346534654	1843548.66066167	55550.70961258139	29857850.745461676
47.524752475247524	1873800.7683655338	60990.49663227058	31507649.760324266
48.51485148514851	1931943.6006462127	64706.29524016304	32953384.62094057
49.504950495049506	2014492.1796509018	66162.30280869214	34096605.95344902
50.495049504950494	2116711.677365379	65159.776280799444	34870749.22584237
51.48514851485149	2232384.0880028037	61898.51190080083	35239118.12262969
52.475247524752476	2353665.6950655463	56925.54831989172	35191091.83726679
53.46534653465346	2471220.1728510214	50989.34539807293	34740741.16998889
54.45544554455446	2574836.942399553	44856.75489057	33928942.293592595
55.445544554455445	2654642.3110381607	39160.03288068616	32825992.43468207
56.43564356435643	2702738.4140383936	34318.36648299216	31529692.36363094
57.42574257425743	2714778.9433547035	30538.98646181741	30155902.747851066
58.415841584158414	2690867.969452529	27870.815828960374	28823467.422018085
59.4059405940594	2635413.133075662	26273.552816299307	27639057.576795984
60.396039603960396	2556037.0433136127	25674.60554454308	26686968.97415353
61.386138613861384	2462018.371669601	26002.381176089417	26025291.85041384
62.37623762376238	2362792.1981802117	27196.276787638355	25686521.653895877
63.366336633663366	2266849.2446716516	29198.649041227054	25679636.692609675
64.35643564356435	2181125.0696741277	31934.87071646061	25991667.043067228
65.34653465346534	2110798.8761266833	35287.7894266948	26588509.101543143
66.33663366336634	2059356.1251238282	39074.06527371327	27416071.587178532
67.32673267326733	2028775.849720998	43031.401898494434	28403191.168327875
68.31683168316832	2019740.327441578	46825.67182353455	29467102.74108245
69.3069306930693	2031805.5097039107	50083.389959035936	30521049.45587971
70.29702970297029	2063505.7488286223	52447.3803051624	31482580.45701884
71.2871287128713	2112394.9072758784	53643.81459401657	32280780.96702183
72.27722772277228	2175049.618854138	53541.35592122426	32861231.441671073
73.26732673267327	2247081.1700468906	52182.465407786585	33188531.971693065
74.25742574257426	2323219.8190676495	49774.92449719474	33247123.99992519
75.24752475247524	2397542.996646053	46645.60374364691	33041364.8700052
76.23762376237623	2463902.695930005	43172.079368380764	32595264.912189763
77.22772277227723	2516553.333644149	39714.274236542806	31951416.949908447
78.21782178217822	2550893.291239987	36565.1153837668	31168157.67420013
79.20792079207921	2564147.5635307524	33928.87809423344	30314386.489268474
80.1980198019802	2555791.8027467183	31924.44239835422	29462535.921356454
81.18811881188118	2527583.1078118924	30603.49582894664	28681154.404018704
82.17821782178218	2483194.639066842	29972.543339379405	28028716.48497973
83.16831683168317	2427578.109911411	30010.664126099804	27549585.75844942
84.15841584158416	2366237.6286822655	30679.28884686924	27272102.496920317
85.14851485148515	2304577.725466526	31923.801296182584	27208167.749023374
86.13861386138613	2247420.1127619683	33668.9747997204	27353663.26184374
87.12871287128712	2198710.981603308	35811.509248644856	27689396.89302565
88.11881188118812	2161390.4651286514	38213.65146223062	28182659.996396195
89.10891089108911	2137374.112922136	40702.063599846675	28789663.858128656
90.0990099009901	2127595.974258474	43075.3934176795	29459002.92071192
91.08910891089108	2132074.500584956	45122.04106491715	30135969.75741372
92.07920792079207	2149978.5652203895	46646.50691246358	30767220.7373979
93.06930693069307	2179687.255099747	47499.25815900027	31305147.50247244
94.05940594059406	2218851.6209569154	47602.646293207814	31711417.001166496
95.04950495049505	2264477.906775867	46965.37506867886	31959424.12772432
96.03960396039604	2313058.0854871958	45680.84458710933	32035685.801421553
97.02970297029702	2360771.917275305	43909.52697132881	31940337.292957667
98.01980198019803	2403771.95334795	41850.4328345297	31686828.719271246
99.00990099009901	2438538.0935349916	39709.62556907045	31300761.592182487
100.0	2462256.7397675184	37673.53679634737	30817727.34567435
