time	A	B
0.0	1.0	0.0
0.9900990099009901	1.0	8.473563508188818
1.9801980198019802	1.0	19.764636929205153
2.9702970297029703	1.0	34.8095235414512
3.9603960396039604	1.0	54.85525985714048
4.9504950495049505	1.0	81.56241747713648
5.9405940594059405	1.0	117.1416659266688
6.930693069306931	1.0	164.53499017906142
7.920792079207921	1.0	227.65582089405507
8.910891089108912	1.0	311.70662013435503
9.900990099009901	1.0	423.5978259803087
10.89108910891089	1.0	572.4985911197145
11.881188118811881	1.0	770.5573870699154
12.871287128712872	1.0	1033.838871562737
13.861386138613861	1.0	1383.5313304454612
14.85148514851485	1.0	1847.4841456951108
15.841584158415841	1.0	2462.1325511860196
16.831683168316832	1.0	3274.8492385371646
17.821782178217823	1.0	4346.715391319216
18.81188118811881	1.0	5755.605828422093
19.801980198019802	1.0	7599.303222977469
20.792079207920793	1.0	9998.0570624705
21.78217821782178	1.0	13095.552099735592
22.77227722772277	1.0	17056.655826753296
23.762376237623762	1.0	22059.68865738751
24.752475247524753	1.0	28280.624003887962
25.742574257425744	1.0	35867.18768471712
26.73267326732673	1.0	44903.102394640795
27.722772277227723	1.0	55367.24084658151
28.712871287128714	1.0	67098.44186264632
29.7029702970297	1.0	79781.18967623019
30.693069306930692	1.0	92965.63549846948
31.683168316831683	1.0	106124.7968033927
32.67326732673267	1.0	118735.68220075186
33.663366336633665	1.0	130359.13579269504
34.65346534653465	1.0	140693.8607949054
35.64356435643565	1.0	149592.87357185603
36.633663366336634	1.0	157046.56341674255
37.62376237623762	1.0	163146.37006329428
38.613861386138616	1.0	168044.05168642846
39.603960396039604	1.0	171916.73710066074
40.59405940594059	1.0	174942.01297350877
41.584158415841586	1.0	177282.9855031042
42.57425742574257	1.0	179081.1733251483
43.56435643564356	1.0	180454.64385694423
44.554455445544555	1.0	181499.1900913184
45.54455445544554	1.0	182290.97741694853
46.53465346534654	1.0	182889.6742512486
47.524752475247524	1.0	183341.51629961672
48.51485148514851	1.0	183682.04073143532
49.504950495049506	1.0	183938.3970607685
50.495049504950494	1.0	184131.23347569437
51.48514851485149	1.0	184276.20081751925
52.475247524752476	1.0	184385.13217455393
53.46534653465346	1.0	184466.9572794793
54.45544554455446	1.0	184528.40534832014
55.445544554455445	1.0	184574.54197137596
56.43564356435643	1.0	184609.17737237763
57.42574257425743	1.0	184635.17580881526
58.415841584158414	1.0	184654.68946524334
59.4059405940594	1.0	184669.33493710012
60.396039603960396	1.0	184680.32621115152
61.386138613861384	1.0	184688.57476206927
62.37623762376238	1.0	184694.76483822498
63.366336633663366	1.0	184699.41005356584
64.35643564356435	1.0	184702.8959088451
65.34653465346534	1.0	184705.5117302087
66.33663366336634	1.0	184707.47465306256
67.32673267326733	1.0	184708.94762914034
68.31683168316832	1.0	184710.0529443333
69.3069306930693	1.0	184710.88236542034
70.29702970297029	1.0	184711.50475579881
71.2871287128713	1.0	184711.97179121585
72.27722772277228	1.0	184712.32224933227
73.26732673267327	1.0	184712.5852288649
74.25742574257426	1.0	184712.7825653625
75.24752475247524	1.0	184712.93064406916
76.23762376237623	1.0	184713.04176032692
77.22772277227723	1.0	184713.125140434
78.21782178217822	1.0	184713.1877076997
79.20792079207921	1.0	184713.23465729124
80.1980198019802	1.0	184713.26988759567
81.18811881188118	1.0	184713.2963239111
82.17821782178218	1.0	184713.31616134167
83.16831683168317	1.0	184713.33104706302
84.15841584158416	1.0	184713.3422170928
85.14851485148515	1.0	184713.35059892113
86.13861386138613	1.0	184713.35688852338
87.12871287128712	1.0	184713.36160814943
88.11881188118812	1.0	184713.36514968818
89.10891089108911	1.0	184713.36780720728
90.0990099009901	1.0	184713.3698013709
91.08910891089108	1.0	184713.37129776223
92.07920792079207	1.0	184713.37242063246
93.06930693069307	1.0	184713.37326321795
94.05940594059406	1.0	184713.37389548178
95.04950495049505	1.0	184713.37436992335
96.03960396039604	1.0	184713.3747259374
97.02970297029702	1.0	184713.37499308513
98.01980198019803	1.0	184713.3751935489
99.00990099009901	1.0	184713.375343974
100.0	1.0	184713.3754568508
