time	L	R	flip	pC8	C8	C6	BAR	pC3	C3	Bid	tBid	pC6	XIAP	C3_Ub	PARP	CPARP	Smac	Bcl2c	Bax	Bax_hash	Bcl2	L_R	R_hash	flip_R_hash	R_hash_pC8	C6_pC8	BAR_C8	C8_pC3	pC3_Apop	Apop	C8_Bid	C3_pC6	XIAP_C3	PARP_C3	Apop_XIAP	Smac_XIAP	Bcl2c_tBid	Bax_tBid	Baxm_Bcl2	Bax4	Bax2_Bcl2	Bax4_Bcl2	M	Bax4_M	M_hash	Smacm	M_hash_Smacm	Smacr	CytoCm	M_hash_CytoCm	CytoCr	CytoC	Apaf	CytoC_Apaf	Apaf_hash	pC9	Baxm	Bax2
0.0	3000.0	200.0	100.0	20000.0	0.0	0.0	1000.0	10000.0	0.0	40000.0	0.0	10000.0	100000.0	0.0	1000000.0	0.0	0.0	20000.0	100000.0	0.0	20000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	500000.0	0.0	0.0	100000.0	0.0	0.0	500000.0	0.0	0.0	0.0	100000.0	0.0	0.0	100000.0	0.0	0.0
0.9900990099009901	2999.7626442332576	199.76264423325813	99.99999999996062	19999.999999992124	1.683517318110553e-09	1.407688071618286e-17	999.9999999999998	10000.0	5.312204839531315e-14	40000.0	2.524217334199781e-13	10000.0	100000.0	3.211615997989853e-17	1000000.0	1.4060607216885464e-15	4.65603982325851e-79	20000.0	100000.0	6.552636923008672e-17	20000.0	0.23735459129135894	1.1692196364282224e-06	3.93829371492531e-11	6.1914891275043445e-09	1.1637742697724858e-21	3.7969467911878697e-13	3.162752400693895e-13	4.0526611290666594e-90	8.014681102150495e-85	1.265100960277558e-12	8.296056334274281e-17	1.908616395974021e-15	8.285147258863161e-15	1.8027429443072687e-86	3.715798743517811e-80	9.1162721443854e-16	3.9019445947520597e-16	4.233864960464921e-21	5.4679210460606065e-74	4.910885524260866e-46	1.8307222917736299e-75	500000.0	4.099836501511455e-74	2.4831126147300775e-75	100000.0	3.811884448949228e-76	4.391149006705833e-76	500000.0	1.9059422244746152e-75	2.195574699158811e-75	2.500815321186265e-78	100000.0	1.2798721725001096e-80	1.451356936220741e-81	100000.0	9.888526435297188e-20	1.4699743407265445e-44
1.9801980198019802	2999.525823632341	199.52582363234225	99.99999999969137	19999.999999938274	2.1656799326941012e-08	1.592279089804163e-15	999.9999999999909	9999.999999999993	1.943558939397154e-12	39999.99999999997	1.0246918972153972e-11	10000.0	100000.0	4.001402335731286e-15	1000000.0	1.5892287489415868e-13	1.2693732218606746e-71	20000.0	100000.0	8.121024152625993e-15	20000.0	0.4741716693564957	4.657956975139295e-06	3.0863179920282464e-10	4.003565071079613e-08	2.183142871738112e-19	9.369822509366163e-12	6.785235214058321e-12	4.849986265792614e-81	4.0924259275186313e-76	2.7140940856233273e-11	5.050872788998775e-15	1.2885783745079566e-13	5.039841654063203e-13	2.54278408325919e-77	2.755244597267612e-72	6.869071634174371e-14	2.6203181020284106e-14	1.7348976860847768e-18	3.388962776874603e-68	4.0390071501851605e-40	2.9459283152795234e-69	500000.0	5.636454388231643e-68	7.539774801450436e-69	100000.0	1.624870365015563e-69	5.001143373994086e-69	500000.0	8.124351825077799e-69	2.50057565947323e-68	7.630222538123412e-71	100000.0	9.0293393618535e-73	2.799133920923076e-73	100000.0	2.1781726076169387e-17	4.667541545648815e-39
2.9702970297029703	2999.28953694061	199.28953694061096	99.99999999896325	19999.999999792595	9.407398556934391e-08	2.722738477003588e-14	999.999999999938	9999.99999999994	1.577861665521088e-11	39999.99999999976	9.105544844332014e-11	10000.0	100000.0	7.540178775317094e-14	1000000.0	2.715606475679421e-12	3.6830202140548217e-69	20000.0	100000.0	1.5048144176520292e-13	20000.0	0.7104524961667354	1.0449102448205397e-05	1.036763915788687e-09	1.1308309871182394e-07	5.1080844934309615e-18	6.223505788107659e-11	3.9169822134838834e-11	1.84289183718527e-78	1.4785018741934634e-73	1.5667928853935536e-10	5.595714573350402e-14	1.5881816159870553e-12	5.578924567652572e-12	9.80942711644833e-75	8.682056580415139e-70	9.359677921724846e-13	3.1691085385609675e-13	6.960360946135022e-17	6.518168293084823e-66	8.896415780488019e-38	6.485829111243892e-67	500000.0	1.2054315104238566e-65	1.7870343482909175e-66	100000.0	3.9577424295051635e-67	1.3470761336064e-66	500000.0	1.978871214752581e-66	6.735394166853799e-66	2.245963254666992e-68	100000.0	2.829979920088975e-70	9.464579570152303e-71	100000.0	5.882719802262306e-16	8.948194197241868e-37
3.9603960396039604	2999.053782907078	199.0537829070792	99.99999999754917	19999.999999509608	2.596764328373814e-07	1.7268400296602808e-13	999.9999999997714	9999.999999999773	6.437531193874634e-11	39999.99999999909	3.959558823031644e-10	10000.0	100000.0	5.126806395728306e-13	1000000.0	1.7214995531307742e-11	3.8493579356517074e-67	19999.999999999996	100000.0	1.0055518907285233e-12	20000.0	0.9461983280138494	1.8532603118430576e-05	2.4508509449503307e-09	2.298529402170158e-07	3.8267722306059595e-17	2.2895475522938246e-10	1.282974349885518e-10	2.1543627602664567e-76	1.6843055410592922e-71	5.131897399542072e-10	2.726793079622522e-13	8.393678572456934e-12	2.7170284605506655e-11	1.157258612295887e-72	9.324253479867683e-68	5.302136993085163e-12	1.640520960730393e-12	7.134244971237826e-16	6.483982533630193e-64	8.68234566640851e-36	6.4760310527799385e-65	500000.0	1.2003230816394235e-63	1.795828716307505e-64	100000.0	3.987458152288503e-65	1.3822582572852333e-64	500000.0	1.993729076144249e-64	6.911306232750253e-64	2.3590691754920205e-66	100000.0	3.0327833917992534e-68	1.045499442461914e-68	100000.0	4.842907771737777e-15	8.741194938988734e-35
4.9504950495049505	2998.818560284537	198.81856028453794	99.99999999522326	19999.99999904403	5.621956857247922e-07	7.116472463030124e-13	999.9999999993779	9999.999999999378	1.8682421513884854e-10	39999.99999999751	1.2134520849593977e-09	9999.999999999998	99999.99999999997	2.2591062020611377e-12	999999.9999999999	7.091424094144288e-11	1.4437709561695076e-65	19999.999999999978	100000.0	4.340661029908428e-12	20000.0	1.1814104173985571	2.890169293647278e-05	4.776758447624809e-09	3.9159377689467867e-07	1.795651263681421e-16	6.22450302569665e-10	3.128682675530113e-10	1.0614974754567012e-74	7.905375924741117e-70	1.2514730702120451e-09	9.021170867953384e-13	3.001141723664122e-11	8.984218915275754e-11	5.792461198678129e-71	3.812745860703607e-66	2.0180683200299784e-11	5.7234111087175236e-12	4.4092553382736775e-15	1.5807680262733387e-62	3.191571483950474e-34	1.8190730535329318e-63	500000.0	3.257959638755588e-62	5.448542706892954e-63	100000.0	1.242282561450898e-63	4.797613517882837e-63	500000.0	6.211412807254489e-63	2.3988133608205958e-62	8.995341990305137e-65	100000.0	1.2328384171669934e-66	4.593687048765086e-67	100000.0	2.4814145324593397e-14	2.9122277717382337e-33
5.9405940594059405	2998.5838678294504	198.5838678294513	99.99999999176065	19999.999998350722	1.0461837903074078e-06	2.2361188519214853e-12	999.9999999985995	9999.9999999986	4.3882727302866754e-10	39999.9999999944	2.9891196733729076e-09	9999.999999999995	99999.99999999993	7.570450503692745e-12	999999.9999999995	2.2273856408821992e-10	2.688583109427187e-64	19999.999999999938	99999.99999999999	1.4217746813984576e-11	20000.0	1.4160900131335035	4.155065458210532e-05	8.23938380191572e-09	5.985211692222629e-07	6.263123500561504e-16	1.4008031621560657e-09	6.354314532770515e-10	2.797484916870201e-73	1.954435078571523e-68	2.5417258131082054e-09	2.34440181404795e-12	8.402151946094558e-11	2.333724226192743e-10	1.5617197660332904e-69	7.8951568426842e-65	5.982963899385473e-11	1.5594957339750013e-11	1.966766609169632e-14	1.863256118296218e-61	5.90923268403652e-33	2.470663987460768e-62	500000.0	4.25239268939364e-61	8.010205088506793e-62	100000.0	1.8734859981163107e-62	8.17142096163396e-62	500000.0	9.367429990581553e-62	4.0857255640263545e-61	1.7122116370054592e-63	100000.0	2.532943890526237e-65	1.041974149452381e-65	100000.0	9.39522955705944e-14	4.818056483771359e-32
6.930693069306931	2998.3497043011794	198.34970430118048	99.99999998693713	19999.999997384646	1.7560777948946283e-06	5.8235783809977355e-12	999.9999999972347	9999.999999997233	8.90781095829995e-10	39999.99999998893	6.327372473846591e-09	9999.999999999989	99999.99999999981	2.1035929951111854e-11	999999.999999999	5.798751649725625e-10	1.1457502772258734e-62	19999.99999999985	99999.99999999996	3.8491826992772066e-11	20000.0	1.6502383611229503	5.647381585461943e-05	1.306290587825642e-08	8.508177526179386e-07	1.7811663301214147e-15	2.7656240953303775e-09	1.1394593683963514e-09	3.672998278254657e-71	2.0350806744634295e-66	4.557837473585404e-09	5.152378045393875e-12	1.984249697947581e-10	5.126823786046179e-10	2.2989502434387673e-67	4.547057981907026e-63	1.491674314018464e-10	3.576710365506903e-11	7.140040697383404e-14	3.2981698056282947e-60	1.0640474922561064e-31	5.4831755431916766e-61	500000.0	8.691610487196211e-60	2.0395301637398273e-60	100000.0	4.966115573600441e-61	2.82489799659054e-60	500000.0	2.4830577868002234e-60	1.4124609278887886e-59	7.84834551885205e-62	100000.0	1.4200526471263174e-63	8.015989746466079e-64	100000.0	2.9005552780347693e-13	6.490375314567298e-31
7.920792079207921	2998.116068461994	198.11606846199527	99.99999998052924	19999.999996100865	2.7363088853947854e-06	1.3170816963026668e-11	999.9999999950385	9999.999999995034	1.6264862142461107e-09	39999.99999998014	1.198958742924932e-08	9999.999999999978	99999.99999999959	5.061162536963199e-11	999999.9999999978	1.3110464550198116e-09	1.3490283413801698e-61	19999.999999999673	99999.99999999987	9.015129540273621e-11	20000.0	1.8838567043509125	7.366565929070445e-05	1.9470771889859382e-08	1.1485236971708842e-06	4.3314312369784024e-15	4.961832184442849e-09	1.8689106591548823e-09	5.722622076657167e-70	3.0255716350770966e-65	7.475642636619528e-09	1.0022315668632591e-11	4.130950426024812e-10	9.969070015590403e-10	3.6743174979556095e-66	5.8495274067359715e-62	3.266206452695482e-10	7.228072326471573e-11	2.1647126227712678e-13	2.766444750194266e-59	8.88476517111372e-31	5.107139404686153e-60	500000.0	7.785899030299116e-59	2.0081679565905524e-59	100000.0	4.961547098244623e-60	3.112171147740051e-59	500000.0	2.480773549122314e-59	1.5561022345637901e-58	9.471997479428928e-61	100000.0	1.8124723707497043e-62	1.111541136929128e-62	100000.0	7.612172546570823e-13	4.705657560803585e-30
8.910891089108912	2997.8829590772452	197.88295907724688	99.99999997231434	19999.999994454553	4.03126761693962e-06	2.6723966177991077e-11	999.9999999917222	9999.999999991713	2.7422041080705187e-09	39999.99999996685	2.089351675381748e-08	9999.999999999956	99999.99999999923	1.0881101914402022e-10	999999.9999999957	2.6594014297524092e-09	9.794923611986477e-61	19999.999999999352	99999.99999999971	1.8871684674143072e-10	20000.0	2.1169462827077816	9.312079323176568e-05	2.7685667204123863e-08	1.4915663968823905e-06	9.329402518972752e-15	8.27802551671471e-09	2.868047362592556e-09	6.505098376223603e-69	3.148279476504671e-64	1.1472189450370223e-08	1.778515576598164e-11	7.810045635059816e-10	1.7685230201572882e-09	4.451993386322126e-65	4.7933706596811794e-61	6.470665973669165e-10	1.327281153907599e-10	5.677665018198288e-13	1.3615244783767067e-58	5.741177772665763e-30	2.8373831981552878e-59	500000.0	4.126767926083422e-58	1.1852766460426887e-58	100000.0	2.9725237950563376e-59	2.088797551664309e-58	500000.0	1.4862618975281706e-58	1.0444143070731674e-57	7.131882784046418e-60	100000.0	1.4673311077248851e-61	1.0231887052651325e-61	100000.0	1.7573834807793008e-12	2.698341260453946e-29
