time	D_1	E_1	R_1	RS_1	theta_1	X_1
0.0	0.0	0.0	2.5	0.0	0.0	0.0
0.9900990099009901	0.09288967788031624	0.16039200921503272	2.4784987371457294	0.02101194606041041	0.023734164662159895	0.008177339493619958
1.9801980198019802	0.1744233655305268	0.32204512242736033	2.4374728092817906	0.057690881183465596	0.031666862910799225	0.02176999564278228
2.9702970297029703	0.23594074772123919	0.48303894827964067	2.3879191877495423	0.09605896528457322	0.037707512119945746	0.03610208560892678
3.9603960396039604	0.27338711861514176	0.6423734901560837	2.331316350895596	0.13396859963607227	0.04395726070763628	0.05071964442004342
4.9504950495049505	0.28757919314268815	0.7991467143011582	2.268357584526936	0.17146726998011622	0.05032243343331464	0.06559513438708332
5.9405940594059405	0.28302299298091016	0.9524311390184	2.200214477246277	0.208832924552643	0.05648691569297548	0.08068340880251862
6.930693069306931	0.26598401999083027	1.101292498882803	2.1284089825580743	0.24625072776483448	0.062239654219686025	0.09593215209339774
7.920792079207921	0.24263123392542424	1.2448243448775083	2.0545271535747336	0.28377801846998535	0.0675089621253026	0.11131028840352052
8.910891089108912	0.21781823973267073	1.3821756587673948	1.9799924681616101	0.32135798989771835	0.07234501651883028	0.12681954587452435
9.900990099009901	0.19464775151142277	1.5125676033165123	1.90593582545917	0.3588527102144801	0.0768817492001327	0.1424950532377615
10.89108910891089	0.17463668334785318	1.6352993659925998	1.83316134568275	0.3960876406295171	0.08128769440716989	0.15839883235592647
11.881188118811881	0.1581737396128281	1.7497457395100322	1.762185530439471	0.4328935406658982	0.0857211236549295	0.17460925070508712
12.871287128712872	0.14500747941286396	1.855350992517169	1.6933142075435548	0.4691330591886416	0.09030249298520003	0.19121010803156785
13.861386138613861	0.13462192797477057	1.951623469007906	1.6267232819335866	0.5047088737626186	0.09510687426340249	0.2082823374025073
14.85148514851485	0.1264649219204219	2.0381335675654806	1.5625222880018563	0.5395588033151275	0.1001701740041486	0.22589932889361453
15.841584158415841	0.1200557636133896	2.1145157184978505	1.500794418999318	0.5736458015365847	0.10550059687819212	0.24412504567834944
16.831683168316832	0.11501686625728405	2.1804737495323834	1.441616266902117	0.6069485429274399	0.11108931626952231	0.2630132627870958
17.821782178217823	0.11106770353212	2.2357887659804034	1.3850638563129398	0.639454981263331	0.11691790780116282	0.28260629883662974
18.81188118811881	0.10800550375685403	2.2803289921614813	1.3312109620648158	0.6711589384192732	0.12296256064712113	0.3029319953333147
19.801980198019802	0.10568497163194421	2.314061514780454	1.2801237102554326	0.7020588186736371	0.12919607925302798	0.32399800847065496
20.792079207920793	0.104001599184947	2.337066289611351	1.2318535987510972	0.7321574419470219	0.13558877216196694	0.34578258416051233
21.78217821782178	0.10287925246021952	2.349553039422781	1.1864298197066694	0.761462230178339	0.14210905038106705	0.3682209273443115
22.77227722772277	0.10226124368254651	2.3518817478467824	1.1438511132941978	0.7899852460322386	0.1487242613519759	0.3911862321711137
23.762376237623762	0.10210378591172352	2.3445872772637792	1.104077137875569	0.8177427754254039	0.15540206699376935	0.4144646736543216
