time	Fru	Glc	HexP	Suc6P	Suc	Sucvac	glycolysis	phos	UDP	ADP	ATP	Glcex	Fruex
0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0
0.9900990099009901	1.1703211493411396	1.1607250892808427	1.2316632454963743	0.5658464511166493	1.3904490668096354	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0
1.9801980198019802	1.3472441293839146	1.3276011381634314	1.454688819671135	0.18867979210876717	1.7149712875208694	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0
2.9702970297029703	1.526693936835296	1.4970383304659016	1.6679702571298338	0.011051342986461533	1.836796809157234	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0
3.9603960396039604	1.7025078710018866	1.6638662010687846	1.871760098011277	0.002512770450787383	1.7942630295376172	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0
4.9504950495049505	1.8731617063736552	1.826860196452912	2.0665416053626453	0.00281028636032573	1.7495730677936923	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0
5.9405940594059405	2.038934607649179	1.9863009497318413	2.2525566849459406	0.003182900388106269	1.711234361564264	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0
6.930693069306931	2.2001226640532137	2.1424748087679553	2.430082449482212	0.0035453311294256678	1.6790105706283533	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0
7.920792079207921	2.3569974550544353	2.295638045152994	2.5994229175950534	0.003895625751251988	1.652578777028917	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0
8.910891089108912	2.509811000750213	2.4460211535109018	2.760894853264214	0.004233074683965301	1.6316173438391328	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0
9.900990099009901	2.658798915908917	2.5938322788974517	2.914818632784982	0.004557326662449469	1.615810593281356	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0
10.89108910891089	2.8041823424951344	2.7392598725902033	3.0615123381484084	0.004868280931212562	1.6048515913087134	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0
11.881188118811881	2.946169209705104	2.882474840504679	3.20128792569052	0.0051660125355542956	1.5984440593569853	0.0	0.0	5.1	0.2	0.2	1.0	5.0	5.0
