time	php	pser	p3g	ser	serA	serC	serB
45.54455445544554	2.864700060839025e-06	4.592534784579363e-05	2.36	4.9	1.15	0.1	0.25
46.53465346534654	2.864700060848071e-06	4.59253478509718e-05	2.36	4.9	1.15	0.1	0.25
47.524752475247524	2.864700060943122e-06	4.5925347905307995e-05	2.36	4.9	1.15	0.1	0.25
48.51485148514851	2.864700060963615e-06	4.592534791704371e-05	2.36	4.9	1.15	0.1	0.25
49.504950495049506	2.8647000609895446e-06	4.59253479318913e-05	2.36	4.9	1.15	0.1	0.25
50.495049504950494	2.8647000610158314e-06	4.592534794694444e-05	2.36	4.9	1.15	0.1	0.25
51.48514851485149	2.8647000610380652e-06	4.5925347959678654e-05	2.36	4.9	1.15	0.1	0.25
52.475247524752476	2.8647000610525037e-06	4.592534796795127e-05	2.36	4.9	1.15	0.1	0.25
53.46534653465346	2.8647000610560765e-06	4.592534797000147e-05	2.36	4.9	1.15	0.1	0.25
54.45544554455446	2.86470006104638e-06	4.592534796445024e-05	2.36	4.9	1.15	0.1	0.25
55.445544554455445	2.864700061021682e-06	4.5925347950300406e-05	2.36	4.9	1.15	0.1	0.25
56.43564356435643	2.8647000609809184e-06	4.5925347926936615e-05	2.36	4.9	1.15	0.1	0.25
57.42574257425743	2.864700061099935e-06	4.5925347995093406e-05	2.36	4.9	1.15	0.1	0.25
58.415841584158414	2.8647000612777866e-06	4.592534809695143e-05	2.36	4.9	1.15	0.1	0.25
59.4059405940594	2.8647000614717008e-06	4.592534820800917e-05	2.36	4.9	1.15	0.1	0.25
60.396039603960396	2.8647000616783417e-06	4.592534832635566e-05	2.36	4.9	1.15	0.1	0.25
61.386138613861384	2.8647000618943723e-06	4.592534845007993e-05	2.36	4.9	1.15	0.1	0.25
62.37623762376238	2.864700062116456e-06	4.592534857727102e-05	2.36	4.9	1.15	0.1	0.25
63.366336633663366	2.8647000623412563e-06	4.5925348706017964e-05	2.36	4.9	1.15	0.1	0.25
64.35643564356435	2.8647000625654367e-06	4.592534883440978e-05	2.36	4.9	1.15	0.1	0.25
65.34653465346534	2.8647000627856606e-06	4.592534896053552e-05	2.36	4.9	1.15	0.1	0.25
66.33663366336634	2.864700062998591e-06	4.5925349082484204e-05	2.36	4.9	1.15	0.1	0.25
67.32673267326733	2.8647000632008923e-06	4.5925349198344867e-05	2.36	4.9	1.15	0.1	0.25
68.31683168316832	2.8647000633892267e-06	4.592534930620655e-05	2.36	4.9	1.15	0.1	0.25
69.3069306930693	2.8647000635602583e-06	4.592534940415828e-05	2.36	4.9	1.15	0.1	0.25
70.29702970297029	2.8647000637106503e-06	4.592534949028908e-05	2.36	4.9	1.15	0.1	0.25
71.2871287128713	2.864700063837066e-06	4.592534956268801e-05	2.36	4.9	1.15	0.1	0.25
72.27722772277228	2.864700063936169e-06	4.592534961944408e-05	2.36	4.9	1.15	0.1	0.25
73.26732673267327	2.8647000640046228e-06	4.592534965864633e-05	2.36	4.9	1.15	0.1	0.25
74.25742574257426	2.8647000640390907e-06	4.592534967838379e-05	2.36	4.9	1.15	0.1	0.25
75.24752475247524	2.864700064036236e-06	4.59253496767455e-05	2.36	4.9	1.15	0.1	0.25
76.23762376237623	2.864700063992722e-06	4.592534965182048e-05	2.36	4.9	1.15	0.1	0.25
77.22772277227723	2.8647000639052125e-06	4.592534960169778e-05	2.36	4.9	1.15	0.1	0.25
78.21782178217822	2.8647000637703707e-06	4.592534952446642e-05	2.36	4.9	1.15	0.1	0.25
79.20792079207921	2.86470006358486e-06	4.592534941821545e-05	2.36	4.9	1.15	0.1	0.25
80.1980198019802	2.864700063345344e-06	4.592534928103388e-05	2.36	4.9	1.15	0.1	0.25
81.18811881188118	2.8647000630484856e-06	4.5925349111010755e-05	2.36	4.9	1.15	0.1	0.25
82.17821782178218	2.8647000626909484e-06	4.592534890623511e-05	2.36	4.9	1.15	0.1	0.25
83.16831683168317	2.864700062269396e-06	4.592534866479598e-05	2.36	4.9	1.15	0.1	0.25
84.15841584158416	2.864700061780492e-06	4.5925348384782386e-05	2.36	4.9	1.15	0.1	0.25
85.14851485148515	2.8647000612208994e-06	4.5925348064283374e-05	2.36	4.9	1.15	0.1	0.25
86.13861386138613	2.8647000614629954e-06	4.592534820293562e-05	2.36	4.9	1.15	0.1	0.25
87.12871287128712	2.864700062045859e-06	4.5925348536756e-05	2.36	4.9	1.15	0.1	0.25
88.11881188118812	2.8647000626419077e-06	4.592534887812774e-05	2.36	4.9	1.15	0.1	0.25
89.10891089108911	2.864700063248916e-06	4.592534922577651e-05	2.36	4.9	1.15	0.1	0.25
90.0990099009901	2.8647000638646595e-06	4.592534957842798e-05	2.36	4.9	1.15	0.1	0.25
91.08910891089108	2.8647000644869123e-06	4.5925349934807813e-05	2.36	4.9	1.15	0.1	0.25
92.07920792079207	2.8647000651134503e-06	4.592535029364169e-05	2.36	4.9	1.15	0.1	0.25
93.06930693069307	2.864700065742048e-06	4.592535065365528e-05	2.36	4.9	1.15	0.1	0.25
94.05940594059406	2.86470006637048e-06	4.592535101357426e-05	2.36	4.9	1.15	0.1	0.25
95.04950495049505	2.8647000669965223e-06	4.592535137212429e-05	2.36	4.9	1.15	0.1	0.25
96.03960396039604	2.864700067617949e-06	4.592535172803106e-05	2.36	4.9	1.15	0.1	0.25
97.02970297029702	2.8647000682325356e-06	4.592535208002022e-05	2.36	4.9	1.15	0.1	0.25
98.01980198019803	2.8647000688380566e-06	4.592535242681746e-05	2.36	4.9	1.15	0.1	0.25
99.00990099009901	2.864700069432288e-06	4.592535276714844e-05	2.36	4.9	1.15	0.1	0.25
100.0	2.8647000700130036e-06	4.592535309973884e-05	2.36	4.9	1.15	0.1	0.25
