time	php	pser	p3g	ser	serA	serC	serB
0.0	0.6	0.09	2.36	4.9	1.15	0.1	0.25
0.9900990099009901	0.444053600876033	0.04888711570109883	2.36	4.9	1.15	0.1	0.25
1.9801980198019802	0.2880655164416414	0.040613861389550907	2.36	4.9	1.15	0.1	0.25
2.9702970297029703	0.14013603065002966	0.035771217957778385	2.36	4.9	1.15	0.1	0.25
3.9603960396039604	0.019965864134599356	0.022628540795169	2.36	4.9	1.15	0.1	0.25
4.9504950495049505	3.153189752272308e-06	0.0002097590632087137	2.36	4.9	1.15	0.1	0.25
5.9405940594059405	2.8649665930305566e-06	4.607771159939644e-05	2.36	4.9	1.15	0.1	0.25
6.930693069306931	2.8647003816519616e-06	4.592553140060057e-05	2.36	4.9	1.15	0.1	0.25
7.920792079207921	2.864700056043909e-06	4.592534511539274e-05	2.36	4.9	1.15	0.1	0.25
8.910891089108912	2.8646999070842934e-06	4.592525986239446e-05	2.36	4.9	1.15	0.1	0.25
9.900990099009901	2.864700141792935e-06	4.592539413176429e-05	2.36	4.9	1.15	0.1	0.25
10.89108910891089	2.864700057184508e-06	4.592534575862618e-05	2.36	4.9	1.15	0.1	0.25
11.881188118811881	2.8647001454713487e-06	4.592539623405532e-05	2.36	4.9	1.15	0.1	0.25
12.871287128712872	2.8647001175641373e-06	4.592538027634547e-05	2.36	4.9	1.15	0.1	0.25
13.861386138613861	2.8647000615133816e-06	4.592534823091051e-05	2.36	4.9	1.15	0.1	0.25
14.85148514851485	2.864700067716403e-06	4.592535177753725e-05	2.36	4.9	1.15	0.1	0.25
15.841584158415841	2.8647000951641265e-06	4.592536746900544e-05	2.36	4.9	1.15	0.1	0.25
16.831683168316832	2.8647001123020387e-06	4.592537726734853e-05	2.36	4.9	1.15	0.1	0.25
17.821782178217823	2.8647000855291407e-06	4.59253619610366e-05	2.36	4.9	1.15	0.1	0.25
18.81188118811881	2.864700064612333e-06	4.592535000244653e-05	2.36	4.9	1.15	0.1	0.25
19.801980198019802	2.864700061770268e-06	4.592534837822854e-05	2.36	4.9	1.15	0.1	0.25
20.792079207920793	2.864700064021786e-06	4.5925349665380145e-05	2.36	4.9	1.15	0.1	0.25
21.78217821782178	2.8647000802924027e-06	4.5925358967547004e-05	2.36	4.9	1.15	0.1	0.25
22.77227722772277	2.864700069700586e-06	4.5925352911622036e-05	2.36	4.9	1.15	0.1	0.25
23.762376237623762	2.86470008886218e-06	4.592536386711434e-05	2.36	4.9	1.15	0.1	0.25
24.752475247524753	2.864700076160959e-06	4.592535660525892e-05	2.36	4.9	1.15	0.1	0.25
25.742574257425744	2.8647000763393834e-06	4.5925356707482926e-05	2.36	4.9	1.15	0.1	0.25
26.73267326732673	2.8647000713052036e-06	4.5925353829233096e-05	2.36	4.9	1.15	0.1	0.25
27.722772277227723	2.864700063804725e-06	4.592534954084027e-05	2.36	4.9	1.15	0.1	0.25
28.712871287128714	2.864700062068062e-06	4.5925348548154936e-05	2.36	4.9	1.15	0.1	0.25
29.7029702970297	2.864700061118391e-06	4.592534800553104e-05	2.36	4.9	1.15	0.1	0.25
30.693069306930692	2.8647000612809087e-06	4.592534809853269e-05	2.36	4.9	1.15	0.1	0.25
31.683168316831683	2.86470006226793e-06	4.592534866285028e-05	2.36	4.9	1.15	0.1	0.25
32.67326732673267	2.864700065329134e-06	4.592535041333143e-05	2.36	4.9	1.15	0.1	0.25
33.663366336633665	2.8647000676807856e-06	4.592535175804809e-05	2.36	4.9	1.15	0.1	0.25
34.65346534653465	2.864700066501772e-06	4.592535108377259e-05	2.36	4.9	1.15	0.1	0.25
35.64356435643565	2.864700063121068e-06	4.592534915048946e-05	2.36	4.9	1.15	0.1	0.25
36.633663366336634	2.8647000652059675e-06	4.592535034273256e-05	2.36	4.9	1.15	0.1	0.25
37.62376237623762	2.864700066401708e-06	4.5925351026532635e-05	2.36	4.9	1.15	0.1	0.25
38.613861386138616	2.8647000652823004e-06	4.592535038642365e-05	2.36	4.9	1.15	0.1	0.25
39.603960396039604	2.864700061879601e-06	4.5925348440616283e-05	2.36	4.9	1.15	0.1	0.25
40.59405940594059	2.8647000618265246e-06	4.592534841033522e-05	2.36	4.9	1.15	0.1	0.25
41.584158415841586	2.864700061717274e-06	4.5925348347926003e-05	2.36	4.9	1.15	0.1	0.25
42.57425742574257	2.864700061466725e-06	4.592534820468775e-05	2.36	4.9	1.15	0.1	0.25
43.56435643564356	2.864700061031172e-06	4.592534795561195e-05	2.36	4.9	1.15	0.1	0.25
44.554455445544555	2.864700060904819e-06	4.592534788339378e-05	2.36	4.9	1.15	0.1	0.25
