time	cit	icit	akg	ssa	suc	sca	fa	mal	gly	aca	oaa	coa	biosyn
0.0	3.4	0.06	0.96	0.03	2.464	0.04	0.08528	0.408	0.114	0.5	0.0003	0.0001	0.1
0.9900990099009901	0.05582637594909099	0.0020911547811996952	0.004704578595540263	0.03965824472452299	4.410179760603875	2.048408537592573	0.003957644759318639	0.010226209296273372	7.09905899785193e-06	0.5	0.0003	0.0001	0.1
1.9801980198019802	0.05582595274047213	0.0020860592217918144	0.0038694731195831307	0.0375441294528341	5.008610686347914	1.4145907124210475	0.003968936138900465	0.010240526667985937	6.3814286125594556e-06	0.5	0.0003	0.0001	0.1
2.9702970297029703	0.05582554582295849	0.0020809177254133135	0.003051712893722132	0.03354840585793442	5.510003514745711	0.8769648425248593	0.003976548749695478	0.010250157514955048	5.88173190178735e-06	0.5	0.0003	0.0001	0.1
3.9603960396039604	0.05582516946026732	0.0020761884745438084	0.002313051139193727	0.028535830996677003	5.900772954242561	0.449074262103602	0.003981604008226803	0.010256543403423897	5.54152595399363e-06	0.5	0.0003	0.0001	0.1
4.9504950495049505	0.055824892671092405	0.0020727749196052035	0.0017866583995986877	0.024106238334110814	6.138104568781795	0.17268387891366185	0.003984370949781633	0.010260039888339149	5.351680838867231e-06	0.5	0.0003	0.0001	0.1
5.9405940594059405	0.055824802331670774	0.0020717245987378146	0.001628341454215085	0.022358599399308086	6.17434182317792	0.09389129838337278	0.003984780631368701	0.010260562934542689	5.3221674896848394e-06	0.5	0.0003	0.0001	0.1
6.930693069306931	0.05582479346982843	0.002071624013292815	0.001616480589729371	0.022063010471023093	6.136026872887925	0.08809435745509152	0.0039843552803557215	0.010260026409338182	5.349853211055766e-06	0.5	0.0003	0.0001	0.1
7.920792079207921	0.055824790958259936	0.0020715927314218594	0.001615299656026766	0.021897405421166912	6.092468085754106	0.08753814870560782	0.003983864499329191	0.01025940645008419	5.381954530640892e-06	0.5	0.0003	0.0001	0.1
8.910891089108912	0.05582478869188387	0.0020715640737670607	0.0016145550399665047	0.021737790564198865	6.048833424375294	0.08719581853572558	0.003983365885552157	0.010258776494310354	5.414523061429495e-06	0.5	0.0003	0.0001	0.1
9.900990099009901	0.055824786419405914	0.0020715353203191473	0.0016138291148285872	0.021578977372019685	6.005334958245696	0.08686268565325417	0.003982861759513333	0.010258139501779607	5.447398483817275e-06	0.5	0.0003	0.0001	0.1
10.89108910891089	0.05582478413098816	0.0020715063644615715	0.0016131057773089979	0.021420772018355013	5.96198238266275	0.08653085861806019	0.0039823521528906895	0.010257495511764013	5.480577001821223e-06	0.5	0.0003	0.0001	0.1
11.881188118811881	0.055824781826126775	0.0020714772005060917	0.001612384436667351	0.02126317215575758	5.918777593879188	0.08620004793905511	0.003981837007492404	0.010256844448801912	5.514060924503588e-06	0.5	0.0003	0.0001	0.1
12.871287128712872	0.05582477950467774	0.0020714478266549386	0.0016116650987092781	0.021106182776428825	5.8757222055902805	0.08587025642390425	0.003981316261416082	0.010256186232658802	5.5478527831207795e-06	0.5	0.0003	0.0001	0.1
13.861386138613861	0.05582477716650971	0.0020714182412498723	0.0016109477885677622	0.020949809155835348	5.8328178397607635	0.08554149634179309	0.0039807898524759425	0.010255520782699552	5.58195509753341e-06	0.5	0.0003	0.0001	0.1
14.85148514851485	0.05582477481149443	0.0020713884426686873	0.0016102325345065266	0.020794056665307672	5.790066134821327	0.08521378148401128	0.003980257718332621	0.010254848018052695	5.616370367246865e-06	0.5	0.0003	0.0001	0.1
15.841584158415841	0.05582477243950439	0.002071358429299471	0.0016095193637374991	0.02063893070918226	5.747468747824937	0.084887125110981	0.003979719796544606	0.010254167857676431	5.651101067732819e-06	0.5	0.0003	0.0001	0.1
16.831683168316832	0.05582477005041424	0.0020713281995570964	0.0016088083046177826	0.02048443676120117	5.705027353356876	0.08456154102901277	0.003979176024599671	0.010253480220398166	5.686149648254865e-06	0.5	0.0003	0.0001	0.1
17.821782178217823	0.05582476764410022	0.0020712977518787283	0.00160809938567158	0.020330580351729466	5.662743644033932	0.0842370431142087	0.003978626339958575	0.010252785024968222	5.721518528913579e-06	0.5	0.0003	0.0001	0.1
18.81188118811881	0.05582476522044065	0.002071267084726254	0.0016073926357175856	0.020177367061651085	5.620619330455278	0.08391364536867377	0.00397807068008504	0.010252082190098601	5.757210098487233e-06	0.5	0.0003	0.0001	0.1
19.801980198019802	0.05582476277931621	0.0020712361965901757	0.001606688083906924	0.020024802535125376	5.578656141158847	0.08359136193954951	0.003977508982520956	0.0102513716345583	5.793226709419821e-06	0.5	0.0003	0.0001	0.1
20.792079207920793	0.05582476032060972	0.002071205085990588	0.0016059857598244803	0.01987289246890233	5.5368558225547355	0.08327020717223191	0.003976941184893772	0.01025065327718103	5.8295706774274275e-06	0.5	0.0003	0.0001	0.1
