time	IL7	pJAK1	STAT5	pSTAT5	SOCS1	IL7IL7RJAK1	IL7RJAK1	IL7IL7RpJAK1	IL7IL7RpJAK1STAT5	IL7IL7RpJAK1SOCS1
0.0	1e-12	0.0	2.49080856064075e-12	0.0	0.0	0.0	1.6605390404271601e-12	0.0	0.0	0.0
0.9900990099009901	-3.13149571702097e-13	0.0	1.951949318714367e-12	3.8438758810343806e-13	1.302623743713036e-13	1.044123513664385e-12	3.473894687250623e-13	9.03991405402096e-14	1.5447165382294484e-13	2.58953563935563e-17
1.9801980198019802	-1.7839532976455731e-12	0.0	1.140063413729367e-12	9.675518396116317e-13	3.2853692635783406e-13	2.1226472998700467e-12	-1.1234142572184138e-12	2.1751693812790333e-13	3.831933072997512e-13	6.532551966391396e-17
2.9702970297029703	-3.2547570235890492e-12	0.0	3.2817750874436687e-13	1.5507160911198254e-12	5.268114783443646e-13	3.201171086075708e-12	-2.59421798316189e-12	3.446347357155971e-13	6.119149607765576e-13	1.0475568293427161e-16
3.9603960396039604	-4.534256970782789e-12	0.0	-3.1916964342278155e-13	2.0248947658554947e-12	6.80436657838157e-13	4.0745873362564705e-12	-3.873717930355626e-12	4.673088470967993e-13	7.850834966753561e-13	8.21162286684304e-14
4.9504950495049505	-5.1528548117499275e-12	0.0	-3.980805158472572e-13	2.1225581531879266e-12	6.798104967938733e-13	4.239413283371979e-12	-4.492315771322766e-12	5.746312409506547e-13	7.663312422232747e-13	4.4731863550253995e-13
5.9405940594059405	-5.771452652717065e-12	0.0	-4.769913882717326e-13	2.2202215405203584e-12	6.791843357495896e-13	4.4042392304874865e-12	-5.1109136122899e-12	6.819536348045096e-13	7.475789877711935e-13	8.125210423366487e-13
6.930693069306931	-6.3900504936842015e-12	0.0	-5.55902260696208e-13	2.3178849278527895e-12	6.785581747053059e-13	4.5690651776029945e-12	-5.7295114532570365e-12	7.892760286583646e-13	7.288267333191123e-13	1.1777234491707566e-12
7.920792079207921	-7.008648334651341e-12	0.0	-6.348131331206837e-13	2.4155483151852217e-12	6.779320136610223e-13	4.7338911247185025e-12	-6.348109294224174e-12	8.965984225122199e-13	7.100744788670311e-13	1.5429258560048662e-12
8.910891089108912	-7.627246175618479e-12	0.0	-7.137240055451593e-13	2.513211702517653e-12	6.773058526167386e-13	4.8987170718340105e-12	-6.9667071351913105e-12	1.0039208163660753e-12	6.913222244149499e-13	1.908128262838975e-12
9.900990099009901	-8.245844016585617e-12	0.0	-7.926348779696347e-13	2.610875089850085e-12	6.766796915724549e-13	5.0635430189495185e-12	-7.585304976158448e-12	1.1112432102199302e-12	6.725699699628686e-13	2.2733306696730844e-12
10.89108910891089	-8.864441857552753e-12	0.0	-8.715457503941102e-13	2.708538477182517e-12	6.760535305281713e-13	5.2283689660650265e-12	-8.203902817125585e-12	1.2185656040737854e-12	6.538177155107874e-13	2.6385330765071924e-12
11.881188118811881	-9.483039698519892e-12	0.0	-9.504566228185858e-13	2.8062018645149487e-12	6.754273694838876e-13	5.3931949131805345e-12	-8.82250065809272e-12	1.3258879979276405e-12	6.350654610587062e-13	3.003735483341301e-12
12.871287128712872	-1.010163753948703e-11	0.0	-1.0293674952430617e-12	2.90386525184738e-12	6.748012084396038e-13	5.5580208602960426e-12	-9.441098499059857e-12	1.4332103917814957e-12	6.163132066066251e-13	3.3689378901754107e-12
13.861386138613861	-1.0720235380454168e-11	0.0	-1.1082783676675369e-12	3.0015286391798124e-12	6.741750473953203e-13	5.7228468074115506e-12	-1.0059696340026995e-11	1.5405327856353508e-12	5.975609521545436e-13	3.734140297009519e-12
