time	N	myu
0.0	1.0	0.18
0.9900990099009901	17167384456.695332	0.20986621090638735
1.9801980198019802	32758726169.771263	0.21659033024212146
2.9702970297029703	46860149061.102295	0.21825774378336088
3.9603960396039604	59594375566.58587	0.21890455664972785
4.9504950495049505	71064804110.09457	0.219223332095381
5.9405940594059405	81364029458.21661	0.21940477123086982
6.930693069306931	90577062676.39342	0.21951831628129037
7.920792079207921	98782745934.65167	0.21959423945381665
8.910891089108912	106054533962.73244	0.2196475014427196
9.900990099009901	112461013199.52754	0.21968621247806827
10.89108910891089	118066294533.15686	0.2197150926107755
11.881188118811881	122930336537.37532	0.21973704740967057
12.871287128712872	127109225482.69757	0.2197539484386584
13.861386138613861	130655425592.72331	0.21976704692695098
14.85148514851485	133618007032.46277	0.21977720558978817
15.841584158415841	136042855955.1259	0.21978503474973093
16.831683168316832	137972869557.42014	0.21979097550031085
17.821782178217823	139448138038.888	0.21979535227836325
18.81188118811881	140506114888.13373	0.21979840709675083
19.801980198019802	141181776580.19208	0.21980032241977157
20.792079207920793	141507772565.0655	0.2198012368009879
21.78217821782178	141514566275.19498	0.21980125578981763
22.77227722772277	141230567781.42148	0.21980045967382467
23.762376237623762	140682258650.78235	0.21979890906052962
24.752475247524753	139894309501.99884	0.21979664895609446
25.742574257425744	138889690708.80963	0.21979371177998588
26.73267326732673	137689776663.73227	0.21979011961426959
27.722772277227723	136314443983.24698	0.21978588589402323
28.712871287128714	134782164008.13918	0.21978101668378608
29.7029702970297	133110089928.77856	0.2197755116431543
30.693069306930692	131314138843.77258	0.21976936475580386
31.683168316831683	129409069041.11485	0.2197625648760696
32.67326732673267	127408552773.36472	0.21975509613293243
33.663366336633665	125325244782.21959	0.21974693822103192
34.65346534653465	123170846812.89409	0.21973806660090214
35.64356435643565	120956168344.8256	0.21972845262519122
36.633663366336634	118691183752.3011	0.2197180636036068
37.62376237623762	116385086096.51392	0.21970686281633053
38.613861386138616	114046337739.02173	0.21969480948339043
39.603960396039604	111682717956.27946	0.21968185869577822
40.59405940594059	109301367724.57529	0.21966796131280336
41.584158415841586	106908831835.41139	0.21965306382919275
42.57425742574257	104511098492.45178	0.2196371082146969
43.56435643564356	102113636532.77321	0.21962003172840128
44.554455445544555	99721430407.24017	0.2196017667095246
45.54455445544554	97339013047.35258	0.21958224034618498
46.53465346534654	94970496738.85403	0.21956137442341495
47.524752475247524	92619602115.71826	0.2195390850515857
48.51485148514851	90289685381.82358	0.2195152823763571
49.504950495049506	87983763861.66978	0.21948987027128916
50.495049504950494	85704539975.84424	0.21946274601433566
51.48514851485149	83454423731.62076	0.2194337999495829
52.475247524752476	81235553814.02617	0.21940291513580168
53.46534653465346	79049817357.94112	0.21936996698364333
54.45544554455446	76898868477.28561	0.2193348228836389
55.445544554455445	74784145623.07054	0.21929734182755103
56.43564356435643	72706887835.358	0.21925737402603296
57.42574257425743	70668149962.74185	0.2192147605263104
58.415841584158414	68668816904.53997	0.21916933283398832
59.4059405940594	66709616907.46587	0.21912091254319319
60.396039603960396	64791134022.43754	0.21906931098173324
61.386138613861384	62913819729.599174	0.219014328876806
62.37623762376238	61078003793.6788	0.21895575604882067
63.366336633663366	59283904396.65664	0.21889337114168633
64.35643564356435	57531637585.14906	0.21882694139872777
65.34653465346534	55821226075.95838	0.21875622249472337
66.33663366336634	54152607455.84448	0.21868095843552887
67.32673267326733	52525641811.41993	0.21860088153794607
68.31683168316832	50940118822.7582	0.2185157125036141
69.3069306930693	49395764352.09421	0.21842516060176198
70.29702970297029	47892246557.52686	0.21832892397666326
71.2871287128713	46429181559.8284	0.21822669009647624
72.27722772277228	45006138688.930435	0.2181181363608044
73.26732673267327	43622645335.24893	0.21800293088469896
74.25742574257426	42278191429.65737	0.2178807334768684
75.24752475247524	40972233574.71199	0.21775119682947863
76.23762376237623	39704198848.61379	0.21761396793603446
77.22772277227723	38473488302.37221	0.21746868975233175
78.21782178217822	37279480169.71284	0.21731500311327334
79.20792079207921	36121532808.50641	0.21715254891537378
80.1980198019802	34998987391.650856	0.21698097057093374
81.18811881188118	33911170364.78131	0.2167999167351371
82.17821782178218	32857395687.60312	0.21660904430165062
83.16831683168317	31836966875.034817	0.21640802165568634
84.15841584158416	30849178853.995754	0.21619653216601875
85.14851485148515	29893319651.225296	0.21597427788919174
86.13861386138613	28968671927.099102	0.21574098345027468
87.12871287128712	28074514370.054996	0.21549640005528226
88.11881188118812	27210122965.846874	0.21524030958102958
89.10891089108911	26374772155.4315	0.21497252867911779
90.0990099009901	25567735894.835125	0.2146929128223472
91.08910891089108	24788288629.825455	0.21440136021458278
92.07920792079207	24035706197.61467	0.21409781547943185
93.06930693069307	23309266667.12397	0.21378227303949862
94.05940594059406	22608251128.541206	0.21345478009689545
95.04950495049505	21931944441.992546	0.21311543912748257
96.03960396039604	21279635954.040085	0.21276440980619316
97.02970297029702	20650620189.522633	0.212401910288941
98.01980198019803	20044197527.08904	0.2120282177893163
99.00990099009901	19459674859.71614	0.2116436683994887
100.0	18896366246.60379	0.21124865612525817
