time	C16AcylCarCYT	C14AcylCarCYT	C12AcylCarCYT	C10AcylCarCYT	C8AcylCarCYT	C6AcylCarCYT	C4AcylCarCYT	C16AcylCarMAT	C16AcylCoAMAT	C16EnoylCoAMAT	C14AcylCarMAT	C14AcylCoAMAT	C14EnoylCoAMAT	C12AcylCarMAT	C12AcylCoAMAT	C12EnoylCoAMAT	C10AcylCarMAT	C10AcylCoAMAT	C10EnoylCoAMAT	C8AcylCarMAT	C8AcylCoAMAT	C8EnoylCoAMAT	C6AcylCarMAT	C6AcylCoAMAT	C6EnoylCoAMAT	C6KetoacylCoAMAT	C4AcylCarMAT	C4AcylCoAMAT	C4EnoylCoAMAT	C4AcetoacylCoAMAT	AcetylCoAMAT	CarCYT	CoACYT	MalCoACYT	C16HydroxyacylCoAMAT	C16KetoacylCoAMAT	C14HydroxyacylCoAMAT	C14KetoacylCoAMAT	C12HydroxyacylCoAMAT	C12KetoacylCoAMAT	C10HydroxyacylCoAMAT	C10KetoacylCoAMAT	C8HydroxyacylCoAMAT	C8KetoacylCoAMAT	C6HydroxyacylCoAMAT	C4HydroxyacylCoAMAT	FADHMAT	NADHMAT	CarMAT	FADtMAT	NADtMAT	CoAMATt	species_1	C16AcylCoACYT	CoAMAT
0.0	0.0017100000000000001	0.00023	0.0011	0.00019	0.00052	0.00017	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4e-05	4.0	1.4000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28e-07	2.88e-05	0.00171	1.386e-06	0.00045	0.009	0.0004212	0.268	0.008945999999999999
0.9900990099009901	0.003658660633659325	0.0003611157258445609	0.0009479115819175367	0.0004079250446240666	0.0005456609744275237	0.0003617596958300174	0.00011232796562885082	7.435263343486981e-07	1.989968880235895e-06	7.573734574930282e-08	2.6615186232567137e-07	3.829353511447904e-06	7.291605839884504e-08	3.967359312765622e-07	4.502606308655249e-06	8.158184743385214e-08	3.105466849073308e-07	4.556738627061472e-06	7.273934072266439e-08	2.6741315900448574e-07	3.746330808018982e-06	1.4705544027918616e-07	2.687767210371608e-07	8.32019546158467e-06	9.610970905001603e-06	9.499114317245035e-08	6.786846351035988e-08	1.444505006269212e-05	3.395454614376279e-05	3.361155304064451e-07	5.400000000258745e-05	4.0	1.4000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28e-07	2.88e-05	0.00171	1.386e-06	0.00045	0.009	0.0004212	0.22425174414893828	0.008860163102582789
1.9801980198019802	0.004840736204908954	0.0006197713403922583	0.0010135931403929843	0.0006802427652318805	0.0006321570645547386	0.0005899551920777585	0.0001527516154531643	1.050144619821543e-06	3.158488431318153e-06	1.1276452058051507e-07	4.1981025444709286e-07	5.978614171483134e-06	1.0625979212131523e-07	5.019815570468814e-07	6.3009811613749434e-06	1.0828836153846191e-07	4.4038649652918323e-07	6.234580662668816e-06	9.658677923151975e-08	3.2572242708387786e-07	4.928185091418186e-06	1.8948380835757387e-07	3.785809098272456e-07	1.0675179475466619e-05	1.1800064869801747e-05	1.1668125412853769e-07	8.800075789038387e-08	1.8117454336511185e-05	4.1642856199329804e-05	4.123799343615873e-07	5.4000000002925596e-05	4.0	1.4000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28e-07	2.88e-05	0.00171	1.386e-06	0.00045	0.009	0.0004212	0.18764494311134652	0.00883602115114738
2.9702970297029703	0.005536512899019928	0.0009240236610178074	0.001180233689754411	0.0009663274739670648	0.0007502231826935654	0.0008367952961252699	0.0001979893716798493	1.2576458106913758e-06	4.037617199302575e-06	1.404309402524648e-07	5.581255116092968e-07	7.69925729926429e-06	1.3295209006865813e-07	6.075178020011627e-07	7.824222288761549e-06	1.3126456983995546e-07	5.657350820332712e-07	7.767529205429624e-06	1.1798963269261917e-07	3.893387484963148e-07	6.036449422271964e-06	2.279236187531905e-07	4.924977741289887e-07	1.2875247362184409e-05	1.3787740918611752e-05	1.3637829712648536e-07	1.0966529401691148e-07	2.1494486852036097e-05	4.8587951971677256e-05	4.812809471670809e-07	5.400000000311757e-05	4.0	1.4000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28e-07	2.88e-05	0.00171	1.386e-06	0.00045	0.009	0.0004212	0.15701382751286475	0.008814521277381441
3.9603960396039604	0.005897010684281673	0.001221413189783008	0.0013864964875754256	0.0012526106315366259	0.0008885462889046706	0.0010973275993722044	0.0002473827437136735	1.383353057367314e-06	4.600395705765058e-06	1.596380590711793e-07	6.720177039260428e-07	8.944577245280204e-06	1.538531476513417e-07	7.058321311322879e-07	9.069844681213145e-06	1.5108460721184888e-07	6.861554336991947e-07	9.181146174263268e-06	1.3725413411027498e-07	4.5725415271678196e-07	7.102663594518825e-06	2.6288171246136513e-07	6.105113516119606e-07	1.4980623837542492e-05	1.562579118739021e-05	1.5459252882651516e-07	1.3288493966996598e-07	2.467727548164121e-05	5.499051564804988e-05	5.448011066433553e-07	5.400000000323334e-05	4.0	1.4000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28e-07	2.88e-05	0.00171	1.386e-06	0.00045	0.009	0.0004212	0.13138292789276293	0.008795263061145127
4.9504950495049505	0.006012309608809554	0.0014806664045354772	0.0015968239913260222	0.001531513572216392	0.0010405127278922332	0.0013688878441227685	0.000300631740052177	1.4416406007263303e-06	4.870947115223321e-06	1.7139173567058992e-07	7.571393521852145e-07	9.723747475052743e-06	1.693873487832214e-07	7.912869515240859e-07	1.002716266609962e-05	1.6776701830029177e-07	8.000391482779698e-07	1.0467799652296756e-05	1.5432411733471044e-07	5.281752354112482e-07	8.127497730811717e-06	2.9424216332582565e-07	7.320922715433096e-07	1.699515057306001e-05	1.7320316958199907e-05	1.7138330842876037e-07	1.5764436765320646e-07	2.767854111652159e-05	6.087868610422175e-05	6.032164986990163e-07	5.4000000003302986e-05	4.0	1.4000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28e-07	2.88e-05	0.00171	1.386e-06	0.00045	0.009	0.0004212	0.10993601019159059	0.008778178438414667
5.9405940594059405	0.005942520664651791	0.00168438569921967	0.0017891703275202885	0.0017971811367218913	0.001201471304023424	0.0016494689250238382	0.0003575819488293389	1.4448929231583524e-06	4.893240914651687e-06	1.7662173239426277e-07	8.119103947293638e-07	1.0069698019481535e-05	1.7982775540468786e-07	8.59683071439175e-07	1.068610418336957e-05	1.8112838030036697e-07	9.052649405888317e-07	1.1607037510859262e-05	1.690156387542637e-07	6.007683427478289e-07	9.100655292746746e-06	3.2171469032778603e-07	8.565405592364935e-07	1.8906742380143645e-05	1.8865157529050385e-05	1.866890821224345e-07	1.8392828422714398e-07	3.0485183371112735e-05	6.623464088431714e-05	6.563488493466706e-07	5.4000000003341096e-05	4.0	1.4000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28e-07	2.88e-05	0.00171	1.386e-06	0.00045	0.009	0.0004212	0.0919900822023867	0.008763280193782275
6.930693069306931	0.0057322279883616776	0.0018242607904853055	0.0019491468395740836	0.0020440629649300913	0.00136760677149054	0.0019371652117024408	0.0004181463670925029	1.4041989932031635e-06	4.717411108739022e-06	1.7625704220394566e-07	8.367505560793531e-07	1.0030547490361739e-05	1.853914022688892e-07	9.079972839066714e-07	1.104151940343131e-05	1.909609360226529e-07	9.994448393659558e-07	1.2573967138393206e-05	1.8113301597351438e-07	6.736644681930314e-07	1.0007709683177051e-05	3.449860487461428e-07	9.830039167771703e-07	2.0696397579605526e-05	2.0250477913463555e-05	2.0041215336426332e-07	2.1172300565942178e-07	3.30756063907835e-05	7.102676382056285e-05	7.038837283107006e-07	5.400000000335529e-05	4.0	1.4000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28e-07	2.88e-05	0.00171	1.386e-06	0.00045	0.009	0.0004212	0.07697364320257248	0.008750596575141236
7.920792079207921	0.005417352490060461	0.0018982415089838294	0.0020672347476649437	0.002266452601253293	0.0015353786880925359	0.002229900909496811	0.0004822654817333977	1.3297404979090953e-06	4.394402053003879e-06	1.712119752622128e-07	8.336208743945989e-07	9.664689422494546e-06	1.8633434960169674e-07	9.343191826023115e-07	1.1097135024028412e-05	1.970724562278008e-07	1.0799988663949352e-06	1.3341837197406849e-05	1.90473708109446e-07	7.453878944810207e-07	1.0831142572571831e-05	3.6374182458377876e-07	1.110445117251282e-06	2.2341396444726848e-05	2.1464918002374926e-05	2.1243987503776736e-07	2.4100968529231317e-07	3.5423678949077674e-05	7.521845989916035e-05	7.45457694670974e-07	5.4000000003349654e-05	4.0	1.4000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28e-07	2.88e-05	0.00171	1.386e-06	0.00045	0.009	0.0004212	0.06440848411072742	0.008740155608548312
8.910891089108912	0.005028376464817449	0.0019088349581242955	0.0021374958302939452	0.0024583888239809817	0.0017011844871940515	0.0025252456583208065	0.0005498786364412649	1.2309022392153678e-06	3.972614945540612e-06	1.6239641746636112e-07	8.057216308230516e-07	9.037781202321273e-06	1.8298586117323782e-07	9.378413784301367e-07	1.0867347593335745e-05	1.9932124369384632e-07	1.1442485960571286e-06	1.3884111043249187e-05	1.9684124552412853e-07	8.142904449667961e-07	1.1550683327986668e-05	3.7768220416635153e-07	1.2375872557163608e-06	2.38159246392583e-05	2.249589340036343e-05	2.2264758802749282e-07	2.7175495109850823e-07	3.7499428612215335e-05	7.87701240673084e-05	7.806777070307985e-07	5.4000000003326405e-05	4.0	1.4000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28e-07	2.88e-05	0.00171	1.386e-06	0.00045	0.009	0.0004212	0.05389445858141716	0.008731983538898012
