time	BUB2	BUD	C2	C2P	C5	C5P	CDC14	CDC15	CDC20	CDC20i	CDC6	CDC6P	CDH1	CDH1i	CLB2	CLB5	CLN2	ESP1	F2	F2P	F5	F5P	IEP	LTE1	MAD2	MASS	NET1	NET1P	ORI	PDS1	PPX	RENT	RENTP	SIC1	SIC1P	SPN	SWI5	SWI5P	TEM1GTP	BCK2	CDC14T	CDC6T	CKIT	CLB2T	CLB5T	CLN3	MCM1	NET1T	SBF	SIC1T	CDC15i	IE	PE	TEM1GDP
0.0	0.2	0.0	0.238404	0.024034	0.070081	0.006878	0.468344	0.656533	0.444296	1.472044	0.10758	0.015486	0.930499	0.0695	0.1469227	0.0518014	0.0652511	0.301313	0.236058	0.0273938	7.24e-05	7.91e-05	0.1015	0.1	0.01	0.5530964853862687	0.018645	0.970271	0.0	0.025612	0.123179	1.04954	0.6	0.0228776	0.00641	0.0	0.95	0.02	0.9	0.029867210210858506	2.117884	0.3866693	0.7553539	0.6728125	0.1289119	0.03376092426654796	0.4690076182110798	2.638456	0.0022616266859895135	0.36868460000000003	0.34346699999999997	0.8985	0.6986870000000001	0.09999999999999998
1.0	0.2	0.008219830675229784	0.2316893620166064	0.0059142560237424955	0.1118155081654154	0.002751101178233038	0.4189471903894461	0.6320564746288818	0.3956307769626234	1.069079720711065	0.3120974273549534	0.00815246609026613	0.9991717460620307	0.0008272638881353236	0.012563690706455521	0.005013859731898797	0.05824144580898674	0.3787633579704829	0.17065885280623952	0.005413792893225684	0.00014575219817370354	7.350966170643243e-06	0.044831332397311414	0.1	0.01	0.5573726785275096	0.02323489758858957	0.9322767853412204	0.09342343622656751	0.01661596324875429	0.11351018564095733	1.376038689907481	0.3116799738911048	0.1138463048818746	0.003599373831990417	0.02538120414006745	0.8980009097882181	0.008542005689071784	0.7822664631409353	0.03009812464048552	2.106665854188032	0.4964756423090291	0.9660915484068915	0.42623995444626966	0.11973357223989158	0.03399975605185035	0.008235199027527305	2.6432303467283957	0.007012100994658616	0.46961590609786236	0.3679435253711182	0.9551686676026886	0.6212366420295171	0.2177335368590647
2.0	0.2	0.01105987027253454	0.1772605819926203	0.0027704171929863316	0.10966072838406384	0.001810854268698435	0.315419255399764	0.6025219320640317	0.3329271211435809	0.7592128275685658	0.5188834915011	0.00759980408018576	0.9995450022999661	0.00045401750136096243	0.002696256485521801	0.000664859504604132	0.05227925872176643	0.4479110195728865	0.08591211495076682	0.001633510212001858	0.00014100560351950473	2.5960541510786905e-06	0.01395946089705432	0.1	0.01	0.5616819324967587	0.03280174241285204	0.8339658470774363	0.09591951014267161	0.012417989302785362	0.11025431325653372	1.5321584008801061	0.24893759981622818	0.2802742868413474	0.004229717175838263	0.02778845283665664	0.8379573984876565	0.00397820472029626	0.6792051047834684	0.030330824354824967	2.0965152560960982	0.614172522401725	1.1901791082572797	0.2702728808338971	0.11228004381503698	0.03424011942517521	0.0016609856973183734	2.6478635901866223	0.008345449759321923	0.5760065858555546	0.3974780679359683	0.9860405391029456	0.5520889804271135	0.3207948952165316
3.0	0.2	0.013252403692649914	0.12786352891113237	0.0018515228500496962	0.10426379306815296	0.0015897686371675903	0.2492405125478257	0.570396681497907	0.2724936912193361	0.5422784248560447	0.67417050102891	0.009092636367795517	0.9995075466782735	0.0004914828761933968	0.0009692613945654205	0.0003893569281114517	0.047044246067883204	0.5041012545439585	0.0417266989179032	0.0007160274076521316	0.00013285727593097211	2.000250169609092e-06	0.0035334647544674204	0.1	0.01	0.5660245028994942	0.043075011616739343	0.7711947864105115	0.09264161734872993	0.009887728754987946	0.1126916142862184	1.6224989745401952	0.215591128039056	0.4343869711062285	0.006041078862689267	0.027295199963897433	0.7799431945282295	0.0021438302837431832	0.5851643081657875	0.030565323156572687	2.087330615127077	0.7258407212483613	1.4018373846837817	0.1731270394813028	0.10637777615953259	0.03448202196927795	0.0005908703470329784	2.6523599006065024	0.008565716979820729	0.6759966634354204	0.429603318502093	0.9964665352455325	0.4958987454560415	0.41483569183421254
4.0	0.2	0.01504766272116902	0.08947507220961855	0.0012954421869364296	0.0998175107891332	0.0015042007866353545	0.1997093657092545	0.5357744128963634	0.21967433976385262	0.3893083928598276	0.7980545005498946	0.010738750177322605	0.9994419706316878	0.0005570685788734283	0.00042264348505105574	0.000282842867054009	0.04241369918348714	0.5498652963847486	0.020471915812646763	0.0003471767919642595	0.00012578261390218048	1.834852675401193e-06	0.0008383615936522271	0.1	0.01	0.5704006473173646	0.055275912500585486	0.722136769872508	0.08838749361630639	0.008218328885533813	0.11860687781914694	1.6878970398421647	0.19141360275566147	0.5681874184715717	0.007923373951642913	0.026152748274718425	0.7255088950881774	0.0012839301920273276	0.498469243023588	0.03080163495513769	2.0790200083070807	0.8297399607984057	1.597942979193944	0.11201225048621706	0.10173217190940013	0.034725471272456065	0.00025679935537514017	2.65672332497092	0.008580477816912308	0.7682030183955383	0.4642255871036366	0.9991616384063478	0.45013470361525143	0.501530756976412
5.0	0.2	0.01651433248988625	0.061559102642620184	0.0009114246846842611	0.09625204419408974	0.001469925498601142	0.15795147761473882	0.4985147787122157	0.17530315864564708	0.28111889006484525	0.9029268365384101	0.012402681105870991	0.9993502187478388	0.0006488300227370256	0.0002085952953967013	0.00022739528545867048	0.03831097902668764	0.5876037564377283	0.010311586083725788	0.00017700641928919836	0.00011980894878760172	1.7638110800777709e-06	0.00020130994274309547	0.1	0.01	0.5748106253234774	0.07147072622403484	0.6759382817577034	0.08394243215498089	0.007041002215662519	0.12648813524318298	1.743028120012309	0.1705206626623003	0.682819325511992	0.009757846756278736	0.02483682629872537	0.674895491719322	0.0008380339968852484	0.4187733358451437	0.031039773767467776	2.071500260289348	0.9259396829071638	1.7787093521954298	0.07316771512571613	0.09807093773801724	0.034970474928025595	0.0001265799585199678	2.6609577906563477	0.008550678157919434	0.8527696692882661	0.5014852212877843	0.9997986900572569	0.41239624356227167	0.5812266641548562
6.0	0.2	0.017702200013476728	0.04200002382398344	0.000642930837453816	0.09339630699434787	0.0014659960210563205	0.12200891937580075	0.4586690982013256	0.13884030426076083	0.20451715583730323	0.9949895716847008	0.014121912687595809	0.9992240796509099	0.0007749785845566951	0.00011364436421052048	0.0001941005627961101	0.03467484408109107	0.6192147598105974	0.0053991378630481035	9.441803001016517e-05	0.0001147374473479797	1.7342838781110702e-06	5.177656422219613e-05	0.1	0.01	0.5792546984977949	0.09409983721173941	0.628280080225619	0.07955482826191526	0.006166984910772101	0.13540362278161186	1.7914315197619477	0.15125567176844493	0.7809360954770486	0.01156676805392391	0.023497566697138737	0.6280036146309846	0.0005894848941204396	0.3464106785389622	0.03127975371888092	2.064696110906193	1.014721511996581	1.9447296332043948	0.048250154918706045	0.09517287530942638	0.03521704053378891	6.892241094079367e-05	2.665067108967751	0.008517505904543934	0.930008121207814	0.5413309017986744	0.9999482234357778	0.38078524018940263	0.6535893214610378
7.0	0.2	0.01865194591652239	0.028592960099681694	0.00045388606545867475	0.09110151299467213	0.0014785830032566694	0.09267735078075762	0.41665191780177946	0.10933214658054637	0.15024424944530443	1.0773926155842803	0.015876368238522714	0.9990589295308672	0.0009401380753133214	6.751027241670864e-05	0.0001722140055675729	0.031452863777349946	0.6461334330953263	0.0029736828571018687	5.2711003070023474e-05	0.00011038153315545768	1.7247543643924272e-06	1.54458723313168e-05	0.1	0.01	0.5837331304426512	0.12522509164430665	0.5779677757561346	0.07531715775559913	0.005491006946265251	0.14473779645961293	1.8324522867553978	0.1334098244131285	0.8652922606308707	0.013340106268282716	0.022189974142598698	0.5846320331669312	0.00044184824624083485	0.2821456941621313	0.03152158904390316	2.058539461949284	1.096407483970495	2.0966667930327176	0.03214075029772896	0.09286441629101623	0.035465175691494315	4.09319117201937e-05	2.6690549785689672	0.008493123109211324	1.0002593090622227	0.5833480821982205	0.9999845541276687	0.35386656690467366	0.7178543058378687
8.0	0.2	0.019398076684718116	0.019522500548708646	0.0003197563390810728	0.08925078676204007	0.001494972739655708	0.07062866138338252	0.37337927064281873	0.08573201891487281	0.11176739493188313	1.1519201173889042	0.017580319489265653	0.998860297932364	0.001138778951290129	4.33997176668682e-05	0.00015679102861176789	0.028599114925951977	0.6694303273752225	0.0017418402996352866	3.083095543482643e-05	0.0001065957036579471	1.7189902493805324e-06	5.8664229002223605e-06	0.1	0.01	0.588246186798387	0.16517995405786762	0.5254050005340909	0.07126484193557385	0.004950358153291998	0.15404876086860608	1.8652374436040526	0.1171025906158306	0.9383172226184796	0.015014482771080973	0.0209352279727339	0.5445508217225895	0.00034819061108953603	0.22697490218382563	0.0317652940871129	2.0529686956032656	1.1713814228271473	2.2353011446061934	0.021658327860526704	0.09101086522421488	0.035714888006287464	2.630971647068273e-05	2.672924988811842	0.008480945142434243	1.063919721779046	0.6266207293571813	0.9999941335770998	0.33056967262477754	0.7730250978161743
9.0	0.2	0.019970300144301133	0.01343349925930997	0.00022462742293558364	0.08775156415379531	0.0015063304905120296	0.05511268230000995	0.3303472003989018	0.06703471790454014	0.08447130549447872	1.2197518999719845	0.0191392299093901	0.9986433808019294	0.0013557052668857685	3.0022193673007673e-05	0.00014528174863516163	0.0260730273773442	0.6899013758869199	0.0010946616019406946	1.8964491975009004e-05	0.00010327002858112003	1.7066289717251837e-06	2.9335942283356457e-06	0.1	0.01	0.5927941352591073	0.21195088588190558	0.471914361636439	0.06740948877130098	0.004505725456201247	0.16300739622367413	1.8904332650986053	0.10238211034998469	1.0020295480983443	0.016516528112012936	0.01974102164886427	0.5075275207810134	0.00028457072886688394	0.18182890958161904	0.032010883303991794	2.0479280577486	1.240109732632843	2.361571830169753	0.014801774969834265	0.08950815305049536	0.0359661850861545	1.8198550059372394e-05	2.6766806229669347	0.008481463423199142	1.1214620975369103	0.6696527996010981	0.9999970664057717	0.3100986241130801	0.818171090418381
