time	I	A	D_II	D_IA	R	aux
0.0	10.0	10.0	10.0	10.0	1.0	0.0
0.9900990099009901	10.183819989074458	10.4006384798112	10.319353900440001	10.528673739582395	1.920293057879492	0.0
1.9801980198019802	10.516429671538425	10.68816398073744	10.972561470090767	11.167704220173997	2.8788775370026167	0.0
2.9702970297029703	11.002786041680322	10.884714986487214	11.982025195564937	11.894961132764692	3.8597507484795446	0.0
3.9603960396039604	11.630457306546413	10.998271400834307	13.363893348219863	12.702472724033964	4.847447034093737	0.0
4.9504950495049505	12.383140533724944	11.041549506451403	15.131350301887082	13.577530837589052	5.828388120438475	0.0
5.9405940594059405	13.242748451980848	11.029221845107793	17.293377683191	14.505471033838921	6.791754948975822	0.0
6.930693069306931	14.191175886588885	10.975634281974314	19.854188647962896	15.471955525760837	7.729707441830909	0.0
7.920792079207921	15.211528317758633	10.89338925033599	22.813345137906538	16.464389934258964	8.637134630693048	0.0
8.910891089108912	16.288805771319154	10.792746204825596	26.16636141062087	17.472522835001897	9.51116472888097	0.0
9.900990099009901	17.410155334235053	10.68159199779606	29.905542810876387	18.488475382121074	10.350617611745697	0.0
10.89108910891089	18.564838688996176	10.565718382227738	34.020856513701695	19.506463805374135	11.155507073962495	0.0
11.881188118811881	19.744042287555036	10.44921288379401	38.50071179484513	20.5224085381498	11.926637303967167	0.0
12.871287128712872	20.940621048774084	10.334849980987093	43.332597365487985	21.533543037412258	12.665299356856814	0.0
13.861386138613861	22.148831342754747	10.224430455135755	48.50356908378699	22.5380744337534	13.373054763941468	0.0
14.85148514851485	23.3640827697856	10.119053526305343	54.00060451199102	23.53491139556272	14.051587796173772	0.0
15.841584158415841	24.58272141243349	10.019324673646706	59.810849164118935	24.52345630874788	14.702608508878942	0.0
16.831683168316832	25.801847547563632	9.925509349524727	65.92177958534869	25.50345156267561	15.327791792041575	0.0
17.821782178217823	27.019165916274094	9.837644124924616	72.32130502209243	26.474868404834627	15.9287411585928	0.0
18.81188118811881	28.232864490688538	9.755615741011166	78.99782515738251	27.437827889345275	16.506969092549017	0.0
19.801980198019802	29.441517215368027	9.679216597774595	85.94025719819079	28.39254538838257	17.063888215017926	0.0
20.792079207920793	30.64400639003485	9.60818321816927	93.13804212256849	29.339292128105956	17.60080932335476	0.0
21.78217821782178	31.839460869151385	9.542222586728892	100.58113713889144	30.278368850112575	18.11894364837574	0.0
22.77227722772277	33.027206918526836	9.481029923929263	108.25999942031184	31.210088037142544	18.619407561064566	0.0
23.762376237623762	34.206729055327564	9.42430045844485	116.16556459335439	32.134762140890466	19.103228581042686	0.0
24.752475247524753	35.37763888155725	9.371736999798587	124.28922234703269	33.05269600942337	19.57135194544429	0.0
