time	alpha	beta	gamma
0.0	29.19988	188.8	0.3367
0.9900990099009901	29.067495766234863	185.3744855932704	0.3279192788796087
1.9801980198019802	28.959504790723507	181.79593812309037	0.3172568718398488
2.9702970297029703	28.875067245447703	178.15518185300286	0.3060112764784576
3.9603960396039604	28.813070105710207	174.50026725254816	0.2947989781757353
4.9504950495049505	28.77231891326286	170.85823997393277	0.2838971799140783
5.9405940594059405	28.751623965340393	167.24576480910815	0.27342019042628146
6.930693069306931	28.74983737014024	163.67414421070123	0.26340667758873004
7.920792079207921	28.765867841263624	160.1516579988279	0.25386112437484787
8.910891089108912	28.798685520811247	156.68467394594177	0.2447729080206325
9.900990099009901	28.84732230922589	153.27820766210226	0.23612492333231128
10.89108910891089	28.910870134242817	149.9362357415801	0.2278974828690296
11.881188118811881	28.988478262144106	146.6618944940874	0.22007012060577802
12.871287128712872	29.079350177120798	143.45762140085054	0.21262246142123806
13.861386138613861	29.182740296519118	140.32526449921266	0.2055346603231496
14.85148514851485	29.29795066833904	137.26617133949082	0.1987876307340873
15.841584158415841	29.424327736244045	134.28126364957663	0.19236316267966405
16.831683168316832	29.561259220824105	131.37110109526824	0.18624397742348767
17.821782178217823	29.70817114572666	128.53593634995335	0.1804137440313241
18.81188118811881	29.864525023284042	125.7757630115749	0.17485707203273093
19.801980198019802	30.029815205493716	123.09035752246889	0.16955948912027433
20.792079207920793	30.203566400188755	120.47931598542546	0.16450740955772103
21.78217821782178	30.385331348308817	117.94208660223094	0.15968809715451404
22.77227722772277	30.57468865560577	115.47799833595313	0.15508962541880847
23.762376237623762	30.77124077047812	113.08628630614488	0.15070083668210021
24.752475247524753	30.97461209919372	110.76611434579446	0.14651130142652768
25.742574257425744	31.184447246652205	108.51659514153779	0.1425112786416119
26.73267326732673	31.400409375150947	106.33680824630825	0.13869167785906344
27.722772277227723	31.62217867245815	104.22581624684015	0.13504402306535768
28.712871287128714	31.84945091363395	102.18267946523238	0.13156041886484518
29.7029702970297	32.081936112664835	100.20646933018214	0.1282335190825278
30.693069306930692	32.31935725195861	98.29628069888858	0.12505649771838362
31.683168316831683	32.56144908076708	96.45124333795223	0.12202302245719904
32.67326732673267	32.807956973933734	94.6705327551985	0.11912723067805657
33.663366336633665	33.05863584173246	92.95338058667492	0.11636370798081623
34.65346534653465	33.31324908216427	91.29908472475766	0.11372746926633175
35.64356435643565	33.57156756680118	89.70701937845449	0.11121394237809185
36.633663366336634	33.83336865116603	88.17664526085869	0.10881895433488596
37.62376237623762	34.09843520039814	86.70752010769155	0.10653872020910707
38.613861386138616	34.366554620407136	85.29930974118199	0.10436983478967884
39.603960396039604	34.637517884176745	83.95179991561004	0.10230926709630259
40.59405940594059	34.91111854196525	82.66490920544912	0.100354357970535
41.584158415841586	35.18715170301632	81.43870323087371	0.09850282095052376
42.57425742574257	35.465412974939355	80.27341055911836	0.0967527467510057
43.56435643564356	35.745697345033875	79.16944067414458	0.09510261174041498
44.554455445544555	36.02779798540142	78.12740448096812	0.0935512909006743
45.54455445544554	36.3115049607757	77.14813789465508	0.09209807591663244
46.53465346534654	36.59660381416104	76.23272917531521	0.09074269918935877
47.524752475247524	36.88287400050614	75.38255082573056	0.08948536469670673
48.51485148514851	37.17008713276663	74.59929702036426	0.08832678712405476
49.504950495049506	37.4580049968816	73.88502778870335	0.08726824064669994
50.495049504950494	37.74637728408445	73.2422214117649	0.08631161942720575
51.48514851485149	38.03493896769419	72.67383710873655	0.08545951269782724
52.475247524752476	38.32340725558833	72.18339000582563	0.08471529694865905
53.46534653465346	38.6114780043058	71.77504172753491	0.08408325012992361
54.45544554455446	38.89882147026731	71.4537102508923	0.0835686929181316
55.445544554455445	39.185077232167686	71.22520397406785	0.08317816409601077
56.43564356435643	39.46984807180515	71.09638634195396	0.08291963942456569
57.42574257425743	39.752692539875504	71.07537927983688	0.08280280606678421
58.415841584158414	40.033115847633816	71.17181632038293	0.0828394090109423
59.4059405940594	40.31055860478525	71.39716002647037	0.08304369182491764
60.396039603960396	40.58438278880192	71.76510262053866	0.08343296105789752
61.386138613861384	40.85385408433514	72.29207629938969	0.0840283166977024
62.37623762376238	41.118119450873756	72.99790857650547	0.08485560615488716
63.366336633663366	41.37617834102263	73.90667157623504	0.08594668386727522
64.35643564356435	41.626845385921065	75.04779310896949	0.08734109392843188
65.34653465346534	41.868701459646054	76.45752544856877	0.08908834783508394
