time	Susceptible	Exposed	Infected	Recovered
0.0	36196938.0	0.0	2.0	0.0
0.9900990099009901	36196935.6772128	1.9917680958820774	1.7253379405090223	0.6056811677578459
1.9801980198019802	36196933.343759865	3.479170111140164	1.9629264964460829	1.2141435295996998
2.9702970297029703	36196930.488194086	5.030801285393596	2.5222544953105963	1.958750109030045
3.9603960396039604	36196926.726219065	6.959632802245017	3.3744394477100603	2.9397086433949684
4.9504950495049505	36196921.65528283	9.513600482018534	4.569129471934821	4.261987175270708
5.9405940594059405	36196914.77413708	12.961349222932615	6.208224155238133	6.056289533118609
6.930693069306931	36196905.41872545	17.64186901622506	8.443632626169983	8.495772945760232
7.920792079207921	36196892.6924606	24.006145469987842	11.487165062278441	11.814228882386592
8.910891089108912	36196875.378120646	32.66383355951105	15.628988797035337	16.329056972411422
9.900990099009901	36196851.82058658	44.44290135668206	21.264669551354874	22.47184249953653
10.89108910891089	36196819.76830459	60.469289575490116	28.932708729584014	30.82969713640675
11.881188118811881	36196776.15797221	82.27471858684657	39.36590384627618	42.2014053692206
12.871287128712872	36196716.82173879	111.94314424352714	53.56133941372952	57.67377755710191
13.861386138613861	36196636.08889138	152.30993199770683	72.87565702914728	78.7255196050802
14.85148514851485	36196526.24395313	207.23280524042116	99.15469177209816	107.36854988554028
15.841584158415841	36196376.789421745	281.9604569526262	134.90985305734463	146.3402682834557
16.831683168316832	36196173.44273223	383.6340256093361	183.55809426385795	199.36514794634388
17.821782178217823	36195896.77167053	521.9693040382265	249.74838520495192	271.51064027797224
18.81188118811881	36195520.33798837	710.1847707590614	339.80585273119453	369.6713882040836
19.801980198019802	36195008.17210925	966.2639320636627	462.3359701168301	503.2279886458091
20.792079207920793	36194311.33814978	1314.6722386019874	629.046415466487	684.9431962252257
21.78217821782178	36193363.26202596	1788.6919607603436	855.8649175848669	932.1810957656296
22.77227722772277	36192073.37809925	2433.59686701935	1164.4595017477734	1268.5655320659323
23.762376237623762	36191448.223590545	2300.122194103776	1475.0009639064194	1716.6532515161464
24.752475247524753	36191053.81813032	2030.7711349097706	1616.361207010299	2239.0495278226817
25.742574257425744	36190637.179227106	1851.4034099878002	1660.5168281126357	2790.9005348454984
26.73267326732673	36190216.62446888	1722.6560408524344	1652.7748353799925	3347.944654941073
27.722772277227723	36189801.851333395	1622.9038723816825	1617.9077041001324	3897.337090147495
28.712871287128714	36189397.84741943	1540.24446483146	1569.4370306643452	4432.47108511684
29.7029702970297	36189007.03271683	1468.1056438539536	1514.7209909199469	4950.140648435846
30.693069306930692	36188630.433037914	1402.8383078568586	1457.7422430756899	5448.986411189505
31.683168316831683	36188268.32253657	1342.3971825918168	1400.63564632302	5928.64463454147
32.67326732673267	36187920.575307555	1285.617779322934	1344.5253918407232	6389.281521314575
33.663366336633665	36187586.857578866	1231.8200837497939	1289.9836832840767	6831.338654119891
34.65346534653465	36187266.73256824	1180.5912993143925	1237.28202480963	7255.394107658745
35.64356435643565	36186959.71749763	1131.6667170269836	1186.5288582539324	7662.086927107198
