time	species_0	species_1	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_19	species_20	species_21	species_22	species_23	species_24	species_25	species_26	species_27	species_28	species_29	species_30
0.0	0.0	80000.0	0.0	120000.0	0.0	120000.0	0.0	120000.0	0.0	600000.0	0.0	600000.0	0.0	120000.0	0.0	120000.0	0.0	120000.0	0.0	0.0	120000.0	0.0	120000.0	0.0	120000.0	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0
0.9900990099009901	65748.13474580685	36.894779203406195	89592.2071022478	30407.79289775236	17193.779020891565	102806.22097910832	1783.018089440196	118216.98191056	80705.2518266374	519294.748173363	93928.07776620955	506071.92223379057	72.32645896758088	119927.67354103236	116255.41689933596	3744.5831006643994	724.2933101917533	119275.70668980818	14313.980375979814	90343.14218678992	29656.857813210296	17328.948176773865	102671.05182322627	7643.64363564026	112356.35636435963	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0
1.9801980198019802	54032.37644072922	30.401932523073402	76462.75875904792	43537.241240952266	14756.496143926182	105243.50385607366	1503.653319807945	118496.3466801923	200914.993533338	399085.0064666628	378348.96260312793	221651.03739687195	744.3411553577283	119255.6588446422	119698.48484878051	301.51515121978946	1742.4183016861264	118257.58169831379	26135.24142872788	85805.41638230956	34194.58361769058	16484.81428912202	103515.18571087813	12506.972123894442	107493.02787610551	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0
2.9702970297029703	44420.26421751873	25.07492173006225	56450.384099271585	63549.61590072863	10971.472262369109	109028.5277376308	824.9151865219584	119175.08481347833	282261.9948956366	317738.005104364	522900.69355589093	77099.30644410907	2066.506143811941	117933.49385618795	119774.891056562	225.10894343828474	2755.846021590014	117244.15397840986	35851.69056372143	80885.35354279139	39114.646457208866	15565.987235558852	104434.01276444117	14512.615822989483	105487.38417701043	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0
3.9603960396039604	36534.073756287886	20.704412863002155	39805.05673253955	80194.9432674606	7774.787067902271	112225.2129320977	454.24128527956935	119545.75871472075	319469.6885899881	280530.31141001254	548531.5467050831	51468.45329491625	3571.7864813605897	116428.21351863936	119737.92126623033	262.0787337699339	3756.816457041713	116243.18354295816	43841.261434809436	75639.87015713206	44360.12984286816	14582.429453217575	105417.5705467824	13935.284723830668	106064.7152761692	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0
4.9504950495049505	30063.903772148973	17.118659332690925	28180.26763297569	91819.73236702447	5521.519271855231	114478.48072814474	280.2206687785415	119719.7793312217	323123.1239348264	276876.87606517423	551785.6410482725	48214.358951727394	5083.619959286074	114916.38004071386	119687.18025362844	312.8197463718618	4745.121843323563	115254.87815667632	50414.027073468795	70143.27894405779	49856.72105594256	13547.502105451254	106452.49789454871	11491.708838364637	108508.29116163519	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0
5.9405940594059405	24755.497916444154	14.17675284737753	20217.04730280182	99782.95269719831	3969.2132258970696	116030.78677410286	184.68596780987505	119815.31403219032	300017.217943361	299982.7820566396	549669.4442831615	50330.55571683771	6571.451147482435	113428.54885251755	119626.97807606528	373.0219239350535	5720.81682579356	114279.18317420635	55824.38473664902	64486.48784259172	55513.5121574086	12477.940487469348	107522.05951253057	7866.045178791999	112133.9548212079	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0
6.930693069306931	20400.2533404948	11.763086181453358	14718.632052346704	105281.36794765339	2893.498337975525	117106.50166202441	127.04557475318862	119872.95442524696	252044.8534569783	347955.1465430223	542837.2413000659	57162.75869993346	8023.149214778314	111976.85078522161	119556.62099728314	443.37900271719843	6683.964570731949	113316.03542926795	60281.05288025436	58771.53547786558	61228.46452213474	11392.890387414194	108607.10961258569	3900.108603167087	116099.89139683284	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0
7.920792079207921	16827.02329139185	9.782810192631674	10874.429151425846	109125.5708485743	2139.619805838198	117860.38019416171	90.16312939420744	119909.83687060594	185758.6653671186	414241.3346328819	528656.9235691812	71343.07643081865	9423.830847615547	110576.16915238433	119474.98246524276	525.0175347576362	7634.621659614042	112365.37834038585	63955.27310633621	53104.56054329653	66895.43945670381	10312.604575252775	109687.39542474716	1336.1666981097565	118663.83330189016	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0
8.910891089108912	13895.391608921816	8.158106563398016	8153.159558250458	111846.84044174962	1605.100867447654	118394.89913255222	65.60437116108567	119934.39562883913	125548.44528506119	474451.5547149392	505116.65591956046	94883.34408043967	10752.054258392742	109247.94574160714	119380.89348343582	619.1065165645958	8572.836933944614	111427.1630660553	66987.53939342545	47588.18387904837	72411.81612095199	9256.977794575514	110743.02220542452	803.320503440426	119196.67949655949	10002000.0	120000.0	120000.0	120000.0	120000.0	1.0
