time	APC	APC_Va	Va	Va_i_506	Va_i_306	APC_Va_i_506	APC_Va_i_306	Va_i_306_506	Va_1_306_Va_LC	Va_307_506	Va_507_679_709	APC_Va_1_306_Va_LC	Xa	Xa_Va	Xa_Va_i_506	Xa_Va_i_306_506	Xa_Va_i_306	Va_307_679_709	PT	Va_PT	Xa_Va_PT	Xa_Va_i_506_PT	Xa_Va_i_306_PT	Xa_Va_i_306_506_PT
0.0	2e-09	0.0	2e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	9.154637100995237e-10	1.0611893435987964e-09	1.8093614491176813e-08	6.841691761179324e-10	1.2953617486156762e-10	2.3054683800098095e-11	3.4916481418364864e-12	3.2661609597842994e-12	1.625548818422539e-12	3.4779296887237084e-14	3.4779296887237084e-14	5.0014466020480126e-14	0.0	0.0	0.0	0.0	0.0	1.640783987555782e-12	0.0	0.0	0.0	0.0	0.0	0.0
1.9801980198019802	9.651461565037331e-10	9.33246533923121e-10	1.7084606367186054e-08	1.5589653669348763e-09	2.9012735945867097e-10	9.130335357012716e-11	1.2344397714086167e-11	2.147758019313482e-11	7.503447592169247e-12	3.640580014674438e-13	3.640580014674438e-13	3.90680563253067e-13	0.0	0.0	0.0	0.0	0.0	7.530070153954874e-12	0.0	0.0	0.0	0.0	0.0	0.0
2.9702970297029703	9.707455275404113e-10	8.436524023662515e-10	1.6126816449796247e-08	2.3353686483747654e-09	4.2498307951374657e-10	1.6881310084678235e-10	2.0369557400677764e-11	6.100233202149255e-11	1.7808541513549153e-11	1.5937716842674882e-12	1.5937716842674882e-12	1.1313384106497232e-12	0.0	0.0	0.0	0.0	0.0	1.73461082399314e-11	0.0	0.0	0.0	0.0	0.0	0.0
3.9603960396039604	9.48167544573603e-10	7.667920539394124e-10	1.5242157276051878e-08	3.0310620522053627e-09	5.380111061951314e-10	2.412859037763511e-10	2.6923262144194808e-11	1.1898420584497293e-10	3.236255880823111e-11	4.454344940411872e-12	4.454344940411872e-12	2.361441520103868e-12	0.0	0.0	0.0	0.0	0.0	3.0269655387923115e-11	0.0	0.0	0.0	0.0	0.0	0.0
4.9504950495049505	9.172628424328867e-10	7.211851934029136e-10	1.4389936850206032e-08	3.6717242028835594e-09	6.343937571428075e-10	3.0335246461371866e-10	3.152860575798523e-11	1.925522044137108e-10	5.1350527551617705e-11	9.069617562069342e-12	9.069617562069342e-12	3.921552083375326e-12	0.0	0.0	0.0	0.0	0.0	4.620246207292369e-11	0.0	0.0	0.0	0.0	0.0	0.0
5.9405940594059405	9.245386070156193e-10	7.058372229586829e-10	1.3537811250099097e-08	4.295695927028696e-09	7.221923435464701e-10	3.4730733662430725e-10	3.403087976799478e-11	2.764899741635163e-10	7.494684283985375e-11	1.5868238734929133e-11	1.5868238734929133e-11	5.633279906994247e-12	0.0	0.0	0.0	0.0	0.0	6.471188401191888e-11	0.0	0.0	0.0	0.0	0.0	0.0
6.930693069306931	9.160567182972499e-10	6.673127212203091e-10	1.2774420574297618e-08	4.84312728223307e-09	7.918880557748939e-10	4.010491675124036e-10	3.7513619484862854e-11	3.7413747388310836e-10	1.0224967780646315e-10	2.5259178147776064e-11	2.5259178147776064e-11	8.255332831849494e-12	0.0	0.0	0.0	0.0	0.0	8.524583249053663e-11	0.0	0.0	0.0	0.0	0.0	0.0
7.920792079207921	8.81886970898153e-10	5.90275608802788e-10	1.2121233637900613e-08	5.3014502352696944e-09	8.417113774774081e-10	4.716241334800542e-10	4.2837028722343135e-11	4.858366533879697e-10	1.3302253956578874e-10	3.740899560934078e-11	3.740899560934078e-11	1.1982972770142756e-11	0.0	0.0	0.0	0.0	0.0	1.0759651672659076e-10	0.0	0.0	0.0	0.0	0.0	0.0
8.910891089108912	8.843028420169008e-10	5.587931045436613e-10	1.1451786363841388e-08	5.7533497743857734e-09	8.870580311181878e-10	5.162689597172539e-10	4.4996460927253096e-11	6.03677317914236e-10	1.685911381513976e-10	5.284939243776989e-11	5.284939243776989e-11	1.544514867833432e-11	0.0	0.0	0.0	0.0	0.0	1.3118689439196208e-10	0.0	0.0	0.0	0.0	0.0	0.0
9.900990099009901	9.005931173715933e-10	5.446662506766332e-10	1.0804824927621774e-08	6.1740036096032905e-09	9.236820618241715e-10	5.499420880510939e-10	4.5766997576292816e-11	7.29470470888172e-10	2.0842208204224948e-10	7.150340635940158e-11	7.150340635940158e-11	1.916797771183615e-11	0.0	0.0	0.0	0.0	0.0	1.560866533924792e-10	0.0	0.0	0.0	0.0	0.0	0.0
10.89108910891089	8.963557326699486e-10	5.106220543604904e-10	1.021888267247762e-08	6.541724642357092e-09	9.49688424273289e-10	5.936581707015793e-10	4.7746195909605235e-11	8.62073218343535e-10	2.51541939220188e-10	9.380736694353585e-11	9.380736694353585e-11	2.4003629283010643e-11	0.0	0.0	0.0	0.0	0.0	1.8173820154334814e-10	0.0	0.0	0.0	0.0	0.0	0.0
11.881188118811881	8.877472698118824e-10	4.746064514996218e-10	9.674120070836683e-09	6.870393768240311e-09	9.672049600477233e-10	6.357114755434824e-10	4.9513039656886286e-11	1.000513738282411e-09	2.984509466687296e-10	1.1977999245669323e-10	1.1977999245669323e-10	2.942441608719495e-11	0.0	0.0	0.0	0.0	0.0	2.0809537027040117e-10	0.0	0.0	0.0	0.0	0.0	0.0
12.871287128712872	8.807792681718314e-10	4.4369883541284663e-10	9.161567122225278e-09	7.168531706492413e-09	9.781470664452287e-10	6.700817821053243e-10	5.035653495126771e-11	1.1430617502937973e-09	3.493741897061316e-10	1.4963113614691985e-10	1.4963113614691985e-10	3.511851293009191e-11	0.0	0.0	0.0	0.0	0.0	2.3486156646267607e-10	0.0	0.0	0.0	0.0	0.0	0.0
13.861386138613861	8.75035882021129e-10	4.1575899960631725e-10	8.675090852407595e-09	7.4418885200186664e-09	9.84688705017686e-10	7.001271373563576e-10	5.084610068139768e-11	1.2863830458375771e-09	4.0398598520026045e-10	1.834934211840109e-10	1.834934211840109e-10	4.1166847764642954e-11	0.0	0.0	0.0	0.0	0.0	2.6165941175751185e-10	0.0	0.0	0.0	0.0	0.0	0.0
14.85148514851485	8.703403466348999e-10	3.907173344259355e-10	8.215521953479406e-09	7.689681480881921e-09	9.865799338522176e-10	7.257776216319064e-10	5.095897061852889e-11	1.4308184483131293e-09	4.6230574785629885e-10	2.2134832500394681e-10	2.2134832500394681e-10	4.757360666013211e-11	0.0	0.0	0.0	0.0	0.0	2.8853102949408054e-10	0.0	0.0	0.0	0.0	0.0	0.0
15.841584158415841	8.662140777952918e-10	3.683853742042155e-10	7.785109494802308e-09	7.90979138097742e-09	9.831440440920815e-10	7.468439299218505e-10	5.063350600647763e-11	1.5772907249758143e-09	5.243860422993513e-10	2.6314569842215426e-10	2.6314569842215426e-10	5.435012325054998e-11	0.0	0.0	0.0	0.0	0.0	3.155904671179072e-10	0.0	0.0	0.0	0.0	0.0	0.0
16.831683168316832	8.624105339904286e-10	3.4669744511447057e-10	7.373001848938318e-09	8.112902442232934e-09	9.78103280948742e-10	7.669548493896229e-10	5.0317170838596443e-11	1.7209316700618923e-09	5.894711077551878e-10	3.0885158159497486e-10	3.0885158159497486e-10	6.155412626185783e-11	0.0	0.0	0.0	0.0	0.0	3.42173652421504e-10	0.0	0.0	0.0	0.0	0.0	0.0
