time	s53	s57	s58	s60	s61	s68	s72	s73	s81	s83	s85	s88	s89	s96	s98	s100	s101	s107	s109	s111	s122	s124	s135	s142	s144	s146	s147
0.0	0.0	5.0	0.0	5.0	100.0	5.0	0.0	0.0	5.0	5.0	0.0	5.0	0.0	5.0	5.0	0.0	100.0	5.0	5.0	0.0	5.0	5.0	0.0	5.0	5.0	0.0	100.0
0.9900990099009901	0.10212615032025563	4.959624799244151	0.040375200755847426	5.0	100.0	5.061750949564411	0.5973866015170256	1.2360048024458956	1.8115771574499242	1.8115771574499246	3.188422842550076	5.0	0.0	4.770016390015362	4.770016390015362	0.7858162119024054	100.0	1.8115771574499242	1.8115771574499246	3.188422842550076	3.4262477335365538	3.4262477335365533	1.5737522664634394	4.889350157255193	2.43837520181013	0.11064984274479901	100.0
1.9801980198019802	0.1898871305997686	4.920393726802903	0.07960627319709267	5.0	100.0	5.110280857402677	0.9921435783000879	1.2863790814658396	1.7915040637542647	1.7915040637542652	3.208495936245734	5.0	0.0	4.566663383188962	4.566663383188962	1.2178299876218064	100.0	1.7915040637542647	1.7915040637542652	3.208495936245734	2.3551626761030757	2.355162676103075	2.644837323896918	4.859146835116706	1.6858499471373776	0.1408531648832858	100.0
2.9702970297029703	0.23370559320210868	4.8820345588273435	0.11796544117265091	5.0	100.0	5.115740152029459	1.188926377484515	1.325123379074105	1.7912901617097305	1.791290161709731	3.208709838290267	5.0	0.0	4.383358337678812	4.383358337678814	1.3902715814119302	100.0	1.7912901617097305	1.791290161709731	3.208709838290267	1.954841243998822	1.954841243998822	3.045158756001171	4.840652900380858	1.437233072702076	0.15934709961913454	100.0
3.9603960396039604	0.2581125750192258	4.8443470321623545	0.15565296783764293	5.0	100.0	5.102459607181585	1.2985339713573198	1.3662144630416861	1.7912878722599062	1.7912878722599066	3.2087121277400916	5.0	0.0	4.216259275567307	4.216259275567308	1.4696266108751466	100.0	1.7912878722599062	1.7912878722599066	3.2087121277400916	1.8358910136517057	1.8358910136517057	3.1641089863482876	4.824985858673669	1.3718919306506672	0.17501414132632367	100.0
4.9504950495049505	0.27412433026337835	4.807240631858985	0.19275936814101516	5.0	100.0	5.081364962122365	1.369495883676843	1.406469676637122	1.7912878477433503	1.7912878477433507	3.2087121522566475	5.0	0.0	4.062988455110745	4.062988455110746	1.5160528070717831	100.0	1.7912878477433503	1.7912878477433507	3.2087121522566475	1.8032388949067586	1.8032388949067586	3.1967611050932354	4.809954316818508	1.373582532199696	0.19004568318148252	100.0
5.9405940594059405	0.2863152847300344	4.770673180488262	0.22932681951173817	5.0	100.0	5.056988465218296	1.42238104897648	1.444670431487479	1.7912878474807623	1.7912878474807628	3.208712152519235	5.0	0.0	3.9218293088920073	3.921829308892008	1.5502711413477086	100.0	1.7912878474807623	1.7912878474807628	3.208712152519235	1.7944747634233735	1.7944747634233735	3.2055252365766216	4.794896973073716	1.3987565771517954	0.20510302692627305	100.0
6.930693069306931	0.29661731875107444	4.73462336254112	0.2653766374588809	5.0	100.0	5.031240681292195	1.4659837239160771	1.4804949145872377	1.79128784747795	1.7912878474779503	3.2087121525220486	5.0	0.0	3.7914172625264904	3.7914172625264912	1.5793707483461097	100.0	1.79128784747795	1.7912878474779503	3.2087121525220486	1.792136599703083	1.792136599703083	3.207863400296912	4.779611742406576	1.4311044117385194	0.22038825759341146	100.0
7.920792079207921	0.305866024001494	4.699078872875844	0.3009211271241573	5.0	100.0	5.004944896877335	1.5041523066787266	1.513960290913303	1.7912878474779197	1.7912878474779201	3.2087121525220788	5.0	0.0	3.670612624444214	3.6706126244442148	1.6057854326566732	100.0	1.7912878474779197	1.7912878474779201	3.2087121525220788	1.791513813805868	1.791513813805868	3.2084861861941265	4.764048882563925	1.4645933309937245	0.23595111743606134	100.0
8.910891089108912	0.3144367437846165	4.664031253873194	0.3359687461268079	5.0	100.0	4.9784679976578055	1.5386476473981627	1.5452031526019392	1.7912878474779195	1.79128784747792	3.2087121525220788	5.0	0.0	3.558440267806863	3.558440267806864	1.630378257312247	100.0	1.7912878474779195	1.79128784747792	3.2087121525220788	1.7913480024560526	1.7913480024560526	3.2086519975439423	4.748210334852734	1.4970730120757656	0.2517896651472525	100.0
9.900990099009901	0.3225091479002437	4.629473647861511	0.37052635213848967	5.0	100.0	4.951982795761751	1.5703394810291782	1.5743933218879764	1.7912878474779195	1.79128784747792	3.2087121525220788	5.0	0.0	3.4540553229516915	3.4540553229516924	1.6534891628577417	100.0	1.7912878474779195	1.79128784747792	3.2087121525220788	1.791303861221009	1.791303861221009	3.2086961387789863	4.732114879483762	1.5278547949954724	0.2678851205162251	100.0
10.89108910891089	0.3301781007017809	4.5953998280590325	0.4046001719409675	5.0	100.0	4.92557792876081	1.5997086649811845	1.6017008230920122	1.7912878474779195	1.79128784747792	3.2087121525220788	5.0	0.0	3.356720209229009	3.35672020922901	1.6752851048844557	100.0	1.7912878474779195	1.79128784747792	3.2087121525220788	1.7912921104549437	1.7912921104549437	3.2087078895450514	4.715785840838078	1.5567931098906551	0.28421415916190934	100.0
11.881188118811881	0.337500462794235	4.5618037893561185	0.43819621064388015	5.0	100.0	4.899304252150352	1.6270593296759892	1.6272842010546396	1.7912878474779195	1.79128784747792	3.2087121525220788	5.0	0.0	3.2657874962476328	3.2657874962476336	1.6958746311896802	100.0	1.7912878474779195	1.79128784747792	3.2087121525220788	1.7912889825312797	1.7912889825312797	3.2087110174687146	4.699246776886504	1.5839368665682603	0.30075322311348224	100.0
12.871287128712872	0.34451506233485923	4.528679582709926	0.47132041729007534	5.0	100.0	4.873194645044779	1.6526095735394244	1.6512873159155441	1.7912878474779195	1.79128784747792	3.2087121525220788	5.0	0.0	3.180686336689151	3.180686336689152	1.7153444119691967	100.0	1.7912878474779195	1.79128784747792	3.2087121525220788	1.7912881496917175	1.7912881496917175	3.2087118503082768	4.682520042763364	1.6093977596053157	0.31747995723662237	100.0
13.861386138613861	0.35125137563828085	4.4960212543497695	0.5039787456502327	5.0	100.0	4.847272629988044	1.6765311021411218	1.6738393817784267	1.7912878474779195	1.79128784747792	3.2087121525220788	5.0	0.0	3.100911403666928	3.1009114036669287	1.7337705917427926	100.0	1.7912878474779195	1.79128784747792	3.2087121525220788	1.7912879279806146	1.7912879279806146	3.20871207201938	4.665626393150304	1.6333012838330376	0.33437360684968365	100.0
14.85148514851485	0.3577334277062121	4.463822829121789	0.5361771708782139	5.0	100.0	4.821556256827995	1.6989672642915887	1.695056132468191	1.7912878474779195	1.79128784747792	3.2087121525220788	5.0	0.0	3.0260137298656757	3.0260137298656766	1.7512223262687732	100.0	1.7912878474779195	1.79128784747792	3.2087121525220788	1.7912878689647713	1.7912878689647713	3.208712131035223	4.648584953935445	1.6557692442132692	0.3514150460645422	100.0
15.841584158415841	0.36398164448457965	4.4320783116960545	0.5679216883039496	5.0	100.0	4.796059956180627	1.720041818418842	1.7150412761692173	1.7912878474779195	1.79128784747792	3.2087121525220788	5.0	0.0	2.9555930520929956	2.9555930520929965	1.7677630203914225	100.0	1.7912878474779195	1.79128784747792	3.2087121525220788	1.7912878532120684	1.7912878532120684	3.208712146787926	4.631413317396489	1.6769141941434327	0.3685866826034982	100.0
16.831683168316832	0.3700138104077069	4.400781694364124	0.5992183056358799	5.0	100.0	4.770795504771824	1.7398636276111064	1.7338879213791105	1.7912878474779195	1.79128784747792	3.2087121525220788	5.0	0.0	2.889291374253553	2.889291374253554	1.7834509407930064	100.0	1.7912878474779195	1.79128784747792	3.2087121525220788	1.7912878490077255	1.7912878490077255	3.2087121509922687	4.614127670765298	1.6968383019567461	0.38587232923468845	100.0
