time	Susceptible	Infected_strong_immune_system	Infected_weak_immune_system	Recovered
0.0	78841214.132441	5060.4	4487.6	4590.0
0.9900990099009901	78839673.24053901	5390.700610172054	4808.375599295882	5387.809332843101
1.9801980198019802	78838027.28986171	5744.909024850979	5149.880676120839	6239.485351250412
2.9702970297029703	78836269.08454493	6124.541691867185	5513.630742796176	7148.766619319892
3.9603960396039604	78834390.94051902	6531.2278984961895	5901.235725160979	8119.641720618684
4.9504950495049505	78832384.65224762	6966.716560298081	6314.407074813224	9156.366678711849
5.9405940594059405	78830241.4572262	7432.883536228274	6754.965297578267	10263.483529384439
6.930693069306931	78827951.9981847	7931.739478692343	7224.847910803555	11445.840075579583
7.920792079207921	78825506.28270014	8465.438278510941	7726.1178907225285	12708.610980863747
8.910891089108912	78822893.64016241	9036.286111995354	8260.972623791598	14057.320233783325
9.900990099009901	78820102.6758667	9646.751136961648	8831.753407584578	15497.865103638773
10.89108910891089	78817121.22206146	10299.473870230579	9440.955537162034	17036.5416799109
11.881188118811881	78813936.28575772	10997.278285260476	10091.239016376381	18680.072099907968
12.871287128712872	78810533.99307969	11743.183673723888	10785.43993839272	20435.633582748396
13.861386138613861	78806899.52994213	12540.41731360988	11526.582578392856	22310.889385650415
14.85148514851485	78803017.07882656	13392.427989114341	12317.892243623266	24314.02180572875
15.841584158415841	78798869.75139448	14302.900414760934	13162.808932242242	26453.767369039615
16.831683168316832	78794439.5166837	15275.770613963183	14065.001850363571	28739.454344785026
17.821782178217823	78789707.12461838	16315.242305451358	15028.38483944451	31181.042731919733
18.81188118811881	78784652.024527	17425.804358114437	16057.132772548768	33789.16688492964
19.801980198019802	78783653.16743068	16285.44581344767	15237.697727141936	36434.50380871229
20.792079207920793	78783653.03127828	14750.348986705048	14063.441588059679	38854.03801146331
21.78217821782178	78783652.90682249	13359.953880454697	12979.676125123648	41060.71279741048
22.77227722772277	78783652.79304843	12100.620533909876	11979.427982881698	43073.420568762354
23.762376237623762	78783652.6890301	10959.994726904359	11056.26117885027	44909.363219789426
24.752475247524753	78783652.59392259	9926.886785633638	10204.235694489955	46584.20452264364
25.742574257425744	78783652.5069548	8991.161806507378	9417.869255424534	48112.208692668275
26.73267326732673	78783652.42742312	8143.640230124413	8692.102057480199	49506.36638456103
27.722772277227723	78783652.35468528	7376.007787683972	8022.264210989268	50778.5092684965
28.712871287128714	78783652.28815503	6680.733936098913	7404.045693806031	51939.414227800036
29.7029702970297	78783652.22729725	6050.997981681019	6833.468619731357	52998.898123918945
30.693069306930692	78783652.1716234	5480.622167644579	6306.861643922726	53965.90398785126
31.683168316831683	78783652.1206874	4964.011068992297	5820.83634061568	54848.579418516914
32.67326732673267	78783652.07408196	4496.096700228458	5372.265401172996	55654.347897114705
33.663366336633665	78782909.37574628	4467.534015730482	5283.662908624212	56409.812213873935
34.65346534653465	78781776.7154919	4639.63892310865	5366.348598489836	57182.24695134022
35.64356435643565	78780614.5361377	4810.980578670856	5455.428753123158	57976.868555900735
36.633663366336634	78779422.18146193	4981.974664370326	5550.694410204644	58794.00202048227
37.62376237623762	78778198.97164953	5153.010025025488	5651.96291904651	59634.00033210257
38.613861386138616	78776944.20332985	5324.451194638251	5759.075883737392	60497.24346089439
39.603960396039604	78775657.14956218	5496.6406799616525	5871.8973130938375	61384.13748274484
40.59405940594059	78774337.05977423	5669.901084842761	5990.311908593051	62295.113798914696
41.584158415841586	78772983.1596532	5844.537023144392	6114.223532757057	63230.628473474
42.57425742574257	78771594.65099722	6020.8369141781295	6243.553780215161	64191.161645856504
43.56435643564356	78770170.7115234	6199.074592900365	6378.240707231109	65177.217048202016
44.554455445544555	78768710.49464066	6379.510814267475	6518.237653634517	66189.3215901171
45.54455445544554	78767213.12918456	6562.394619658285	6663.512183725914	67228.0250255147
46.53465346534654	78765677.71911964	6747.964600948131	6814.045116248348	68293.89968360816
47.524752475247524	78764103.34320839	6936.450058784712	6969.829646394619	69387.54026615398
48.51485148514851	78762489.05464822	7128.072065535921	7130.87055104463	70509.56370569394
49.504950495049506	78760833.88067974	7323.044447486581	7297.1834647928645	71660.6090767271
50.495049504950494	78759136.82216647	7521.574689157665	7468.794224427013	72841.33755873435
51.48514851485149	78757396.8531464	7723.864765646372	7645.738276918921	74052.43244821408
52.475247524752476	78755612.92035668	7930.111910195855	7828.060144875783	75294.59921619331
53.46534653465346	78753783.94273299	8140.509324427319	8015.812943096481	76568.565607071
54.45544554455446	78751908.81088331	8355.24683369345	8209.057944283046	77875.0817781093
55.445544554455445	78749986.38653699	8574.511493607684	8407.864188791573	79214.92047647918
56.43564356435643	78748015.50197022	8798.4881527821	8612.308134137338	80588.87725115
57.42574257425743	78745994.95940742	9027.359973824658	8822.473342666606	81997.77069924885
58.415841584158414	78743923.53039972	9261.308918036819	9038.450202726446	83442.44274380869
59.4059405940594	78741799.9551806	9500.516196452301	9260.335681158638	84923.75894184402
60.396039603960396	78739622.94199853	9745.162689570572	9488.233105235311	86442.60882207264
61.386138613861384	78737391.16642775	9995.429340023165	9722.251970353613	87999.90624969528
62.37623762376238	78735103.27065644	10251.497519303919	9962.507772698858	89596.58981845842
63.366336633663366	78732757.86275281	10513.549371691304	10209.121864196797	91233.62326829354
64.35643564356435	78730353.51590948	10781.76813750805	10462.221327952797	92911.99592754368
65.34653465346534	78727888.76766533	11056.338456967616	10721.938873267374	94632.72317988084
66.33663366336634	78725362.11910577	11337.446657329254	10988.412747820785	96396.84695410146
67.32673267326733	78722772.0340409	11625.281024316611	11261.786666351767	98205.43623700704
68.31683168316832	78720116.93816131	11920.032059459656	11542.209754452793	100059.58760873345
69.3069306930693	78717395.21817224	12221.89272502201	11829.836506029797	101960.42579954922
70.29702970297029	78714605.22090487	12531.058677236317	12124.826753978532	103909.1042686332
71.2871287128713	78711745.25240554	12847.728489463043	12427.345652632162	105906.80580373983
72.27722772277228	78708813.57700245	13172.10386615535	12737.563671286725	107954.74314166914
73.26732673267327	78705808.4163492	13504.389848391138	13055.65659828189	110054.15960987528
74.25742574257426	78702727.94844602	13844.795012254332	13381.80555442138	112206.32978805318
75.24752475247524	78699570.3066372	14193.531660483884	13716.197015557178	114412.56019051156
