time	T	E	I
0.0	50.0	10.0	0.0
0.9900990099009901	59.74768440584263	12.378045541501603	0.3360817513835417
1.9801980198019802	71.39388209029015	15.207117818175174	0.4884372055938776
2.9702970297029703	85.30758435673695	18.57539906478376	0.7042592267819403
3.9603960396039604	101.9291699545432	22.588187792797914	1.0084682052693201
4.9504950495049505	121.78407590959347	27.37120542940216	1.4350526643681176
5.9405940594059405	145.4990264547831	33.074533997028986	2.0300134546152035
6.930693069306931	173.82127307264977	39.87730197812627	2.855039402350872
7.920792079207921	207.64136774570784	47.99325584776835	3.9920109532169588
8.910891089108912	248.02006612107272	57.67737801216936	5.548377781643639
9.900990099009901	296.2200352809661	69.23373819526495	7.663396525451628
10.89108910891089	353.7431183862799	83.02479465619052	10.515139311998917
11.881188118811881	422.37397978692735	99.4823938352242	14.328106544474856
12.871287128712872	504.23100880919185	119.12075126336438	19.38122228977369
13.861386138613861	601.8253852976012	142.55173199334982	26.0159876276433
14.85148514851485	718.1291831220252	170.5027831246345	34.6446438426707
15.841584158415841	856.6532803677292	203.8379012118419	45.758364613373246
16.831683168316832	1021.5356158410166	243.58203864683813	59.93573688678274
17.821782178217823	1217.639926065503	290.9493585515033	77.85205344241757
18.81188118811881	1450.6644435723251	347.375727495643	100.2901530092113
19.801980198019802	1727.2590459717617	414.5557759957043	128.15363302183175
20.792079207920793	2055.147907926157	494.48474034483263	162.48318010842954
21.78217821782178	2443.252703262929	589.5051028516243	204.47651082697266
22.77227722772277	2901.8087093360546	702.3577426568756	255.5120264138888
23.762376237623762	3442.46267973169	836.2368628531392	317.175814361126
24.752475247524753	4078.3370352419843	994.8473359101557	391.29112205909024
25.742574257425744	4824.039857593408	1182.4622744693409	479.9489028461511
26.73267326732673	5695.594635509781	1403.977563923738	585.5374838864564
27.722772277227723	6710.258278581119	1664.9587834527563	710.7688055409654
28.712871287128714	7886.191526622078	1971.6744267471174	858.698016677511
29.7029702970297	9241.943902323115	2331.107701248418	1032.7324914022402
30.693069306930692	10795.717504549333	2750.9375971511545	1236.6256154734806
31.683168316831683	12564.382087895814	3239.478620524724	1474.4500824811398
32.67326732673267	14562.229632573542	3805.5679041887897	1750.5450969522722
33.663366336633665	16799.480758833655	4458.388722145374	2069.4319928738623
34.65346534653465	19280.58721110679	5207.221108792721	2435.693534650716
35.64356435643565	22002.411674878054	6061.1136048085955	2853.8137259428586
36.633663366336634	24952.403954360256	7028.475218803067	3327.9773782231982
37.62376237623762	28106.925335337844	8116.593355377453	3861.8319270935895
38.613861386138616	31429.894999705368	9331.091282779276	4458.217830731858
39.603960396039604	34871.93914696316	10675.347020816205	5118.8780148085725
40.59405940594059	38370.212854063604	12149.903501226314	5844.160834476807
41.584158415841586	41849.03715795091	13751.906652172444	6632.734484797034
42.57425742574257	45221.451963998006	15474.612953961116	7481.333327766683
43.56435643564356	48391.73273704209	17307.01044951612	8384.557927536383
44.554455445544555	51258.85888752875	19233.596805291036	9334.750499737456
45.54455445544554	53720.85669204194	21234.354592810705	10321.965871616072
46.53465346534654	55679.870673542195	23284.957375665595	11334.05485241368
47.524752475247524	57047.745009805105	25357.230357377153	12356.872087619078
48.51485148514851	57751.8211466128	27419.876203814863	13374.613988091749
49.504950495049506	57740.58090832161	29439.46017396919	14370.28418326838
50.495049504950494	56988.690084454385	31381.628978742818	15326.274215770054
51.48514851485149	55500.93415692328	33212.51523521314	16225.03609636248
52.475247524752476	53314.50044846883	34900.25494024976	17049.811384490175
53.46534653465346	50499.07290689189	36416.52090296854	17785.369625639338
54.45544554455446	47154.29885087794	37737.9537064389	18418.698898137623
55.445544554455445	43404.396511531326	38847.358257673586	18939.585316566732
56.43564356435643	39390.02221101137	39734.53446918156	19341.019682898444
57.42574257425743	35257.99400249111	40396.63145908287	19619.38115993449
58.415841584158414	31149.99575419817	40837.95991263044	19774.371658935248
59.4059405940594	27191.805271421294	41069.26506463816	19808.709245228114
60.396039603960396	23484.704567526373	41106.54241020572	19727.628358564987
61.386138613861384	20100.39883694785	40969.5505656982	19538.26886617038
62.37623762376238	17080.02256810778	40680.21898726418	19249.053686249565
63.366336633663366	14436.884290035223	40261.14809912473	18869.14866059608
64.35643564356435	12161.839405517585	39734.356678025564	18408.069473115527
65.34653465346534	10229.84299678922	39120.36242845438	17875.45786706424
66.33663366336634	8606.361911781354	38437.61000245929	17281.006572777973
67.32673267326733	7252.7562264106355	37702.20567214965	16634.48093392769
68.31683168316832	6130.241997222404	36927.88806215616	15945.771559193465
69.3069306930693	5202.445909805343	36126.15785768112	15224.916714283101
70.29702970297029	4436.791731164314	35306.49846499966	14482.051518295653
71.2871287128713	3805.0367429818184	34476.635706846035	13727.26695429651
72.27722772277228	3283.2578351135426	33642.801488517674	12970.388131954727
73.26732673267327	2851.5245373314615	32809.98057555544	12220.702188290743
74.25742574257426	2493.4256783286232	31982.130071742748	11486.677465072691
75.24752475247524	2195.555542601125	31162.36807285909	10775.716000140856
76.23762376237623	1947.020105666142	30353.132072241726	10093.972499775942
77.22772277227723	1738.993389233764	29556.30983648927	9446.258530634226
78.21782178217822	1564.3350817248815	28773.34634277846	8836.03505814547
79.20792079207921	1417.2698329584712	28005.33051917873	8265.483406885809
80.1980198019802	1293.1231802748205	27253.06528353155	7735.636018614108
81.18811881188118	1188.1068111923298	26517.12395809413	7246.545165316462
82.17821782178218	1099.1454129257402	25797.89567069727	6797.4684268732335
83.16831683168317	1023.7378262434249	25095.62190462358	6387.0533818563845
84.15841584158416	959.8460894413587	24410.425959615426	6013.508790099711
85.14851485148515	905.8069416723722	23742.336745341323	5674.754451839925
86.13861386138613	860.2612998377632	23091.30804621124	5368.546129408318
87.12871287128712	822.0980674873492	22457.234166317015	5092.575092523118
88.11881188118812	790.4093516931093	21839.962678459782	4844.543970265833
89.10891089108911	764.4547592667	21239.30485382319	4622.221776150024
90.0990099009901	743.6329267381025	20655.044231922755	4423.481479853033
91.08910891089108	727.4588272482459	20086.943697970004	4246.323526628377
92.07920792079207	715.5457063377037	19534.75136177734	4088.8884244668607
93.06930693069307	707.5907440294867	18998.20547471074	3949.46112367091
94.05940594059406	703.3637342945177	18477.038575736184	3826.4694458603267
95.04950495049505	702.6982259993329	17970.981021750224	3718.4783764171825
96.03960396039604	705.4846903622305	17479.76402909817	3624.181635074671
97.02970297029702	711.6653756734577	17003.12233089021	3542.391601230224
98.01980198019803	721.2305861190051	16540.796537171333	3472.028395955556
99.00990099009901	734.2161821850417	16092.53527124219	3412.1087076266454
100.0	750.7021488401418	15658.097144672192	3361.734785095598
