time	CRP	CRPsiteI_crp	CRPsiteII_crp	CRPsite_cyaA	CRPsite_genome	CRPsite_ptsGp1	CRPsite_ptsGp2	CRPsite_ptsHp0	CRPsite_ptsHp1	CRPsite_ptsIp0	CRPsite_ptsIp1	CRPsite_mlcp1	CRPsite_mlcp2	Mlc	Mlcsite_mlcp1	Mlcsite_mlcp2	Mlcsite_ptsGp1	Mlcsite_ptsGp2	Mlcsite_ptsHp0	Mlcsite_ptsIp0	CRP_cAMP	CRP_cAMP_CRPsiteI_crp	CRP_cAMP_CRPsiteII_crp	CRP_cAMP_CRPsite_cyaA	CRP_cAMP_CRPsite_genome	CRP_cAMP_CRPsite_ptsGp1	CRP_cAMP_CRPsite_ptsGp2	CRP_cAMP_CRPsite_ptsHp0	CRP_cAMP_CRPsite_ptsHp1	CRP_cAMP_CRPsite_ptsIp0	CRP_cAMP_CRPsite_ptsIp1	CRP_cAMP_CRPsite_mlcp1	CRP_cAMP_CRPsite_mlcp2	Mlc_Mlcsite_ptsGp1	Mlc_Mlcsite_ptsGp2	Mlc_Mlcsite_ptsIp0	Mlc_Mlcsite_ptsHp0	Mlc_Mlcsite_mlcp1	Mlc_Mlcsite_mlcp2	IICB	IICB_Mlc	CYA	IIA_P	IIA_P_CYA	mRNA_cyaA	mRNA_crp	mRNA_ptsG	mRNA_ptsH	mRNA_ptsI	mRNA_crr	mRNA_mlc	IICB_P	IIA	HPr_P	HPr	EI_P	EI	cAMP	cyaA	cyaA_basal	crp	crp_basal	ptsGp1	ptsGp2	ptsHp0	ptsHp1	ptsIp0	ptsIp1	crr	mlcp1	mlcp2	Pyr	PEP	Glc6P	Glucose	ATP
0.0	5.4207e-06	7.4368e-11	1.9047e-10	3.1103e-11	3.6756e-09	1.2021e-10	1.2021e-10	1.2021e-10	1.2021e-10	1.2021e-10	1.2021e-10	1.2021e-10	1.2021e-10	5.5172e-10	2.4267e-10	2.4282e-10	2.1885e-10	2.1885e-10	2.1885e-10	2.1885e-10	1.0214e-07	1.6863e-10	5.2529e-11	2.119e-10	3.7544e-09	1.2279e-10	1.2279e-10	1.2279e-10	1.2279e-10	1.2279e-10	1.2279e-10	1.2279e-10	1.2279e-10	2.4149e-11	2.4149e-11	2.4149e-11	2.4149e-11	3.2535e-13	1.8086e-13	4.2844e-05	1.6546e-07	1.4934e-06	7.0094e-06	7.3371e-09	1.3643e-08	5.0254e-08	4.5559e-07	1.1411e-07	1.0038e-08	9.3861e-07	1.5101e-09	7.1055e-06	9.623e-05	7.5867e-07	1.1793e-05	2.4319e-07	8.6098e-07	4.7107e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
0.9900990099009901	5.4207018247060395e-06	7.437252198871192e-11	1.9047484082931553e-10	3.110581897492342e-11	3.6758334236972865e-09	1.2021904736764544e-10	1.2021904736764626e-10	1.202190473676457e-10	1.2021904736764637e-10	1.2021904736764595e-10	1.2021904736764675e-10	1.2021904736764546e-10	1.2021904736764626e-10	5.51704017828844e-10	2.426700166836315e-10	2.428200075554167e-10	2.188508242039829e-10	2.1885082420399203e-10	2.1885082420398588e-10	2.188508242039742e-10	1.0213103472975422e-07	1.686254780114108e-10	5.252415917072555e-11	2.1189718102642124e-10	3.754166576303828e-09	1.2278095263242672e-10	1.2278095263242758e-10	1.22780952632427e-10	1.227809526324277e-10	1.2278095263242727e-10	1.2278095263242807e-10	1.2278095263242677e-10	1.227809526324276e-10	2.414817579601278e-11	2.414817579601378e-11	2.4148175796011825e-11	2.4148175796013105e-11	3.25333316369127e-13	1.8085244458131566e-13	4.2843955887469604e-05	1.6546027773786215e-07	1.4940555493192163e-06	7.0094244453254485e-06	7.340598395187235e-09	1.364306834629801e-08	5.025382171933918e-08	4.555865401542037e-07	1.1410930159877434e-07	1.003796068877078e-08	9.386098854232395e-07	1.5101058630578893e-09	7.105513032161846e-06	9.623066278344551e-05	7.586780716400634e-07	1.1793024462063362e-05	2.43191165441005e-07	8.609794068533455e-07	4.7126635829431397e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
1.9801980198019802	5.420662990191945e-06	7.435217409253182e-11	1.9045860592868477e-10	3.1095125596652754e-11	3.675101113481608e-09	1.2019509697754902e-10	1.201950969775502e-10	1.2019509697754945e-10	1.2019509697755044e-10	1.2019509697754974e-10	1.2019509697755103e-10	1.2019509697754912e-10	1.2019509697755023e-10	5.517040210477645e-10	2.4267001668173663e-10	2.428200075543613e-10	2.1885082407773133e-10	2.1885082407774591e-10	2.188508240777352e-10	2.1885082407771482e-10	1.0217131080295323e-07	1.6864582590760854e-10	5.254039407138836e-11	2.1190787440542776e-10	3.754898886525933e-09	1.2280490302260266e-10	1.2280490302260387e-10	1.2280490302260307e-10	1.228049030226041e-10	1.228049030226034e-10	1.2280490302260472e-10	1.2280490302260276e-10	1.228049030226039e-10	2.4148175922262612e-11	2.414817592226422e-11	2.4148175922260783e-11	2.4148175922263042e-11	3.2533331826461667e-13	1.8085244563567428e-13	4.284402801620531e-05	1.654605572563159e-07	1.4946477906248932e-06	7.009476831844991e-06	7.3436179577990105e-09	1.3642699828929481e-08	5.025473166336717e-08	4.555995177839714e-07	1.1411047570429761e-07	1.0038068684654531e-08	9.386097800448293e-07	1.5101103808043028e-09	7.1055431735965134e-06	9.623123406272276e-05	7.586810830417889e-07	1.1793062915064782e-05	2.4319140707702236e-07	8.609807816903393e-07	4.7145538961504965e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
2.9702970297029703	5.420645142771845e-06	7.433373998502988e-11	1.9044389206888221e-10	3.108543940250568e-11	3.6744375744642906e-09	1.201733957702089e-10	1.201733957702099e-10	1.2017339577020928e-10	1.2017339577021021e-10	1.2017339577020946e-10	1.201733957702109e-10	1.2017339577020887e-10	1.2017339577020993e-10	5.517013711624341e-10	2.4267001824226667e-10	2.4282000842236757e-10	2.1885092855256737e-10	2.18850928552602e-10	2.188509285525768e-10	2.1885092855252014e-10	1.0220782007081939e-07	1.686642600151228e-10	5.255510793121722e-11	2.11917560600172e-10	3.755562425548555e-09	1.2282660423000748e-10	1.228266042300085e-10	1.2282660423000787e-10	1.2282660423000885e-10	1.2282660423000807e-10	1.2282660423000955e-10	1.2282660423000745e-10	1.2282660423000854e-10	2.4148071447417508e-11	2.414807144742132e-11	2.414807144741229e-11	2.4148071447418542e-11	3.2533175774774433e-13	1.808515776302369e-13	4.284431126132132e-05	1.6546085528522845e-07	1.4951808058312176e-06	7.009516973115939e-06	7.346320953606526e-09	1.364199431102372e-08	5.025647116840184e-08	4.55624174842057e-07	1.1411315622907734e-07	1.003829621322641e-08	9.386096828550381e-07	1.5101139018456723e-09	7.10559858488343e-06	9.623176166046767e-05	7.586848837267601e-07	1.1793123761498856e-05	2.4319205072040313e-07	8.609838840916976e-07	4.7162523407677995e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
3.9603960396039604	5.420648805567741e-06	7.431684765514561e-11	1.9043040384034862e-10	3.107656458979314e-11	3.6738294427984375e-09	1.2015350666652656e-10	1.2015350666652742e-10	1.201535066665269e-10	1.2015350666652778e-10	1.20153506666527e-10	1.201535066665286e-10	1.2015350666652638e-10	1.2015350666652742e-10	5.51695940922341e-10	2.4267002144017044e-10	2.4282001020111805e-10	2.1885114265825816e-10	2.18851142658345e-10	2.188511426582808e-10	2.188511426581282e-10	1.0224129378522522e-07	1.6868115234503887e-10	5.256859615981709e-11	2.1192643541438497e-10	3.7561705572277425e-09	1.228464933338521e-10	1.2284649333385294e-10	1.2284649333385243e-10	1.2284649333385333e-10	1.2284649333385253e-10	1.2284649333385416e-10	1.228464933338519e-10	1.2284649333385294e-10	2.4147857341704462e-11	2.414785734171402e-11	2.4147857341690164e-11	2.414785734170695e-11	3.2532855987816337e-13	1.8084979888159685e-13	4.284481600047686e-05	1.6546117250411136e-07	1.495664752208649e-06	7.009547552910263e-06	7.348762904068664e-09	1.364105376036147e-08	5.0258782684437214e-08	4.556563673622813e-07	1.1411693165439889e-07	1.0038611322291399e-08	9.386095922440131e-07	1.5101167359676166e-09	7.105683164481318e-06	9.623225446460607e-05	7.586899338825157e-07	1.1793210988054763e-05	2.4319314830052764e-07	8.609889514677554e-07	4.717792052590756e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
4.9504950495049505	5.420677264875652e-06	7.430145709946944e-11	1.9041811066248837e-10	3.106847975924895e-11	3.6732753030643627e-09	1.2013538338647498e-10	1.2013538338647565e-10	1.201353833864753e-10	1.2013538338647612e-10	1.2013538338647526e-10	1.20135383386477e-10	1.201353833864747e-10	1.2013538338647565e-10	5.51687254741422e-10	2.426700265555005e-10	2.4282001304639234e-10	2.1885148509732338e-10	2.1885148509748096e-10	2.188514850973595e-10	2.1885148509707287e-10	1.0227180635334033e-07	1.6869654290075518e-10	5.258088933775707e-11	2.1193452024671746e-10	3.756724696977825e-09	1.228646166140974e-10	1.2286461661409806e-10	1.2286461661409773e-10	1.2286461661409856e-10	1.2286461661409768e-10	1.2286461661409946e-10	1.2286461661409708e-10	1.228646166140981e-10	2.4147514902613896e-11	2.4147514902631264e-11	2.4147514902586292e-11	2.4147514902617874e-11	3.2532344459294964e-13	1.8084695360815836e-13	4.2845575079567395e-05	1.654614970047326e-07	1.4960996412429026e-06	7.009570202319389e-06	7.350947204119938e-09	1.363991792202495e-08	5.026156298811295e-08	4.5569426169297017e-07	1.1412166302269928e-07	1.0039003605310995e-08	9.386095080517265e-07	1.5101189969403346e-09	7.105804019993998e-06	9.623271237085649e-05	7.586968542383664e-07	1.179333117037747e-05	2.431948082658926e-07	8.609964563867732e-07	4.719173719838277e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
5.9405940594059405	5.420729246101064e-06	7.428733918983003e-11	1.9040683213936698e-10	3.106106390653584e-11	3.672766952091003e-09	1.2011875764284392e-10	1.2011875764284442e-10	1.2011875764284423e-10	1.2011875764284498e-10	1.2011875764284408e-10	1.2011875764284597e-10	1.201187576428435e-10	1.2011875764284447e-10	5.516754919904916e-10	2.426700334826045e-10	2.428200168994306e-10	2.1885194879211724e-10	2.1885194879233094e-10	2.1885194879215785e-10	2.188519487917431e-10	1.0229980259078246e-07	1.6871066081042824e-10	5.2592167860945757e-11	2.1194193610093827e-10	3.7572330479646965e-09	1.2288124235789181e-10	1.228812423578923e-10	1.2288124235789213e-10	1.2288124235789293e-10	1.2288124235789197e-10	1.2288124235789388e-10	1.2288124235789138e-10	1.2288124235789236e-10	2.414705120780547e-11	2.4147051207829057e-11	2.4147051207764204e-11	2.4147051207809957e-11	3.253165175246698e-13	1.8084310056559293e-13	4.28465707403708e-05	1.6546181440302502e-07	1.4964918958275968e-06	7.0095881288091815e-06	7.352912100594029e-09	1.3638641556695555e-08	5.026467527462582e-08	4.5573585171483214e-07	1.1412712178475682e-07	1.003945519750641e-08	9.386094293501778e-07	1.5101208332603302e-09	7.105961252951202e-06	9.623313871983129e-05	7.587059260832436e-07	1.1793484369596715e-05	2.4319703359017904e-07	8.610064097020602e-07	4.7204189195402704e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
6.930693069306931	5.4208093076451094e-06	7.427463736645153e-11	1.903966841040043e-10	3.1054392070826604e-11	3.6723095769441697e-09	1.2010379908044063e-10	1.2010379908044094e-10	1.2010379908044092e-10	1.2010379908044161e-10	1.201037990804406e-10	1.2010379908044267e-10	1.2010379908044006e-10	1.20103799080441e-10	5.516600646053251e-10	2.4267004256777585e-10	2.4282002195285626e-10	2.188525569145365e-10	2.1885255691476712e-10	2.1885255691456467e-10	2.1885255691405745e-10	1.0232499358126252e-07	1.687233626338229e-10	5.2602315896343856e-11	2.1194860793744426e-10	3.757690423118646e-09	1.2289620092038144e-10	1.2289620092038175e-10	1.2289620092038175e-10	1.2289620092038248e-10	1.2289620092038144e-10	1.228962009203835e-10	1.2289620092038088e-10	1.228962009203818e-10	2.4146443085393723e-11	2.4146443085419207e-11	2.4146443085340832e-11	2.4146443085396844e-11	3.253074323650679e-13	1.8083804712641015e-13	4.2847845649255175e-05	1.6546211380741734e-07	1.4968359033238642e-06	7.009602318699396e-06	7.354632056062044e-09	1.3637227805816304e-08	5.026810733086437e-08	4.5578069016797376e-07	1.1413332705176265e-07	1.0039968153442856e-08	9.38609356797244e-07	1.5101222434792495e-09	7.106163248476383e-06	9.623352844647579e-05	7.587178227000721e-07	1.1793678176232611e-05	2.431999554897691e-07	8.6101937836705e-07	4.7215103423051964e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
7.920792079207921	5.420917383375533e-06	7.426320455588892e-11	1.9038754752970673e-10	3.1048387404277776e-11	3.6718978542083635e-09	1.200903335889623e-10	1.2009033358896242e-10	1.2009033358896255e-10	1.200903335889632e-10	1.2009033358896214e-10	1.2009033358896433e-10	1.2009033358896162e-10	1.2009033358896247e-10	5.516411669610794e-10	2.426700536965778e-10	2.4282002814301956e-10	2.1885330185665315e-10	2.1885330185689393e-10	2.1885330185667083e-10	2.1885330185609863e-10	1.0234767645923306e-07	1.6873479544439335e-10	5.2611452470659285e-11	2.1195461260439448e-10	3.758102145858028e-09	1.229096664119034e-10	1.229096664119035e-10	1.2290966641190365e-10	1.2290966641190432e-10	1.2290966641190324e-10	1.2290966641190546e-10	1.2290966641190267e-10	1.2290966641190357e-10	2.4145698143284943e-11	2.414569814331154e-11	2.4145698143223722e-11	2.41456981432869e-11	3.2529630357051373e-13	1.8083185695734414e-13	4.284938585474741e-05	1.6546239524303652e-07	1.4971353285012975e-06	7.009617939679893e-06	7.356136002005905e-09	1.3635731625608325e-08	5.027172123050075e-08	4.5582677508929763e-07	1.1414006137931775e-07	1.0040525696938166e-08	9.386092898551495e-07	1.5101233534089048e-09	7.1064129898109644e-06	9.623388059637475e-05	7.587332250807341e-07	1.1793915171546842e-05	2.432036243470966e-07	8.61035574750388e-07	4.7224616967305295e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
8.910891089108912	5.4210518863798035e-06	7.425295498024993e-11	1.9037935424508536e-10	3.104300475999364e-11	3.6715287015904975e-09	1.2007826036170105e-10	1.200782603617011e-10	1.200782603617014e-10	1.2007826036170198e-10	1.2007826036170087e-10	1.2007826036170307e-10	1.2007826036170035e-10	1.2007826036170118e-10	5.51619097334732e-10	2.4267006669335646e-10	2.4282003537221395e-10	2.1885417185971785e-10	2.1885417185996386e-10	2.188541718597273e-10	2.1885417185911271e-10	1.0236802005016988e-07	1.687450450200342e-10	5.2619645755285444e-11	2.119599952487866e-10	3.758471298476839e-09	1.2292173963917632e-10	1.229217396391764e-10	1.2292173963917668e-10	1.229217396391773e-10	1.2292173963917616e-10	1.229217396391784e-10	1.2292173963917562e-10	1.2292173963917647e-10	2.4144828140227682e-11	2.41448281402548e-11	2.4144828140160897e-11	2.4144828140228706e-11	3.2528330679601826e-13	1.808246277629398e-13	4.285116852235183e-05	1.6546266005750087e-07	1.4973927555127551e-06	7.009637451065984e-06	7.357441798133159e-09	1.3634173649696304e-08	5.027546683147309e-08	4.5587350141801374e-07	1.1414723378647828e-07	1.0041120644725592e-08	9.38609228223805e-07	1.510124203997356e-09	7.106709198980832e-06	9.623419492960368e-05	7.587522761248401e-07	1.1794194039466121e-05	2.4320802413231756e-07	8.61054923885114e-07	4.7232821512584377e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
9.900990099009901	5.4212033288998625e-06	7.424336598845515e-11	1.903716888094157e-10	3.1037969072761896e-11	3.6711833372293e-09	1.2006696513562599e-10	1.2006696513562679e-10	1.2006696513562725e-10	1.200669651356278e-10	1.200669651356266e-10	1.20066965135628e-10	1.2006696513562611e-10	1.200669651356269e-10	5.515956547200984e-10	2.4267008049869343e-10	2.4282004305114437e-10	2.18855096005916e-10	2.188550960061741e-10	2.1885509600592168e-10	2.188550960052579e-10	1.0238705326091017e-07	1.6875463401183986e-10	5.2627311190974046e-11	2.119650309364551e-10	3.758816662841898e-09	1.2293303486529737e-10	1.2293303486529825e-10	1.2293303486529871e-10	1.2293303486529926e-10	1.2293303486529804e-10	1.2293303486529946e-10	1.229330348652975e-10	1.2293303486529833e-10	2.4143903994031393e-11	2.4143903994059863e-11	2.4143903993958762e-11	2.414390399403203e-11	3.2526950146670977e-13	1.808169488271102e-13	4.285305592347044e-05	1.6546291614189834e-07	1.497623860080218e-06	7.0096760060521454e-06	7.358658279192345e-09	1.3632681490776463e-08	5.0279033687602974e-08	4.559170985999721e-07	1.1415428363769021e-07	1.004170876561903e-08	9.386091700772022e-07	1.510125049179229e-09	7.107044502170179e-06	9.62344698283024e-05	7.587758903599687e-07	1.1794507136585514e-05	2.432130636322496e-07	8.610769969012636e-07	4.724027419916361e-07	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	2.43e-10	0.00267	0.00267	0.00148	0.2	0.0069942
