time	species_0	species_1	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_19	species_20	species_21	species_22	species_23	species_24	species_25	species_26	species_27	species_28	species_29	species_30	species_31	species_32	species_33	species_34	species_35	species_36	species_37	species_38	species_39	species_40	species_41	species_42	species_43	species_44	species_45	species_46	species_47	species_48	species_49	species_50	species_51	species_52	species_53	species_54	species_55	species_56	species_57	species_58	species_59	species_60	species_61	species_62	species_63	species_64	species_65	species_66
0.0	9.7e-27	1.0000000000000001e-20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7e-20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	-2.1560301093703087e-26	9.486678182227021e-21	3.5217977751473945e-28	3.441578996797182e-24	2.0493938659808432e-26	3.5474031476455674e-24	-1.479320639797182e-24	-9.871068382725454e-25	-1.4286456799855373e-24	-7.841841849626096e-25	-1.0927579793872323e-24	-7.556313602355944e-25	-3.0182091712255445e-26	-1.2505839538837319e-25	-2.853640422009907e-26	-1.0056110432441818e-25	6.178187916995865e-28	-4.456346452136699e-22	3.2098749686952682e-24	2.830635320538395e-22	1.6568102126159654e-24	2.9176677478506645e-22	-5.167435447408746e-25	-3.448532334744056e-25	-4.991214113609479e-25	-2.7394696212016015e-25	-3.854272054666117e-25	-2.6401795136812986e-25	-5.329931231165857e-29	-2.157440806333674e-28	-5.078213048970247e-29	-1.7716910071649568e-28	3.271176700894907e-33	6.996404856759336e-20	-2.8172946619284335e-24	-5.840811580116388e-24	2.881377549455898e-23	-2.2803303276969944e-24	3.100693472936555e-23	-1.3075015253135335e-23	-7.823672240850088e-24	-1.1504317642311901e-23	-1.6569591858354028e-24	2.756980928399938e-23	-8.217757900236331e-25	-2.9010506612379786e-24	-2.85656252947192e-24	-2.410168639679038e-24	3.054538553601286e-24	-5.022735020671245e-25	1.5777845135241463e-21	-9.44378787428115e-25	-1.9283137596009734e-24	9.40256936720508e-24	-7.550866135763042e-25	1.0137730455806632e-23	-4.23127612680176e-24	-2.5215906786226943e-24	-3.703017191547039e-24	-5.066926703556065e-25	1.2045438271269865e-23	-2.2639182306226805e-25	-8.924236408622428e-25	2.5620496057496217e-24	-7.261367793222415e-25	2.6763505964282257e-24	1.824056503232616e-24
1.9801980198019802	-3.977396131171968e-26	9.28115758922561e-21	2.869983646502674e-28	5.191500497427287e-24	1.6293275661320616e-26	5.384698368324336e-24	-1.682516679380287e-24	-6.9557052201046425e-25	-1.6119298316040419e-24	-8.892497884383709e-25	-4.422650527418478e-24	-8.498213175429953e-25	1.3732560481019196e-25	-2.002897061169155e-25	1.3759854688910006e-25	-2.2908559232008633e-25	2.1201214839252292e-26	-8.222472720103461e-22	2.6160607897887133e-24	4.269177813112735e-22	1.322002640370295e-24	4.428057197665379e-22	-5.837644333092377e-25	-2.3916264850915353e-25	-5.593156903766192e-25	-3.08641161870965e-25	-1.5528043579483648e-24	-2.9498560890670036e-25	2.3372599246550844e-28	-3.361520350893441e-28	2.3369552453791072e-28	-3.895350576714736e-28	1.1130595260600765e-31	6.992143602196034e-20	-5.791153875255253e-24	-1.0390899325877248e-23	5.55077349771296e-23	-4.047877945399581e-24	6.004348352083769e-23	-1.7821143806592835e-23	-1.0291228039598982e-23	-1.479360318833191e-23	-2.3832559517314047e-25	3.0935351681391303e-23	1.3640979701552687e-24	1.2241803409214959e-24	-8.483407751419086e-24	2.0719794815046878e-24	-1.679631508872967e-24	9.618260635767756e-25	1.548302548798401e-21	-1.935775671377878e-24	-3.409149097012173e-24	1.8059510141910588e-23	-1.3312868417023228e-24	1.9578798605456717e-23	-5.5985039412550264e-24	-3.227257383329811e-24	-4.581292614684878e-24	4.0366542817714724e-26	1.7317218780320157e-23	5.774921173926819e-25	6.18447251656989e-25	5.894566725263556e-24	9.052542226430202e-25	3.505761603377373e-24	5.276485525245091e-24
2.9702970297029703	-5.798762152973628e-26	9.075636996224199e-21	2.2181695178579542e-28	6.941421998057393e-24	1.2092612662832802e-26	7.221993589003103e-24	-1.8857127189633917e-24	-4.04034205748383e-25	-1.795213983222546e-24	-9.943153919141323e-25	-7.752543075449725e-24	-9.44011274850396e-25	3.0483330133263945e-25	-2.7552101684545785e-25	3.0373349799829924e-25	-3.5761008031575454e-25	4.178461088680501e-26	-1.1988598988070223e-21	2.0222466108821583e-24	5.707720305687076e-22	9.871950681246249e-25	5.938446647480093e-22	-6.507853218776009e-25	-1.3347206354390136e-25	-6.195099693922906e-25	-3.4333536162176977e-25	-2.7201815104301183e-24	-3.2595326644527086e-25	5.2075129724267555e-28	-4.565599895453209e-28	5.181731795655241e-28	-6.019010146264516e-28	2.1934072851112044e-31	6.987882347632732e-20	-8.765013088582074e-24	-1.4940987071638112e-23	8.220169445970022e-23	-5.815425563102168e-24	8.908003231230984e-23	-2.2567272360050326e-23	-1.2758783838347877e-23	-1.8082888734351915e-23	1.1803079954891226e-24	3.430089407878323e-23	3.549971730334172e-24	5.349411343080972e-24	-1.4110252973366252e-23	6.554127602688416e-24	-6.4138015713472225e-24	2.4259256292206757e-24	1.5188205840726557e-21	-2.9271725553276417e-24	-4.8899844344233724e-24	2.671645091661609e-23	-1.9074870698283416e-24	2.901986675510681e-23	-6.965731755708292e-24	-3.932924088036928e-24	-5.459568037822718e-24	5.87425755991036e-25	2.2588999289370445e-23	1.381376057847632e-24	2.1293181441762215e-24	9.227083844777492e-24	2.5366452246082823e-24	4.33517261032652e-24	8.728914547257567e-24
3.9603960396039604	-7.477880875146681e-26	8.787669044430072e-21	1.7544974850653824e-28	8.551028631968924e-24	9.055273370667669e-27	8.917452097480806e-24	-2.0779004970152942e-24	-1.730868432882135e-25	-1.970107842394939e-24	-1.0951542164494462e-24	-1.0752988619544755e-23	-1.0354759852079485e-24	4.384561817203282e-25	-3.308650166427169e-25	4.3619665990403595e-25	-4.554252858020489e-25	5.689787469244257e-26	-1.5460443609039962e-21	1.5998069048711557e-24	7.0306352980209635e-22	7.458732917133597e-25	7.331939941399522e-22	-7.146164265186078e-25	-5.024782226899171e-26	-6.774367910239295e-25	-3.769005130208066e-25	-3.766765189757586e-24	-3.5631990629320046e-25	7.456697971409873e-28	-5.4194225701136505e-28	7.409631370436677e-28	-7.596970124927745e-28	2.9867009466848696e-31	6.983709965401007e-20	-1.1933165599174989e-23	-1.9246962902279913e-23	1.1028580102178647e-22	-7.469109497391134e-24	1.1975664936502474e-22	-2.5662495159863212e-23	-1.478104902114773e-23	-1.9701698524381895e-23	3.1615287469331942e-24	3.22940061684689e-23	6.303762399666443e-24	9.404746851481451e-24	-2.1011066939650573e-23	1.0931725673043009e-23	-1.2032845521546261e-23	2.607194407423435e-24	1.4952718033292787e-21	-3.993641921759812e-24	-6.331201209438544e-24	3.4855548414586e-23	-2.4622229593650003e-24	3.796991917792731e-23	-8.233014128925595e-24	-4.591521624303309e-24	-6.268936943473197e-24	1.0248089959353715e-24	2.732611020294081e-23	2.0554516429659788e-24	3.305314154231083e-24	1.1191882667453372e-23	3.80531208716438e-24	4.6296110528033096e-24	1.0441698873094158e-23
4.9504950495049505	-8.665574176745198e-26	8.21486807242566e-21	1.9408048109201783e-28	9.675885871199016e-24	1.0036898537839186e-26	1.0122903652376223e-23	-2.2320577495887516e-24	-1.5145770466790896e-25	-2.1160155415148144e-24	-1.1813906785925876e-24	-1.261528508883083e-23	-1.1175257145289883e-24	4.550163124910367e-25	-3.1750380963450595e-25	4.523330218352739e-25	-4.4714833971770545e-25	5.311333133688888e-26	-1.791562582221391e-21	1.7694190173363163e-24	7.954088978372088e-22	8.275193091063927e-25	8.321589065873389e-22	-7.67427702226934e-25	-4.4638638894125723e-26	-7.275301690577476e-25	-4.065651119132922e-25	-4.39604053702889e-24	-3.8461019479971944e-25	7.560263138746244e-28	-5.063203788459569e-28	7.506390122743874e-28	-7.289687630384428e-28	2.7883014024907028e-31	6.979844612708942e-20	-1.5772548182838548e-23	-2.2709598993834576e-23	1.4317248460990463e-22	-8.729425623252091e-24	1.5609925260627596e-22	-2.305429120618421e-23	-1.5264957210233133e-23	-1.554947256828286e-23	7.086333895542582e-24	1.1726844492921275e-23	1.1019550285541932e-23	1.3218612592044712e-23	-3.231309363629455e-23	1.4948131982050023e-23	-2.0708886149825978e-23	-1.643365473970313e-24	1.4922205465564376e-21	-5.319466132704435e-24	-7.635546713513198e-24	4.120563936743392e-23	-2.9428054439078935e-24	4.5223646885298535e-23	-9.155012404503632e-24	-5.087508088461631e-24	-6.840252723159484e-24	1.0832918180039409e-24	3.0216084253363954e-23	2.281074949679498e-24	3.3244092573121256e-24	8.431589758996024e-24	3.8208664953745086e-24	3.075865957328311e-24	6.144487728362089e-24
5.9405940594059405	-9.853267478343706e-26	7.642067100421255e-21	2.1271121367749724e-28	1.0800743110429102e-23	1.101852370501069e-26	1.1328355207271628e-23	-2.3862150021622082e-24	-1.298285660476046e-25	-2.261923240634688e-24	-1.2676271407357285e-24	-1.447758155811688e-23	-1.199575443850027e-24	4.71576443261745e-25	-3.0414260262629517e-25	4.684693837665116e-25	-4.38871393633362e-25	4.932878798133522e-26	-2.0370808035387823e-21	1.9390311298014757e-24	8.877542658723206e-22	9.091653264994253e-25	9.311238190347245e-22	-8.202389779352598e-25	-3.902945551925978e-26	-7.776235470915655e-25	-4.362297108057776e-25	-5.025315884300188e-24	-4.1290048330623806e-25	7.663828306082614e-28	-4.706985006805492e-28	7.603148875051069e-28	-6.982405135841112e-28	2.589901858296537e-31	6.975979260016876e-20	-1.9611930766502084e-23	-2.617223508538919e-23	1.7605916819802243e-22	-9.989741749113043e-24	1.924418558475268e-22	-2.0446087252505244e-23	-1.574886539931853e-23	-1.1397246612183873e-23	1.1011139044151946e-23	-8.840317182626066e-24	1.5735338171417375e-23	1.7032478332607925e-23	-4.361512033293848e-23	1.8964538291057008e-23	-2.938492677810565e-23	-5.893925355364013e-24	1.4891692897835966e-21	-6.645290343649046e-24	-8.939892217587841e-24	4.755573032028184e-23	-3.423387928450781e-24	5.2477374592669663e-23	-1.0077010680081661e-23	-5.583494552619947e-24	-7.411568502845767e-24	1.1417746400725102e-24	3.310605830378709e-23	2.5066982563930132e-24	3.343504360393168e-24	5.6712968505386864e-24	3.836420903584636e-24	1.5221208618533302e-24	1.847276583630043e-24
6.930693069306931	-1.104096077994222e-25	7.069266128416849e-21	2.3134194626297665e-28	1.1925600349659194e-23	1.20001488721822e-26	1.2533806762167045e-23	-2.540372254735666e-24	-1.0819942742730014e-25	-2.407830939754562e-24	-1.3538636028788693e-24	-1.633987802740293e-23	-1.2816251731710664e-24	4.881365740324535e-25	-2.9078139561808426e-25	4.846057456977494e-25	-4.305944475490188e-25	4.554424462578156e-26	-2.2825990248561747e-21	2.1086432422666367e-24	9.800996339074327e-22	9.908113438924579e-25	1.030088731482111e-21	-8.730502536435858e-25	-3.3420272144393813e-26	-8.277169251253833e-25	-4.6589430969826305e-25	-5.65459123157149e-24	-4.4119077181275685e-25	7.767393473418985e-28	-4.350766225151412e-28	7.699907627358267e-28	-6.675122641297796e-28	2.39150231410237e-31	6.972113907324811e-20	-2.3451313350165643e-23	-2.963487117694383e-23	2.089458517861406e-22	-1.1250057874974e-23	2.2878445908877784e-22	-1.7837883298826258e-23	-1.6232773588403936e-23	-7.24502065608484e-24	1.493594419276131e-23	-2.9407478858173596e-23	2.045112605729284e-23	2.0846344073171185e-23	-5.491714702958246e-23	2.2980944600063996e-23	-3.8060967406385364e-23	-1.0144485236757738e-23	1.4861180330107557e-21	-7.971114554593664e-24	-1.024423772166249e-23	5.390582127312976e-23	-3.903970412993671e-24	5.973110230004084e-23	-1.0999008955659693e-23	-6.079481016778266e-24	-7.982884282532051e-24	1.2002574621410792e-24	3.599603235421024e-23	2.7323215631065308e-24	3.36259946347421e-24	2.9110039420813493e-24	3.851975311794764e-24	-3.1624233621662384e-26	-2.4499345611020027e-24
7.920792079207921	-1.2228654081540727e-25	6.49646515641244e-21	2.499726788484562e-28	1.305045758888928e-23	1.298177403935371e-26	1.3739258317062456e-23	-2.694529507309123e-24	-8.657028880699569e-26	-2.5537386388744366e-24	-1.4401000650220102e-24	-1.8202174496688992e-23	-1.3636749024921055e-24	5.046967048031618e-25	-2.774201886098734e-25	5.007421076289872e-25	-4.2231750146467535e-25	4.175970127022787e-26	-2.5281172461735676e-21	2.2782553547317965e-24	1.0724450019425448e-21	1.0724573612854909e-24	1.1290536439294971e-21	-9.258615293519118e-25	-2.7811088769527846e-26	-8.778103031592013e-25	-4.955589085907485e-25	-6.2838665788427884e-24	-4.6948106031927565e-25	7.870958640755356e-28	-3.994547443497333e-28	7.796666379665463e-28	-6.367840146754479e-28	2.193102769908203e-31	6.968248554632745e-20	-2.72906959338292e-23	-3.309750726849847e-23	2.418325353742586e-22	-1.2510374000834952e-23	2.6512706233002906e-22	-1.5229679345147278e-23	-1.6716681777489333e-23	-3.09279469998583e-24	1.8860749341370674e-23	-4.997464053372103e-23	2.5166913943168304e-23	2.4660209813734422e-23	-6.621917372622644e-23	2.6997350909071007e-23	-4.673700803466508e-23	-1.4395045118151463e-23	1.4830667762379148e-21	-9.296938765538281e-24	-1.1548583225737138e-23	6.025591222597771e-23	-4.384552897536561e-24	6.698483000741201e-23	-1.1921007231237724e-23	-6.575467480936585e-24	-8.554200062218336e-24	1.2587402842096486e-24	3.888600640463337e-23	2.9579448698200476e-24	3.381694566555253e-24	1.5071103362401216e-25	3.8675297200048926e-24	-1.5853693290966491e-24	-6.747145705834072e-24
8.910891089108912	-1.341634738313924e-25	5.9236641844080315e-21	2.6860341143393556e-28	1.4175314828119372e-23	1.3963399206525213e-26	1.494470987195787e-23	-2.8486867598825803e-24	-6.494115018669123e-26	-2.699646337994311e-24	-1.526336527165151e-24	-2.0064470965975042e-23	-1.445724631813145e-24	5.212568355738701e-25	-2.640589816016625e-25	5.1687846956022515e-25	-4.140405553803319e-25	3.7975157914674205e-26	-2.7736354674909593e-21	2.447867467196957e-24	1.1647903699776569e-21	1.1541033786785235e-24	1.228018556376883e-21	-9.786728050602379e-25	-2.220190539466188e-26	-9.279036811930191e-25	-5.252235074832339e-25	-6.91314192611409e-24	-4.9777134882579445e-25	7.974523808091725e-28	-3.6383286618432534e-28	7.89342513197266e-28	-6.060557652211163e-28	1.994703225714037e-31	6.964383201940679e-20	-3.113007851749274e-23	-3.656014336005311e-23	2.7471921896237656e-22	-1.377069012669591e-23	3.014696655712801e-22	-1.262147539146829e-23	-1.720058996657474e-23	1.0594312561131804e-24	2.278555448998006e-23	-7.054180220926847e-23	2.988270182904377e-23	2.847407555429768e-23	-7.752120042287041e-23	3.1013757218077995e-23	-5.54130486629448e-23	-1.8645604999545164e-23	1.4800155194650737e-21	-1.0622762976482898e-23	-1.2852928729811781e-23	6.660600317882563e-23	-4.865135382079451e-24	7.423855771478315e-23	-1.2843005506815761e-23	-7.071453945094904e-24	-9.125515841904621e-24	1.317223106278218e-24	4.177598045505652e-23	3.1835681765335656e-24	3.4007896696362955e-24	-2.609581874833325e-24	3.88308412821502e-24	-3.139114424571636e-24	-1.1044356850566118e-23
