time	E	E_P_1	P	M	E_M	T	E_P_2	P2	E_P2
0.0	0.00015	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
0.9900990099009901	7.949013806610664e-05	6.267701183184019e-05	0.99458680863028	0.00507444641373796	2.8949036944904784e-07	2.9932783450447127e-05	7.541319897608156e-06	0.00023830261078461334	2.0397607198397465e-09
1.9801980198019802	7.953667006235923e-05	6.237688712322937e-05	0.9892453589106204	0.010085225718271711	5.770844854555195e-07	0.00012018778027876649	7.5052069780818906e-06	0.0004787645613169825	4.151276360024159e-09
2.9702970297029703	7.958485245126797e-05	6.207926657464025e-05	0.9839294393758261	0.01501232176216299	8.602298036455458e-07	0.0002698364280971963	7.4693965871417785e-06	0.0007179875868731768	6.254508705977771e-09
3.9603960396039604	7.96346657603076e-05	6.178410393899777e-05	0.9786388380738765	0.019856854034857686	1.1389992613013874e-06	0.00047796127392149025	7.433881310131124e-06	0.0009559815836182576	8.349654656676853e-09
4.9504950495049505	7.968608987047586e-05	6.149135306972356e-05	0.9733733471064112	0.02461992287963712	1.4134638254770238e-06	0.0007436601490584448	7.398656255704149e-06	0.0011927562552761437	1.0436904015485031e-08
5.9405940594059405	7.973910546028409e-05	6.120096906614002e-05	0.9681327624047071	0.029302610563595153	1.6836929126194627e-06	0.0010660453121617076	7.363716042838666e-06	0.0014283211255244107	1.25164434983255e-08
6.930693069306931	7.979369361544718e-05	6.091290805156307e-05	0.9629168836563496	0.03390598162891566	1.9497542571162603e-06	0.0014442431679619148	7.329055546517497e-06	0.0016626855409904544	1.4588454662969724e-08
7.920792079207921	7.984983619749292e-05	6.0627127795480714e-05	0.9577255142991201	0.03843108292099519	2.2117137950584064e-06	0.0018773942446664292	7.294669021596314e-06	0.0018958586720665997	1.6653115630340694e-08
8.910891089108912	7.990751493622081e-05	6.0343585981192546e-05	0.9525584613524891	0.04287894438303139	2.469636214881375e-06	0.002364652560491483	7.2605521943963585e-06	0.0021278495195945755	1.8710598548072485e-08
9.900990099009901	7.996671244495591e-05	6.006224217860199e-05	0.9474155353540704	0.04725057935979678	2.7235844038954637e-06	0.0029051853799108005	7.226699825197961e-06	0.0023586669193357375	2.0761072589349616e-08
10.89108910891089	8.002741159720048e-05	5.9783056527267954e-05	0.9422965502757907	0.05154698499449752	2.9736199447612464e-06	0.0034981728969240913	7.1931071531137224e-06	0.002588319545045956	2.2804702904920445e-08
11.881188118811881	8.008959565966856e-05	5.9505990227759646e-05	0.9372013234455991	0.05576914259424509	3.2198028690310897e-06	0.004142807944075961	7.159769518821933e-06	0.002816815912396091	2.484164997174463e-08
12.871287128712872	8.015324830119996e-05	5.9231005304213736e-05	0.9321296754697501	0.05991801799873481	3.4621918991281277e-06	0.0048382956978256335	7.12668234976013e-06	0.003044164382647186	2.687207095116809e-08
13.861386138613861	8.021835355990092e-05	5.895806466027931e-05	0.9270814301458471	0.06399456199046961	3.700844404204692e-06	0.005583853351166567	7.093841181642981e-06	0.003270373166736308	2.8896119222295298e-08
14.85148514851485	8.028489584201204e-05	5.868713206316247e-05	0.9220564144392195	0.06799971040622703	3.935816422935308e-06	0.006378710024663696	7.061241652656018e-06	0.0034954503263941823	3.0913944481793674e-08
15.841584158415841	8.035285988911958e-05	5.841817208801106e-05	0.9170544583201158	0.07193438490398424	4.16716275419036e-06	0.007222106154628848	7.028879501065169e-06	0.0037194037818251593	3.2925692858960244e-08
16.831683168316832	8.042223080061696e-05	5.8151150132369616e-05	0.9120753948519809	0.07579949254651523	4.394936922178569e-06	0.008113293825424228	6.99675056309433e-06	0.003942241307545841	3.493150698511316e-08
17.821782178217823	8.049299399204689e-05	5.788603233333218e-05	0.9071190599326656	0.07959592702062998	4.61919131076268e-06	0.009051535796765297	6.964850762753007e-06	0.004163970544596312	3.6931526350515386e-08
18.81188118811881	8.056513520116985e-05	5.7622785608817744e-05	0.9021852923667124	0.08332456829485003	4.839977109103974e-06	0.010036105777175144	6.933176119145956e-06	0.004384598997128006	3.8925887009179866e-08
19.801980198019802	8.063864046573441e-05	5.736137760519496e-05	0.8972739337097106	0.08698628335214693	5.057344393759164e-06	0.011066287839522628	6.901722738715187e-06	0.004604134039749458	4.091472184401879e-08
20.792079207920793	8.071349613060686e-05	5.710177667070808e-05	0.8923848282686657	0.09058192618619497	5.271342150619691e-06	0.01214137642442048	6.870486812580269e-06	0.004822582917513275	4.289816073332196e-08
21.78217821782178	8.07896888245135e-05	5.684395184600108e-05	0.8875178230003793	0.0941123382798573	5.482018309087692e-06	0.01326067595854252	6.839464615119655e-06	0.005039952750709319	4.487633052605953e-08
22.77227722772277	8.086720545698397e-05	5.658787285135247e-05	0.8826727675026227	0.09757834864410041	5.6894197594874254e-06	0.014423500824112938	6.808652502308251e-06	0.00525625053528533	4.684935511518824e-08
23.762376237623762	8.094603320796059e-05	5.63335100634336e-05	0.8778495139213439	0.10098077425369356	5.893592389073868e-06	0.015629175011609302	6.778046909269483e-06	0.005471483147225915	4.881735550918509e-08
24.752475247524753	8.102615951910099e-05	5.608083450829475e-05	0.87304791691771	0.10432042020001207	6.0945810987253566e-06	0.01687703199835158	6.7476443492811356e-06	0.0056856573441102735	5.0780449844141544e-08
