time	GTPgS_C	KCNQsites_M	PIP2_M	GGDPbS_M	ATP_C	oxoM_EX	GDPbS_C	GGTPMg_M	GDP_C	GGDPAlF4Mg_M	ip3_C	AlF4_C	G_M	GGTP_M	GGDPAlF4_M	GGTPgS_M	PI_M	PIP_M	PIP2xKCNQ_M	GGTPgSMg_M	GGDP_M	Mg2_C	GTP_C
81.0	0.0	16.769167347327258	1395.475909946277	0.0	2996.3589560299774	8.586357083037282e-23	0.0	0.11163852546842566	0.2504239292041787	0.0	0.028591285572248208	0.0	0.004609803073449808	0.03177578532696737	0.0	0.0	198797.95256641242	399.5998898295209	23.23083265267268	0.0	200.0649758861349	2100.0	97.72869095119944
82.0	0.0	16.726972740048094	1401.3584328404656	0.0	2996.3226513455998	8.586359376011887e-23	0.0	0.11163852045585909	0.2506234551410838	0.0	0.028718334187330045	0.0	0.0046089139463607	0.03177578390540185	0.0	0.0	198783.15969623625	399.6868932563567	23.273027259951846	0.0	200.06497678169612	2100.0	97.74753988032211
83.0	0.0	16.685437973376647	1407.1811795018118	0.0	2996.286342520347	8.586360846206734e-23	0.0	0.11163851547567978	0.2508229810767919	0.0	0.028843980799536838	0.0	0.004608032536080102	0.03177578249300419	0.0	0.0	198768.36797165562	399.7964374498618	23.314562026623292	0.0	200.06497766949897	2100.0	97.76623238769791
84.0	0.0	16.644537990328086	1412.9459607564984	0.0	2996.250028382305	8.586361759128671e-23	0.0	0.11163851052756975	0.25102250701129064	0.0	0.02896827231586762	0.0	0.0046071587727799165	0.0317757810896832	0.0	0.0	198753.5773925854	399.9270556822888	23.355462009671854	0.0	200.06497854961373	2100.0	97.78476977142516
85.0	0.0	16.60425011537647	1418.6545156444333	0.0	2996.2137078179126	8.586362164650071e-23	0.0	0.11163850561120334	0.2512220329445677	0.0	0.029091251794607316	0.0	0.004606292587308248	0.03177577969534855	0.0	0.0	198738.7879589414	400.0773466578547	23.39574988462347	0.0	200.0649794221099	2100.0	97.80315331882963
86.0	0.0	16.56455700691629	1424.3084702586839	0.0	2996.1773798077957	8.586361818265814e-23	0.0	0.11163850072626645	0.2514215588766108	0.0	0.02921296063183641	0.0	0.004605433911191073	0.03177577830991071	0.0	0.0	198723.99967064126	400.2460140642658	23.43544299308365	0.0	200.0649802870564	2100.0	97.82138430655391
87.0	0.0	16.52544303215693	1429.9093683459023	0.0	2996.1410433989963	8.586360552759515e-23	0.0	0.11163849587245032	0.25162108480740786	0.0	0.029333438641869512	0.0	0.004604582676619059	0.03177577693328116	0.0	0.0	198709.21252760378	400.43183590410575	23.47455696784301	0.0	200.0649811445214	2100.0	97.83946400064617
88.0	0.0	16.48689073504282	1435.4586897903166	0.0	2996.1046976871153	8.586358720050959e-23	0.0	0.11163849104945095	0.251820610736947	0.0	0.0294527248412091	0.0	0.0046037388164365195	0.031775775565372484	0.0	0.0	198694.4265297486	400.63364477145217	23.51310926495712	0.0	200.0649819945725	2100.0	97.85739365664799
89.0	0.0	16.448879919476074	1440.9578159709188	0.0	2996.0683418437116	8.586356706623843e-23	0.0	0.11163848625696024	0.2520201366652163	0.0	0.029570853968934344	0.0	0.0046029022641428385	0.03177577420609841	0.0	0.0	198679.64167699672	400.8503580911125	23.551120080523866	0.0	200.06498283727655	2100.0	97.87517451968155
90.0	0.0	16.411389920656184	1446.4080558228095	0.0	2996.031975096999	8.586355043297038e-23	0.0	0.1116384814946724	0.25221966259220396	0.0	0.029687858811494366	0.0	0.004602072953880775	0.03177577285537366	0.0	0.0	198664.8579692702	401.08095680145306	23.588610079343756	0.0	200.0649836726998	2100.0	97.89280782453618
91.0	0.0	16.37440362833115	1451.8106672006584	0.0	2995.995596717776	8.586354318785704e-23	0.0	0.11163847676229077	0.25241918851789835	0.0	0.0298037723801249	0.0	0.004601250820426151	0.031775771513113775	0.0	0.0	198650.0754064917	401.32446981736234	23.625596371668788	0.0	200.0649845009079	2100.0	97.910294795754
92.0	0.0	16.33791042221704	1457.1668377638953	0.0	2995.9592060373116	8.586354159209083e-23	0.0	0.11163847205951956	0.2526187144422878	0.0	0.029918624377127064	0.0	0.00460043579918924	0.031775770179235094	0.0	0.0	198635.29398858506	401.5799937828327	23.6620895777829	0.0	200.06498532196582	2100.0	97.92763664771506
93.0	0.0	16.301902844819534	1462.4776978326404	0.0	2995.9228024342356	8.586353820416394e-23	0.0	0.11163846738606552	0.25281824036536094	0.0	0.03003244257393126	0.0	0.004599627826203573	0.03177576885365481	0.0	0.0	198620.51371547484	401.84667858564586	23.698097155180406	0.0	200.06498613593783	2100.0	97.94483458472159
94.0	0.0	16.26636957023133	1467.7443275022315	0.0	2995.886385323107	8.586353083994693e-23	0.0	0.1116384627416367	0.25301776628710637	0.0	0.03014525357896245	0.0	0.004598826838114731	0.03177576753629119	0.0	0.0	198605.7345870862	402.12371470485306	23.73363042976861	0.0	200.0649869428877	2100.0	97.96188980108168
95.0	0.0	16.231293181063826	1472.9677367930678	0.0	2995.849954168705	8.586352297922536e-23	0.0	0.11163845812594862	0.2532172922075128	0.0	0.03025708295351497	0.0	0.004598032772181839	0.03177576622706349	0.0	0.0	198590.9566033451	402.4103490012824	23.768706818936113	0.0	200.06498774287857	2100.0	97.97880348119223
96.0	0.0	16.196652945383605	1478.148881227838	0.0	2995.813508475658	8.58635208974359e-23	0.0	0.11163845353872139	0.2534168181265691	0.0	0.030367955076289976	0.0	0.0045972455662673765	0.031775764925891965	0.0	0.0	198576.1797641783	402.70587325472354	23.803347054616335	0.0	200.06498853597287	2100.0	97.99557679962113
97.0	0.0	16.162435121502714	1483.2886862753828	0.0	2995.777047776963	8.586352192900835e-23	0.0	0.11163844897967508	0.2536163440442641	0.0	0.030477892330561064	0.0	0.0045964651588268415	0.03177576363269757	0.0	0.0	198561.40406951282	403.00961149078165	23.837564878497226	0.0	200.06498932223255	2100.0	98.01221092118894
98.0	0.0	16.12863510227187	1488.3880314219898	0.0	2995.740571648641	8.586352789598873e-23	0.0	0.11163844444853324	0.25381586996058686	0.0	0.030586916678423972	0.0	0.0045956914889100425	0.03177576234740206	0.0	0.0	198546.62951927644	403.3209361707592	23.87136489772807	0.0	200.0649901017189	2100.0	98.02870700104963
99.0	0.0	16.095255009096807	1493.447758826623	0.0	2995.704079700784	8.586354157993532e-23	0.0	0.11163843994502215	0.2540153958755265	0.0	0.030695049305142094	0.0	0.00459492449615155	0.03177576106992792	0.0	0.0	198531.85611339752	403.63925829152913	23.904744990903133	0.0	200.06499087449265	2100.0	98.04506618477095
100.0	0.0	16.062287999847186	1498.4686722805131	0.0	2995.6675715657175	8.586356729450062e-23	0.0	0.11163843546887314	0.25421492178907223	0.0	0.030802310269999158	0.0	0.00459416412075947	0.03177575980019864	0.0	0.0	198517.08385180464	403.9640142862784	23.937712000152754	0.0	200.06499164061393	2100.0	98.0612896084139
