time	C	I
0.0	1.0	100.0
0.9900990099009901	1.2064151755213532	100.01980592124771
1.9801980198019802	1.4555231795873205	100.04015026250767
2.9702970297029703	1.7561710710022524	100.061783690623
3.9603960396039604	2.119042428270026	100.08549818172972
4.9504950495049505	2.557039133770109	100.11215624321582
5.9405940594059405	3.085742603205519	100.14272259396249
6.930693069306931	3.7239709798367304	100.17829948526106
7.920792079207921	4.494452254438778	100.2201669882949
8.910891089108912	5.424637404926422	100.26982976829758
9.900990099009901	6.547682637130602	100.32907212333599
10.89108910891089	7.903635812323873	100.40002339931652
11.881188118811881	9.540869378783345	100.4852363200029
12.871287128712872	11.51781082655616	100.58778131469961
13.861386138613861	13.905032130139642	100.71136061647475
14.85148514851485	16.78777209482085	100.86044677685479
15.841584158415841	20.2689806336121	101.04045136692986
16.831683168316832	24.472991786585425	101.25793105707098
17.821782178217823	29.549953641652145	101.52084010362377
18.81188118811881	35.681168573760324	101.83884063475755
19.801980198019802	43.08552704593443	102.22368518793178
20.792079207920793	52.02725321002229	102.68968992430698
21.78217821782178	62.82522127545779	103.25432211056145
22.77227722772277	75.86414851733944	103.93893216861858
23.762376237623762	91.60802402495897	104.76966927666703
24.752475247524753	110.61619147661175	105.7786306480356
25.742574257425744	133.5625680814419	107.00530871027271
26.73267326732673	161.25854755688442	108.49841782606907
27.722772277227723	194.68019738747614	110.31820294327578
28.712871287128714	235.00041061307985	112.53935584447137
29.7029702970297	283.6266952176708	115.25468824528474
30.693069306930692	342.2452564156514	118.57973038449481
31.683168316831683	412.87191294529197	122.65843158193981
32.67326732673267	497.91013478552924	127.6701257347586
33.663366336633665	600.2160203404222	133.8378809631066
34.65346534653465	723.1692404069458	141.43827873265894
35.64356435643565	870.7477222179199	150.8125862944046
36.633663366336634	1047.601943940505	162.37925436191438
37.62376237623762	1259.121919654598	176.64777583478852
38.613861386138616	1511.4859735428947	194.2342533999858
39.603960396039604	1811.674852012385	215.87952796422246
40.59405940594059	2167.4271644678943	242.471264852057
41.584158415841586	2587.1021485544743	275.07175499204817
42.57425742574257	3079.403083848565	314.9532254957441
43.56435643564356	3652.899613126538	363.6422373866964
44.554455445544555	4315.271133316932	422.97450436901266
45.54455445544554	5072.179586355906	495.16140016582887
46.53465346534654	5925.674903034533	582.8695842665003
47.524752475247524	6872.051364953493	689.3154714426435
48.51485148514851	7899.126154999508	818.3765295011094
49.504950495049506	8983.027669007013	974.7214174043984
50.495049504950494	10084.791237535694	1163.960523169242
51.48514851485149	11147.390168409662	1392.8171161292623
52.475247524752476	12094.280970652228	1669.3163146790916
53.46534653465346	12831.046369556203	2002.9828449379072
54.45544554455446	13252.087432205399	2405.026015631818
55.445544554455445	13254.172709310189	2888.464946480904
56.43564356435643	12757.455193938506	3468.094869269539
57.42574257425743	11731.798309583459	4160.085054466976
58.415841584158414	10221.929277343108	4980.758636356515
59.4059405940594	8360.420750665777	5943.564334860784
60.396039603960396	6356.059409090138	7052.008140330341
61.386138613861384	4451.088682565214	8283.483368712126
62.37623762376238	2855.8397213661187	9553.125377705213
63.366336633663366	1687.338233991024	10639.860779339655
64.35643564356435	944.8686616971232	11079.860187377244
65.34653465346534	537.5826830086663	10215.313082511557
66.33663366336634	344.68139398976797	7876.360670852358
67.32673267326733	267.41152278561907	5109.092155293301
68.31683168316832	246.7716692804864	3065.6534006051234
69.3069306930693	254.54364470532096	1891.7417798411857
70.29702970297029	279.0313604665286	1266.7020644057675
71.2871287128713	315.95185014147296	927.9569025626112
72.27722772277228	364.2247867347277	735.5643275942742
73.26732673267327	424.2615501750214	621.7521585404261
74.25742574257426	497.2909304459145	553.4129951092109
75.24752475247524	585.0895602944394	513.7300454480809
76.23762376237623	689.8689024625614	493.84420721694477
77.22772277227723	814.2188622732248	489.02976290271954
78.21782178217822	961.0621438926836	496.8699909545734
79.20792079207921	1133.5920688339932	516.3502396021134
80.1980198019802	1335.1714193748012	547.3936980191075
81.18811881188118	1569.16896408452	590.6238033509562
82.17821782178218	1838.7070025335515	647.2507971905206
83.16831683168317	2146.28958241819	719.0317741434044
84.15841584158416	2493.2792097164365	808.2781129743539
85.14851485148515	2879.1931225790413	917.8961693712224
86.13861386138613	3300.8034006236157	1051.4530181248574
87.12871287128712	3751.055177366219	1213.261685736544
88.11881188118812	4217.872492555765	1408.480778305007
89.10891089108911	4683.010157912142	1643.2217822238936
90.0990099009901	5121.235804932205	1924.6529223044543
91.08910891089108	5500.27855878552	2261.079724786748
92.07920792079207	5782.121573166361	2661.966197927137
93.06930693069307	5926.263317231531	3137.830830750243
94.05940594059406	5895.3953230087145	3699.8969850231547
95.04950495049505	5663.384495248735	4359.275824668022
96.03960396039604	5224.411310441701	5125.270143046748
97.02970297029702	4600.739791414531	6002.034101113009
98.01980198019803	3845.452607779359	6982.189134616055
99.00990099009901	3036.6129270251627	8034.985316079067
100.0	2261.765653080659	9085.58993457535
